Sample,ID1,ID2,ID3,ID4,ID5,ID6,ID8,ID9,ID11
Kidney-RCC::S.1,0.0,35.589250869460535,48.54277701881454,43.930979917863546,282.205387443732,0.0,80.80663866222828,77.28774718676496,17.233568157176926
Kidney-RCC::S.2,2.1042181151500303,0.0,0.0,39.831076955844274,682.5388085650832,17.427830629756546,30.336310611526326,0.0,165.36296845140623
Kidney-RCC::S.3,0.4106782320624233,17.82279374131378,32.11851966797688,0.0,416.1641892800847,27.24893276258083,38.56054426550007,0.0,2.7790449143775344
Kidney-RCC::S.4,0.0,10.928160127579028,128.41015622559854,56.68912914237481,202.53286796591516,0.0,83.6385974632695,0.0,0.0
Kidney-RCC::S.5,32.420071608732684,0.0,13.580866187146292,0.0,313.16433809533277,96.27303351458322,264.83298851436444,61.39235027589244,47.93165333671783
Kidney-RCC::S.6,32.95963055137503,12.225312849750216,0.0,39.38302212046978,263.4228228744247,11.57204692476887,45.879869438790685,82.49209210172371,69.7464628191595
Kidney-RCC::S.7,13.012707823786341,0.0,0.0,0.0,1105.2855525945438,28.869010737133507,31.55865207050437,132.295177294361,0.0
Kidney-RCC::S.8,28.305779779539705,0.0,37.36754645677959,10.568386369972982,836.9066951965552,0.0,250.85667191856425,215.71636543056073,14.08763205216967
Kidney-RCC::S.9,8.10471360558602,0.0,91.09395653400159,13.296701788648152,492.65578710154324,34.196042549741136,44.888744009651155,26.467899548423325,42.86587260345355
Kidney-RCC::S.10,4.427423481222604,0.0,153.49615760808067,0.0,336.9439908353185,0.0,151.3391382699089,0.0,65.27414913559001
Kidney-RCC::S.11,41.158701191198055,0.0,27.687484433930102,0.0,324.3122516296425,16.539712058450846,131.70644373096746,54.37209639319641,0.0
Kidney-RCC::S.12,0.0,0.0,0.0,0.0,396.5538807398875,0.0,169.2802807498782,0.0,80.49685260003321
Kidney-RCC::S.13,117.84501093163806,0.0,6.674951076274097,33.939554619258324,673.7009512942112,5.144480644835241,49.59047751214237,85.87324875620682,21.09423598561668
Kidney-RCC::S.14,2.097712003770361,57.48089365015784,112.13553466720565,0.0,290.3005974111373,0.0,146.63388058282297,0.0,103.11246067311431
Kidney-RCC::S.15,26.23143711163604,0.0,0.0,0.0,549.9186287275676,40.73075295984417,0.0,31.749041898559952,0.0
Kidney-RCC::S.16,37.75270140270524,14.198515486771763,73.5472231776618,32.27368061899563,1022.4964118805702,30.50082114172098,122.5933596306796,0.0,5.40949042065684
Kidney-RCC::S.17,15.10390977580529,12.764767303819728,0.0,30.677314031990548,317.03790592896297,0.0,210.2764245084805,163.32113358783647,197.01139581290897
Kidney-RCC::S.18,43.663004241976246,0.0,88.60548463449044,0.0,580.9966937571243,283.37893107124074,124.01769826254852,13.502259373323275,4.434776236102539
Kidney-RCC::S.19,61.4146930550042,0.0,0.0,7.394020108391894,981.5148146243388,0.0,201.95168464319477,112.59340235941336,11.782238037705353
Kidney-RCC::S.20,0.0,1.7130440789981836,55.71561208428731,70.2873313975155,806.5234693651267,0.0,93.34064537395169,101.14587730885803,2.7006887182831063
Kidney-RCC::S.21,25.210375743490946,57.029269872686044,0.0,51.773108725161045,581.834528202991,0.0,173.57000285311824,60.99361708491624,81.22601429483946
Kidney-RCC::S.22,12.98678958281537,5.3695766475722,42.22779366200153,0.0,929.6400587273841,22.140732706517003,31.805806115316564,105.38094373863886,86.20564417725947
Kidney-RCC::S.23,15.978376951942025,3.813916666012974,72.79088249820325,18.87861373914728,772.0758343209776,0.0,153.95916044060658,31.770124864978534,18.280399606442085
Kidney-RCC::S.24,4.413230999954451,0.0,144.09488246518288,0.4403741859206713,752.3403942051123,9.048025067045288,71.18459889161194,34.18832600220854,28.360583776409126
Kidney-RCC::S.25,69.972741402284,9.540899774713225,0.0,28.82218679979441,214.37122281872564,0.0,137.0181986395466,2.2185250320822782,67.42754248198703
Kidney-RCC::S.26,0.0,0.0,100.1127285836084,5.033115332586046,910.1364408101493,0.0,144.78627331142988,66.64892913398427,52.35011146862789
Kidney-RCC::S.27,0.0,0.0,78.6487287767573,0.0,492.8576094707248,38.99489745876827,70.58802250600019,88.21643000539122,0.0
Kidney-RCC::S.28,0.0,3.6522696156756256,101.36731135295324,0.0,655.6615309248418,0.0,127.40383336067093,124.800518858658,66.31028176378135
Kidney-RCC::S.29,4.6527715564395935,0.0,22.69397034709898,0.0,410.3776348855442,31.076193476359983,62.05780139349598,52.28394181266224,26.93904661394777
Kidney-RCC::S.30,0.8857256267046074,34.36669215823231,63.048512682412266,56.213483393216826,443.1397701646147,25.0308560964907,49.06750918259937,105.60645431856936,42.50091740478933
Kidney-RCC::S.31,7.539092800420864,2.4574915579436922,92.72741202631174,0.0,162.959418628389,13.403799546177561,114.63877678381304,275.8267959837032,60.00210634419378
Kidney-RCC::S.32,171.60972619941262,0.0,0.0,0.0,444.2024435127275,19.782987155843156,91.09654953238841,46.834177859486864,0.0
Kidney-RCC::S.33,0.0,55.041843840934746,95.01401403810708,0.0,568.2445015714277,0.0,88.23516507879201,110.55868903972411,88.52233020154335
Kidney-RCC::S.34,4.472387825737129,17.5808646084033,159.77707565168754,0.0,473.96062674494357,26.009865119482328,61.067200074547706,0.0,19.232015981549075
Kidney-RCC::S.35,1.3492818843127288,0.0,43.19485007595708,0.0,742.793628222719,23.241692968907,72.59848452797867,128.81888722464936,0.0
Kidney-RCC::S.36,52.95412079778932,0.0,0.0,0.0,726.8113573860843,0.0,416.0807028377554,38.99438290197105,0.0
Kidney-RCC::S.37,0.0,27.054122124365367,0.0,0.0,676.3861465736412,15.411453264631287,231.1758400207014,12.213873996358254,107.99707675904077
Kidney-RCC::S.38,8.448569348687439,0.0,98.21809237549189,19.942771441340607,159.51932315231608,2.107429208412397,50.31098002519185,7.82620609264448,30.82353067188042
Kidney-RCC::S.39,0.0,8.134156895854842,84.271253560232,0.0,365.249746161549,20.163382650099145,60.954798605885244,28.106413723668066,116.90487380285609
Kidney-RCC::S.40,87.40128633369052,0.0,1.646940900311312,0.0,467.1757161875151,0.0,95.84243989127435,338.973186792242,11.88985557251147
Kidney-RCC::S.41,27.648020497235585,0.0,17.239412273120532,18.738765846724316,254.50506864399122,62.13009154509034,54.49484803063843,95.03041504056851,42.30243740831418
Kidney-RCC::S.42,48.39113294191806,4.462953939525559,0.0,0.0,338.85398457016754,15.738257943308284,82.09849637557467,0.0,100.99386564546803
Kidney-RCC::S.43,2.168164212858178,0.0,54.40435153588886,0.0,777.9982859577303,59.31648246273311,95.82814066107949,67.01956340183234,57.766595601283505
Kidney-RCC::S.44,10.76939776049657,37.90830888617442,62.09465989175416,4.803909882796155,721.0255236599627,0.0,397.1428526410643,201.22124221222805,0.0
Kidney-RCC::S.45,42.939719594923396,0.0,93.06694951753295,58.46536972691332,433.12326489358844,0.0,177.34730082421925,118.82783618234745,17.151044554166493
Kidney-RCC::S.46,0.0,7.528425085129112,4.456253564575532,0.0,419.66280808186025,0.0,136.25452936476714,0.0,0.0
Kidney-RCC::S.47,14.804447263736582,1.5167572624230974,16.704720192825896,7.736172814290826,517.2748061321576,8.244511002144087,94.00478203043747,90.72199639854311,1.1452454064777462
Kidney-RCC::S.48,38.34168213083464,0.0,7.519736384993906,0.5973176611562154,146.7103116763795,0.0,253.46581111677972,129.5940528173918,1.028012753344223
Kidney-RCC::S.49,69.6176616233987,0.0,56.195367926454594,0.0,258.3985408527882,0.0,85.73229765029397,14.867472325085314,58.19348543179958
Kidney-RCC::S.50,1.073490256711067,1.0128714446367806,11.899632749831449,34.38146571595526,229.2550292363616,31.43325776690333,57.08437214023033,76.92469304518312,58.7645995995737
Kidney-RCC::S.51,6.9830676455529135,1.3056891575561969,17.571395674577293,0.0,860.83066979437,13.645861138984408,249.04774422343735,41.81182611055077,112.35377438336248
Kidney-RCC::S.52,160.50870240252075,32.59699299229343,161.5781635069755,1.7384759256906142,352.5324632919119,0.0,87.87864737196296,85.62608029280914,160.3627682196119
Kidney-RCC::S.53,83.54826804606215,0.0,0.0,0.0,611.9744076513084,0.0,77.31738209292641,0.0,51.02139861354336
Kidney-RCC::S.54,0.0,23.380107774044703,0.0,26.700199780288063,149.59349830065545,0.0,84.89566329191793,317.2327715775949,3.3132094402840067
Kidney-RCC::S.55,0.6908612716500068,6.111786096513574,0.0,26.639181654579183,600.9678877745699,6.671431169841435,76.60785024166887,61.33760057795033,65.4243223120246
Kidney-RCC::S.56,92.89734034930181,0.0,0.0,0.0,1470.1893662559735,0.0,70.28668573581788,40.964763572594585,0.0
Kidney-RCC::S.57,11.83725965925207,0.0,0.0,0.0,306.11827331465537,0.0,35.64074610062434,8.24225944010554,8.234579895431484
Kidney-RCC::S.58,15.900721223266432,0.0,186.3333055202036,23.60924649286091,708.3711131639698,0.0,42.11220755149632,0.0,0.0
Kidney-RCC::S.59,3.1357867894634497,17.72839955906033,67.50629114029002,0.0,465.25265680927316,0.0,196.96934494026277,131.8218676436213,0.0
Kidney-RCC::S.60,44.37287712734404,0.0,84.53535268543219,1.977005181659237,254.75683629476262,24.82850512205513,180.7121739262624,94.97239153300045,12.921943621895087
Kidney-RCC::S.61,0.0,0.0,0.0,10.41386258432766,333.5495281967977,0.0,321.80211495449606,0.0,0.0
Kidney-RCC::S.62,8.13065988903981,2.398758771254454,136.510306582504,60.87056370312506,489.4418587517693,13.20409121761683,48.46193015896879,28.549506026125687,82.60985058756698
Kidney-RCC::S.63,0.0,27.08876257245068,0.9721964345284834,0.0,710.9784593734651,0.0,69.78548128008246,39.772029894285794,16.836488067245792
Kidney-RCC::S.64,0.0,1.0700179109351946,19.35183367181223,52.62028368909655,263.3662326313977,0.0,262.1912531505907,0.0,39.0167447243447
Kidney-RCC::S.65,14.905221088303529,0.0,152.43663516168814,0.0,397.19249422813124,0.0,53.03069272890542,0.0,0.05457314404948659
Kidney-RCC::S.66,0.0,0.0,134.00967201556577,3.8429925130647082,325.8281411769876,13.08268903157092,77.32086203477202,91.02914322158844,0.0
Kidney-RCC::S.67,46.72008949674818,18.764731600989226,0.5255750752917574,112.91415957017396,395.59265482819217,0.0,98.59039075057858,172.6262329421205,28.60638045145768
Kidney-RCC::S.68,56.04606286048677,0.0,77.562675233825,0.19815713306236485,445.4518026147038,0.0,165.81453119568576,0.0,41.2254970672491
Kidney-RCC::S.69,0.0,0.0,0.0,3.703141856886725,541.5466515726675,14.66127177431284,84.47277113267928,11.130476292291952,123.73700055808253
Kidney-RCC::S.70,28.91775067108171,45.83273425160795,82.64113757065805,16.185559568329204,224.89095456407622,7.737195176796834,105.95133419080109,23.85641279725111,56.747205234929794
Kidney-RCC::S.71,0.5565291660132886,35.91766885569807,10.039219519580456,0.0,289.9371495419709,0.0,95.3840764230826,0.0,26.69598895721525
Kidney-RCC::S.72,12.637788316896634,31.671530235867703,0.0,0.0,379.65739655215975,15.279525532979456,47.0120013453294,5.933175691851148,0.0
Kidney-RCC::S.73,5.2057442052611265,0.0,20.622130420816116,18.270114919286836,404.7906471858896,98.52818633245961,195.7360681759013,103.61983659158955,8.584431692613041
Kidney-RCC::S.74,32.37000899960567,0.0,124.93580177058995,17.855437337860643,507.7676730256867,0.0,45.74167216362377,0.0,2.2348635456011707
Kidney-RCC::S.75,76.74860648314097,0.0,26.48582592196597,0.0,252.67372314019858,0.0,327.6835030835731,29.451033713028192,76.17228845816857
Kidney-RCC::S.76,0.0,0.0,47.408341226425236,43.89824985873924,364.2023726721556,16.198028213216688,95.54260535851684,150.8805118495074,0.0
Kidney-RCC::S.77,36.24903095155374,0.0,51.53306474296177,0.0,459.76396243099884,0.0,72.81797379377231,0.0,0.0
Kidney-RCC::S.78,28.086133296601393,0.0,87.88623623551773,0.0,426.4708505906205,0.0,117.22140889451809,0.0,67.89851008524013
Kidney-RCC::S.79,0.0,0.0,224.65385414178368,40.973854894584065,731.8713266171982,0.0,191.9948791210717,0.0,43.99995530248688
Kidney-RCC::S.80,0.0,13.734942887756496,20.956771932515583,0.0,542.8708167046171,0.0,127.75681539424635,47.85270039045659,17.718320354162966
Kidney-RCC::S.81,0.0,0.0,0.0,42.481572207425565,141.19452310371616,0.0,373.9958910835749,0.9221775786660964,0.0
Kidney-RCC::S.82,93.9994443472009,0.0,4.852647538659162,0.0,934.7972990310767,4.696074795744558,115.69005050406922,51.207430684273106,0.0
Kidney-RCC::S.83,4.213102256725716,6.476123809849889,14.191238454087234,3.4773386197486453,260.12028215436334,32.01987514159182,47.11910912758083,0.0,0.0
