Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ColoRect-AdenoCA::MSI-H.S.1	64159	0.977	12061.788	18.8%	2342.108	21.273%	0.02683	0.964
ColoRect-AdenoCA::MSI-H.S.2	80653	0.964	17818.316	22.093%	4296.298	26.627%	0.03943	0.951
ColoRect-AdenoCA::MSI-H.S.3	64074	0.989	10348.835	16.151%	1971.789	15.052%	0.02326	0.985
ColoRect-AdenoCA::MSI-H.S.4	95329	0.976	17666.168	18.532%	3464.588	21.789%	0.02768	0.961
ColoRect-AdenoCA::MSI-H.S.5	113732	0.963	28287.309	24.872%	5918.665	27.145%	0.04584	0.948
ColoRect-AdenoCA::MSI-H.S.6	131097	0.973	24673.641	18.821%	5377.156	23.286%	0.0268	0.959
ColoRect-AdenoCA::MSI-H.S.7	90058	0.96	22928.059	25.459%	5357.837	28.015%	0.05026	0.948
ColoRect-AdenoCA::MSI-H.S.8	112096	0.975	24648.135	21.988%	4076.343	22.268%	0.03916	0.959
ColoRect-AdenoCA::MSI-H.S.9	127348	0.987	20656.296	16.22%	3781.543	16.105%	0.02113	0.982
ColoRect-AdenoCA::MSI-H.S.10	123436	0.981	21858.687	17.709%	3798.507	19.322%	0.02335	0.968
ColoRect-AdenoCA::MSI-H.S.11	23490	0.977	4406.975	18.761%	781.794	21.477%	0.0294	0.961
ColoRect-AdenoCA::MSI-H.S.12	127575	0.974	23009.022	18.036%	5174.517	22.716%	0.02635	0.961
ColoRect-AdenoCA::MSI-H.S.13	103671	0.969	21478.173	20.718%	5054.931	24.883%	0.03829	0.957
ColoRect-AdenoCA::MSI-H.S.14	54402	0.983	9851.588	18.109%	2095.174	18.504%	0.02339	0.977
ColoRect-AdenoCA::MSI-H.S.15	91429	0.969	26118.23	28.567%	5363.78	24.705%	0.073	0.962
ColoRect-AdenoCA::MSI-H.S.16	143131	0.979	25688.137	17.947%	4937.506	20.316%	0.0291	0.967
