,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS10a,SBS10b,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22,SBS23,SBS25,SBS26,SBS28,SBS30,SBS32,SBS33,SBS34,SBS36,SBS37,SBS39,SBS40,SBS41,SBS42,SBS44,SBS45,SBS46,SBS50,SBS51,SBS52,SBS53,SBS54,SBS57,SBS58,SBS59,SBS288P
0,0.05348748570702579,0.34726633634015164,0.0,0.0,0.20204971837547114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39719645957735145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0356084996780425,0.09343206696716033,0.0,0.0,0.13670315518351578,0.018222794591113974,0.0,0.0,0.0,0.0,0.09150032195750162,0.0,0.0,0.0,0.23702511268512555,0.02627173213135866,0.0,0.11017385705086928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015389568576947843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059111397295556985,0.13213135866065678,0.0,0.044430135222150675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.07572663000785546,0.015396700706991359,0.0,0.0,0.05561665357423409,0.03927729772191673,0.0,0.010919088766692852,0.0,0.012097407698350354,0.10612725844461901,0.01225451688923802,0.0,0.05286724273369992,0.02474469756480754,0.016653574234092694,0.0,0.0,0.0,0.01201885310290652,0.11280439905734485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016417910447761194,0.0,0.0,0.12364493322859388,0.2480754124116261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.039041633935585233
3,0.040546236196577594,0.03945039197504847,0.0,0.0,0.027648992666273287,0.06684649751327658,0.016437663322936863,0.05420214111101745,0.00910393660962657,0.016859141869678834,0.0,0.0,0.0,0.05260052263339796,0.056309533844727304,0.0,0.0,0.0,0.0,0.0,0.07898507965944533,0.024614347129731096,0.0,0.02385568574559555,0.04408665598921015,0.0,0.0,0.0,0.0,0.0,0.03270673522717694,0.0,0.012897243530304308,0.0,0.0,0.055382281041894965,0.3135800387760263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033886875158054455,0.0,0.0
4,0.08894792773645059,0.02051009564293305,0.0,0.0,0.0671625929861849,0.05621679064824655,0.0,0.03634431455897981,0.0,0.0,0.12391073326248672,0.00924548352816153,0.0,0.0,0.015515409139213603,0.0,0.0,0.0,0.011370882040382571,0.025185972369819343,0.20435706695005312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031987247608926676,0.0,0.0,0.0,0.08820403825717323,0.13985122210414452,0.0,0.06896918172157279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012221041445270989,0.0,0.0,0.0,0.0
5,0.1,0.09750712250712251,0.0,0.0,0.005555555555555556,0.047364672364672365,0.0,0.0,0.0,0.0,0.12642450142450143,0.0,0.014316239316239316,0.04537037037037037,0.14266381766381767,0.0,0.0,0.0,0.0,0.0,0.1363247863247863,0.021794871794871794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040455840455840456,0.0,0.0,0.0,0.0,0.06111111111111111,0.11303418803418804,0.0,0.04807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0590991374720477,0.14641678202534342,0.0,0.0,0.02417207965072942,0.03865403045469066,0.0,0.0,0.0,0.0,0.1355553189223725,0.008305824725801299,0.009370674049621979,0.0,0.1481205409434565,0.0,0.0,0.02108401661164945,0.0,0.0,0.06602065807688212,0.0,0.0,0.015866254924928123,0.0,0.0,0.0,0.0,0.0,0.04759876477478437,0.0,0.0,0.0,0.0,0.0,0.07177084442551379,0.17452880417420935,0.03343626876796933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.08409120020494427,0.16241834251312925,0.1132957602151915,0.0,0.12341488407839118,0.0,0.0,0.0,0.0,0.0,0.0,0.0050595619315998465,0.021967465095427182,0.0,0.19143076726015115,0.0,0.02516971948251569,0.0,0.0,0.0,0.05571922633534008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014986550531574229,0.0,0.0,0.0,0.20244652235173563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.05643232902917265,0.11764705882352941,0.0,0.0,0.06249003666507253,0.0,0.0,0.0,0.0,0.0,0.12609596684202137,0.0,0.0,0.0,0.12003825920612148,0.0,0.054519368723098996,0.11350231149370317,0.0,0.0,0.07619958552526701,0.032679738562091505,0.0,0.0,0.0,0.0,0.0,0.04128805993942292,0.0,0.036983899250757214,0.0,0.0,0.0196078431372549,0.0,0.05435995536425953,0.05196875498166746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03618683245655986,0.0,0.0
9,0.04933973589435774,0.0595438175270108,0.0,0.0,0.18847539015606243,0.034453781512605045,0.0,0.0,0.0,0.0,0.14021608643457384,0.0,0.0,0.0,0.09021608643457384,0.0,0.0,0.0,0.0,0.0,0.17112845138055222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02454981992797119,0.0,0.0,0.0,0.0,0.05936374549819928,0.09873949579831932,0.0,0.0839735894357743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
