Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ColoRect-AdenoCA::S.1	8384	0.974	1960.912	23.389%	432.196	22.779%	0.04076	0.967
ColoRect-AdenoCA::S.2	14992	0.984	2461.174	16.417%	420.291	17.58%	0.02489	0.974
ColoRect-AdenoCA::S.3	9877	0.983	1709.563	17.309%	340.075	18.232%	0.0254	0.976
ColoRect-AdenoCA::S.4	3769	0.932	1250.315	33.174%	386.441	36.564%	0.071	0.921
ColoRect-AdenoCA::S.5	26373	0.947	6718.61	25.475%	1067.324	32.033%	0.05061	0.84
ColoRect-AdenoCA::S.6	18890	0.981	3315.003	17.549%	468.919	19.466%	0.02301	0.948
ColoRect-AdenoCA::S.7	7863	0.982	1470.71	18.704%	311.807	18.9%	0.03016	0.976
ColoRect-AdenoCA::S.8	6598	0.973	1710.817	25.929%	264.812	23.038%	0.05552	0.959
ColoRect-AdenoCA::S.9	17067	0.959	3874.355	22.701%	731.344	28.499%	0.0356	0.922
ColoRect-AdenoCA::S.10	10942	0.977	2063.991	18.863%	386.626	21.466%	0.02867	0.962
ColoRect-AdenoCA::S.11	19344	0.981	3563.159	18.42%	542.583	19.406%	0.02952	0.962
ColoRect-AdenoCA::S.12	8800	0.906	3036.721	34.508%	839.027	44.189%	0.11621	0.88
ColoRect-AdenoCA::S.13	19401	0.97	4484.733	23.116%	764.458	24.592%	0.04154	0.95
ColoRect-AdenoCA::S.14	25617	0.951	6068.55	23.69%	1030.619	30.863%	0.04633	0.869
ColoRect-AdenoCA::S.15	10205	0.983	1767.732	17.322%	307.462	18.331%	0.02579	0.974
ColoRect-AdenoCA::S.16	9975	0.982	2217.92	22.235%	394.102	19.144%	0.0435	0.976
ColoRect-AdenoCA::S.17	15066	0.967	3191.779	21.185%	567.825	25.554%	0.03234	0.936
ColoRect-AdenoCA::S.18	16753	0.975	3333.043	19.895%	501.081	22.103%	0.03177	0.942
ColoRect-AdenoCA::S.19	15015	0.979	2773.425	18.471%	527.932	20.322%	0.03057	0.968
ColoRect-AdenoCA::S.20	15097	0.97	3620.388	23.981%	518.647	24.551%	0.04491	0.934
ColoRect-AdenoCA::S.21	16720	0.973	3266.473	19.536%	639.122	23.172%	0.03322	0.956
ColoRect-AdenoCA::S.22	1978	0.99	352.141	17.803%	128.988	13.924%	0.04524	0.99
ColoRect-AdenoCA::S.23	14315	0.986	2515.681	17.574%	413.322	16.397%	0.02661	0.98
ColoRect-AdenoCA::S.24	8348	0.979	1852.358	22.189%	360.968	20.595%	0.0431	0.973
ColoRect-AdenoCA::S.25	12391	0.983	2344.949	18.925%	378.275	18.374%	0.03475	0.973
ColoRect-AdenoCA::S.26	16260	0.974	3241.549	19.936%	518.276	22.678%	0.03273	0.944
