Mutation type,Kidney-RCC::S.1,Kidney-RCC::S.2,Kidney-RCC::S.3,Kidney-RCC::S.4,Kidney-RCC::S.5,Kidney-RCC::S.6,Kidney-RCC::S.7,Kidney-RCC::S.8,Kidney-RCC::S.9,Kidney-RCC::S.10,Kidney-RCC::S.11,Kidney-RCC::S.12,Kidney-RCC::S.13,Kidney-RCC::S.14,Kidney-RCC::S.15,Kidney-RCC::S.16,Kidney-RCC::S.17,Kidney-RCC::S.18,Kidney-RCC::S.19,Kidney-RCC::S.20,Kidney-RCC::S.21,Kidney-RCC::S.22,Kidney-RCC::S.23,Kidney-RCC::S.24,Kidney-RCC::S.25,Kidney-RCC::S.26,Kidney-RCC::S.27,Kidney-RCC::S.28,Kidney-RCC::S.29,Kidney-RCC::S.30,Kidney-RCC::S.31,Kidney-RCC::S.32,Kidney-RCC::S.33,Kidney-RCC::S.34,Kidney-RCC::S.35,Kidney-RCC::S.36,Kidney-RCC::S.37,Kidney-RCC::S.38,Kidney-RCC::S.39,Kidney-RCC::S.40,Kidney-RCC::S.41,Kidney-RCC::S.42,Kidney-RCC::S.43,Kidney-RCC::S.44,Kidney-RCC::S.45,Kidney-RCC::S.46,Kidney-RCC::S.47,Kidney-RCC::S.48,Kidney-RCC::S.49,Kidney-RCC::S.50,Kidney-RCC::S.51,Kidney-RCC::S.52,Kidney-RCC::S.53,Kidney-RCC::S.54,Kidney-RCC::S.55,Kidney-RCC::S.56,Kidney-RCC::S.57,Kidney-RCC::S.58,Kidney-RCC::S.59,Kidney-RCC::S.60,Kidney-RCC::S.61,Kidney-RCC::S.62,Kidney-RCC::S.63,Kidney-RCC::S.64,Kidney-RCC::S.65,Kidney-RCC::S.66,Kidney-RCC::S.67,Kidney-RCC::S.68,Kidney-RCC::S.69,Kidney-RCC::S.70,Kidney-RCC::S.71,Kidney-RCC::S.72,Kidney-RCC::S.73,Kidney-RCC::S.74,Kidney-RCC::S.75,Kidney-RCC::S.76,Kidney-RCC::S.77,Kidney-RCC::S.78,Kidney-RCC::S.79,Kidney-RCC::S.80,Kidney-RCC::S.81,Kidney-RCC::S.82,Kidney-RCC::S.83,Kidney-RCC::S.84,Kidney-RCC::S.85,Kidney-RCC::S.86,Kidney-RCC::S.87,Kidney-RCC::S.88,Kidney-RCC::S.89,Kidney-RCC::S.90,Kidney-RCC::S.91,Kidney-RCC::S.92,Kidney-RCC::S.93,Kidney-RCC::S.94,Kidney-RCC::S.95,Kidney-RCC::S.96,Kidney-RCC::S.97
AC>CA,-0.11361424936596878,0.5200963637821245,3.355257729279046,-0.2381614456836716,-2.198699324185345,-1.3449252555075717,-0.39728133990603204,-0.3571602495100802,-0.005070670224392339,-0.4703809965929069,2.4675413472731025,0.23783712206938223,0.6456770772628466,-0.22026077038941183,0.8564799929997495,0.9249432340396515,5.480580198492941,-0.035495164366788144,0.1318290189350515,-0.19060916492230956,9.293210118904032,0.24648647519696554,0.6174307841949405,-1.1605528711318018,1.026672336534144,-2.5265089697163092,0.6021711947846229,0.7005832191427368,1.2556926833638171,-1.026301926334767,-3.9833812819460848,-3.0552160494852805,3.206118507123472,0.9377433145201004,-2.407359932315038,-1.3896600980119955,-0.2616454175045985,-1.8938263603556997,-0.04625961113394217,3.8996656828847183,-1.9826176061308782,-6.384561525085722,-2.2050427126420753,-3.6209646064466314,1.2451051190240867,1.0399027835170944,-1.0560723739385167,-1.6075948478570026,3.6132131108587626,-0.18840724716913115,-0.13168967341631882,-0.01727190574489912,-0.4154727634005244,-1.5853817064375924,-1.1550664149579073,0.13362793886641278,-0.6225148391754249,-1.2182088764627066,-0.4219902787810188,10.431232373106912,-2.187895336902237,-0.003023384227074095,-5.313579360825741,-2.6815095932249537,1.9119779583019811,-3.146517221183772,-1.6584668170020986,-0.07816711381569075,-1.351805978523156,-1.13314148835607,0.18536941634677895,-2.1909816783239027,-0.5664958786451704,-3.883950484658241,-3.456342712236676,-0.20756736851089175,-1.6864439613732571,1.5986848205688418,2.358857975609695,-7.227794249145671,-0.2718410793169176,-3.0886726882611937,-0.2819113302872953,-0.19766677419963408,-0.18562371530763855,4.358327875359366,2.2068411060292097,0.7419580962559433,1.2860139799626857,-1.1549490844020072,-1.2366410391155072,-5.771125395053851,-1.1386466531224624,-0.19196305269247785,-1.9057171793514573,-0.35010676644550154,-2.3985741798167117
AC>CG,-0.004336121487544427,0.8793801411106058,-0.1703924189427646,-0.10283320309451491,-0.17727399219000725,-0.1061479788338534,-0.026616306621408868,-0.026158376522677867,-0.00043342030041907813,-0.19209279357312997,-0.1334575996824841,-0.052737359840665285,-0.02222175081173588,-0.012813404199476951,-0.10012507720508176,-0.2639623228316787,-0.11948258325889934,-0.0013112396753182242,-0.07098122317207825,-0.01018132219054345,-0.2879528441057225,-0.12811401374310644,-0.13943008572453247,-0.12994521501563785,0.8314349746079512,-0.21257075281094048,2.7049541313854952,-0.2790191251879962,-0.20416266593309196,-0.08180745060708232,-0.4193339492847903,0.5632872639744414,-0.06805670854454626,0.752912936255107,-0.20259552157868851,-0.10303347198534696,-0.003245665521885507,-0.15475476858076673,-0.17211227116692152,-0.09927256919978605,-0.25533858605494786,-0.0900716758124338,-0.18371313703784606,-0.3630181442948561,-0.3161023968345208,-0.044279489687730884,-0.09323461178069058,0.9000776099723006,-0.28653789264615065,-0.010388784959166224,-0.0023143638275151895,-0.1607336895421875,-0.02667411106624292,-0.12975143495567143,0.8129257331885866,-0.10775846585620014,-0.21599126445772954,-0.0947149131831542,-0.19067510676597615,-0.43227491453436073,1.5307774414392372,-0.00025626010694719856,-0.5289207051342864,1.57362625323143,-0.17965113384357323,-0.624707581846184,-0.1405240224257605,-0.24577761749855082,-0.0739030099115475,-0.17713456200730643,0.7670178272649965,1.8275245266408087,-0.039494109315320255,0.6701887363277772,-1.0682304660908122,-0.01593303305495158,-0.29186556241092754,-0.11708982708912481,-0.14647011809051708,-1.3062713644514503,-0.004104620701586206,-0.42624318633565045,-0.01746267777789313,-0.3089870660813144,-0.10308874587714709,-0.23306635790320884,-0.28233643986832346,-0.018705158879465462,-0.46522434345401964,-0.10086320503200882,-0.08981750175779128,1.8961358083991238,0.5194673719657741,-0.013826179087744509,-0.17621743773909385,-0.018191866987518113,-0.19263047385393725
AC>CT,-0.01377126498323542,-1.6165923882533655,-1.2089485328636784,-0.405968079447244,-2.4094088352447782,0.5972993991008297,-0.3388977436567013,-0.30008985667291954,-0.005143640029178343,-1.376501352233309,-1.6728396981443974,0.32390830700538176,-0.04633973705159046,-0.07832258985161714,-1.1918132877619045,-2.2927277815870033,-1.506846530819426,-0.004073825328924448,2.1791951791412014,-0.0886458019775132,-2.8471399383221017,0.28346813883389355,5.833599452172362,-0.27851482346792755,-2.1136999988464042,-2.801935653771341,-0.7556550032042062,3.2079454827116085,-0.6573857353333956,0.9092858266445332,5.227436703274548,-1.8687370630143496,-0.8873615360390467,-3.292953681573744,-0.7555190570316133,-0.7831880882191459,-0.0005137190036847695,2.897999912568954,-2.3649385069999376,6.048634755957171,0.6292489171124891,-6.002393416398794,3.5368797727115333,-0.8802593419724722,-0.9467656844950807,-0.5132620019189961,-1.1384330428297587,-0.8904103302447259,-3.863994977929788,-0.09234191914392942,-0.003409931208068478,5.855572655700676,-0.33882149236793496,-1.6288303549084604,-2.2803674513725958,4.631169096837381,-0.9519064132887971,-1.199234231634354,-2.46252587107964,-0.8881598837660047,-4.156550604212522,-0.0010185732957520926,-5.275157895633857,-2.7612806060682793,1.7184254521190927,0.24429715150278986,0.10999116581313872,-0.528089558623416,1.0815043775047046,-0.4256091537818638,-3.0878449198847,-0.3420400731808675,-0.0783846716310431,-2.176689490457724,-3.8745204561770032,-0.2048452015673439,0.0412381862968636,-0.25600521141365773,-0.8255830899049762,0.17325160988664923,-0.0037867499546472244,3.1633961187644504,-0.191985995038111,-3.023892474436227,4.6995703864413,-2.7938343487368376,2.566380991241487,-0.08466229657400093,1.2599931452325819,2.7333292068561894,-1.1930217203699693,0.7847368027044768,4.410361012362522,-0.18292096632067364,1.083757018936227,-0.18272718998535753,2.479350332704231
AC>GA,-0.103208795277069,-0.5074383505119846,-0.11198205423012997,-1.2739218959260872,-2.2692463070698934,4.609433479517529,-0.4061784048922857,-0.34490674297740775,-0.004824878650691468,-2.5175397099561665,4.478348917366052,-0.7780379797890284,-0.27109910520671693,0.5012925545737178,0.9132890640029077,1.004811898410888,1.4888824475301297,-0.032514193611594,4.164694441314262,-0.1810580888169384,-2.795757161963296,0.18872729772425934,-1.040364717737715,-0.4391164102434331,3.021933317333166,-0.5402407974634373,-3.337392770199351,1.6318353421320557,1.105219101312086,-0.06150477399851373,-1.1247686207931658,5.427303884332609,-0.7913577842614357,4.8798756647698855,0.5402312503999225,-1.190529909273379,-0.2774229244002044,-1.9520904125143996,0.8912982907156248,1.0725125993870794,-2.9972301330594995,7.921310708604552,-1.2447393905329731,-0.7670204784217765,-2.6722893637090706,-0.9988786700948851,-1.0228828129431715,-1.5257870789669394,-2.443013154242301,-0.19571243697626775,0.8643832366215349,-2.189436223049219,-0.45269454714854085,1.1630893275759737,-1.1049986067664403,-1.9419323375511288,3.3055923046978997,-1.2345096188622813,-0.43607014301223224,3.4123245440305023,0.32160867729940623,-0.0019158878658195853,-6.493530680741498,7.13248930207824,-1.0517748000040696,4.713649317640563,1.2971675924931667,-0.7037084481031742,-1.405578597951017,-2.204320723459847,5.155246396642438,-1.2565028983639666,0.57713756717288,-2.852480906156713,1.8989393576241218,-0.21297744557484627,-1.8513426620980225,5.69177773191293,-0.11946206339827414,-2.8238226440870253,-0.2839834566465033,2.7652068357120676,-0.27698062579750377,-2.6768896625429726,2.8131637725429472,1.4907395311564064,-2.1215143135894623,-0.19838932671225695,-1.4142486028551158,1.8726188849606618,-0.27336840301158594,-2.867439585168461,-0.17782190477771653,-0.19752658462803424,12.293556542319488,-0.34821147123167456,0.5626314111078035
AC>GG,-5.789253317526525e-16,0.5962563121774769,-0.2974439604188541,-0.3528087826944263,2.39826999095032,0.6498203984791225,-0.08481987240208944,-0.06988943486686253,-0.001598775280435299,0.39876257991089825,0.5808290407865881,-0.17124647910302215,-0.007441209139834826,-0.021125370833502244,-0.3057317941095308,-0.8194739261383869,3.622098268057137,-0.0009354024060788496,-0.20755456976895784,-0.030066154682491325,0.9798210478927794,2.5708626163896886,-0.28695158052187847,-0.051381079840413305,-0.5377462495881506,2.3004688828648066,-0.9354517591598899,0.04539884122979476,-0.1409613107736335,-0.2731480737746972,-1.4440646959069767,-0.6783246219500779,-0.22382988347560803,0.17712895016428254,-0.6859272180157707,-0.1847941778169951,-4.574473505486604e-16,-0.5243660426007448,0.40861387603152055,0.765188426665511,-0.8413798636910734,0.08185082058542115,1.384869056200539,-1.269001440703838,0.018833425912234802,-0.1349014769923534,-0.284752436078821,-0.23072831522599463,-0.9725507082014909,-0.019775994017951295,-3.186961089757627e-16,-0.5357893146249972,-0.08682780812860198,-0.40746606141290026,1.4266015764510802,0.6575330695477166,-0.7494931356076608,0.6932817763149659,8.349793787472253,2.5755084967003263,-1.2735480776976256,-3.37099257403728e-17,-1.8198908424012719,0.0841486891127774,-0.5678204176151743,-0.6197920642903861,-0.4760120368370413,-0.09826595407479057,-0.23267831919607077,2.391001944995653,-0.7712594463495338,0.410953139291636,-0.014824531070801769,-0.05889793742812399,-0.8398672660874704,-0.055650443327645974,3.0095478601411623,0.6899062658004119,-0.1968164910296789,-0.5274437657912192,-0.0046897484600014845,-1.465516562058496,-0.04989147740038936,-0.746712771657319,-0.33411315776246453,1.307950043946363,-0.5898510569393097,-0.019263121498193075,-0.37976652403012645,-0.31544104010229923,1.702654776521688,1.3303415768203446,-0.5990302168152511,-0.04554733494957141,-0.4770982176878243,-0.05446819858881248,1.370983437151505
AC>GT,-0.030603007852009378,0.3117697979558609,3.4753428807086064,0.3958611576344834,0.9689818715307528,0.40088151786670767,-0.15473834838326173,-0.16466892014561565,-0.0034697127426394133,7.964654305850043,0.2848904915314753,0.6878056558449519,-0.02923603994807153,-0.04262868155168839,0.471464464504315,-1.3952650878326198,0.3507022691611805,-0.010728419113764579,0.6356035247449515,-0.08539530718650828,3.212128094716208,-0.7309060711190754,0.4949756268794807,0.9014065277665305,0.06979396292065732,2.8119177151436245,-1.593245188005267,-1.6352123858298624,-0.24367158297309865,-0.46615946244275086,-2.4514460780791185,-0.182048925376046,-0.394608399755594,-0.39718221931097486,-1.194576551435781,-0.3625742888809202,-0.0011423014937847356,0.09620428875759912,-0.0062886714620484785,3.5804658197126638,-0.4304427687014034,-1.2817235892916452,4.951581775005026,-1.2001779140929432,-1.6832503783181016,-0.24059972746028513,1.509012277730938,-0.4108320586910046,0.32938533666979386,-0.06402284689277127,-0.007577953786788681,0.07755000837895987,-0.15006952054252204,0.3006747000582104,-0.9992105130631226,-0.5831113365843519,-1.2820264723440487,-0.527991030466076,-0.13599536866921458,-0.757606884105447,0.8229474652455493,-0.002263496212782697,-2.0900086353069183,-1.5765965125560053,1.0284353579314716,0.9309227274281411,0.18852870684818535,0.8208095232133807,-0.4020192094555178,-0.03760949344574138,-0.309280598148832,1.9954386913643678,-0.02851501782072952,1.1679247838692073,0.5407298267895411,-0.10350888410747648,0.3165971016107114,-0.5319143333315172,0.6595215975745085,-0.9465582694724889,-0.01681557041018284,-2.508866710855941,-0.09680082955745718,-1.2798610590666706,2.421078741138775,1.8040360096761485,-1.0216475118397135,-0.04982503469320458,-0.6575667996759704,-0.5363756700659563,-0.5145558525333841,-1.1764938812816896,-1.0365497535189088,-0.07920615946952735,-0.8271666789656229,-0.12974375656059287,-1.072903904757754
AC>TA,-0.18407095227953424,1.6342791404185362,3.4132546029367425,0.938999884988164,-0.5774534750819234,-1.1133523007014179,-0.5638483236142426,1.3359584117104182,-0.009297392379743263,-2.6326510596281,-2.438174028442129,-1.1074250351647354,-0.18609376853691598,0.37837568061241533,-1.7013758872486953,-0.7368071913757026,6.768440934050926,-0.05155996315953978,1.7591883520175182,-0.26455206791668406,6.335498709848632,3.4237048579294957,-0.6065161591157411,-0.21770393493540643,0.8644741147795929,-4.047075721331393,-5.396467341207449,-1.5114869047187165,-0.8692843527733816,-1.6272046158224502,-7.348557078743077,4.304537497922873,1.672251743599956,-1.811123940411357,-2.1248854779474957,1.562189371542707,-0.08582959998483905,-0.1386533826752192,-0.44080769660303387,0.5961343230579987,8.13753468856703,-7.294314161646918,-1.5933079566939021,7.793686471657767,-5.764460865020621,-0.9194422682801393,7.338978410173915,-0.511177075717498,-1.6327621595268154,-0.3236493517348983,-0.07734579961841517,0.6050348648468966,-0.5665983030518538,0.19472357587495903,-1.3928049649370453,4.803710524907176,-4.2845893561709225,-1.7900757704416932,-3.602126187542699,-0.07689436634028723,-4.303815551589034,-0.011964194267566031,-10.534243474262334,20.60604996889583,7.693967027118655,2.128626694525151,-1.7553817529198898,-0.3391866759933326,3.4847386740580797,-1.544216146734974,4.524934026258743,-2.444023827287742,-0.20177545416621107,3.8722106131042073,-3.5104781099802844,-0.32833216311436303,-4.9002082686843815,2.1293417808855524,3.9054727500369206,-1.492908376932844,-0.10702234007872165,-6.534850864537118,-0.34503142167314493,-0.18901910630160934,-1.9099359796997835,-4.070393336302273,16.685692526287056,-0.2125777667650337,-0.6162779698841454,-1.815115803067918,-1.8313141200580823,0.5711515279956179,1.996247772435043,-0.28318267876695435,4.258266835867332,-0.4357811825101091,-1.7278607374763713
AC>TG,-0.0016280602571016453,-1.0123419183818683,0.3584618637292525,0.11779300509782864,-1.5125423540890488,4.120865602867994,-0.2114068466014409,-0.1772040569134599,-0.003079929957316202,5.521910934663081,-0.035551999963122416,0.5784097160498576,-0.006819938634505596,-0.06138258559306643,0.270005365078556,-1.0342514093067998,0.06385080818109568,-0.000593956783781077,3.4984731712132655,-0.04918221051398385,7.586565790669413,-1.0808724700694365,0.34672034259041284,-0.023206857601801918,-1.3095794082215584,0.25167987270493475,2.67351351532773,2.6248271509487497,-0.20657567865017695,-0.6842309378074595,-2.6253696895216554,-0.47498008934989966,-0.5504411354960019,-2.06259754117508,-1.7227265205710722,-0.43403496357647464,-0.0033622596158828836,-0.3178553690339301,-0.4849293687306988,-0.5542273752083161,-0.1020616902395921,-4.300943014550943,3.4586986348900624,-2.0651195634159327,0.5609772714074204,-0.32674936267931165,-0.6998827985158963,0.4698588833560574,-0.41672844585059465,-0.05178165181617878,-0.0017313637639112351,1.6494329656021183,-0.21490977848982534,-1.026532863378654,-1.4022842255962966,3.131989736840757,4.146347056686423,-0.7476421880538245,-0.5363257237971304,5.239264394094658,3.8949721663667964,-5.1413699690352726e-05,-2.569322531492289,-1.1599625889066942,1.5872563795505954,-1.1232093498134554,1.8162527583024732,-0.042995723638183755,0.41745724133043793,-1.523648624981505,-0.9298978654851648,0.5277625554350123,-0.012388302578574867,-2.587986027285423,-0.30521043070862186,-0.12737460485850863,-2.491458756627952,0.24206851233247328,-0.40636481261942237,-0.22005492039614152,-0.003975615098127805,-2.661943876105621,-0.11706974541210252,-1.7720428381457718,2.1941220968092057,3.290434747338096,-1.3746892552339514,-0.036651529381232166,-0.6077464047154193,-0.7830134792327474,3.2507507379295912,9.217478392424791,-0.20612873590911263,-0.11480464993349962,7.85056786522077,-0.10870774842022038,-1.5750093900923365
AC>TT,-0.321972287098954,-0.5418915385886609,-0.6708897401338332,-1.2329156330158946,-3.858832116166224,5.760407896194616,-0.6274449799900311,-0.9177024761766777,-0.012449181536903338,7.231062309308982,-2.591490720826696,0.763993008120915,-0.187598703623873,-0.33859348513513804,-0.8237659323548672,3.920797919028927,-1.3782720591892095,-0.08922223732662217,-1.33181434777681,0.6108298948234072,-1.0855059716463185,4.289709104383467,3.266213678353967,-0.11137678155157879,-3.3462506245272903,1.658453946695829,-5.816781205090406,-5.986307545131019,-0.5406187020552092,5.275167096298693,1.9992760814937771,-2.8463758493473703,-1.4871569188075335,-0.12351044632721742,-4.589697794886328,11.42105445175817,-0.022021033960489253,-3.4178268930901483,-3.7134673951476853,1.4508858227876267,-4.236003467943347,-5.631099882786373,4.130175781049713,13.306563390809163,7.776840134234711,-0.8753301813442026,6.20296079451922,7.585506873585214,-5.133508904038964,-0.4516429036648375,0.9162485478390028,-3.5388250087765076,-0.5550794808847941,-1.7306385904035815,-0.6861613199108674,-2.176043353245396,-4.610274297991355,-0.8739759895179557,0.15106998460331855,-0.075406924188536,-2.80981776851855,-0.023605031933306195,-10.35031289428367,-1.5364042236275317,-0.5787445878591382,-1.7083317462563334,2.049686530513968,0.8853288319496434,-1.494756901910662,-3.807601500138631,12.212659614672333,-0.6758309318676368,-0.0667341042545161,13.379969061915624,-2.10539387948919,-0.3703227484201085,0.7688872009151035,-1.9379124383018158,3.0034047715674097,0.5673451809960821,-0.06732206676675721,-0.2556821096857753,-0.3896452912043906,-3.4384236748933947,1.956149610673426,-1.4475284008740905,-3.559324563809292,0.7448544513288624,0.5641390175054584,0.05176201130583902,-0.9630135460713076,0.23881167215026178,1.9805311546113877,-0.30480349484575686,5.026435960628737,-0.5596681542140136,1.0331398469168258
AT>CA,-0.02022502101365343,-0.7372292214238055,-0.670755682694723,0.36284071328111367,-1.0963870986151558,1.3495839698141074,-0.1764564994027974,-0.14276451691746003,-0.003883575639952754,0.823113065153253,0.23241644877687517,-0.35380679889603506,-0.07729392907375641,-0.042854775976235646,-0.5921235634296776,0.4934978850592773,0.27320587201397195,-0.010327473618479568,0.5867898033206207,-0.1044416891533094,1.9479043667372928,2.1756603590324817,-0.5961580356796259,-0.2746681381459099,0.9871673174700362,-1.2682924676800698,-1.6963420812367658,-1.723816958413667,0.5349376921461183,-0.5050390474537347,-2.572283503465591,-1.5123643043038912,0.5873574534453517,-1.5127839107200791,-1.2258980670064596,-0.4732135587410713,-0.057707362376116116,0.050466959692749946,-0.053678566889153734,0.5180415991711589,-1.512399244379182,-1.0908811310764435,-0.11164040441322465,-1.4720891213800686,1.1814556371512408,-0.3725552442313448,1.474448440647202,0.38025861492131574,-1.7625885413183313,-0.055360896761859846,-0.027920662580795168,-0.9776293036290127,-0.1845521163640651,-0.7381473364636127,-0.07457593517948302,0.23804563906043352,-1.3798551020335168,0.3966214977187188,5.686685278846486,-0.13408521282071062,-1.4132351643643877,-0.0003055719887256811,2.750999206317413,-1.912333307865689,-1.034673305917086,3.3643821296145533,-0.8606097249268955,0.5051031600884963,0.45353176183098287,-1.0980839080294844,-0.405403602068622,-1.0951613765741817,-0.1269286573901818,-1.9891070102161492,-2.4791404852998493,-0.11784766150224361,-1.8180016934695906,0.3851466044512456,-0.5501954891717861,-1.4521212252806364,-0.07848539007355612,4.362737300439944,-0.12169190677743824,0.5459442179975587,0.36910531672491087,1.7234385379310657,-1.1831595589981134,-0.07495154168961334,-1.1020239093909876,0.42626856287338055,0.4253363089715887,-1.3765529516438728,-1.4326375059536356,-0.08852567758687267,1.0904654469639254,-0.1676260766333484,3.833607099349817
