Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Ovary-AdenoCA::S.1	6697	0.956	1738.206	25.955%	237.125	29.377%	0.05155	0.834
Ovary-AdenoCA::S.2	7456	0.976	1565.695	20.999%	214.694	21.992%	0.03655	0.936
Ovary-AdenoCA::S.3	4883	0.966	1193.085	24.433%	169.465	25.774%	0.05661	0.92
Ovary-AdenoCA::S.4	5163	0.97	1117.113	21.637%	170.917	24.471%	0.03474	0.928
Ovary-AdenoCA::S.5	15174	0.969	3116.15	20.536%	453.542	24.724%	0.03215	0.893
Ovary-AdenoCA::S.6	9581	0.938	2484.394	25.93%	406.923	34.542%	0.06575	0.785
Ovary-AdenoCA::S.7	5715	0.973	1159.35	20.286%	165.216	23.103%	0.03377	0.917
Ovary-AdenoCA::S.8	5768	0.967	1217.244	21.103%	177.364	25.344%	0.03414	0.885
Ovary-AdenoCA::S.9	7529	0.984	1176.439	15.625%	171.925	17.799%	0.02133	0.956
Ovary-AdenoCA::S.10	7488	0.974	1778.816	23.756%	251.82	23.22%	0.05478	0.95
Ovary-AdenoCA::S.11	10008	0.954	2601.352	25.993%	350.898	29.937%	0.05476	0.801
Ovary-AdenoCA::S.12	3800	0.944	1081.923	28.472%	155.923	32.929%	0.0623	0.82
Ovary-AdenoCA::S.13	10408	0.967	2686.83	25.815%	411.461	25.774%	0.05389	0.941
Ovary-AdenoCA::S.14	6562	0.961	1512.57	23.05%	227.971	27.738%	0.048	0.88
Ovary-AdenoCA::S.15	9465	0.974	1921.705	20.303%	260.613	22.915%	0.02913	0.904
Ovary-AdenoCA::S.16	3496	0.973	843.222	24.12%	134.502	23.666%	0.04996	0.957
Ovary-AdenoCA::S.17	5233	0.979	1027.873	19.642%	142.664	20.398%	0.03144	0.95
Ovary-AdenoCA::S.18	4588	0.959	1080.911	23.56%	203.029	28.357%	0.06183	0.928
Ovary-AdenoCA::S.19	8376	0.967	1648.701	19.684%	265.362	25.594%	0.03585	0.892
Ovary-AdenoCA::S.20	5837	0.979	1106.15	18.951%	157.565	20.622%	0.03296	0.946
Ovary-AdenoCA::S.21	14562	0.957	3556.582	24.424%	502.179	29.244%	0.04596	0.818
Ovary-AdenoCA::S.22	16392	0.966	3532.585	21.551%	509.038	26.007%	0.035	0.867
Ovary-AdenoCA::S.23	8220	0.971	1687.825	20.533%	245.256	23.811%	0.03173	0.912
Ovary-AdenoCA::S.24	7658	0.971	1679.22	21.928%	233.731	23.994%	0.0417	0.919
Ovary-AdenoCA::S.25	6812	0.972	1355.177	19.894%	191.61	23.557%	0.03165	0.891
Ovary-AdenoCA::S.26	9428	0.979	1842.967	19.548%	244.372	20.982%	0.03115	0.937
Ovary-AdenoCA::S.27	8951	0.969	1880.282	21.006%	272.6	24.743%	0.03876	0.897
Ovary-AdenoCA::S.28	13553	0.975	2596.176	19.156%	353.697	22.216%	0.02943	0.894
Ovary-AdenoCA::S.29	4807	0.959	1185.763	24.667%	189.416	28.381%	0.05377	0.908
Ovary-AdenoCA::S.30	9441	0.966	2271.251	24.057%	305.262	26.053%	0.04227	0.891
Ovary-AdenoCA::S.31	4247	0.969	956.564	22.523%	143.912	24.933%	0.03961	0.928
Ovary-AdenoCA::S.32	14621	0.983	2250.774	15.394%	318.677	18.144%	0.01975	0.939
Ovary-AdenoCA::S.33	6611	0.969	1359.087	20.558%	191.859	24.576%	0.03693	0.873
Ovary-AdenoCA::S.34	16959	0.966	3547.333	20.917%	517.036	25.863%	0.03674	0.857
Ovary-AdenoCA::S.35	7081	0.975	1361.017	19.221%	209.313	22.366%	0.03332	0.936
Ovary-AdenoCA::S.36	2669	0.977	591.922	22.178%	111.42	21.282%	0.04184	0.969
Ovary-AdenoCA::S.37	9389	0.968	2230.35	23.755%	322.893	25.28%	0.05097	0.925
Ovary-AdenoCA::S.38	6577	0.965	1542.994	23.46%	217.88	26.39%	0.04558	0.892
Ovary-AdenoCA::S.39	1516	0.947	480.129	31.671%	156.22	32.157%	0.07865	0.941
Ovary-AdenoCA::S.40	13186	0.984	2200.216	16.686%	296.548	17.912%	0.02336	0.952
Ovary-AdenoCA::S.41	9316	0.978	1644.834	17.656%	231.507	20.628%	0.02436	0.922
Ovary-AdenoCA::S.42	4363	0.969	1027.622	23.553%	141.224	24.903%	0.04158	0.917
Ovary-AdenoCA::S.43	6175	0.975	1208.197	19.566%	198.132	22.134%	0.03845	0.951
Ovary-AdenoCA::S.44	14889	0.973	3160.031	21.224%	425.018	23.001%	0.03424	0.915
Ovary-AdenoCA::S.45	7601	0.953	1917.353	25.225%	294.504	30.427%	0.05634	0.861
Ovary-AdenoCA::S.46	3957	0.966	932.317	23.561%	129.404	25.717%	0.04853	0.902
Ovary-AdenoCA::S.47	6403	0.956	1567.237	24.477%	258.268	29.241%	0.04803	0.901
Ovary-AdenoCA::S.48	15661	0.975	3123.835	19.947%	417.31	22.388%	0.0284	0.902
Ovary-AdenoCA::S.49	15913	0.983	2396.683	15.061%	346.986	18.428%	0.0195	0.931
Ovary-AdenoCA::S.50	4630	0.982	962.689	20.792%	174.001	19.651%	0.04048	0.976
Ovary-AdenoCA::S.51	13821	0.956	3542.023	25.628%	505.656	29.356%	0.04734	0.86
Ovary-AdenoCA::S.52	6204	0.967	1393.209	22.457%	193.44	25.653%	0.0428	0.881
Ovary-AdenoCA::S.53	3171	0.952	849.054	26.776%	122.368	30.666%	0.06291	0.852
Ovary-AdenoCA::S.54	8914	0.962	1989.635	22.32%	318.331	27.466%	0.03965	0.896
Ovary-AdenoCA::S.55	3442	0.974	780.82	22.685%	142.973	22.732%	0.04841	0.962
Ovary-AdenoCA::S.56	5058	0.965	1245.628	24.627%	188.976	26.145%	0.05034	0.928
Ovary-AdenoCA::S.57	6936	0.973	1461.486	21.071%	280.093	23.334%	0.03251	0.958
Ovary-AdenoCA::S.58	7634	0.96	1959.542	25.669%	277.42	27.907%	0.05068	0.894
Ovary-AdenoCA::S.59	8464	0.964	1996.915	23.593%	277.317	26.734%	0.04183	0.877
Ovary-AdenoCA::S.60	10435	0.97	2216.32	21.239%	299.971	24.456%	0.03502	0.872
Ovary-AdenoCA::S.61	9927	0.98	1812.868	18.262%	247.911	20.158%	0.02901	0.939
Ovary-AdenoCA::S.62	8856	0.96	2085.986	23.554%	303.915	28.111%	0.04438	0.861
Ovary-AdenoCA::S.63	9429	0.97	1956.649	20.751%	274.692	24.63%	0.03415	0.88
Ovary-AdenoCA::S.64	9350	0.957	2284.119	24.429%	321.387	28.9%	0.04721	0.827
Ovary-AdenoCA::S.65	11542	0.97	2304.389	19.965%	334.669	24.337%	0.03344	0.883
Ovary-AdenoCA::S.66	7218	0.967	1612.86	22.345%	233.821	25.624%	0.03649	0.901
Ovary-AdenoCA::S.67	1703	0.973	459.92	27.006%	63.06	23.348%	0.06347	0.953
Ovary-AdenoCA::S.68	3939	0.964	917.761	23.299%	147.552	26.501%	0.04595	0.924
Ovary-AdenoCA::S.69	7264	0.974	1547.444	21.303%	219.894	23.178%	0.03796	0.934
Ovary-AdenoCA::S.70	9682	0.973	1871.514	19.33%	265.557	23.112%	0.02892	0.892
Ovary-AdenoCA::S.71	9273	0.972	1866.949	20.133%	266.742	23.667%	0.03151	0.9
Ovary-AdenoCA::S.72	9493	0.972	1941.674	20.454%	276.93	23.955%	0.03521	0.909
Ovary-AdenoCA::S.73	3311	0.95	922.156	27.851%	139.911	31.411%	0.05861	0.881
Ovary-AdenoCA::S.74	13467	0.977	2373.775	17.627%	335.954	21.29%	0.02319	0.901
Ovary-AdenoCA::S.75	7242	0.963	1684.468	23.26%	229.836	27.146%	0.03956	0.835
Ovary-AdenoCA::S.76	6857	0.966	1571.115	22.913%	218.926	25.773%	0.0441	0.891
Ovary-AdenoCA::S.77	6047	0.964	1415.454	23.408%	191.684	26.632%	0.04242	0.856
Ovary-AdenoCA::S.78	4376	0.934	1487.91	34.002%	246.435	37.164%	0.10243	0.885
