Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Skin-Melanoma::S.1	34132	0.978	6716.16	19.677%	1095.951	21.1%	0.03417	0.959
Skin-Melanoma::S.2	58819	0.997	5986.647	10.178%	1829.218	7.839%	0.01744	0.997
Skin-Melanoma::S.3	77263	0.983	20688.424	26.777%	5624.55	22.399%	0.1013	0.981
Skin-Melanoma::S.4	180228	0.996	23718.495	13.16%	7489.046	9.35%	0.0931	0.995
Skin-Melanoma::S.5	41460	0.993	8006.246	19.311%	1484.349	14.316%	0.04692	0.992
Skin-Melanoma::S.6	40922	0.995	5065.898	12.379%	1079.031	9.54%	0.01583	0.995
Skin-Melanoma::S.7	287274	0.982	62778.011	21.853%	22077.983	19.146%	0.05935	0.981
Skin-Melanoma::S.8	33545	0.989	8200.641	24.447%	2305.86	20.709%	0.12822	0.989
Skin-Melanoma::S.9	214341	0.994	34078.148	15.899%	8161.331	11.169%	0.03578	0.993
Skin-Melanoma::S.10	90841	0.996	10062.056	11.077%	1797.18	8.806%	0.01311	0.995
Skin-Melanoma::S.11	24494	0.984	5605.706	22.886%	1079.233	18.772%	0.06123	0.98
Skin-Melanoma::S.12	72781	0.995	7724.795	10.614%	2455.838	9.818%	0.01699	0.995
Skin-Melanoma::S.13	179909	0.994	33794.97	18.784%	8462.053	12.158%	0.09184	0.994
Skin-Melanoma::S.14	131032	0.995	19079.464	14.561%	5203.71	9.634%	0.06309	0.995
Skin-Melanoma::S.15	361885	0.966	111361.727	30.773%	44280.271	27.279%	0.06244	0.964
Skin-Melanoma::S.16	32504	0.984	6313.448	19.424%	1877.209	18.052%	0.03443	0.982
Skin-Melanoma::S.17	77755	0.958	27329.231	35.148%	7976.576	28.699%	0.83448	0.954
Skin-Melanoma::S.18	61415	0.975	17255.831	28.097%	5182.409	22.414%	0.11973	0.973
Skin-Melanoma::S.19	30431	0.974	6723.901	22.096%	1113.152	22.758%	0.04004	0.956
Skin-Melanoma::S.20	62129	0.97	14163.452	22.797%	7802.683	25.556%	0.05406	0.969
Skin-Melanoma::S.21	46512	0.975	11656.951	25.062%	4021.037	22.597%	0.06488	0.973
Skin-Melanoma::S.22	200164	0.997	26162.712	13.071%	5811.73	8.695%	0.03015	0.996
Skin-Melanoma::S.23	30468	0.992	3649.393	11.978%	774.581	12.729%	0.01553	0.989
Skin-Melanoma::S.24	164635	0.978	32754.99	19.896%	12443.393	20.84%	0.03116	0.976
Skin-Melanoma::S.25	121035	0.995	15590.693	12.881%	4457.429	10.438%	0.03152	0.995
Skin-Melanoma::S.26	152622	0.914	65424.732	42.867%	24449.736	40.689%	0.16715	0.907
Skin-Melanoma::S.27	61135	0.994	8936.101	14.617%	2650.725	10.721%	0.04923	0.994
Skin-Melanoma::S.28	47131	0.994	6148.361	13.045%	1389.161	11.362%	0.02112	0.993
Skin-Melanoma::S.29	219918	0.966	66121.521	30.066%	24237.769	27.258%	0.08169	0.964
Skin-Melanoma::S.30	439357	0.996	44737.699	10.183%	15641.198	9.442%	0.01912	0.995
Skin-Melanoma::S.31	165802	0.978	44634.353	26.92%	13837.747	21.01%	0.05667	0.976
Skin-Melanoma::S.32	14539	0.969	2967.317	20.409%	443.225	24.811%	0.03476	0.896
Skin-Melanoma::S.33	29160	0.975	6854.391	23.506%	1753.652	22.913%	0.0545	0.971
Skin-Melanoma::S.34	159828	0.988	43936.437	27.49%	13345.04	21.69%	0.30832	0.988
Skin-Melanoma::S.35	30723	0.987	5206.047	16.945%	1368.933	15.908%	0.0246	0.985
Skin-Melanoma::S.36	87938	0.997	12917.578	14.689%	2538.684	8.815%	0.05962	0.997
Skin-Melanoma::S.37	98567	0.999	9552.536	9.691%	1729.28	5.394%	0.01665	0.998
Skin-Melanoma::S.38	108318	0.993	17403.12	16.067%	4847.273	12.903%	0.04692	0.992
Skin-Melanoma::S.39	202704	0.998	21122.578	10.42%	4017.813	6.696%	0.01568	0.997
Skin-Melanoma::S.40	140858	0.996	25363.348	18.006%	5609.551	11.159%	0.11414	0.996
Skin-Melanoma::S.41	128047	0.991	21647.139	16.906%	6257.765	13.208%	0.03883	0.991
Skin-Melanoma::S.42	103831	0.98	29202.969	28.125%	8362.06	19.851%	0.11411	0.979
Skin-Melanoma::S.43	190948	0.968	55208.634	28.913%	25135.231	28.172%	0.05906	0.967
Skin-Melanoma::S.44	306160	0.992	58649.339	19.156%	18286.547	13.093%	0.05616	0.992
Skin-Melanoma::S.45	176959	0.989	38255.733	21.618%	10999.122	15.122%	0.08443	0.988
Skin-Melanoma::S.46	69107	0.996	9593.207	13.882%	2523.424	11.135%	0.16935	0.996
Skin-Melanoma::S.47	40551	0.987	7501.786	18.5%	1145.434	16.255%	0.03198	0.98
Skin-Melanoma::S.48	271720	0.986	43804.918	16.121%	17613.191	17.905%	0.03039	0.985
Skin-Melanoma::S.49	284349	0.981	56379.854	19.828%	24174.412	20.404%	0.02907	0.98
Skin-Melanoma::S.50	460119	0.977	126970.524	27.595%	48086.638	22.041%	0.13094	0.976
Skin-Melanoma::S.51	2967	0.975	733.676	24.728%	117.072	22.49%	0.05515	0.961
Skin-Melanoma::S.52	209032	0.993	42137.166	20.158%	10934.909	12.272%	0.19164	0.993
Skin-Melanoma::S.53	425502	0.992	78360.102	18.416%	21990.504	12.57%	0.05376	0.992
Skin-Melanoma::S.54	139760	0.988	25181.742	18.018%	7791.113	15.486%	0.02979	0.987
Skin-Melanoma::S.55	33099	0.988	6515.361	19.684%	1269.245	16.06%	0.03586	0.986
Skin-Melanoma::S.56	43707	0.973	14345.632	32.822%	3652.755	26.316%	0.17702	0.971
Skin-Melanoma::S.57	41386	0.979	8470.966	20.468%	2770.987	20.584%	0.03064	0.976
Skin-Melanoma::S.58	152156	0.984	32962.885	21.664%	10659.258	19.36%	0.06399	0.983
Skin-Melanoma::S.59	12926	0.944	3680.372	28.473%	808.068	33.732%	0.07702	0.919
Skin-Melanoma::S.60	112739	0.985	33198.218	29.447%	8237.812	17.945%	0.20601	0.984
Skin-Melanoma::S.61	10806	0.983	2058.607	19.051%	438.571	18.329%	0.02817	0.978
Skin-Melanoma::S.62	79135	0.982	20497.272	25.902%	6203.038	18.77%	0.11846	0.981
Skin-Melanoma::S.63	78781	0.984	16249.278	20.626%	3863.115	18.004%	0.03588	0.981
Skin-Melanoma::S.64	43909	0.949	10854.846	24.721%	3475.084	31.647%	0.04872	0.939
Skin-Melanoma::S.65	36281	0.986	6717.804	18.516%	2122.717	16.967%	0.04753	0.985
Skin-Melanoma::S.66	54596	0.995	7607.108	13.933%	1442.109	10.042%	0.02657	0.994
Skin-Melanoma::S.67	270614	0.967	74870.461	27.667%	32234.823	26.635%	0.06338	0.965
Skin-Melanoma::S.68	38599	0.997	4897.399	12.688%	888.378	8.457%	0.01894	0.996
Skin-Melanoma::S.69	15128	0.995	1858.609	12.286%	412.601	9.93%	0.01962	0.995
Skin-Melanoma::S.70	43734	0.975	13257.998	30.315%	3596.158	25.245%	0.08453	0.973
Skin-Melanoma::S.71	19956	0.989	5044.987	25.281%	1155.48	18.114%	0.21599	0.988
Skin-Melanoma::S.72	133254	0.998	12975.071	9.737%	3332.658	6.912%	0.0115	0.997
Skin-Melanoma::S.73	20871	0.987	3858.399	18.487%	1056.999	16.437%	0.0268	0.985
Skin-Melanoma::S.74	288338	0.997	44710.997	15.506%	11098.789	10.085%	0.08092	0.997
Skin-Melanoma::S.75	61762	0.97	19717.245	31.925%	4733.389	24.436%	0.09446	0.966
Skin-Melanoma::S.76	51945	0.982	11395.402	21.937%	4545.87	21.032%	0.03307	0.982
Skin-Melanoma::S.77	111130	0.983	27520.131	24.764%	8655.499	18.237%	0.09462	0.982
Skin-Melanoma::S.78	141478	0.998	11632.485	8.222%	3374.888	6.097%	0.01106	0.998
Skin-Melanoma::S.79	100356	0.978	27724.972	27.627%	9131.538	21.229%	0.10082	0.976
Skin-Melanoma::S.80	220289	0.986	45118.73	20.482%	16988.64	16.992%	0.04123	0.985
Skin-Melanoma::S.81	66805	0.969	16763.722	25.094%	5448.244	24.771%	0.04319	0.965
Skin-Melanoma::S.82	130076	0.991	25148.193	19.333%	7424.411	14.203%	0.07228	0.991
Skin-Melanoma::S.83	90818	0.955	33286.902	36.652%	9789.944	35.633%	0.2462	0.951
Skin-Melanoma::S.84	189371	0.99	29617.485	15.64%	11002.7	14.309%	0.02317	0.989
Skin-Melanoma::S.85	25342	0.993	3994.351	15.762%	962.163	12.307%	0.03161	0.992
Skin-Melanoma::S.86	265237	0.99	55727.003	21.01%	15716.986	14.069%	0.07368	0.989
Skin-Melanoma::S.87	140648	0.996	19364.863	13.768%	5172.331	9.306%	0.04064	0.996
Skin-Melanoma::S.88	288242	0.996	37870.135	13.138%	12678.712	10.409%	0.05573	0.995
Skin-Melanoma::S.89	73135	0.997	7547.886	10.32%	1891.195	7.791%	0.01193	0.997
