Sample,SBS1,SBS2,SBS3,SBS5,SBS8,SBS9,SBS13,SBS17a,SBS17b,SBS18,SBS37,SBS40,SBS41
Breast-AdenoCA::S.1,579.5172869048046,0.0,0.0,0.0,0.0,0.0,3559.2596470630633,0.0,0.0,1701.0018000301898,0.0,0.0,0.0
Breast-AdenoCA::S.2,246.36081402981787,259.75105271957705,5661.103671271767,2763.2403788613906,0.0,0.0,191.3563742499986,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.3,248.320578692318,443.75368442725863,0.0,683.1871145714684,0.0,0.0,702.8326074842092,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.4,424.9696113577963,713.0495669520926,5579.004293340767,1628.8199120452823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.5,377.8196019593546,0.0,0.0,1802.6601171334987,0.0,0.0,792.249057804707,0.0,0.0,284.2764185758318,0.0,1121.7928165068254,0.0
Breast-AdenoCA::S.6,905.9041829551682,6001.086457040786,5993.889019383523,0.0,0.0,0.0,1371.450905240664,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.7,272.1936469641365,176.35441189417068,0.0,2862.7227431309902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.8,654.7416500902999,377.53312744076123,1795.1971473639317,1266.4981721593506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.9,0.0,0.0,4364.0644800346645,2822.6827893192667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.909596026106,0.0
Breast-AdenoCA::S.10,234.1733953603892,878.0312867045061,3104.5223452446944,1112.0196299651163,0.0,0.0,316.5789862475026,0.0,0.0,438.07262175941963,0.0,0.0,0.0
Breast-AdenoCA::S.11,347.92437386383955,93.49876811820282,0.0,1683.0145988403408,0.0,0.0,731.9443329587625,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.12,803.6005465679602,487.6513796918262,1334.684411066788,740.9956675680824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.13,374.04148077384133,2777.161235830046,0.0,0.0,0.0,0.0,2109.915700219509,0.0,0.0,0.0,0.0,0.0,1286.867357347709
Breast-AdenoCA::S.14,253.9843462860623,246.96502533687914,0.0,4320.710609265236,0.0,0.0,1507.205263947369,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.15,909.7786935635908,6504.883980984148,2375.154651379505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.16,307.8754930753967,0.0,0.0,976.5200124688366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
