Sample,DBS2,DBS4,DBS6,DBS7,DBS9,DBS11
Kidney-RCC::S.1,109.27262576075059,17.5615983306374,0.0,0.0,0.0,0.0
Kidney-RCC::S.2,10.631225028928895,16.35310270235124,0.0,0.40931232826891834,56.499083353060364,0.0
Kidney-RCC::S.3,30.65023919546965,16.307022607856013,0.0,15.298047672490457,34.880601037664206,4.439310578362842
Kidney-RCC::S.4,14.434043792385681,4.611091954710546,0.4635729342543773,0.0,49.26149635126502,0.7302313929315304
Kidney-RCC::S.5,35.42857003800441,25.489975683300784,1.6402274712064115,0.0,84.39825071404847,0.0
Kidney-RCC::S.6,17.60653079556299,25.77365770819475,3.6621376773437118,0.403171048742917,48.93283081648913,0.0
Kidney-RCC::S.7,34.82570085494115,22.966773163189554,0.0,0.0,11.726454041572133,0.5502876288306826
Kidney-RCC::S.8,164.47439853166054,13.15848059833383,0.0,0.0,9.805425958182676,0.0
Kidney-RCC::S.9,1.5215563310115372,0.02460866595744591,0.0,0.0,0.16917367043441026,0.17466443325786354
Kidney-RCC::S.10,23.93034337546526,71.05974490688486,11.829870469084595,2.525133700750552,81.8861212181852,4.418933936585959
Kidney-RCC::S.11,4.713639076002627,0.8743855352771732,4.468830147018384,2.104209018420422,57.62180785985035,1.1809142056667248
Kidney-RCC::S.12,63.58335714925271,38.699966247529815,0.0,0.0,23.396234948578524,1.9942714549480967
Kidney-RCC::S.13,57.779453632555864,47.39574863819574,2.4760620290298117,2.829430798279444,0.0,0.0
Kidney-RCC::S.14,30.34711912825731,6.924336101443862,47.19292389114985,0.0,2.2118888175399016,0.2003386869266922
Kidney-RCC::S.15,1.5099101544215998,6.955754947134892,0.5409934557227772,2.3693635305609115,40.566089906310864,4.675837082413645
Kidney-RCC::S.16,13.294549421302087,18.403288231977943,0.0,4.485467567383209,113.37371952034341,0.0
Kidney-RCC::S.17,18.563185519614667,39.70145724400643,0.0,1.4191552579396294,52.094935399227865,1.326883539752771
Kidney-RCC::S.18,29.83122671677644,5.738094114236837,0.0,0.0,0.0,0.41576274747322134
Kidney-RCC::S.19,27.792299077016096,20.943798616335666,1.8599705522434433,1.7406314677718904,27.78261161440145,2.1857769885766247
Kidney-RCC::S.20,87.79927064219166,21.026964085941387,0.0,0.0,2.5858162378188108,5.171648940466862
Kidney-RCC::S.21,11.62577829474168,87.59233295419193,0.0,0.0,134.23295704916453,28.186936448353983
Kidney-RCC::S.22,9.41132671052604,65.03813567182505,0.0,0.0,60.207595738827685,0.0
Kidney-RCC::S.23,40.999657818621614,3.8873027221233025,0.8262878119292544,10.10349351255603,35.86496923661202,2.4809162639834312
Kidney-RCC::S.24,27.006425502102005,53.586999353964835,0.0,20.23753145796397,0.0,0.0
Kidney-RCC::S.25,25.08857902343471,9.733925670222959,7.460637722733311,2.3316697604052976,72.75611922830285,5.543355741000591
Kidney-RCC::S.26,2.2780964630732123,12.801593274545247,0.0,1.5922484717439112,97.57642996495983,0.0
Kidney-RCC::S.27,17.672524093059142,2.475081516774805,0.0,4.134145005665648,129.77045004667403,0.0
Kidney-RCC::S.28,30.142021840486148,0.0,0.0,0.4611748413780159,132.65182416794664,3.5279475829184617
Kidney-RCC::S.29,1.1703895725829558,29.697513452235313,29.58799009523574,28.7286468448475,9.111630991032913,0.0
Kidney-RCC::S.30,7.528703650473703,16.586214739754986,2.380968076517572,0.23700213429266906,38.10903619126599,0.29851696453224896
Kidney-RCC::S.31,2.8183356784600466,0.0,0.0,0.0,202.60100087395733,0.0
Kidney-RCC::S.32,81.75958770641726,21.7186728725644,2.444306410240813,42.798234548753015,79.88770557805874,0.0
Kidney-RCC::S.33,40.83285345633183,0.0,0.0,0.465329124801153,30.697846478002443,1.7092762738696612
Kidney-RCC::S.34,1.9943479177023626,43.72260626732207,0.798517530439369,1.0641503127362673,115.05737125581312,0.0
Kidney-RCC::S.35,108.97887446516721,0.0,0.0,0.0,96.23498260886525,0.0
Kidney-RCC::S.36,171.03365840401034,100.70298164268617,5.5997229800948825,6.953457388799131,23.367876369607192,0.0
Kidney-RCC::S.37,4.076272187348942,62.80287774257561,0.0,0.0,0.0,0.0
Kidney-RCC::S.38,49.95691801599222,15.012333248016017,1.645069892336487,0.0,73.54408390787144,0.0
Kidney-RCC::S.39,9.701766282279765,0.0,0.9661845154409798,0.0,82.9568499213162,0.0
Kidney-RCC::S.40,60.96047093365918,19.980997178340836,0.0,5.24492253364828,30.578295475272547,1.57544166236328
Kidney-RCC::S.41,7.978511653632721,0.7646242660844177,0.6135557835610733,1.9427679017442177,117.34387244005036,0.0
Kidney-RCC::S.42,29.637845639778963,44.61152438649898,0.0,96.19192426321432,234.85054210748928,0.0
Kidney-RCC::S.43,15.73102104237872,11.679919944754003,0.7741613379916865,0.7184318097434381,86.03512022996684,0.0
Kidney-RCC::S.44,9.225423031832792,91.40707390037463,4.367445109274337,0.0,170.59619116177217,23.379741157698145
Kidney-RCC::S.45,61.4741742221585,39.209667143393595,0.0,4.964029692866728,135.88858869424183,0.0
Kidney-RCC::S.46,18.44888573239882,123.06378901372193,0.0,0.0,17.84244762966787,3.434516947610658
Kidney-RCC::S.47,19.83219076611944,0.0,1.7159320886669631,1.851619998318991,38.94571702396332,1.0144041865428002
Kidney-RCC::S.48,25.337408697784138,156.40485643399492,6.728983564931267,4.791313836119974,28.635666209279655,6.1156555359617
Kidney-RCC::S.49,45.19331016046923,2.26715422500017,0.0,0.8020640340988695,134.9383850337489,3.8774420593160963
Kidney-RCC::S.50,109.19161499659596,17.67446536986657,2.660884461748914,0.0,2.73572090143704,0.0
