Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Liver-HCC::S.1	157	0.912	85.428	54.413%	23.704	44.147%	0.30659	0.902
Liver-HCC::S.2	124	0.812	110.825	89.375%	55.063	92.234%	0.83846	0.808
Liver-HCC::S.3	305	0.958	141.255	46.313%	41.039	31.686%	1.20217	0.956
Liver-HCC::S.4	794	0.997	216.399	27.254%	112.125	16.359%	0.10315	0.997
Liver-HCC::S.5	42	0.965	31.337	74.612%	10.604	46.236%	2.01295	0.965
Liver-HCC::S.6	112	0.972	77.514	69.209%	23.684	35.592%	1.33444	0.971
Liver-HCC::S.7	40	0.978	21.299	53.248%	7.224	28.919%	0.49188	0.978
Liver-HCC::S.8	66	0.923	47.308	71.679%	13.147	50.867%	0.53024	0.919
Liver-HCC::S.9	231	0.933	124.083	53.716%	46.289	38.038%	0.26098	0.93
Liver-HCC::S.10	90	0.827	68.847	76.497%	37.226	65.339%	0.5751	0.823
Liver-HCC::S.11	107	0.745	95.927	89.651%	39.858	70.383%	5.01741	0.732
Liver-HCC::S.12	250	0.939	163.6	65.44%	73.131	53.796%	0.67667	0.938
Liver-HCC::S.13	205	0.81	158.849	77.487%	64.97	58.665%	0.5518	0.8
Liver-HCC::S.14	460	0.993	179.779	39.082%	97.002	22.881%	0.16048	0.993
Liver-HCC::S.15	74	0.987	33.955	45.885%	16.75	24.606%	0.27035	0.988
Liver-HCC::S.16	133	0.91	72.094	54.206%	26.822	41.581%	0.35422	0.904
Liver-HCC::S.17	147	0.891	84.377	57.399%	29.331	46.853%	0.29547	0.883
Liver-HCC::S.18	86	0.987	29.811	34.664%	7.284	17.121%	0.2954	0.987
Liver-HCC::S.19	228	0.811	164.838	72.297%	74.36	58.68%	0.48248	0.802
Liver-HCC::S.20	213	0.978	78.908	37.046%	25.281	21.281%	0.20577	0.977
Liver-HCC::S.21	314	0.952	157.709	50.226%	56.421	31.703%	0.42465	0.95
Liver-HCC::S.22	442	0.896	314.502	71.154%	104.06	55.284%	3.38596	0.891
Liver-HCC::S.23	407	0.984	137.562	33.799%	57.387	18.209%	0.48288	0.984
Liver-HCC::S.24	80	0.994	27.278	34.098%	11.049	16.427%	0.24399	0.994
Liver-HCC::S.25	59	0.982	31.491	53.375%	9.173	23.788%	0.56211	0.981
Liver-HCC::S.26	446	0.914	239.448	53.688%	90.599	40.905%	0.2779	0.909
Liver-HCC::S.27	112	0.931	67.615	60.371%	31.159	45.586%	0.40315	0.93
Liver-HCC::S.28	185	0.983	65.067	35.171%	17.565	19.321%	1.18204	0.982
Liver-HCC::S.29	60	0.997	14.699	24.498%	4.104	9.844%	0.19583	0.997
Liver-HCC::S.30	219	0.96	111.517	50.921%	31.25	42.68%	0.33578	0.959
Liver-HCC::S.31	19	0.98	9.201	48.426%	3.724	23.051%	0.37739	0.98
Liver-HCC::S.32	52	0.192	80.513	154.833%	42.17	158.485%	1.70464	0.164
Liver-HCC::S.33	188	0.971	90.365	48.066%	28.552	29.437%	0.24593	0.97
Liver-HCC::S.34	230	0.952	91.758	39.895%	32.913	30.496%	0.17894	0.949
Liver-HCC::S.35	575	0.909	309.485	53.823%	89.849	41.727%	0.25818	0.899
Liver-HCC::S.36	65	0.939	32.067	49.334%	11.614	39.443%	0.93955	0.936
Liver-HCC::S.37	53	0.765	42.885	80.915%	14.782	72.562%	0.61499	0.745
Liver-HCC::S.38	35	0.874	32.404	92.583%	14.016	86.757%	0.84435	0.873
Liver-HCC::S.39	206	0.998	35.364	17.167%	11.351	7.844%	0.12535	0.998
Liver-HCC::S.40	298	0.98	114.715	38.495%	33.615	21.729%	0.24705	0.979
Liver-HCC::S.41	31	0.956	15.969	51.513%	4.628	30.583%	0.40112	0.954
Liver-HCC::S.42	51	0.954	28.676	56.227%	12.651	42.335%	0.41343	0.954
Liver-HCC::S.43	103	0.782	94.082	91.342%	39.709	62.451%	4.41858	0.774
Liver-HCC::S.44	168	0.995	49.432	29.424%	24.038	16.754%	0.11393	0.995
Liver-HCC::S.45	170	0.985	54.063	31.802%	21.641	17.685%	0.5683	0.985
