Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Stomach-AdenoCA::S.1	11178	0.963	2501.125	22.375%	417.242	26.892%	0.04085	0.918
Stomach-AdenoCA::S.2	29031	0.997	4540.839	15.641%	807.096	8.625%	0.02744	0.996
Stomach-AdenoCA::S.3	12851	0.994	3559.896	27.701%	976.667	16.584%	0.15948	0.994
Stomach-AdenoCA::S.4	30083	0.984	5676.423	18.869%	856.08	18.098%	0.03738	0.971
Stomach-AdenoCA::S.5	8812	0.969	2071.395	23.507%	404.152	24.975%	0.05004	0.955
Stomach-AdenoCA::S.6	11414	0.973	2208.888	19.352%	369.303	22.98%	0.03384	0.943
Stomach-AdenoCA::S.7	14094	0.964	3107.991	22.052%	651.875	26.728%	0.03881	0.945
Stomach-AdenoCA::S.8	10851	0.961	2753.333	25.374%	489.58	28.313%	0.06887	0.935
Stomach-AdenoCA::S.9	18735	0.974	3242.894	17.309%	513.245	22.843%	0.02778	0.904
Stomach-AdenoCA::S.10	11385	0.968	2502.92	21.984%	341.748	25.204%	0.03913	0.884
Stomach-AdenoCA::S.11	7301	0.973	1857.068	25.436%	308.425	23.253%	0.04453	0.96
Stomach-AdenoCA::S.12	3792	0.961	1023.774	26.998%	183.194	27.568%	0.06205	0.941
Stomach-AdenoCA::S.13	7194	0.974	1698.734	23.613%	388.098	22.836%	0.04256	0.968
Stomach-AdenoCA::S.14	28980	0.957	7309.03	25.221%	1089.471	29.212%	0.04946	0.88
Stomach-AdenoCA::S.15	8469	0.978	2093.687	24.722%	487.904	20.808%	0.04953	0.975
Stomach-AdenoCA::S.16	19836	0.995	3176.235	16.012%	669.64	10.081%	0.03	0.995
Stomach-AdenoCA::S.17	6717	0.971	1376.97	20.5%	210.054	23.946%	0.03862	0.924
Stomach-AdenoCA::S.18	14719	0.971	3021.987	20.531%	666.002	24.136%	0.03423	0.959
Stomach-AdenoCA::S.19	8198	0.955	2264.923	27.628%	340.903	30.296%	0.06077	0.9
Stomach-AdenoCA::S.20	23026	0.989	4868.462	21.143%	806.683	15.375%	0.03383	0.987
Stomach-AdenoCA::S.21	18953	0.986	5085.89	26.834%	1017.692	18.382%	0.07631	0.984
Stomach-AdenoCA::S.22	79108	0.958	20025.607	25.314%	2713.357	28.825%	0.0495	0.83
Stomach-AdenoCA::S.23	20891	0.976	4039.894	19.338%	625.2	21.866%	0.02974	0.945
Stomach-AdenoCA::S.24	12868	0.985	2578.076	20.035%	403.432	17.489%	0.03966	0.977
Stomach-AdenoCA::S.25	12718	0.99	2552.006	20.066%	531.267	14.578%	0.05856	0.989
