Sample,DBS2,DBS3,DBS4,DBS5,DBS7,DBS9,DBS10
Stomach-AdenoCA::MSI-H.S.1,1.9794884883257082,23.316044324339803,53.02343380223087,1.5842142038786409,139.1410474637805,7.837032004510266,34.887034918472054
Stomach-AdenoCA::MSI-H.S.2,0.0,63.28253741585545,22.768097097086237,0.0,24.28548100050338,109.66837346167797,100.66262500536845
Stomach-AdenoCA::MSI-H.S.3,11.329669120101007,0.0,2.0194369943849826,0.0,167.8468249075637,0.0,93.0694712506106
Stomach-AdenoCA::MSI-H.S.4,0.0,0.0,0.0,0.0,10.597645971854435,42.0110888730151,0.0
Stomach-AdenoCA::MSI-H.S.5,2.1438589941122115,0.0,22.811028821780063,1.1536446094722477,44.85052283968503,72.18953278191769,0.0
Stomach-AdenoCA::MSI-H.S.6,29.51944325449098,35.03981594417731,0.0,0.0,69.567171205971,52.93090768288267,3.6193627830694277
Stomach-AdenoCA::MSI-H.S.7,11.368811052397035,3.2854435901551096,13.025021642399768,0.0,9.516818009282577,113.52469116087224,0.0
Stomach-AdenoCA::MSI-H.S.8,0.0,63.955092117152816,5.090115839801578,0.0,64.65036580235625,17.726761417643722,0.0
Stomach-AdenoCA::MSI-H.S.9,0.0,67.24240188294026,0.0,0.0,26.101743854927037,83.55542558992882,0.0
Stomach-AdenoCA::MSI-H.S.10,8.643152144146617,54.55240707342498,3.693083928302693,6.091361287716653,61.03586084403266,56.91071894587039,2.8046013896831923
Stomach-AdenoCA::MSI-H.S.11,9.758069004636301,2.608366422566711,19.477691252888867,0.0,74.89256075593691,86.4542292713662,0.14992055675325378
Stomach-AdenoCA::MSI-H.S.12,9.925206029758973,19.940782705499668,6.371791687611766,1.8961989926565888,204.9328725159931,103.41703378168101,13.69752366092352
Stomach-AdenoCA::MSI-H.S.13,0.5770366452230362,45.75634830763943,11.463697473954719,0.0,50.00245939246153,1.4741122342525788,9.285751404325646
Stomach-AdenoCA::MSI-H.S.14,0.6740095744010453,51.483573607833755,4.665542529516565,0.0,15.971441190488456,23.44814312047288,10.985739626734329
Stomach-AdenoCA::MSI-H.S.15,6.7981696780701135,5.54760164934219,0.0,0.0025243700509737003,17.45493516520163,31.68126241428558,0.0
Stomach-AdenoCA::MSI-H.S.16,0.0,52.148664387607226,0.0,0.0,126.47114979468704,0.0,0.0
Stomach-AdenoCA::MSI-H.S.17,14.742203648575616,101.90372175403384,23.412661924105343,2.483071611625339,101.64261564246051,39.293454605445746,4.482463231630135
Stomach-AdenoCA::MSI-H.S.18,7.642099390960095,3.645130212905867,43.21493877779643,0.0,67.03053656645622,40.11313617889607,0.8937506574304311
Stomach-AdenoCA::MSI-H.S.19,7.214141923788536,7.210283370331289,5.117108128011753,0.0,40.772810969630065,56.92682819976406,1.853968313991941
Stomach-AdenoCA::MSI-H.S.20,0.0,49.892748792241264,9.862645930883234,0.0,204.96047451395955,17.03563388234596,18.30155616903204
Stomach-AdenoCA::MSI-H.S.21,5.582742640186449,2.5216116420203556,0.7908734579662792,0.06943891971036834,21.379674179447353,36.54447039421766,0.2676370262178976
Stomach-AdenoCA::MSI-H.S.22,0.0,10.191125489580182,20.284666401261067,1.087561915347068,51.794908386104986,6.175110194447437,1.3635462857816716
Stomach-AdenoCA::MSI-H.S.23,0.750582456355101,40.06965463225767,21.33145770261096,0.0,14.05348209966344,103.32012344786509,0.0
Stomach-AdenoCA::MSI-H.S.24,8.088423549662627,52.35381279512562,1.9159058603320964,0.0,42.69683535981958,23.37784073113182,0.0
Stomach-AdenoCA::MSI-H.S.25,2.760754709324726,0.0,4.476569300961589,0.0,55.42284325063973,7.331232207282687,0.6567985569598792
Stomach-AdenoCA::MSI-H.S.26,0.0,11.249889150271311,4.593642405506577,0.0,36.52723154297164,64.00678665996921,34.31127632957107
Stomach-AdenoCA::MSI-H.S.27,6.86708075541384,87.1518845099348,22.9666675241742,0.5651352872806272,46.34840150118283,116.36012927302741,2.111653965789184
Stomach-AdenoCA::MSI-H.S.28,4.859681717392434,0.0,0.0,0.0,89.69282025150592,75.63773544816507,0.6469335141088758
Stomach-AdenoCA::MSI-H.S.29,2.4373390888218385,65.75067162637117,5.282668494852763,0.0,33.50217540795834,118.64228235569915,3.716400180791878
Stomach-AdenoCA::MSI-H.S.30,2.3726143682369014,147.31731017834807,1.0852253695501382,0.0,105.62799469422254,32.259114698023616,0.0
Stomach-AdenoCA::MSI-H.S.31,3.847114231337709,34.11044568695293,28.887680633528404,0.0,94.03124440225562,20.585504760151707,134.61244874430795
Stomach-AdenoCA::MSI-H.S.32,8.313764593514252,1.1336063807128305,0.0,0.17520572635719892,225.03967396757076,0.0,0.0
Stomach-AdenoCA::MSI-H.S.33,70.74699015650162,46.37458771945606,0.0,0.17217182431697467,26.82544651526643,0.0,0.0
Stomach-AdenoCA::MSI-H.S.34,34.381585572642486,58.48746466414065,33.346266924736575,0.0,28.337545610564327,28.693054592678394,6.63142261120084
