Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Breast-AdenoCA::S.1	6793	0.991	1421.377	20.924%	326.081	14.091%	0.07283	0.99
Breast-AdenoCA::S.2	9416	0.963	2046.312	21.732%	302.469	27.095%	0.04084	0.847
Breast-AdenoCA::S.3	2279	0.909	764.312	33.537%	277.305	41.893%	0.08403	0.895
Breast-AdenoCA::S.4	8236	0.967	1834.663	22.276%	264.361	25.447%	0.04329	0.901
Breast-AdenoCA::S.5	4478	0.946	1284.823	28.692%	257.969	32.605%	0.05936	0.919
Breast-AdenoCA::S.6	13308	0.992	1909.712	14.35%	470.158	12.716%	0.02257	0.991
Breast-AdenoCA::S.7	3214	0.965	799.812	24.885%	119.419	26.435%	0.05159	0.924
Breast-AdenoCA::S.8	4446	0.979	868.705	19.539%	133.087	20.354%	0.0349	0.959
Breast-AdenoCA::S.9	12408	0.982	1909.725	15.391%	275.376	18.796%	0.01772	0.928
Breast-AdenoCA::S.10	5776	0.975	1251.231	21.663%	180.06	22.2%	0.04109	0.946
Breast-AdenoCA::S.11	2565	0.964	613.222	23.907%	117.305	26.618%	0.05409	0.944
Breast-AdenoCA::S.12	3178	0.97	785.944	24.731%	131.403	24.571%	0.04585	0.951
Breast-AdenoCA::S.13	7508	0.986	1736.186	23.124%	417.668	16.957%	0.05611	0.984
Breast-AdenoCA::S.14	5830	0.977	1289.889	22.125%	194.253	21.355%	0.0426	0.96
Breast-AdenoCA::S.15	9469	0.994	1553.038	16.401%	363.13	10.951%	0.02849	0.993
Breast-AdenoCA::S.16	1133	0.968	353.667	31.215%	52.14	25.121%	0.09267	0.954
Breast-AdenoCA::S.17	3096	0.985	629.154	20.322%	93.403	17.531%	0.03701	0.976
Breast-AdenoCA::S.18	3890	0.973	801.311	20.599%	128.78	23.035%	0.03964	0.945
Breast-AdenoCA::S.19	3996	0.963	1002.924	25.098%	152.842	27.243%	0.05264	0.92
Breast-AdenoCA::S.20	4133	0.969	900.893	21.798%	127.206	24.907%	0.03975	0.899
Breast-AdenoCA::S.21	6445	0.974	1472.267	22.844%	293.556	22.636%	0.0467	0.965
Breast-AdenoCA::S.22	2798	0.96	686.662	24.541%	101.605	28.102%	0.04398	0.893
Breast-AdenoCA::S.23	11446	0.988	2465.355	21.539%	374.918	16.689%	0.05182	0.985
Breast-AdenoCA::S.24	4473	0.981	1202.311	26.879%	276.416	19.489%	0.08167	0.979
Breast-AdenoCA::S.25	3652	0.986	724.007	19.825%	135.891	16.816%	0.0375	0.982
Breast-AdenoCA::S.26	5895	0.981	1300.985	22.069%	323.996	19.606%	0.0381	0.978
Breast-AdenoCA::S.27	6163	0.975	1648.367	26.746%	281.692	24.151%	0.06121	0.967
Breast-AdenoCA::S.28	9646	0.981	1894.503	19.64%	356.586	19.703%	0.02983	0.972
Breast-AdenoCA::S.29	7209	0.965	1806.652	25.061%	290.927	26.253%	0.04964	0.936
Breast-AdenoCA::S.30	9962	0.989	1938.459	19.459%	332.121	14.967%	0.03162	0.986
Breast-AdenoCA::S.31	4069	0.982	913.513	22.451%	149.104	18.784%	0.04312	0.975
Breast-AdenoCA::S.32	3151	0.956	826.423	26.227%	127.496	29.934%	0.06217	0.901
Breast-AdenoCA::S.33	2922	0.975	635.856	21.761%	161.371	22.481%	0.04958	0.97
Breast-AdenoCA::S.34	3385	0.942	977.945	28.891%	189.484	33.772%	0.06484	0.905
Breast-AdenoCA::S.35	2017	0.967	521.544	25.857%	71.185	25.482%	0.0622	0.927
Breast-AdenoCA::S.36	9018	0.982	1779.118	19.729%	253.254	18.9%	0.02892	0.966
Breast-AdenoCA::S.37	10931	0.992	1973.181	18.051%	306.065	12.385%	0.03159	0.99
Breast-AdenoCA::S.38	1648	0.932	746.158	45.277%	172.494	36.616%	0.14758	0.921
Breast-AdenoCA::S.39	19780	0.968	5142.221	25.997%	1014.596	25.766%	0.05199	0.957
Breast-AdenoCA::S.40	2560	0.959	655.631	25.611%	116.328	28.442%	0.06508	0.929
Breast-AdenoCA::S.41	15988	0.962	3490.514	21.832%	513.987	27.313%	0.03883	0.838
Breast-AdenoCA::S.42	5696	0.955	1553.641	27.276%	244.147	29.593%	0.0619	0.909
Breast-AdenoCA::S.43	4696	0.946	1202.325	25.603%	221.26	32.593%	0.0488	0.89
Breast-AdenoCA::S.44	9387	0.99	2285.488	24.347%	540.489	15.266%	0.0777	0.989
Breast-AdenoCA::S.45	1440	0.973	400.384	27.804%	70.097	23.259%	0.07637	0.964
Breast-AdenoCA::S.46	11681	0.979	2126.023	18.201%	323.413	20.297%	0.03044	0.952
Breast-AdenoCA::S.47	7068	0.974	1452.047	20.544%	199.462	22.871%	0.03415	0.914
Breast-AdenoCA::S.48	9126	0.968	1846.332	20.232%	352.655	25.121%	0.02981	0.942
Breast-AdenoCA::S.49	15612	0.958	4517.8	28.938%	1570.478	28.529%	0.07068	0.955
Breast-AdenoCA::S.50	13294	0.978	2753.328	20.711%	394.564	20.731%	0.03876	0.955
Breast-AdenoCA::S.51	5049	0.962	1382.699	27.386%	226.926	27.232%	0.0607	0.938
Breast-AdenoCA::S.52	15812	0.995	2820.941	17.841%	429.574	9.938%	0.03129	0.994
Breast-AdenoCA::S.53	2109	0.97	531.805	25.216%	79.186	24.419%	0.05849	0.945
Breast-AdenoCA::S.54	14713	0.983	2895.896	19.683%	458.338	18.385%	0.03142	0.974
Breast-AdenoCA::S.55	10645	0.993	1882.061	17.68%	278.559	12.23%	0.03301	0.99
Breast-AdenoCA::S.56	1712	0.982	373.195	21.799%	55.255	18.975%	0.04493	0.972
Breast-AdenoCA::S.57	4764	0.976	1027.662	21.571%	227.255	21.794%	0.03779	0.97
Breast-AdenoCA::S.58	14877	0.981	2980.848	20.037%	470.351	19.472%	0.03392	0.968
Breast-AdenoCA::S.59	4173	0.988	959.367	22.99%	150.878	15.126%	0.04521	0.986
Breast-AdenoCA::S.60	17750	0.998	1856.614	10.46%	461.866	6.359%	0.01558	0.998
Breast-AdenoCA::S.61	9741	0.988	1914.738	19.656%	337.613	15.59%	0.03858	0.985
Breast-AdenoCA::S.62	1286	0.971	364.058	28.309%	50.65	24.059%	0.06943	0.953
Breast-AdenoCA::S.63	10427	0.965	2575.892	24.704%	368.822	26.837%	0.05255	0.917
Breast-AdenoCA::S.64	8768	0.997	1063.684	12.131%	178.451	8.205%	0.01731	0.996
Breast-AdenoCA::S.65	7766	0.997	980.09	12.62%	267.959	8.328%	0.02437	0.997
Breast-AdenoCA::S.66	5205	0.987	871.282	16.739%	198.566	16.148%	0.02768	0.984
Breast-AdenoCA::S.67	12131	0.992	2052.332	16.918%	293.391	13.02%	0.02268	0.988
Breast-AdenoCA::S.68	4924	0.951	1310.457	26.614%	234.79	31.76%	0.05942	0.91
Breast-AdenoCA::S.69	9660	0.996	1423.958	14.741%	348.012	8.919%	0.03186	0.996
Breast-AdenoCA::S.70	4274	0.978	980.755	22.947%	151.088	20.667%	0.0494	0.966
Breast-AdenoCA::S.71	5938	0.987	1190.136	20.043%	197.975	16.669%	0.04735	0.983
Breast-AdenoCA::S.72	2799	0.966	727.046	25.975%	136.999	25.828%	0.05928	0.952
Breast-AdenoCA::S.73	1031	0.879	440.176	42.694%	117.628	47.638%	0.12957	0.85
Breast-AdenoCA::S.74	13508	0.981	2638.505	19.533%	1008.94	19.408%	0.03935	0.98
Breast-AdenoCA::S.75	4322	0.924	1489.073	34.453%	220.307	39.519%	0.08955	0.803
Breast-AdenoCA::S.76	14879	0.993	3441.083	23.127%	495.565	13.938%	0.05358	0.992
Breast-AdenoCA::S.77	5191	0.965	1231.895	23.731%	175.683	26.048%	0.04143	0.907
Breast-AdenoCA::S.78	7923	0.989	1572.67	19.849%	376.43	15.61%	0.04536	0.987
Breast-AdenoCA::S.79	8932	0.973	2422.268	27.119%	709.769	23.077%	0.05788	0.97
Breast-AdenoCA::S.80	9512	0.94	2997.374	31.512%	1093.922	34.019%	0.06662	0.934
Breast-AdenoCA::S.81	6605	0.973	1728.082	26.163%	347.347	23.41%	0.07098	0.967
Breast-AdenoCA::S.82	10159	0.996	1600.71	15.757%	484.967	10.275%	0.08335	0.995
Breast-AdenoCA::S.83	11258	0.909	3649.908	32.421%	888.865	42.209%	0.09297	0.869
Breast-AdenoCA::S.84	2968	0.962	804.404	27.103%	118.617	27.164%	0.06083	0.926
Breast-AdenoCA::S.85	6707	0.971	1448.835	21.602%	210.828	23.759%	0.03766	0.928
Breast-AdenoCA::S.86	7415	0.951	2615.724	35.276%	975.992	30.904%	0.08423	0.948
Breast-AdenoCA::S.87	15297	0.972	3555.164	23.241%	508.288	23.603%	0.0448	0.939
Breast-AdenoCA::S.88	15781	0.996	2174.37	13.778%	584.542	9.003%	0.02945	0.996
Breast-AdenoCA::S.89	3473	0.976	675.781	19.458%	105.65	21.667%	0.03406	0.95
Breast-AdenoCA::S.90	5930	0.972	1363.275	22.989%	210.484	23.529%	0.0489	0.948
Breast-AdenoCA::S.91	15271	0.993	2180.536	14.279%	350.517	11.422%	0.01942	0.991
Breast-AdenoCA::S.92	7587	0.971	1485.5	19.58%	225.076	24.132%	0.03165	0.902
Breast-AdenoCA::S.93	12724	0.987	1972.494	15.502%	326.763	16.193%	0.01958	0.977
Breast-AdenoCA::S.94	4505	0.972	1084.67	24.077%	152.662	23.718%	0.04557	0.941
Breast-AdenoCA::S.95	7313	0.977	1298.079	17.75%	194.156	21.64%	0.02505	0.925
Breast-AdenoCA::S.96	7158	0.991	1460.143	20.399%	298.067	13.714%	0.03833	0.99
Breast-AdenoCA::S.97	3578	0.928	1183.46	33.076%	268.933	37.97%	0.08818	0.902
Breast-AdenoCA::S.98	2206	0.963	591.039	26.792%	171.311	26.786%	0.05875	0.958
Breast-AdenoCA::S.99	9617	0.965	2441.321	25.385%	578.764	26.173%	0.04634	0.956
Breast-AdenoCA::S.100	4838	0.997	693.177	14.328%	99.73	8.267%	0.02576	0.996
