MutationType	ID1	ID2	ID4	ID5	ID6	ID8	ID9	ID10	ID14
1:Del:C:0	0.000159889000761019	0.0048241160289447	0.00724971696375142	0.0222021078667874	0.0305067990915204	0.0398275578805173	0.33493987999518	0.0251054140979111	0.0120160090841121
1:Del:C:1	0.000773523003681714	2.21000001326e-05	0.00273486898632566	0.0285472148287167	0.00549190301647571	0.0239159379282522	0.0999942257000173	0.0293063201142946	0.00194623201362362
1:Del:C:2	3.31000001575451e-18	3.11000001866e-06	0.00204106298979469	0.0265969268404184	0.00803399402410198	0.00333055399000834	0.00269065499192804	0.0188040560733358	0.000683696004785872
1:Del:C:3	0.00190761300907961	0.00247207601483246	0.00111228299443858	0.0141591219150453	0.00110237900330714	0.00540315298379054	0.0106254159681238	0.0165035600643639	0.000487468003412276
1:Del:C:4	0.000705990003360279	0.00385697602314186	0.00107568399462158	0.00287342198275947	0.00247817000743451	0.00127570899617287	0.0124969019625093	0.00293063201142946	0.00207192101450345
1:Del:C:5	0.00337011501604064	0.0146154240876925	0.00224617798876911	0.00260244898438531	0.00132207300396622	0.000933728997198813	4.47999998656e-05	8.420000032838e-18	0.00237027601659193
1:Del:T:0	0.00131160500624281	0.0079059660474358	0.00663505196682474	0.101481148391113	0.00428416201285249	0.0342436868972689	0.105105372684684	0.0283061051103938	0.0183098031281686
1:Del:T:1	3.31000001575451e-18	3.9500000237e-18	0.00162246599188767	0.106099610363402	0.000677688002033064	0.0104520759686438	0.0442936408671191	8.420000032838e-18	0.000852559005967913
1:Del:T:2	0.000936453004457207	0.00703641804221851	0.00263340498683298	0.114128463315229	0.011659665034979	0.00899202997302391	0.0858619557424141	0.00151032600589027	0.010856423075995
1:Del:T:3	0.00229585501092751	0.0202347431214085	0.00030603799846981	0.0889622074662268	0.0222423910667272	0.00982504497052486	0.113250662660248	0.00142030600553919	0.0171839501202877
1:Del:T:4	0.00429142202042575	0.0471199252827195	0.00102320199488399	0.0522595316864428	0.0176971410530914	0.00127377999617866	0.0944127367167618	0.00241052000940103	0.0133479030934353
1:Del:T:5	3.31000001575451e-18	0.814697226888183	0.00015444199922779	0.0306105228163369	0.00795434502386303	0.010620341968139	0.000929834997210495	1.270000004953e-17	0.038616999270319
1:Ins:C:0	3.31000001575451e-18	3.9500000237e-18	6.6199999669e-18	0.000542251996746488	0.00208688700626066	0.00276427099170719	5.40999998377e-18	8.420000032838e-18	0.454386958180709
1:Ins:C:1	3.31000001575451e-18	0.000227026001362156	0.000272398998638005	0.00124289799254261	0.0017734330053203	0.00216911899349264	1.92999999421e-06	0.000345074001345789	0.012777431089442
1:Ins:C:2	3.31000001575451e-18	2.62000001572e-05	6.8799999656e-05	0.00315166698109	0.000246169000738507	0.001526999995419	0.000352622998942131	0.00027205900106103	0.00065885000461195
1:Ins:C:3	0.000845986004026614	0.0004300500025803	0.000512480997437595	0.000602847996382912	0.000232169000696507	0.000116523999650428	5.40999998377e-18	0.00258055601006417	0.00156440301095082
1:Ins:C:4	0.00178552500849851	0.00291184601747108	6.6199999669e-18	0.000197581998814508	0.000376592001129776	0.000554176998337469	2.15999999352e-06	0.000411089001603247	0.00153950201077651
1:Ins:C:5	0.0242965361156435	0.00901753605410521	0.000249142998754285	0.000433543997398736	0.000247997000743991	0.000489488998531533	7.36999997789e-05	0.000851184003319617	0.00229299901605099
1:Ins:T:0	0.00228382401087025	0.00132855600797134	0.000333664998331675	0.00636196496182821	0.00639625101918875	0.00450797898647606	0.0126144839621565	0.0170036670663143	0.032612007228284
1:Ins:T:1	4.03000001918147e-05	3.9500000237e-18	0.00101004399494978	0.0134626969192238	0.00104118700312356	0.00486869598539391	0.0103852739688442	0.0438094491708568	0.00316588302216118
1:Ins:T:2	0.000192865000917974	0.000647033003882198	1.0599999947e-05	0.0297211438216731	0.000738848002216544	0.00142963599571109	0.00231466299305601	0.00365078701423807	0.00177460601242224
1:Ins:T:3	0.00424326702019655	0.00108287900649727	0.000173934999130325	0.0188402498869585	0.000930638002791914	0.00108728599673814	0.00160088499519735	0.00375080901462815	0.00117383600821685
1:Ins:T:4	0.0166491270792444	0.00348746102092477	1.599999992e-05	0.0112687519323875	0.00134985200404956	0.000822617997532146	0.00158535499524393	9.660000037674e-06	0.00478499903349499
1:Ins:T:5	0.890906468240421	0.00313258501879551	0.00083292599583537	0.00143921499136471	0.0143900410431701	0.0201612479395163	0.00577247998268256	1.110000004329e-08	0.232747554629233
2:Del:R:0	0.000686046003265353	0.000163809000982854	0.0717242136413789	0.0280544068316736	0.00178364700535094	0.00876921897369234	0.0131747469604758	0.000839181003272806	0.000661996004633972
2:Del:R:1	0.00121996900580665	0.00356888502141331	0.230512878847436	0.0245627288526236	0.00245434700736304	0.0103071449690786	0.00319854099040438	0.00947204203694096	0.00660003604620025
2:Del:R:2	0.000472749002250129	0.00184957401109744	0.055059395724703	0.00456261797262429	0.0020886000062658	0.000532025998403922	0.00118969699643091	0.0065414110255115	0.00270193001891351
2:Del:R:3	0.000426720002031046	0.000739044004434264	0.012811005935945	0.000395918997624486	0.000525746001577238	2.70999999187e-05	9.58999997123e-05	0.000185040000721656	0.000392799002749593
2:Del:R:4	5.4600000259878e-05	0.000881932005291592	0.00321921798390391	0.000867562994794622	0.000232527000697581	0.000274026999177919	5.40999998377e-18	8.420000032838e-18	1.41000000987e-06
2:Del:R:5	3.31000001575451e-18	4.67000002802e-18	0.0023827209880864	0.0214267798714393	0.000215685000647055	0.000833078997500763	5.40999998377e-18	8.420000032838e-18	4.37000003059e-05
3:Del:R:0	0.000128045000609452	1.2500000075e-05	0.00506895397465523	0.0171363698971818	0.00105104700315314	0.0109641009671077	0.00285809499142572	0.00120025900468101	0.00114665900802661
3:Del:R:1	0.00501108502385111	0.00500325803001955	0.0971144655144277	0.00590979396454124	0.00541365301624096	0.0013488669959534	0.00430190998709427	0.0427092111665659	0.00484016503388116
3:Del:R:2	0.000769383003662009	0.00228989101373935	0.0214842818925786	0.00084270999494374	0.000536054001608162	0.000376570998870287	0.00127571699617285	0.00506109101973825	0.00105348100737437
3:Del:R:3	0.000371256001767056	0.000402587002415522	0.00383762698081187	0.00062115499627307	4.7000000141e-05	0.000253508999239473	0.00030210999909367	0.0027305890106493	0.000249605001747235
3:Del:R:4	3.31000001575451e-18	3.97000002382e-18	0.000786294996068525	0.00586707496479755	7.31000002193e-05	2.67999999196e-06	5.40999998377e-18	8.420000032838e-18	9.19000006433e-18
3:Del:R:5	3.31000001575451e-18	3.9500000237e-18	0.00113860899430696	0.00837891094972653	0.000150616000451848	9.0999999727e-05	5.40999998377e-18	8.420000032838e-18	9.19000006433e-18
4:Del:R:0	9.97000004745391e-05	1.21000000726e-05	0.00725242896373786	0.0107912649352524	0.00231509800694529	0.00669130897992607	0.00143277399570168	0.00147031700573424	0.000193687001355809
4:Del:R:1	0.000900503004286097	0.00211578701269472	0.0635237296823814	0.00284356898293859	0.00280672900842019	0.00162295499513113	0.00459421698621735	0.000521112002032337	0.000617337004321359
4:Del:R:2	3.23000001537373e-06	0.000543292003259752	0.0145489219272554	0.000164643999012136	0.00047449000142347	0.000272622999182131	0.000896023997311928	7.50000002925e-05	0.000524295003670065
4:Del:R:3	3.31000001575451e-18	7.27000004362e-06	0.00455475197722624	0.00387781397673312	0.000291345000874035	2.87999999136e-05	2.37999999286e-05	0.000132028000514909	5.03000003521e-05
4:Del:R:4	3.31000001575451e-18	3.9500000237e-18	0.000849678995751605	0.00455725397265648	0.000110576000331728	9.72999997081e-05	5.40999998377e-18	8.420000032838e-18	7.73000005411e-06
4:Del:R:5	2.89000001375545e-05	0.000210413001262478	0.0006107799969461	0.00158443599049338	5.68000001704e-05	6.33999998098e-06	1.36999999589e-05	0.000209045000815275	9.19000006433e-18
5:Del:R:0	8.35000003974324e-06	3.8500000231e-05	0.00413282597933587	0.0184479488893123	0.0193332910579999	0.237978862286063	0.000772051997683844	0.00139030000542217	0.0060868140426077
5:Del:R:1	0.000190676000907555	0.00297751201786507	0.0157185329214073	0.00041033499753799	0.00750182502250548	0.000572256998283229	0.000479550998561347	0.026205652102202	0.000314462002201234
5:Del:R:2	0.000126355000601408	0.00039752500238515	0.00234384498828078	0.00047092499717445	0.000370524001111572	0.000516837998449486	0.000264968999205093	0.00177038200690449	2.13000001491e-05
