Mutation type,Ovary-AdenoCA::S.1,Ovary-AdenoCA::S.2,Ovary-AdenoCA::S.3,Ovary-AdenoCA::S.4,Ovary-AdenoCA::S.5,Ovary-AdenoCA::S.6,Ovary-AdenoCA::S.7,Ovary-AdenoCA::S.8,Ovary-AdenoCA::S.9,Ovary-AdenoCA::S.10,Ovary-AdenoCA::S.11,Ovary-AdenoCA::S.12,Ovary-AdenoCA::S.13,Ovary-AdenoCA::S.14,Ovary-AdenoCA::S.15,Ovary-AdenoCA::S.16,Ovary-AdenoCA::S.17,Ovary-AdenoCA::S.18,Ovary-AdenoCA::S.19,Ovary-AdenoCA::S.20,Ovary-AdenoCA::S.21,Ovary-AdenoCA::S.22,Ovary-AdenoCA::S.23,Ovary-AdenoCA::S.24,Ovary-AdenoCA::S.25,Ovary-AdenoCA::S.26,Ovary-AdenoCA::S.27,Ovary-AdenoCA::S.28,Ovary-AdenoCA::S.29,Ovary-AdenoCA::S.30,Ovary-AdenoCA::S.31,Ovary-AdenoCA::S.32,Ovary-AdenoCA::S.33,Ovary-AdenoCA::S.34,Ovary-AdenoCA::S.35,Ovary-AdenoCA::S.36,Ovary-AdenoCA::S.37,Ovary-AdenoCA::S.38,Ovary-AdenoCA::S.39,Ovary-AdenoCA::S.40,Ovary-AdenoCA::S.41,Ovary-AdenoCA::S.42,Ovary-AdenoCA::S.43,Ovary-AdenoCA::S.44,Ovary-AdenoCA::S.45,Ovary-AdenoCA::S.46,Ovary-AdenoCA::S.47,Ovary-AdenoCA::S.48,Ovary-AdenoCA::S.49,Ovary-AdenoCA::S.50,Ovary-AdenoCA::S.51,Ovary-AdenoCA::S.52,Ovary-AdenoCA::S.53,Ovary-AdenoCA::S.54,Ovary-AdenoCA::S.55,Ovary-AdenoCA::S.56,Ovary-AdenoCA::S.57,Ovary-AdenoCA::S.58,Ovary-AdenoCA::S.59,Ovary-AdenoCA::S.60,Ovary-AdenoCA::S.61,Ovary-AdenoCA::S.62,Ovary-AdenoCA::S.63,Ovary-AdenoCA::S.64,Ovary-AdenoCA::S.65,Ovary-AdenoCA::S.66,Ovary-AdenoCA::S.67,Ovary-AdenoCA::S.68,Ovary-AdenoCA::S.69,Ovary-AdenoCA::S.70,Ovary-AdenoCA::S.71,Ovary-AdenoCA::S.72,Ovary-AdenoCA::S.73,Ovary-AdenoCA::S.74,Ovary-AdenoCA::S.75,Ovary-AdenoCA::S.76,Ovary-AdenoCA::S.77,Ovary-AdenoCA::S.78,Ovary-AdenoCA::S.79,Ovary-AdenoCA::S.80,Ovary-AdenoCA::S.81,Ovary-AdenoCA::S.82,Ovary-AdenoCA::S.83,Ovary-AdenoCA::S.84,Ovary-AdenoCA::S.85,Ovary-AdenoCA::S.86,Ovary-AdenoCA::S.87,Ovary-AdenoCA::S.88,Ovary-AdenoCA::S.89,Ovary-AdenoCA::S.90,Ovary-AdenoCA::S.91,Ovary-AdenoCA::S.92,Ovary-AdenoCA::S.93,Ovary-AdenoCA::S.94,Ovary-AdenoCA::S.95,Ovary-AdenoCA::S.96,Ovary-AdenoCA::S.97,Ovary-AdenoCA::S.98,Ovary-AdenoCA::S.99,Ovary-AdenoCA::S.100
AC>CA,0.4536096741407834,0.9878580615187023,1.8121599243076298,0.41294001377616674,0.15308904255221667,0.2567560445071081,0.08717707766129926,0.8180482934739499,0.857638189979969,0.023030210399269724,0.18379763845086583,0.2740498623334071,0.714504156667885,0.47072218525767373,0.1274734263493888,0.5026897039658773,0.6496297084126422,0.6995191646487801,3.10986298099338,0.2670615138364743,2.2283171298466686,0.5024710913981341,0.09072759121902257,0.47564133864702374,1.610337114451018,0.6807930600303599,1.579578958041595,0.6706724165176691,0.4079134538012843,0.25157218985650276,0.6526253217146929,0.16015651588680058,0.17514793523807434,0.12674142282873122,0.8578281798074927,1.4094469828383647,0.1955634378411696,0.23695295086693577,0.6654779293763586,0.3725905929866469,0.5316536465350195,4.116735704372844,0.552819101832174,0.8214922254817962,0.7033872888547507,1.7847258732561933,0.8979547172661351,0.0956887735038716,0.172389386801361,0.2043738830917966,1.295154636590573,0.3359051768148795,0.25504136151968254,0.025661356287981753,1.1289301901882303,0.6223075225655115,1.2285822361086454,0.42459213636470555,0.2659156880350648,0.35921462425567746,0.38867134015224647,0.12432076501149433,1.8137365103997953,0.3018396139881017,0.46936680601846514,0.2167845333004852,0.2628528448699725,0.11376387600000812,0.2664431526761639,0.6444349799040345,0.1450216507008985,0.014090305056955472,0.43529348818904057,0.23976210811482807,0.0887040928342796,0.21504105248348385,1.8995616266564306,1.931068922805259,0.268965139523347,0.5274186656763422,0.5259558112630461,0.6508907065405236,0.3755753766938156,0.8485961004124494,0.25919268536380813,0.7210171732304282,0.1412580346944009,0.211997817462511,1.2865090461043476,0.33376093312547556,0.3996852862828195,0.7437090558817809,0.12413507854866362,0.5283910711663565,0.08059141816348875,0.17802530421045462,0.156975004854409,0.1350252300105234,0.19823306238123733,0.050037712310205554
AC>CG,0.02244208496940362,0.10314385231297743,0.11558219296394565,0.04655153959526279,0.0046093678493754845,0.045352516077454455,0.01103866598920819,0.15015556680277298,0.12213401281040012,0.0019516136154578317,0.003166374542837547,0.00496168090538451,0.0108182756872061,0.05392645211567481,0.010729462116746047,0.025002719909699232,0.038853966156988204,0.016529824076362585,0.6372919050774885,0.025131957351973384,0.17811200396236332,0.03727814295133604,0.009818079001810323,0.01728289162161003,0.1281580722579406,0.019003121127054174,0.19791690793810052,0.012156838878025227,0.032881212983421976,0.01828421752629945,0.008470326999158652,0.008896410014554525,0.013895855763030922,0.01061150074755838,0.06475041114482154,0.12239724757495746,0.01657233092358854,0.019354322356461354,0.023632640911661215,0.006434400388334601,0.02161997290231865,0.33073409626142913,0.03285087391870199,0.09018238539626089,0.04497916534269243,0.141082737011549,0.05134855928063336,0.007981188673538118,0.005229653420281833,0.017201902364487088,0.10516606640660722,0.028658600383831716,0.016195655329558554,0.0024139892824144066,0.10668709090671066,0.01434011804708111,0.07209336404564963,0.04697419364179849,0.0056580563329746356,0.0223600733096238,0.04253057672053894,0.00650247759679738,0.15594038111620198,0.009564711157739799,0.038600514347714394,0.016028345703158926,0.01834745728430119,0.01994575910513118,0.018023915057830027,0.0646955842397323,0.009796369229180032,0.0011940329991939897,0.031079782398217494,0.00885776247369268,0.007269229285200313,0.018337542450486983,0.15352823118726597,0.1288209877973338,0.016697388986658908,0.07046849961090078,0.01322722571213262,0.08317502535334878,0.045801623350534844,0.015036570585891347,0.014195301313744291,0.020929111564912423,0.009717055970515462,0.010448295510850074,0.108265920097883,0.01263928470910702,0.01735643614403714,0.06135494827203935,0.00153226413136548,0.023016548751705595,0.002453628154574994,0.002893153959053427,0.01949079041087623,0.006199483296505887,0.0025516550313380913,0.0012301777586614317
AC>CT,0.263437983882046,0.8943730780409122,1.3167531316662635,0.32750927767676663,0.04239050518279087,0.192994073231063,0.04626682272160663,0.649732972789777,0.9012756970527782,0.00775886464086133,0.0036491268383781763,0.006869611437841856,0.010472216521270181,0.42072108536190733,0.1434893188199368,0.28588606507003933,0.41131515734761653,0.030683769332047042,2.7776717351460003,0.22209940005540008,2.4257850412006037,0.39041298530292406,0.06540909242737006,0.05364628714533045,1.7349532574309838,0.02647097699657948,1.5322432389363263,0.015036213311819983,0.23349566565745417,0.07069660741200479,0.003032300722915518,0.015325121942612579,0.16400404391845472,0.1310711537146598,0.8720263554794611,1.4115962996725848,0.06588520975732154,0.26058666891741455,0.06880152923516385,0.00835830567933164,0.22333854071133924,4.486665364031545,0.07402909039845817,0.3655104317052557,0.11807090490968945,1.8743536746639418,0.5363303657862648,0.10385863283751427,0.014654709638488883,0.2304459034674083,1.1098331967558552,0.23735678547569533,0.16846592222965948,0.009752659902006655,1.1315744196760893,0.017224020225931218,0.9199464973034978,0.3569216308320379,0.008380002818297368,0.16009737130749116,0.17533120206787794,0.06461279352600155,1.9151546551023646,0.025110684761565746,0.4878177063564554,0.20602962603779792,0.1944485072560022,0.08602402385988872,0.06866673354922981,0.6052400612098748,0.037315496969558944,0.004747015671590566,0.25139944772150435,0.016554492873273575,0.09516268997592268,0.23317649173977337,1.956797104452381,1.6676755225257778,0.21190973890119413,0.296966438949737,0.02371638901739542,0.32574841888353545,0.19119914829272797,0.01976052539007243,0.14833141960067336,0.02611042655834328,0.06373114528649876,0.03662039403170411,1.475466445978769,0.019863936533183964,0.14908061339125622,0.8342970952462931,0.00021162647771242197,0.04283347971791474,0.006891091945210884,0.003524489836050212,0.16204986193278273,0.02121654913723198,0.0008229803627039858,0.0029212807715806167
AC>GA,0.5029830740357644,1.2843342308464414,2.4417061714259085,0.3276412731770405,0.1603509157512253,0.16462131510030018,0.05158235870189223,0.3144031644657048,0.5856547009800652,0.014594006547138138,0.20792047417425136,0.3015787836223855,0.7460378908449168,0.4532758600196327,0.12908599107340424,0.5356666929171129,0.906682238382635,0.8614921819822616,0.9449783811952437,0.28708357606367685,2.2938106942633674,0.8886904450968687,0.10959807592628128,0.43718273578819133,1.6536000453505142,1.1889483829755334,1.4730161571236118,0.7789842331009006,0.6795056164996189,0.19886870427804568,0.6897492390156706,0.5074023937890861,0.23998638883527218,0.14576027641317799,0.8845961430456152,1.3538859503951648,0.12392653140178748,0.2418138631487876,0.7253424468810366,0.4016041458609725,0.5802794637030143,4.231621755483495,1.5028935479722423,0.6947920148193023,1.6963396246644862,1.8407068248907803,0.9356665433319122,0.10188387471718427,0.16454993098387952,0.2071486886242848,2.0011441010154103,0.6086924719449724,0.37186600946347503,0.017393444126558865,1.0430021293035003,0.9474597624586649,1.277878399397015,0.4123564548448441,0.3364737819750826,0.4201502102427689,0.2636122955232218,0.12221024537901462,1.7896149527976235,0.3400060313591802,0.5897844499264308,0.24025669377347386,0.263619233850678,0.047201203506630214,0.21771084254610792,0.5581731389494217,0.10660016203782394,0.008928880834666728,0.567179565712534,0.46955833691136245,0.10566058963029167,0.22323484701778037,2.4220922502547233,2.0227582008878593,0.2889259157720827,0.3073070119646236,0.7103601357165862,0.8905241367914758,0.23599042404414516,0.9356791035455885,0.3649173142500728,1.3801684483137302,0.13114970877558915,0.17866792752545702,1.3159094317605828,0.7525974380403871,0.6008875945063898,0.7618263306285368,0.13166146177446114,1.2342296057864548,0.07830116179287083,0.18471647367269134,0.12026791216812194,0.11648134542169916,0.20963426103107205,0.04945931578082285
AC>GG,0.0659804997856162,0.18056561260795573,0.33035134729864674,0.04785407010221859,0.010384725416823374,0.0009782523613637102,4.1977808293502163e-16,3.9591627690786504e-15,0.13480292726168264,2.5672645982521005e-16,0.0002957259818596251,0.0003273110338173048,1.5031793474077074e-15,0.07205398958666606,0.03546735343416262,0.0701453987904295,0.10255877370624726,0.0025449753772469022,1.55476634435651e-14,0.04423805434422148,0.6063625327073385,0.09959651544433759,0.010091260135762566,2.310566363990486e-15,0.4327488858405234,0.008567596080271005,0.25686090608124634,0.001464974699498292,0.04722653260674835,1.1719899068379196e-15,1.189653589567143e-15,0.0061230708757334315,0.04069314253431375,0.03196314190352002,0.21790767463947855,0.3245312683039471,2.1800195568253697e-15,0.06473093712868526,0.0013361521800545743,0.00027911436116627707,0.054663907783101984,1.1192996216416367,0.01709184595261073,0.0023118803888653276,0.018446725950261905,0.46463306656860065,0.12369145302740653,0.025582843776225026,7.030416787149108e-16,0.05700270509973445,0.2693185127908154,0.05353873966244481,0.041819787525394767,1.710481182969985e-16,0.24618931713982978,0.005287126881948442,0.2300297994892565,0.059841445248173274,0.001107721247999722,0.02978685979353457,1.3350923351078047e-15,0.014555257059316649,0.4548512300368254,0.0008787722005967874,0.12172281137637099,0.05120066023359409,0.04385348964979688,5.46242046894186e-16,1.1142339714902877e-15,0.12004832079204023,1.2926851573428997e-15,1.5706995604539235e-16,0.05200269964893148,0.004023979507786858,0.023868852243740375,0.056651491101480544,0.49177266208635245,0.4152777224979194,0.0529286347767742,2.0439809067762327e-15,0.003014006815916924,0.008364331071992666,1.3843445529733543e-15,0.0010120559293703775,0.03750208786170093,0.011108274820599555,0.009504890997673928,1.3865331276341656e-15,0.36758663946549247,0.007264046990767717,0.03843433388296421,0.2079454247576509,2.1603501677674547e-16,0.012413272454327787,2.4787888944706836e-16,4.002167349501228e-16,0.02830934152785274,8.239581636306763e-16,3.586015077297936e-16,1.6667187199467746e-16
AC>GT,0.11307713797325702,0.38183816465673737,0.567110981816513,0.14298437400159908,0.0195809398613902,0.08016169156746682,0.02634811932339315,0.2769899587598865,0.38440338068744706,0.01724185985903801,0.006968393416136619,0.014003330773741902,0.023273357211369406,0.17851350691538787,0.06401091476775554,0.1221907310270156,0.1914564800653584,0.020421222595948,1.1303208374392495,0.1096563942193867,1.0335549801844215,0.17419103216682985,0.027664980116762765,0.11921440135496077,0.7458914054476137,0.025763182244353797,0.6663223901455744,0.027761996330789927,0.11277506292437955,0.06486730261791915,0.006740162416474589,0.010426887084803297,0.07581808551767223,0.06012641384695395,0.37203916967693507,0.6333790996903832,0.14641105445202784,0.1139508543566013,0.028440123150244218,0.017497775415650785,0.09803150532539184,1.9059291927513855,0.03887077347007682,0.15008613505937407,0.08618257561486425,0.7976515503196473,0.23316466200484742,0.047296876813993714,0.032566253669826115,0.10250333378303468,0.47517005231886666,0.10462089203065551,0.08057526519524963,0.010787197131558166,0.4877351245243966,0.01787381526600989,0.3914245280887146,0.15442377088484915,0.014348081782251946,0.07751512495014679,0.07344304505522375,0.038995824220259406,0.818598298256697,0.052410726844546375,0.20838752430281796,0.08808693031346536,0.08465259746809937,0.03762848220044684,0.05842238712594236,0.2803058548479326,0.08292312315054985,0.010548886047989576,0.1438621003690145,0.015256646118445377,0.040828492924794124,0.10697330522261317,0.8428604296784065,0.7139662668607836,0.09119726575498219,0.12470683579717953,0.015402166983309767,0.15049891355409328,0.08084389992586381,0.04000870147018898,0.06588740892858586,0.015157512399233615,0.028208547815938373,0.08137864216034779,0.6374836186619743,0.016110475114721037,0.0660339864678513,0.3597808655979637,0.00047061335756157365,0.029898907381922323,0.009209928018736376,0.007832624778849596,0.07507571913426347,0.04714791345102461,0.0018293681569025084,0.006491823727719834
AC>TA,0.5020152598777454,1.8807573918201737,3.0171903480705264,0.462573512444442,0.10552120861888548,0.2513394874774482,0.0888068513764147,0.5881754721494822,1.0939221232793124,0.09113561532931323,0.11492702208255504,0.17953829857562206,0.33265488028477685,0.6673091864581842,0.22514066467972843,0.5153960373652939,1.1424515326597047,0.4926370811082989,2.086410976571252,0.48060619728657017,3.56765904632988,1.2293622877049812,0.14300213517523797,0.7271910046094339,2.5926059995023545,1.0462603408042506,2.4476947865993233,0.46280786078498004,0.9029716295234536,0.313359210956377,0.2330578843329599,0.6086813639118657,0.3769262726965382,0.2461530068023481,1.3025858198093418,2.2180805736919846,0.7738875995738209,0.3982047664776507,0.350214388816794,0.22280031780970322,0.48320215337241545,6.558486748330196,1.7272914711302252,0.6085796645132904,2.077367895138379,2.781745190708321,0.9631475346796008,0.1775731315611244,0.21167312339500732,0.3598652448969914,2.7709033289860905,0.8217488529599277,0.4971240577283781,0.05101646424650321,1.625407915379808,0.7173061853171634,1.4677461043111037,0.596689054918368,0.24356154201198066,0.4491393840239528,0.20274383128112683,0.17653799129784215,2.7842475606114783,0.42115283951619936,0.8918723060005653,0.3391023156730101,0.3191821927681079,0.08503473227012787,0.2848158230168471,0.9622315270562868,0.44881753425388254,0.05575844072983763,0.8569396306274983,0.4770420542316699,0.16404352932537467,0.39656091067483573,3.676259123019801,2.6332907972138218,0.3549331655608695,0.30504376882372586,0.4645510816216456,1.158484385560388,0.2106170975810922,0.5394717393281787,0.41686851891028387,1.21796856770194,0.11470767145960545,0.4618316155166908,2.1963134082383364,0.7844412966768914,0.5922745253735555,1.243221918746598,0.04037316282315217,1.324082723296696,0.06432811565553483,0.09280107542689592,0.24270828864860822,0.27131165311850985,0.06972800434800105,0.04700312906738777
AC>TG,0.16935929720204423,0.5686145457339403,0.8593576803161077,0.19569488380417333,0.027585287169767842,0.10997927258245425,0.02395274632102773,0.35824493137506375,0.5371215563198304,0.0003915540250571549,0.0035729411158351453,0.004895077076922246,0.009290159326113923,0.25834588785257906,0.08912822977058958,0.1828324409528767,0.2679541987836696,0.030475531722056755,1.5422387412917937,0.13466710670132762,1.5240564698153098,0.2623156191315391,0.04117559293296591,0.0067637116930940235,1.0879917708649447,0.042990814859858485,0.9320572042061723,0.014587295005519805,0.1553066029483254,0.03095429519702718,0.008404511492829328,0.026495541356167995,0.10437268233123496,0.0817935919279696,0.5484327909624447,0.8698172072847542,0.0033249219140070382,0.16270571367226455,0.049407288053374465,0.005985983367790691,0.14452536156509407,2.8197353042354254,0.09307717601067363,0.2143940362040184,0.11411695144893363,1.17807947824917,0.33897066974736373,0.06449347287989227,0.002391976539843262,0.14323732320218635,0.729390699040691,0.16069952976190524,0.10953849061589746,0.0036189487605103095,0.698543847828424,0.02913305922525526,0.5830759774027694,0.21848258410064259,0.007900565537527928,0.10095273478255479,0.09920507084487738,0.03757109878613083,1.1954262668591302,0.007661960402388891,0.31148881807519385,0.1304112902632802,0.12147103278595717,0.047223126903910825,0.03168282226357506,0.36471258501445314,0.0023223668288751866,0.00023955993296131785,0.1536249547631101,0.020964891858772282,0.060404423187036684,0.1441778771264694,1.2501394467757725,1.0526473613041643,0.13427302984304798,0.16625884418976183,0.026448335962207338,0.20304276729783602,0.10734497713121052,0.015133065244839618,0.0984571402989631,0.05356506990226009,0.03891093193752497,0.00317239656147773,0.9231436055883333,0.03329668539466585,0.10492499387256629,0.522425950222626,0.0015940800616671526,0.061532742855651246,0.0028956462582615675,0.0023260884144685376,0.09619786531810598,0.0019943976100760775,0.0025516289454003993,0.0006777577168970244
AC>TT,0.4459641694098593,2.025869911336586,2.430592566336677,0.879343055367082,0.08953691883018049,0.7503444210788531,0.2529625257102215,2.5423703143087804,2.267170080171422,0.17980813420666314,0.08430491971522336,0.16132983921649197,0.2692662319901043,1.0036818764298598,0.2607089400981012,0.48406588888010094,0.9514293475117759,0.2690323032541744,10.278386924946776,0.6434348663592266,3.8281908628250805,0.8669831601505577,0.17808376717247046,1.255532794641517,2.818632522695522,0.43440941005644995,3.868453994169355,0.338184186349929,0.7671113175029339,0.6541375052163717,0.09530199653441757,0.21491614931186062,0.35654360119798395,0.26958263451971365,1.3842981602337874,2.836163158332649,1.5268595582772653,0.44615535827799874,0.3057254533917785,0.20062888611931465,0.4198762097280837,7.039869615621161,0.6867554294619063,1.423679960585324,1.1916556854985028,2.9932705232925887,1.0245118356661296,0.202628060375072,0.3446285897203237,0.41510548160285304,2.2031660012519185,0.6089263852747634,0.42069841546216213,0.1095400063090025,2.18930124366001,0.29642997238704527,1.460255200148562,0.8991914579474558,0.177399721916343,0.49463266327021116,0.6786598678349498,0.24185032721171357,3.273802642267624,0.5700017557240228,0.831559607058482,0.34081280470390213,0.3766374747686031,0.3470296911837546,0.5872358264746927,1.4881608721228168,0.8661018864961625,0.11000991388138649,0.9758880876569825,0.23180402341808676,0.15950832106016555,0.46914619943137825,3.392287949988165,2.712283568878307,0.35234172028635863,1.1477361924821718,0.22172980635932318,1.5556158983369714,0.7462642324636465,0.4647449025605744,0.31003101294974494,0.3676202876350658,0.17685912111024457,0.8526780563357618,2.431586974798095,0.29936575586345304,0.34976670337105076,1.3673947445914714,0.009707387090489319,0.5291020028276443,0.09679802034899848,0.0881947970979462,0.43367201490039364,0.4944857223804998,0.026686248185080072,0.06930804415737288
AT>CA,0.1643402262444309,0.3268503164358427,0.677069988230763,0.11354488912497016,0.04412747250796787,0.017708020684549013,0.010188556802320626,0.062218856555541394,0.2605959818286045,0.0023271607149623354,0.03825844053130313,0.05696009046129472,0.15435182667536382,0.14514985054119003,0.06369037480743507,0.17995168847717186,0.22092452834835918,0.13798402116835995,0.18549898402276205,0.08885827195223493,1.1094738848189707,0.173900715211083,0.021899934771033927,0.08609719061967973,0.7949146875381031,0.10914596404195248,0.48888382151242055,0.13754703607962174,0.09707104073077363,0.03937306244151114,0.1433153689773497,0.007070209882010163,0.07268442802468277,0.05750770584798689,0.4112325295496136,0.6179733457042517,0.019761328356834282,0.1176539847925767,0.1292536038669586,0.07841188143540738,0.16919236643274665,2.0476995728741585,0.03776749613209842,0.10598642194501111,0.05469239776553309,0.862968287717767,0.3128088597874208,0.04603033848645951,0.032913302897898254,0.10231189472586305,0.4798402733755935,0.0939406716899979,0.08606280413074784,0.0032525318913907875,0.47271093204221437,0.11177240736194187,0.5057929902573834,0.1255483396405533,0.05170308531665,0.0927934929347572,0.05406944783804498,0.040026252521539525,0.8460060435036202,0.054538013776337955,0.21581393965833065,0.09789933121934248,0.09840754468170747,0.009352133443744366,0.04357501467531164,0.23961140228117708,0.018772509606952283,0.0014237996015625492,0.12071907303862511,0.03267593712251877,0.04239511133843786,0.10226175844276632,0.8717683630738968,0.8449608450396755,0.11212481267738422,0.06258894752266869,0.09912494066504308,0.04893038671093302,0.04820938782435605,0.17692176047045802,0.08541563150325353,0.10867354479706096,0.035640043469029326,0.03383941023741743,0.6565924776335267,0.039595070146898906,0.10888259919561491,0.37509677748267506,0.027390129862411086,0.056891152301697806,0.015963908125696466,0.03813161828766747,0.05400790090210822,0.022304949629507263,0.04356662349596976,0.010028815664753481
