Sample,SBS1,SBS2,SBS3,SBS5,SBS8,SBS9,SBS13,SBS17a,SBS17b,SBS18,SBS37,SBS40,SBS41
Breast-AdenoCA::S.1,576.2946638822335,199.00661565535685,0.0,0.0,0.0,0.0,3557.155431046856,0.0,0.0,1667.004584419492,0.0,0.0,0.0
Breast-AdenoCA::S.2,248.32704147511106,263.3675235272577,5505.462392155605,2741.06743939516,0.0,0.0,201.69443591613216,135.91769855648766,44.963397094669354,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.3,255.1196604164987,437.8609197419981,0.0,513.8107599701818,0.0,0.0,693.1765198240631,0.0,0.0,0.0,0.0,226.42713635851234,0.0
Breast-AdenoCA::S.4,421.0116228330534,711.1562373477926,5275.3321889270355,1719.3069847708368,239.38321823076487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.5,373.9176783207741,41.82556120149342,0.0,1841.0960794177695,0.0,0.0,801.4969448667342,48.3460506773418,0.0,325.8191184970869,0.0,926.478720027243,0.0
Breast-AdenoCA::S.6,905.9041829551682,6001.086457040786,5993.889019383523,0.0,0.0,0.0,1371.450905240664,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.7,273.8678101457565,177.631525100557,0.0,2821.919625525801,0.0,0.0,63.527200958226885,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.8,654.7416500902999,377.53312744076123,1795.1971473639317,1266.4981721593506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.9,121.937334436892,115.58747008662058,4983.047866667591,2684.559764429282,0.0,0.0,72.89034161379789,0.0,92.10648537361583,0.0,0.0,3719.247142142736,0.0
Breast-AdenoCA::S.10,234.1733953603892,878.0312867045061,3104.5223452446944,1112.0196299651163,0.0,0.0,316.5789862475026,0.0,0.0,438.07262175941963,0.0,0.0,0.0
Breast-AdenoCA::S.11,349.8066914729325,96.79131670751771,0.0,1589.097504146418,0.0,125.21289545711453,732.7150097518902,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.12,807.9694042773406,494.1252185661902,1348.0578927742474,578.5085873309738,0.0,0.0,0.0,0.0,0.0,0.0,154.1253007646302,0.0,0.0
Breast-AdenoCA::S.13,330.6484588718261,2729.329304716777,0.0,1099.7859338781332,0.0,0.0,2098.8790430243225,0.0,0.0,0.0,0.0,0.0,956.4971369799456
Breast-AdenoCA::S.14,253.9843462860623,246.96502533687914,0.0,4320.710609265236,0.0,0.0,1507.205263947369,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.15,899.2438844437665,6507.694926302214,1775.4452277381592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.3901053290292,0.0,0.0
Breast-AdenoCA::S.16,307.8754930753967,0.0,0.0,976.5200124688366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.17,650.2493986657223,131.7755719184285,0.0,1445.0836604506792,99.04257421575039,0.0,0.0,0.0,0.0,577.7653150476942,0.0,0.0,0.0
Breast-AdenoCA::S.18,169.06044301591993,93.38793553558489,0.0,1962.3764426012306,0.0,0.0,373.2341883167132,0.0,0.0,1273.7647761812968,0.0,0.0,138.5420430116468
Breast-AdenoCA::S.19,238.74305044577636,37.95143245122376,409.1632206236071,2820.6288656783668,0.0,0.0,38.4797467942309,0.0,0.0,0.0,244.15935578434957,0.0,0.0
Breast-AdenoCA::S.20,196.61998212087582,0.0,2233.4858159864402,833.4377562811413,0.0,0.0,197.87915354490573,0.0,0.0,0.0,148.675515601926,0.0,137.15551603759292
Breast-AdenoCA::S.21,264.17720507214995,852.0729381877283,0.0,3768.972157758024,0.0,0.0,1115.9624926263248,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.22,96.11150511977584,0.0,0.0,2258.0433573103205,0.0,515.6818925679332,0.0,24.133558157536307,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.23,289.0018617548676,978.82001744683,3553.769154212334,2968.783619748933,0.0,0.0,2236.0525012763787,96.95181741145029,0.0,213.82148440761515,0.0,0.0,0.0
Breast-AdenoCA::S.24,581.3481866334018,3556.0921697125927,0.0,942.0002551279464,0.0,0.0,0.0,0.0,0.0,686.4350261155852,0.0,0.0,0.0
Breast-AdenoCA::S.25,564.1589172663784,1249.6300063900178,0.0,2453.062614973842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.26,277.8499667112456,1607.3494903886185,0.0,1702.5533516679955,0.0,0.0,1997.9421862184604,0.0,0.0,148.84844515882813,0.0,0.0,0.0
