Sample,DBS2,DBS4,DBS5,DBS6,DBS11
Lung-AdenoCA::S.1,77.8878137498985,0.0,0.0,5.010276463718036,0.0
Lung-AdenoCA::S.2,193.6457523970337,0.0,2.8069219788419195,9.154094204201018,0.0
Lung-AdenoCA::S.3,1564.1728986825397,0.0,18.094566800007932,0.0,0.0
Lung-AdenoCA::S.4,478.91513762961443,36.22374066404764,30.017592185177204,178.27033567156695,59.38923412468513
Lung-AdenoCA::S.5,497.8681384862598,0.0,31.59593336185204,53.48802153252526,58.64204759674637
Lung-AdenoCA::S.6,40.44163209320584,18.356373261456618,0.0,4.514634945523879,11.438115849588568
Lung-AdenoCA::S.7,28.988944059603003,0.0,0.0,1921.2779164265394,0.0
Lung-AdenoCA::S.8,1282.5767745117146,0.0,0.0,197.5348448213893,0.0
Lung-AdenoCA::S.9,123.43889037376574,0.0,4.131723801635411,8.945017552936227,3.924379235690314
Lung-AdenoCA::S.10,6466.7578551559,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.11,1844.029325566064,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.12,347.7284148997674,23.155716413552394,4.343402376318778,37.38451723865111,0.0
Lung-AdenoCA::S.13,942.0363467275187,0.0,0.0,49.83268910818664,0.0
Lung-AdenoCA::S.14,2363.2367135949803,0.0,0.0,353.31144426430774,0.0
Lung-AdenoCA::S.15,2748.8622616671973,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.16,573.820567184746,0.0,0.0,9.649303894333029,14.904721285785833
Lung-AdenoCA::S.17,494.29366902302803,0.0,1073.4811986155335,0.0,0.0
Lung-AdenoCA::S.18,55.33845286283275,2.464005158215956,11.503214121741948,16.136810197462662,20.38880505183623
Lung-AdenoCA::S.19,771.6147214395863,0.0,0.0,12.242210779059972,0.0
Lung-AdenoCA::S.20,49.64198372010917,3.822800103561995,0.0,0.0,7.788029005106573
Lung-AdenoCA::S.21,132.41347566286868,0.0,15.199275478198675,2.053263807037323,0.0
Lung-AdenoCA::S.22,757.128792419575,10.759553110169346,0.0,0.0,39.61118294768357
Lung-AdenoCA::S.23,614.9328503878261,50.98860632892489,17.042202970909013,116.01499368212795,0.0
Lung-AdenoCA::S.24,200.90765629030759,0.0,5.552513577289211,24.171664495855183,0.0
Lung-AdenoCA::S.25,435.9059530049361,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.26,929.3731918341554,0.0,33.35869697641205,177.05258148193354,0.0
Lung-AdenoCA::S.27,2595.2400294392073,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.28,955.097824561286,0.0,0.0,578.064367575421,0.0
Lung-AdenoCA::S.29,419.0579681525601,0.0,0.0,1458.3813123288019,39.63835947234736
Lung-AdenoCA::S.30,71.12009441319546,0.0,0.0,0.0,1.2874998040859893
Lung-AdenoCA::S.31,286.06845767158063,0.0,9.294218334175246,318.1469315528905,0.0
Lung-AdenoCA::S.32,900.944370843931,0.0,0.0,8.388338464050962,37.214924879877245
Lung-AdenoCA::S.33,105.18713753284315,4.442744390999631,0.0,15.343701499753518,23.259026353708077
Lung-AdenoCA::S.34,23.739515760944133,0.845718643474305,1.7436503561575794,20.73685972436568,2.7917435206111554
Lung-AdenoCA::S.35,4666.473021516957,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.36,1659.5766457001691,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.37,326.0037660558208,0.0,13.47894709861107,97.04447840562783,113.57640310152408
Lung-AdenoCA::S.38,47.87472137321481,17.157270296342087,0.0,2.3484691100076036,1.504686200993614
Lung-AdenoCA::S.39,51.55718103213504,0.0,17.406774899066285,36.15773980199832,19.768952165035532
Lung-AdenoCA::S.40,154.9021180977626,7.614248741418093,0.0,10.909565750157855,23.621471223402136
Lung-AdenoCA::S.41,28.837129013239775,0.0,0.0,0.6588121867642808,0.0
Lung-AdenoCA::S.42,93.04882525378014,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.43,402.6247348736639,22.863215447894156,8.36553673159702,140.0349754816143,19.00449387154835
Lung-AdenoCA::S.44,390.61341489787907,17.465738522689822,0.0,11.165227609021366,5.931473417861823
Lung-AdenoCA::S.45,185.42343834785862,21.246101612021288,83.52400932294897,11.621113321615633,44.71513831881812
Lung-AdenoCA::S.46,103.86522106806395,12.613725522107195,0.0,0.0,0.0
Lung-AdenoCA::S.47,213.54703584139693,0.0,2.7635349193438805,168.31058390968622,0.0
Lung-AdenoCA::S.48,588.2682913019378,34.230912862889014,203.99680516236018,0.0,0.0
Lung-AdenoCA::S.49,153.62375239278018,0.0,0.0,369.8196764137795,4.23739790764767
Lung-AdenoCA::S.50,96.50708639693191,3.3440566716392324,0.0,5.037999718010164,8.336805314196704
Lung-AdenoCA::S.51,95.91551149977609,0.0,0.0,5.16486556130801,0.0
Lung-AdenoCA::S.52,28.151853491090375,6.45598591456336,4.182070417965072,27.92238027264722,28.866038883758236
Lung-AdenoCA::S.53,65.2748764434761,6.319341720174125,4.41955413763219,23.93359271700951,12.644683062447772
Lung-AdenoCA::S.54,798.7970924964748,0.0,457.29799720041484,0.0,104.1996439612611
Lung-AdenoCA::S.55,92.3516649008054,3.6583702074102176,1.97753410053837,0.0,2.0017777231301443
Lung-AdenoCA::S.56,520.3708260090759,6.1026809659602455,0.0,42.11999045436688,0.0
Lung-AdenoCA::S.57,709.6303329091186,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.58,1125.2674251202143,18.10329750426827,0.0,0.0,8.196907615419153
Lung-AdenoCA::S.59,5551.093972150408,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.60,395.9304307163192,0.0,174.07548804676136,74.2655056948538,0.0
Lung-AdenoCA::S.61,497.306369177346,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.62,470.67907127024233,0.0,0.0,0.0,0.0
