Mutation type,Lung-AdenoCA::S.1,Lung-AdenoCA::S.2,Lung-AdenoCA::S.3,Lung-AdenoCA::S.4,Lung-AdenoCA::S.5,Lung-AdenoCA::S.6,Lung-AdenoCA::S.7,Lung-AdenoCA::S.8,Lung-AdenoCA::S.9,Lung-AdenoCA::S.10,Lung-AdenoCA::S.11,Lung-AdenoCA::S.12,Lung-AdenoCA::S.13,Lung-AdenoCA::S.14,Lung-AdenoCA::S.15,Lung-AdenoCA::S.16,Lung-AdenoCA::S.17,Lung-AdenoCA::S.18,Lung-AdenoCA::S.19,Lung-AdenoCA::S.20,Lung-AdenoCA::S.21,Lung-AdenoCA::S.22,Lung-AdenoCA::S.23,Lung-AdenoCA::S.24,Lung-AdenoCA::S.25,Lung-AdenoCA::S.26,Lung-AdenoCA::S.27,Lung-AdenoCA::S.28,Lung-AdenoCA::S.29,Lung-AdenoCA::S.30,Lung-AdenoCA::S.31,Lung-AdenoCA::S.32,Lung-AdenoCA::S.33,Lung-AdenoCA::S.34,Lung-AdenoCA::S.35,Lung-AdenoCA::S.36,Lung-AdenoCA::S.37,Lung-AdenoCA::S.38,Lung-AdenoCA::S.39,Lung-AdenoCA::S.40,Lung-AdenoCA::S.41,Lung-AdenoCA::S.42,Lung-AdenoCA::S.43,Lung-AdenoCA::S.44,Lung-AdenoCA::S.45,Lung-AdenoCA::S.46,Lung-AdenoCA::S.47,Lung-AdenoCA::S.48,Lung-AdenoCA::S.49,Lung-AdenoCA::S.50,Lung-AdenoCA::S.51,Lung-AdenoCA::S.52,Lung-AdenoCA::S.53,Lung-AdenoCA::S.54,Lung-AdenoCA::S.55,Lung-AdenoCA::S.56,Lung-AdenoCA::S.57,Lung-AdenoCA::S.58,Lung-AdenoCA::S.59,Lung-AdenoCA::S.60,Lung-AdenoCA::S.61,Lung-AdenoCA::S.62,Lung-AdenoCA::S.63,Lung-AdenoCA::S.64,Lung-AdenoCA::S.65,Lung-AdenoCA::S.66,Lung-AdenoCA::S.67,Lung-AdenoCA::S.68,Lung-AdenoCA::S.69,Lung-AdenoCA::S.70,Lung-AdenoCA::S.71,Lung-AdenoCA::S.72,Lung-AdenoCA::S.73,Lung-AdenoCA::S.74,Lung-AdenoCA::S.75,Lung-AdenoCA::S.76,Lung-AdenoCA::S.77,Lung-AdenoCA::S.78,Lung-AdenoCA::S.79,Lung-AdenoCA::S.80,Lung-AdenoCA::S.81,Lung-AdenoCA::S.82,Lung-AdenoCA::S.83,Lung-AdenoCA::S.84,Lung-AdenoCA::S.85,Lung-AdenoCA::S.86,Lung-AdenoCA::S.87,Lung-AdenoCA::S.88,Lung-AdenoCA::S.89,Lung-AdenoCA::S.90,Lung-AdenoCA::S.91,Lung-AdenoCA::S.92,Lung-AdenoCA::S.93,Lung-AdenoCA::S.94,Lung-AdenoCA::S.95,Lung-AdenoCA::S.96,Lung-AdenoCA::S.97,Lung-AdenoCA::S.98,Lung-AdenoCA::S.99,Lung-AdenoCA::S.100
AC>CA,0.04246640352230932,0.1028002700338442,0.6238436342047189,0.9490766148098436,0.47649456804653056,0.11883851030972994,5.122540239244844,1.0053406972068857,0.08419195597488874,2.419079339207193,0.6898129390777225,0.3347438961205875,0.48497956580922513,1.8240477427403892,1.0282920827511275,0.2607450481504152,2.4819636326794385,0.12638523654406708,0.32121625550605054,0.04507239705791437,0.08751971937160827,0.3820542583311565,0.7863544986743498,0.15134718443385425,0.16306333225557912,0.8901017579445772,0.9708252073323538,1.8952634147900882,4.091188555991715,0.02836829957713985,0.9733526828675586,0.4103232527159128,0.13043522915691663,0.07511071857796583,1.7456303028756732,0.6208130357383345,0.5645765396098433,0.09728145192839194,0.17981571428227425,0.1508676694517776,0.012540185486484749,0.03480762628671111,0.6618178212814491,0.25629238150707867,0.4282622392662563,0.09109806795757744,0.5335992069106525,0.798355319360416,1.0472037458587147,0.07477649582102593,0.04962148478494385,0.16005293053952918,0.14104789742816481,1.4200934340147993,0.05667310060660581,0.33199953584623954,0.2654579180580415,0.5071493679628222,2.076548564025815,0.7181885213730658,0.1860319482928993,0.17607123108827516,0.6049595076031875,0.39610727593393225,0.24737467239997818,0.4690687752772829,0.06477297360429862,0.11197346217036806,0.2014570923670036,0.06575797565934982,0.42776625169535165,1.9989970476906835,0.044331566668253664,0.2878321730232224,1.2045647973519942,0.0716760747640551,0.2956394088180675,0.42924473245051886,0.21101370460644378,1.004934193619995,1.973171722679787,0.2865168054149227,1.7479248157422027,0.19571149391171722,1.3749272388835003,0.8087236578382215,0.8948066607786429,1.5317189316713233,0.14258893267741055,0.06946308771670427,0.37771539757338674,0.7622872904043458,0.3492229740683591,1.8583262246625543,1.3809950390736858,2.2678375089678564,3.7154738359387762,1.8197141309885503,0.6033781212376067,1.5547924616561106
AC>CG,0.00320122363694543,0.008773344280389384,0.0579537701155619,0.06840308165887346,0.04956857615297795,0.0050712770512148005,0.2814859213188351,0.06951256606385783,0.007890069159070204,0.20503961244083097,0.05846810205552029,0.019640158564849075,0.03714600681514945,0.12652500141050527,0.08715737706741153,0.022494381524104656,0.5115794850021171,0.013502551023690454,0.026253110157534062,0.0032744545343345597,0.011519717607894992,0.03222402151234533,0.04684233392364277,0.012464988985503474,0.013821143402411883,0.07073302645710414,0.0822865215840554,0.11469852001270138,0.2339456353720119,0.0025047421035952464,0.05982328201138999,0.03701014488119401,0.0103082016866442,0.005169960458882366,0.1479585042811787,0.052619714526486394,0.052767116933597646,0.003004171602690487,0.018791047846691424,0.011464664077107625,0.001010537693738188,0.0029502720676170637,0.04190110099389407,0.01603285584377695,0.0558895210778078,0.003919145877348573,0.03262613985894084,0.11458935111256568,0.05969816355213829,0.00557879756624758,0.003795397463832318,0.012822091227984231,0.010372851436302028,0.25679468058675414,0.00441156714149228,0.02295291377220306,0.02250004278727331,0.0381669453993065,0.17600692374230134,0.10381492766037145,0.015767948558516362,0.014923684560156482,0.051275979655138325,0.02388390597388365,0.013911055045837017,0.046619728770456496,0.007838665489842148,0.010085724885751225,0.017493656752235805,0.005952325816357106,0.03602571837718974,0.1694337069834143,0.003235747899969716,0.035087644341912194,0.10209813924080104,0.004893479093498189,0.03298452910104784,0.039074790119644834,0.0178853861925789,0.08517757737367643,0.1177865870925944,0.037552663136180386,0.17113455650932904,0.0126767504357637,0.2078800169358491,0.0592523870469035,0.0696635211837755,0.10728653781671962,0.012085746432818388,0.006145443563049462,0.037180257858649,0.04089923428034408,0.019419896003273027,0.1771123607127688,0.09307153353832487,0.12520761113231385,0.533483307102977,0.15423780201160192,0.04434070218998307,0.1317832113221938
AC>CT,0.011018666104979098,0.03227149391401001,0.23367548389329496,0.20867583462422362,0.1837333849518191,0.014827095144025422,0.4648590413454987,0.20905741539153305,0.029015873334987525,0.814983948502844,0.2323968725234782,0.061570206395221955,0.13068411455979376,0.3826437949209077,0.3464299530123634,0.08590022544712413,2.230545828718328,0.04949523188966441,0.10018279387102763,0.012143562354578065,0.04788050081053864,0.12536243206222542,0.13976989908521795,0.04233731155265822,0.054935775037968156,0.2270065089959251,0.32706945487662953,0.259133020134994,0.432863669811506,0.009936312055955564,0.13119666472755748,0.1436892159938399,0.034522288337413956,0.013602021480882577,0.5881000485623102,0.20915091578347378,0.1774639571755966,0.007734710407327894,0.06528036910418898,0.03999727037981654,0.0037923961577206837,0.01172663345487964,0.11562045744585549,0.05639182527042063,0.2286647682094307,0.013089787784566972,0.07289770717202332,0.48617676182010144,0.11133971518259324,0.019674041149509595,0.013327746139191679,0.04051901095752741,0.03245715566312842,1.1031044113474902,0.017146300042496596,0.0756915688176299,0.08943234672542391,0.14801014444718627,0.6995858798588663,0.419328575764783,0.06267386493289312,0.059318115286415944,0.20380988758821109,0.04867444847083653,0.025072176539441257,0.18696562812521633,0.02925446828027692,0.03997298935714288,0.06652713639612587,0.021390750058620095,0.13857614684343195,0.6734588984197616,0.012520073108370396,0.14080333263850078,0.4058159477709358,0.01484993833772083,0.12956845647221035,0.15707511385801695,0.07109017855724116,0.33856071763663537,0.29288630061139703,0.1421464816851131,0.6825015548327422,0.04141352519456407,0.8457103947056909,0.22943265991214912,0.27285251867194665,0.2939504552721885,0.048037982666714475,0.0199749647412174,0.13950706768494786,0.1259006077402899,0.05141512992830643,0.6038398160215498,0.26723130253659516,0.21066413369475337,2.263516353025981,0.6130587714024739,0.15993970733087898,0.5238070860124131
AC>GA,0.06146071693503137,0.12602887394173412,0.38088336771188497,1.8458673051402448,0.6205925235326466,0.134190159434239,16.49497422544885,1.9992477444668169,0.11006569853982541,1.5329459983745355,0.43712745069896286,0.5076113570886562,0.6509661039500134,3.5922684307702615,0.6516182449518853,0.225420491972431,0.7161250763626199,0.17787751923964937,0.2879721063276877,0.032037581610258395,0.05748991047989229,0.24434772677044972,1.3753514938337923,0.2581606287805138,0.10333157685713991,1.7583578466540948,0.6152020698870492,5.187262824001078,12.632453863735343,0.017428066031769853,2.803284829746747,0.30200427503670735,0.18644847566034572,0.18951747171650074,1.1061881865815884,0.39340291302133146,0.9678175439821578,0.10769378596305626,0.34097108059268777,0.1743014398835746,0.012489667818147854,0.022057239117513696,1.4109104885997217,0.2679184477857954,0.3035752615310067,0.08014656099198181,1.4965780231527723,0.40395343542862044,3.2120231524762892,0.08451740281333783,0.0670608447303544,0.2898092443854743,0.2567397709757435,0.4905591394807893,0.039984125843112034,0.5116849109180577,0.16821798550736017,0.3500578591597915,1.31588772640132,0.8283162076554058,0.11788655546902391,0.11157455018160198,0.3833566933207174,1.1924454782082143,0.7689997239816813,0.26897025108658534,0.049977932059835195,0.06770102901343727,0.2023303633806755,0.09528211759682527,0.2746691207013965,1.2667441184563328,0.03370134223293743,0.28791071459273626,0.7633204731882578,0.12251725818064152,0.14397110958010217,0.2643509138378196,0.13371724061958473,0.6368165879356336,4.553558306558811,0.19988078528588737,1.337386460248942,0.2897728620059446,1.4507154857914606,0.5672815505073385,0.6034662646262301,3.7770874871582514,0.09035715787311396,0.12165913839275767,0.3259937610522541,1.0610341138217483,0.7036371103799616,3.734744121502711,2.9558239830015305,7.251514702334683,1.7328460822041092,1.153134355733329,0.6961874949464466,0.985256185594866
AC>GG,0.0005211805824654506,0.0009522301182058716,6.724814511421311e-15,0.15216076073081114,0.13749955982395953,0.026203628918805462,0.1998557865642202,0.020548032873379286,0.009759732781796268,2.697208781950362e-14,7.69122982875456e-15,0.0038888242217211414,0.005183711941507256,0.03675227617612739,1.1465181778268326e-14,0.03453707956927602,1.3976290988537712e-14,0.04755027227216181,0.0012734631692903951,0.017521870620350814,0.00021358526513640095,0.08911908549304076,0.012068148817697202,0.002514392623307918,1.818112554828313e-15,0.01841742031840952,1.0824441482823688e-14,0.0601315967246528,0.2408844363104805,0.0028966770637515143,0.03309438197611722,0.0846004468428136,0.05392532891820742,0.008438090944792318,1.9463311130994162e-14,6.921899355692372e-15,0.26562427678189177,0.003629606347263979,0.048238321908397816,0.05427952518931877,6.853117222572034e-05,3.880957262448943e-16,0.05732395908035464,0.01450633821569718,0.10181105732990776,5.216715313878171e-16,0.017508057447992546,4.957840521804866e-15,0.048002996084761676,0.019280597556212774,0.0005372612990703162,0.067848710376373,0.03093822510964954,0.23443321525622554,0.004503692815267032,0.004381419132738493,2.9597848082943112e-15,0.01844178477381171,2.3152961261999883e-14,0.007725270211218273,2.0742064823032558e-15,1.963147148765063e-15,6.745136755896743e-15,0.02642515788202167,0.009235494410960953,0.09628903602082697,0.08455762179028344,0.017187842965572252,0.001183089106563222,0.005415264267107542,0.1521103101793162,2.2288282590562695e-14,2.809412526311688e-16,0.019353184577715062,1.3430575414326187e-14,0.026540828244912638,0.2289971643007072,4.6635376320236945e-15,2.352746385585299e-15,1.1204747559881091e-14,0.3204259392996762,0.4031486952790911,0.004602462864993593,0.019841660304748373,0.1663837777636823,7.809370505360173e-15,9.173893644555315e-15,0.04247023313940575,1.5898284739701156e-15,0.04021680562458312,0.22487354474836097,0.0699023753898562,0.024651900883383385,0.040750547527556316,0.03138683882866315,0.08770884504201465,3.1487846121195165e-14,2.028932600594258e-14,0.0042759741080900405,1.7335520227556717e-14
AC>GT,0.02247470217360457,0.05774798446991331,0.4529336064091275,0.5214235771591935,0.5072874785654974,0.07722950794289161,0.2617817360344827,0.38527770221769336,0.061553872630758816,1.8110754411176464,0.5164374944966797,0.10589061830489441,0.2704053319996581,0.7084934528711023,0.7698443400275657,0.24707790322220397,1.0207596652041548,0.1434955853703836,0.21771416910715138,0.058369354111418865,0.04984747461083343,0.43820548716023106,0.20154300377533246,0.06402118120273087,0.1220795000843882,0.31107409599558494,0.7268210108370409,0.3438048659308393,0.5362283163432292,0.027268963931866983,0.12975974137792395,0.46590804911506856,0.1642844714846417,0.0267592638171577,1.3068889968052892,0.4647798128522192,0.7636688163506512,0.022309188362963223,0.14639311205514846,0.17969163543281763,0.008163086980748841,0.026059185455291185,0.2466317878124195,0.14473563148503982,0.37742116341095155,0.02908855863615165,0.08429902751166052,0.33242179312453446,0.11604432151470515,0.07529281266225762,0.02754393606547016,0.17982202585812315,0.09726960613993758,1.1945176145994636,0.03891874959085599,0.15129577055295187,0.19873854827874343,0.36194292056988364,1.5546352885754435,0.26376728391653076,0.13927525540644572,0.13181803396982888,0.4529108613071896,0.06451665933293552,0.020076411741057447,0.5418303653546862,0.2144920567028169,0.11961420174977214,0.12599484993168703,0.04091034209619973,0.5803936639768276,1.4965753298218705,0.016979576784230593,0.10760472722069861,0.9018132172688536,0.069563572058758,0.6980892686635283,0.31387486646644586,0.1579781745716658,0.7523571503037236,0.9497523787896485,1.0237075162573046,1.1526508618814135,0.06821937860581645,0.7473844312304144,0.5098507008540272,0.6063391600933354,0.27770826598080484,0.10675107259271154,0.10458982797962632,0.7023810435101296,0.3353595908768717,0.08711202742182309,0.5216167955570381,0.4727263327211489,0.12967633524910027,2.1740125393462155,1.362352825338993,0.2981135292328732,1.1640157466943897
AC>TA,0.16591301535656514,0.38328646604039307,2.3422435970065063,2.6159860592576902,1.3395842982148696,0.13181639317186686,19.451984297774434,3.894145507868909,0.28024269971770405,9.572827331622122,2.729741042339672,0.9282602945876112,1.8979270641166406,7.067542054199134,4.069177225860108,0.9508476518365737,2.3203294838462187,0.2704713154777879,1.2659043608162102,0.08039872008812364,0.23924889406355626,1.1449151853678745,2.1723011057773425,0.5498095086552911,0.6452773575889277,3.213745071768126,3.8417682001387563,7.2535471073268,15.363613364698864,0.10561989481162323,3.6511988611723214,1.4282443605329975,0.32249933919097873,0.24902105529018737,6.907841840256729,2.4566932965046586,1.5128765913159743,0.11679093265961656,0.47257085829913625,0.355423997545871,0.04934341529275469,0.13774140883511454,2.057113646179881,0.7147804565540558,0.5542871053494669,0.16977968166986285,2.020507930849353,1.2162042673831217,3.964510237645151,0.20020506030141078,0.19416134016420375,0.3457619727777495,0.356315959664422,1.8867214874063507,0.144812548159619,1.2035689145942576,1.0504751837591029,1.6909136174691057,8.217357953899011,1.5939539418353044,0.7361692071483772,0.6967524652691157,2.393957409766643,1.4614119775716368,0.9410677644667247,1.5476131692157369,0.046833053532377315,0.4037060219766903,0.7594331428345228,0.22439730437979785,1.0684065632869455,7.910469600487259,0.08697439052879308,0.3501955403874004,4.7667270055640785,0.13298467129496955,0.64500872851153,1.6315667932616342,0.8350274941645434,3.976744937319797,5.898774911809599,0.19549222249937687,6.238152221769726,0.3077657259101491,2.05214430864747,2.7340998173761815,3.23098195105049,5.168637416097439,0.5642556694186345,0.1465082189126065,0.9183937527574395,1.6379601625254963,0.8365351698127546,5.923253237737322,5.336273506400023,8.614889949625605,9.259862500863525,7.201007791077743,1.9584957297258403,6.1526546610990955
AC>TG,0.0027455682798994087,0.008486409179981239,0.030214474241804685,0.13284141390703996,0.07658738308655533,0.005993453417000988,0.8630233333933376,0.09687109517991205,0.010367420776809232,0.04113728501967457,0.011730508803568098,0.025095597747538487,0.028372298703121353,0.1737042513542507,0.017486464294912834,0.011545724057285524,1.205343304636065,0.025485027513440412,0.010406440654438024,0.002380083636255319,0.018786213752696467,0.014854374220944818,0.07780810177667566,0.0183517476611676,0.0027729486447741164,0.12278436771412751,0.01650922010329943,0.2656823129349617,0.6670924381469573,0.0007601110117379183,0.15510706899023552,0.018392151947789176,0.013354476219187984,0.012128698533180708,0.02968505007029324,0.010557141463358144,0.08789421982170689,0.0026302919054263505,0.04078470615297959,0.011934477037525648,0.00047931311590134666,0.000591915783913076,0.080575401066253,0.00984446256802363,0.11175251496270429,0.0013308119588814732,0.08004101935125679,0.2340180716221456,0.1680745945819235,0.005046472040212744,0.0029296741066091297,0.02464393197121461,0.019470795231847523,0.5421145945496649,0.00347487373601184,0.022550391213204617,0.004514204168045998,0.01007885932856855,0.035312430126215634,0.23081934787993635,0.003163537944232302,0.0029941524858862817,0.010287546706835314,0.06636190609318374,0.04006223615593259,0.03083468217148557,0.010510842636789194,0.0035519092830075477,0.01312479799234615,0.008280504528740799,0.02154117074355896,0.033993639634527256,0.0038804541967358383,0.08124149420935675,0.02048404307796511,0.009268183964699013,0.026980917856664698,0.017695835761818723,0.003588361393842325,0.01708925527118554,0.24734105473734608,0.050791429213831896,0.1499159306196645,0.026895065913925435,0.48882098676473956,0.013218896647926462,0.014861632721670629,0.25310852543143036,0.002424774363177441,0.011159161709042655,0.03489068746383208,0.05366226634950486,0.04309060855928828,0.3857324347971822,0.14533940948223134,0.379082959625195,0.9071713624274049,0.030944871318416008,0.038538329381907536,0.026439786246345482
AC>TT,0.2434166518888169,0.6156475063668264,4.703506743466741,2.363263143151355,2.0255723651425854,0.16768416996057883,6.195640645004157,4.374212475591437,0.4308965141098897,18.886929600227624,5.3857052997513,1.17066241773882,2.909830302322921,8.025883281106287,8.028376688859215,1.7486305160303612,9.461880519322087,0.35675980768255383,2.2925304545476033,0.1675617642652582,0.5067891082534761,2.3247129894289897,2.3004983447304355,0.7051307397674866,1.273114786594384,3.5266608849292567,7.579704827300867,4.628115136263373,5.9743287038137325,0.2113451320993212,1.916843103556527,2.762933949931511,0.42231647861913,0.15632381075400278,13.628985252398552,4.846989476887619,1.6817431305809378,0.15429999476087275,0.451347558936937,0.5549442355602761,0.08631771136816546,0.2717600768909045,1.7410768636731127,1.1958844871832457,1.3318968093029158,0.305382358513581,1.1796737380173012,3.247350004389812,1.6369039151697027,0.3219314370745348,0.29656036984687206,0.2847070642216418,0.33645290919996657,6.042536039712527,0.29072877892409227,1.6547577060138836,2.0725591463355486,3.31250597478781,16.212625152287405,2.6928122774562566,1.452441949238705,1.3746737828282696,4.72321326791802,0.6107008621435834,0.3695178562942259,3.2090095205982387,0.11997027551619593,0.8140642586794873,1.3292680654317701,0.3232284438419801,2.2205968761241204,15.607142725285833,0.17453497193431855,0.6474779002099484,9.404623551518412,0.1030130227519277,1.50658275592496,3.26269089191359,1.647486677676008,7.84601028173914,3.9088439436532076,0.5712113817278087,11.996224502739214,0.2909110135162517,3.74575306681583,5.321977319771065,6.326550943338681,3.5723041516625744,1.1132611856097496,0.1289723309160487,1.7343050382743432,2.0343159885605875,0.5665713067897843,5.9470599138610964,5.47412880685776,2.8732681277783914,21.813309566949954,14.20739374996434,3.1743341248819905,12.139021358384827
AT>CA,0.0035160766051819323,0.008668271776785063,0.06109230047216903,0.6378430237076912,0.5842231296424881,0.12729172385308402,0.2201687031314503,0.07101546866247885,0.0433336963591634,0.24449518455089586,0.06971906175705564,0.039098866913876,0.041298656498165345,0.129635403855094,0.10392898590372716,0.16408238988051074,0.1346145808501683,0.20070520714882156,0.030569121364294374,0.07920560168028096,0.006881796275490734,0.4139741119440835,0.08504485274920023,0.010951699508329575,0.01648073251139332,0.05892850785370045,0.09812083646300598,0.10202382010236458,0.5578809241882905,0.014893574597366253,0.048095902577419844,0.38779281685454053,0.23027838993587793,0.03068930167763908,0.17643001456872387,0.06274527473505309,1.1014774973312231,0.032064394001207974,0.19534880602916616,0.23799455850827522,0.0011653948976382525,0.003517990036464506,0.23319567326443374,0.088273750339855,0.4606961958921262,0.01548629288970533,0.027563747903373313,0.07564065454643833,0.08814449168593046,0.08631525173502905,0.004215294750997756,0.28424755463826107,0.1313287371205055,1.067330276629159,0.026033317399507445,0.03006945374886995,0.026829704017631857,0.13683555853130724,0.20987576395769655,0.042236011451712616,0.018802159479871218,0.017795434585927892,0.061142966276473996,0.0689476331079531,0.011251371858564091,0.4458189312786724,0.35614071868920827,0.08267747393115538,0.01808944054179757,0.023942947405237766,0.6838415863400809,0.20203766952596375,0.0063922863711900904,0.10219548078478569,0.121744784331302,0.1136260173305892,0.9806290083671355,0.04234461213682509,0.02132705356717607,0.10156821529100833,1.2909939444068341,1.6944226071544617,0.15958380704843173,0.09953945508368583,0.7298572986866488,0.09708624174656827,0.10064284689771179,0.09570919858438975,0.014411394800016858,0.16759800841577083,0.9633072747035745,0.36489650152178826,0.11244232645747083,0.1075676945075946,0.09284484490332183,0.09862011983690695,0.2911784537294396,0.18391763142077427,0.06440506810110605,0.15714212580375136
