Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Breast-AdenoCA::S.1	281	0.976	109.024	38.799%	26.12	26.048%	0.23035	0.974
Breast-AdenoCA::S.2	436	0.984	123.183	28.253%	30.377	18.182%	0.12269	0.982
Breast-AdenoCA::S.3	258	0.948	105.989	41.081%	26.384	32.033%	0.24714	0.941
Breast-AdenoCA::S.4	679	0.96	262.55	38.667%	63.467	32.103%	0.14784	0.955
Breast-AdenoCA::S.5	381	0.926	158.308	41.551%	51.951	39.757%	0.2178	0.918
Breast-AdenoCA::S.6	146	0.974	53.073	36.351%	10.578	23.072%	0.24015	0.97
Breast-AdenoCA::S.7	1099	0.902	441.184	40.144%	115.055	43.961%	0.15327	0.874
Breast-AdenoCA::S.8	775	0.941	285.881	36.888%	108.295	33.851%	0.13235	0.937
Breast-AdenoCA::S.9	622	0.993	180.85	29.076%	47.266	13.051%	0.23902	0.993
Breast-AdenoCA::S.10	346	0.991	85.345	24.666%	19.077	14.147%	0.09827	0.99
Breast-AdenoCA::S.11	62	0.874	40.736	65.703%	9.7	49.244%	0.56389	0.857
Breast-AdenoCA::S.12	655	0.972	183.154	27.962%	57.444	23.662%	0.0874	0.969
Breast-AdenoCA::S.13	834	0.908	349.247	41.876%	106.499	42.099%	0.15649	0.894
Breast-AdenoCA::S.14	887	0.991	231.098	26.054%	61.329	14.114%	0.1068	0.99
Breast-AdenoCA::S.15	349	0.902	154.499	44.269%	48.326	43.64%	0.217	0.888
Breast-AdenoCA::S.16	732	0.955	248.565	33.957%	62.027	30.694%	0.1204	0.947
Breast-AdenoCA::S.17	553	0.968	199.686	36.11%	54.177	26.479%	0.20095	0.965
Breast-AdenoCA::S.18	397	0.97	141.811	35.721%	27.751	25.836%	0.23734	0.965
Breast-AdenoCA::S.19	717	0.962	262.65	36.632%	58.059	27.802%	0.16601	0.956
Breast-AdenoCA::S.20	266	0.987	67.856	25.51%	14.48	17.304%	0.09214	0.985
Breast-AdenoCA::S.21	173	0.906	95.909	55.439%	33.444	43.544%	0.32747	0.9
Breast-AdenoCA::S.22	316	0.943	141.73	44.851%	30.659	34.355%	0.20352	0.933
Breast-AdenoCA::S.23	896	0.963	319.648	35.675%	107.455	31.922%	0.16334	0.96
Breast-AdenoCA::S.24	521	0.972	244.775	46.982%	62.029	27.47%	0.24973	0.97
Breast-AdenoCA::S.25	1303	0.906	512.533	39.335%	173.257	44.844%	0.16028	0.892
Breast-AdenoCA::S.26	211	0.92	123.609	58.582%	30.931	44.355%	0.80094	0.913
Breast-AdenoCA::S.27	348	0.951	152.27	43.756%	42.462	31.557%	0.31831	0.947
Breast-AdenoCA::S.28	383	0.96	133.428	34.838%	43.177	28.242%	0.16199	0.956
Breast-AdenoCA::S.29	296	0.984	127.938	43.222%	35.906	26.369%	0.23232	0.984
Breast-AdenoCA::S.30	506	0.976	152.786	30.195%	37.539	22.386%	0.13365	0.974
Breast-AdenoCA::S.31	261	0.894	155.215	59.469%	32.997	45.286%	0.30157	0.875
Breast-AdenoCA::S.32	1374	0.882	713.297	51.914%	259.912	47.22%	0.22473	0.872
Breast-AdenoCA::S.33	84	0.852	59.331	70.632%	14.08	53.066%	0.50225	0.831
Breast-AdenoCA::S.34	249	0.968	130.088	52.244%	34.552	41.02%	0.32069	0.968
Breast-AdenoCA::S.35	681	0.923	323.968	47.572%	100.465	44.858%	0.24966	0.916
Breast-AdenoCA::S.36	452	0.95	222.677	49.265%	45.486	31.85%	0.3061	0.943
Breast-AdenoCA::S.37	249	0.972	77.885	31.279%	17.535	23.552%	0.17727	0.967
Breast-AdenoCA::S.38	631	0.969	257.845	40.863%	59.454	32.033%	0.27979	0.967
Breast-AdenoCA::S.39	383	0.925	160.045	41.787%	32.992	38.109%	0.17735	0.901
Breast-AdenoCA::S.40	684	0.974	324.383	47.424%	88.858	35.577%	0.2714	0.974
Breast-AdenoCA::S.41	255	0.915	123.244	48.331%	37.573	40.387%	0.22198	0.906
Breast-AdenoCA::S.42	125	0.99	35.379	28.303%	6.758	14.052%	0.15449	0.989
Breast-AdenoCA::S.43	408	0.947	170.367	41.757%	35.083	32.204%	0.20905	0.936
Breast-AdenoCA::S.44	314	0.983	99.077	31.553%	23.822	18.593%	0.17402	0.981
Breast-AdenoCA::S.45	306	0.993	72.086	23.558%	12.864	12.64%	0.11562	0.992
Breast-AdenoCA::S.46	204	0.967	77.197	37.842%	15.784	25.598%	0.24494	0.962
Breast-AdenoCA::S.47	305	0.968	99.386	32.586%	27.303	25.382%	0.15171	0.965
Breast-AdenoCA::S.48	367	0.98	172.229	46.929%	47.505	25.382%	0.33379	0.979
Breast-AdenoCA::S.49	160	0.911	85.538	53.461%	24.475	44.13%	0.29883	0.902
Breast-AdenoCA::S.50	392	0.988	94.449	24.094%	26.182	15.752%	0.09532	0.987
Breast-AdenoCA::S.51	1141	0.98	325.326	28.512%	74.896	22.349%	0.09583	0.978
Breast-AdenoCA::S.52	36	0.951	21.147	58.742%	6.379	33.527%	0.49627	0.95
