Sample Names	MutationType	ID1	ID2	ID3	ID5	ID6	ID8	ID9	ID11
Liver-HCC::MSI-H.S.1	1:Del:C:0	0.09121672836473875	0.9087832716352613	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Del:C:1	0.9906539586497662	0.009346041350233704	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Del:C:2	3.2231530479231306e-12	0.9999999999967768	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Del:C:3	0.7003214541455349	0.2996785458544652	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Del:C:4	0.35663415725478964	0.6433658427452105	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Del:C:5	0.41117843670529186	0.5888215632947081	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Del:T:0	0.3344043506666437	0.6655956493333562	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Del:T:1	0.7173323092951787	0.28266769070482134	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Del:T:2	0.28726172272367595	0.7127382772763241	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Del:T:3	0.25573390985579186	0.7442660901442081	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Del:T:4	0.2161842076725315	0.7838157923274686	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Del:T:5	1.2303964769814104e-17	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Ins:C:0	0.7173323092951787	0.28266769070482134	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Ins:C:1	4.4153559412018015e-14	0.9999999999999558	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Ins:C:2	3.825956480560843e-13	0.9999999999996173	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Ins:C:3	0.8562683689581955	0.14373163104180445	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Ins:C:4	0.6499819502964987	0.35001804970350126	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Ins:C:5	0.8908251349055635	0.10917486509443648	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Ins:T:0	0.8388631012300988	0.1611368987699013	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Ins:T:1	0.9999999999999677	3.2365232131177016e-14	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Ins:T:2	0.47442927529762413	0.5255707247023759	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Ins:T:3	0.9222806193398848	0.07771938066011526	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Ins:T:4	0.9353067960501393	0.0646932039498607	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	1:Ins:T:5	0.9988402791206115	0.0011597208793886079	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Del:R:0	0.9269176738078528	0.07308232619214719	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Del:R:1	0.5086508494350106	0.4913491505649895	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Del:R:2	0.4363198502549123	0.5636801497450876	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Del:R:3	0.6361760475928464	0.3638239524071536	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Del:R:4	0.15788542765442318	0.8421145723455769	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Del:R:5	0.6821833333502878	0.31781666664971225	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Del:R:0	0.9687712008069858	0.031228799193014224	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Del:R:1	0.7520541181464402	0.24794588185355976	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Del:R:2	0.5043408965454788	0.49565910345452135	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Del:R:3	0.7363368314627848	0.26366316853721505	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Del:R:4	0.7163071099200065	0.28369289007999365	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Del:R:5	0.7173323092951787	0.28266769070482134	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Del:R:0	0.9614688384008346	0.038531161599165295	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Del:R:1	0.5631130630860742	0.43688693691392577	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Del:R:2	0.017686129951809907	0.98231387004819	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Del:R:3	1.3788178788252303e-12	0.9999999999986212	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Del:R:4	0.7173323092951787	0.28266769070482134	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Del:R:5	0.29375916379366956	0.7062408362063304	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:R:0	0.3964301113569045	0.6035698886430955	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:R:1	0.16243335335083822	0.8375666466491618	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:R:2	0.4904692058583691	0.5095307941416308	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:R:3	0.2657382587454688	0.7342617412545311	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:R:4	0.10006899053381266	0.8999310094661873	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:R:5	0.8172239505339152	0.18277604946608486	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Ins:R:0	0.7858154870090284	0.21418451299097166	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Ins:R:1	0.08074948017605595	0.9192505198239441	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Ins:R:2	0.39299983056320226	0.6070001694367978	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Ins:R:3	0.8033120060343648	0.1966879939656352	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Ins:R:4	0.8168960680189845	0.18310393198101546	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Ins:R:5	0.8010097729531543	0.19899022704684569	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Ins:R:0	0.015779717429344354	0.9842202825706556	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Ins:R:1	0.3859741053935388	0.6140258946064612	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Ins:R:2	0.3886548062627787	0.6113451937372213	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Ins:R:3	0.9940534844159603	0.005946515584039671	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Ins:R:4	0.6549975075849347	0.34500249241506525	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Ins:R:5	0.6697446761153186	0.3302553238846813	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Ins:R:0	5.966670225635277e-13	0.9999999999994034	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Ins:R:1	0.6519017149653136	0.3480982850346863	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Ins:R:2	0.9493448556646773	0.05065514433532268	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Ins:R:3	0.7805097140567477	0.2194902859432522	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Ins:R:4	0.7951532573706113	0.20484674262938868	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Ins:R:5	0.5802585363809253	0.4197414636190747	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Ins:R:0	0.7173323092951787	0.28266769070482134	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Ins:R:1	0.9698940638105327	0.030105936189467306	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Ins:R:2	0.9928852945680976	0.007114705431902412	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Ins:R:3	0.8802247526817696	0.11977524731823042	0.0	0.0	0.0	0.0	0.0	0.0
