Mutation type,Kidney-RCC::S.1,Kidney-RCC::S.2,Kidney-RCC::S.3,Kidney-RCC::S.4,Kidney-RCC::S.5,Kidney-RCC::S.6,Kidney-RCC::S.7,Kidney-RCC::S.8,Kidney-RCC::S.9,Kidney-RCC::S.10,Kidney-RCC::S.11,Kidney-RCC::S.12,Kidney-RCC::S.13,Kidney-RCC::S.14,Kidney-RCC::S.15,Kidney-RCC::S.16,Kidney-RCC::S.17,Kidney-RCC::S.18,Kidney-RCC::S.19,Kidney-RCC::S.20,Kidney-RCC::S.21,Kidney-RCC::S.22,Kidney-RCC::S.23,Kidney-RCC::S.24,Kidney-RCC::S.25,Kidney-RCC::S.26,Kidney-RCC::S.27,Kidney-RCC::S.28,Kidney-RCC::S.29,Kidney-RCC::S.30,Kidney-RCC::S.31,Kidney-RCC::S.32,Kidney-RCC::S.33,Kidney-RCC::S.34,Kidney-RCC::S.35,Kidney-RCC::S.36,Kidney-RCC::S.37,Kidney-RCC::S.38,Kidney-RCC::S.39,Kidney-RCC::S.40,Kidney-RCC::S.41,Kidney-RCC::S.42,Kidney-RCC::S.43,Kidney-RCC::S.44,Kidney-RCC::S.45,Kidney-RCC::S.46,Kidney-RCC::S.47,Kidney-RCC::S.48,Kidney-RCC::S.49,Kidney-RCC::S.50,Kidney-RCC::S.51,Kidney-RCC::S.52,Kidney-RCC::S.53,Kidney-RCC::S.54,Kidney-RCC::S.55,Kidney-RCC::S.56,Kidney-RCC::S.57,Kidney-RCC::S.58,Kidney-RCC::S.59,Kidney-RCC::S.60,Kidney-RCC::S.61,Kidney-RCC::S.62,Kidney-RCC::S.63,Kidney-RCC::S.64,Kidney-RCC::S.65,Kidney-RCC::S.66,Kidney-RCC::S.67,Kidney-RCC::S.68,Kidney-RCC::S.69,Kidney-RCC::S.70,Kidney-RCC::S.71,Kidney-RCC::S.72,Kidney-RCC::S.73,Kidney-RCC::S.74,Kidney-RCC::S.75,Kidney-RCC::S.76,Kidney-RCC::S.77,Kidney-RCC::S.78,Kidney-RCC::S.79,Kidney-RCC::S.80,Kidney-RCC::S.81,Kidney-RCC::S.82,Kidney-RCC::S.83,Kidney-RCC::S.84,Kidney-RCC::S.85,Kidney-RCC::S.86,Kidney-RCC::S.87,Kidney-RCC::S.88,Kidney-RCC::S.89,Kidney-RCC::S.90,Kidney-RCC::S.91,Kidney-RCC::S.92,Kidney-RCC::S.93,Kidney-RCC::S.94,Kidney-RCC::S.95,Kidney-RCC::S.96,Kidney-RCC::S.97
AC>CA,0.11361424936596878,1.4799036362178755,1.6447422707209538,1.2381614456836716,2.198699324185345,1.3449252555075717,0.39728133990603204,0.3571602495100802,0.005070670224392339,2.470380996592907,1.5324586527268977,0.7621628779306178,0.3543229227371533,0.22026077038941183,1.1435200070002505,3.0750567659603485,1.5194198015070595,0.035495164366788144,0.8681709810649485,0.19060916492230956,3.7067898810959683,1.7535135248030345,1.3825692158050595,1.1605528711318018,1.973327663465856,2.5265089697163092,3.397828805215377,3.299416780857263,1.7443073166361829,1.026301926334767,4.983381281946085,4.0552160494852805,0.793881492876528,3.0622566854798996,2.407359932315038,1.3896600980119955,0.2616454175045985,1.8938263603556997,2.046259611133942,1.1003343171152817,2.9826176061308782,10.384561525085722,2.2050427126420753,4.620964606446631,3.7548948809759133,0.9600972164829056,1.0560723739385167,1.6075948478570026,3.3867868891412374,0.18840724716913115,0.13168967341631882,2.017271905744899,0.4154727634005244,1.5853817064375924,2.1550664149579073,1.8663720611335872,2.622514839175425,1.2182088764627066,2.421990278781019,3.568767626893089,5.187895336902237,0.003023384227074095,6.313579360825741,4.681509593224954,2.088022041698019,5.146517221183772,1.6584668170020986,2.0781671138156907,1.351805978523156,2.13314148835607,2.814630583653221,2.1909816783239027,0.5664958786451704,3.883950484658241,8.456342712236676,0.20756736851089175,3.686443961373257,1.4013151794311582,1.6411420243903052,10.22779424914567,0.2718410793169176,5.088672688261194,0.2819113302872953,3.197666774199634,1.1856237153076385,2.6416721246406336,2.7931588939707903,0.2580419037440566,3.7139860200373143,1.1549490844020072,1.2366410391155072,8.77112539505385,4.138646653122462,0.19196305269247785,1.9057171793514573,0.35010676644550154,2.3985741798167117
AC>CG,0.004336121487544427,0.12061985888939421,0.1703924189427646,0.10283320309451491,0.17727399219000725,0.1061479788338534,0.026616306621408868,0.026158376522677867,0.00043342030041907813,0.19209279357312997,0.1334575996824841,0.052737359840665285,0.02222175081173588,0.012813404199476951,0.10012507720508176,0.2639623228316787,0.11948258325889934,0.0013112396753182242,0.07098122317207825,0.01018132219054345,0.2879528441057225,0.12811401374310644,0.13943008572453247,0.12994521501563785,0.16856502539204882,0.21257075281094048,0.29504586861450466,0.2790191251879962,0.20416266593309196,0.08180745060708232,0.4193339492847903,0.4367127360255586,0.06805670854454626,0.24708706374489298,0.20259552157868851,0.10303347198534696,0.003245665521885507,0.15475476858076673,0.17211227116692152,0.09927256919978605,0.25533858605494786,1.0900716758124338,0.18371313703784606,0.3630181442948561,0.3161023968345208,0.044279489687730884,0.09323461178069058,0.09992239002769945,0.28653789264615065,0.010388784959166224,0.0023143638275151895,0.1607336895421875,0.02667411106624292,0.12975143495567143,0.18707426681141334,0.10775846585620014,0.21599126445772954,0.0947149131831542,0.19067510676597615,0.43227491453436073,0.4692225585607629,0.00025626010694719856,0.5289207051342864,0.4263737467685699,0.17965113384357323,0.624707581846184,0.1405240224257605,0.24577761749855082,0.0739030099115475,0.17713456200730643,0.23298217273500355,0.1724754733591914,0.039494109315320255,0.3298112636722228,1.0682304660908122,0.01593303305495158,0.29186556241092754,0.11708982708912481,0.14647011809051708,1.3062713644514503,0.004104620701586206,0.42624318633565045,0.01746267777789313,0.3089870660813144,0.10308874587714709,0.23306635790320884,0.28233643986832346,0.018705158879465462,0.46522434345401964,0.10086320503200882,0.08981750175779128,1.1038641916008762,0.4805326280342259,0.013826179087744509,0.17621743773909385,0.018191866987518113,0.19263047385393725
AC>CT,0.01377126498323542,1.6165923882533655,1.2089485328636784,1.405968079447244,2.4094088352447782,1.4027006008991703,0.3388977436567013,0.30008985667291954,0.005143640029178343,2.376501352233309,1.6728396981443974,0.6760916929946182,0.04633973705159046,0.07832258985161714,1.1918132877619045,3.2927277815870033,1.506846530819426,0.004073825328924448,0.8208048208587986,0.0886458019775132,3.8471399383221017,1.7165318611661065,1.1664005478276378,0.27851482346792755,2.1136999988464042,2.801935653771341,3.755655003204206,3.7920545172883915,0.6573857353333956,1.0907141733554668,5.772563296725452,2.8687370630143496,0.8873615360390467,3.292953681573744,2.7555190570316133,0.7831880882191459,0.0005137190036847695,2.102000087431046,2.3649385069999376,0.9513652440428284,3.370751082887511,8.002393416398794,2.4631202272884667,4.880259341972472,3.9467656844950807,0.5132620019189961,1.1384330428297587,0.8904103302447259,3.863994977929788,0.09234191914392942,0.003409931208068478,2.1444273442993236,0.33882149236793496,1.6288303549084604,2.2803674513725958,1.3688309031626198,2.951906413288797,1.199234231634354,2.46252587107964,1.8881598837660047,5.156550604212522,0.0010185732957520926,7.275157895633857,3.7612806060682793,2.2815745478809073,2.75570284849721,1.8900088341868613,0.528089558623416,0.9184956224952955,2.425609153781864,3.0878449198847,2.3420400731808675,0.0783846716310431,4.176689490457724,3.8745204561770032,0.2048452015673439,3.9587618137031364,1.2560052114136577,0.8255830899049762,2.8267483901133508,0.0037867499546472244,5.83660388123555,0.191985995038111,3.023892474436227,1.3004296135586997,2.7938343487368376,2.433619008758513,0.08466229657400093,1.7400068547674181,1.2666707931438104,1.1930217203699693,3.2152631972955232,2.589638987637479,0.18292096632067364,1.916242981063773,0.18272718998535753,2.520649667295769
AC>GA,0.103208795277069,1.5074383505119846,1.11198205423013,1.2739218959260872,2.2692463070698934,1.3905665204824715,0.4061784048922857,0.34490674297740775,0.004824878650691468,2.5175397099561665,1.5216510826339478,0.7780379797890284,0.27109910520671693,0.4987074454262822,1.0867109359970923,2.995188101589112,1.5111175524698703,0.032514193611594,0.8353055586857373,0.1810580888169384,3.795757161963296,1.8112727022757407,1.040364717737715,0.4391164102434331,1.9780666826668338,2.5402407974634373,3.337392770199351,3.3681646578679443,0.894780898687914,1.0615047739985137,5.124768620793166,2.5726961156673913,0.7913577842614357,3.120124335230115,2.4597687496000775,1.190529909273379,0.2774229244002044,1.9520904125143996,2.108701709284375,0.9274874006129206,2.9972301330594995,7.078689291395448,2.244739390532973,4.7670204784217765,3.6722893637090706,0.9988786700948851,1.0228828129431715,1.5257870789669394,3.443013154242301,0.19571243697626775,0.13561676337846507,2.189436223049219,0.45269454714854085,1.8369106724240263,2.1049986067664403,1.9419323375511288,2.6944076953021003,1.2345096188622813,2.4360701430122322,1.5876754559694974,4.678391322700594,0.0019158878658195853,6.493530680741498,3.8675106979217597,2.0517748000040696,2.286350682359437,1.7028324075068333,0.7037084481031742,1.405578597951017,2.204320723459847,2.8447536033575616,2.2565028983639666,0.42286243282712,3.852480906156713,3.101060642375878,0.21297744557484627,3.8513426620980225,1.3082222680870692,1.1194620633982741,2.8238226440870253,0.2839834566465033,5.234793164287932,0.27698062579750377,2.6768896625429726,1.1868362274570528,2.5092604688435936,2.1215143135894623,0.19838932671225695,1.4142486028551158,1.1273811150393382,1.273368403011586,2.867439585168461,2.1778219047777165,0.19752658462803424,1.7064434576805116,0.34821147123167456,2.4373685888921965
AC>GG,5.789253317526525e-16,0.4037436878225231,0.2974439604188541,0.3528087826944263,0.6017300090496802,0.35017960152087746,0.08481987240208944,0.06988943486686253,0.001598775280435299,0.6012374200891017,0.4191709592134119,0.17124647910302215,0.007441209139834826,0.021125370833502244,0.3057317941095308,0.8194739261383869,0.3779017319428628,0.0009354024060788496,0.20755456976895784,0.030066154682491325,1.0201789521072206,0.4291373836103115,0.28695158052187847,0.051381079840413305,0.5377462495881506,0.6995311171351937,0.9354517591598899,0.9546011587702052,0.1409613107736335,0.2731480737746972,1.4440646959069767,0.6783246219500779,0.22382988347560803,0.8228710498357175,0.6859272180157707,0.1847941778169951,4.574473505486604e-16,0.5243660426007448,0.5913861239684794,0.23481157333448896,0.8413798636910734,1.9181491794145789,0.6151309437994609,1.269001440703838,0.9811665740877652,0.1349014769923534,0.284752436078821,0.23072831522599463,0.9725507082014909,0.019775994017951295,3.186961089757627e-16,0.5357893146249972,0.08682780812860198,0.40746606141290026,0.5733984235489198,0.3424669304522833,0.7494931356076608,0.30671822368503415,0.6502062125277465,0.42449150329967367,1.2735480776976256,3.37099257403728e-17,1.8198908424012719,0.9158513108872226,0.5678204176151743,0.6197920642903861,0.4760120368370413,0.09826595407479057,0.23267831919607077,0.608998055004347,0.7712594463495338,0.589046860708364,0.014824531070801769,1.058897937428124,0.8398672660874704,0.055650443327645974,0.9904521398588378,0.3100937341995881,0.1968164910296789,0.5274437657912192,0.0046897484600014845,1.465516562058496,0.04989147740038936,0.746712771657319,0.33411315776246453,0.6920499560536372,0.5898510569393097,0.019263121498193075,0.37976652403012645,0.31544104010229923,0.2973452234783121,0.6696584231796555,0.5990302168152511,0.04554733494957141,0.4770982176878243,0.05446819858881248,0.629016562848495
AC>GT,0.030603007852009378,0.6882302020441391,0.5246571192913935,0.6041388423655166,1.0310181284692472,0.5991184821332923,0.15473834838326173,0.16466892014561565,0.0034697127426394133,1.0353456941499564,0.7151095084685247,0.31219434415504815,0.02923603994807153,0.04262868155168839,0.528535535495685,1.3952650878326198,0.6492977308388195,0.010728419113764579,0.3643964752550485,0.08539530718650828,1.7878719052837921,0.7309060711190754,0.5050243731205193,0.09859347223346944,0.9302060370793427,1.1880822848563752,1.593245188005267,1.6352123858298624,0.24367158297309865,0.46615946244275086,2.4514460780791185,1.182048925376046,0.394608399755594,1.3971822193109749,1.194576551435781,0.3625742888809202,0.0011423014937847356,0.9037957112424009,1.0062886714620485,0.4195341802873364,1.4304427687014034,3.281723589291645,1.0484182249949738,2.200177914092943,1.6832503783181016,0.24059972746028513,0.49098772226906184,0.4108320586910046,1.6706146633302061,0.06402284689277127,0.007577953786788681,0.9224499916210401,0.15006952054252204,0.6993252999417896,0.9992105130631226,0.5831113365843519,1.2820264723440487,0.527991030466076,1.1359953686692146,0.757606884105447,2.1770525347544507,0.002263496212782697,3.0900086353069183,1.5765965125560053,0.9715646420685284,1.069077272571859,0.8114712931518147,0.17919047678661923,0.4020192094555178,1.0376094934457414,1.309280598148832,1.0045613086356322,0.02851501782072952,1.8320752161307927,1.459270173210459,0.10350888410747648,1.6834028983892886,0.5319143333315172,0.34047840242549154,0.9465582694724889,0.01681557041018284,2.508866710855941,0.09680082955745718,1.2798610590666706,0.5789212588612253,1.1959639903238515,1.0216475118397135,0.04982503469320458,0.6575667996759704,0.5363756700659563,0.5145558525333841,1.1764938812816896,1.0365497535189088,0.07920615946952735,0.8271666789656229,0.12974375656059287,1.072903904757754
AC>TA,0.18407095227953424,2.365720859581464,1.5867453970632575,2.061000115011836,3.5774534750819234,2.113352300701418,0.5638483236142426,0.6640415882895818,0.009297392379743263,3.6326510596281,2.438174028442129,1.1074250351647354,0.18609376853691598,0.6216243193875847,1.7013758872486953,4.736807191375703,2.2315590659490736,0.05155996315953978,1.2408116479824818,0.26455206791668406,5.664501290151368,2.5762951420705043,1.606516159115741,0.21770393493540643,3.135525885220407,4.047075721331393,5.396467341207449,5.5114869047187165,0.8692843527733816,1.6272046158224502,8.348557078743077,3.6954625020771266,1.327748256400044,4.811123940411357,4.124885477947496,1.437810628457293,0.08582959998483905,3.138653382675219,3.440807696603034,1.4038656769420013,4.86246531143297,10.294314161646918,3.593307956693902,7.206313528342233,5.764460865020621,0.9194422682801393,1.6610215898260843,1.511177075717498,5.632762159526815,0.3236493517348983,0.07734579961841517,3.3949651351531034,0.5665983030518538,2.805276424125041,3.3928049649370453,2.1962894750928244,4.2845893561709225,1.7900757704416932,3.602126187542699,2.0768943663402872,7.303815551589034,0.011964194267566031,10.534243474262334,5.393950031104167,3.306032972881346,2.871373305474849,2.75538175291989,0.3391866759933326,1.5152613259419203,3.544216146734974,4.475065973741257,3.444023827287742,0.20177545416621107,6.127789386895793,3.5104781099802844,0.32833216311436303,5.9002082686843815,1.8706582191144476,1.0945272499630794,1.492908376932844,0.10702234007872165,8.534850864537118,0.34503142167314493,4.189019106301609,1.9099359796997835,4.070393336302273,3.314307473712943,0.2125777667650337,1.6162779698841454,1.815115803067918,1.8313141200580823,2.428848472004382,3.003752227564957,0.28318267876695435,2.741733164132668,0.4357811825101091,3.7278607374763713
AC>TG,0.0016280602571016453,1.0123419183818683,0.6415381362707475,0.8822069949021714,1.5125423540890488,0.8791343971320064,0.2114068466014409,0.1772040569134599,0.003079929957316202,1.4780890653369183,1.0355519999631224,0.4215902839501424,0.006819938634505596,0.06138258559306643,0.729994634921444,2.0342514093068,0.9361491918189043,0.000593956783781077,0.5015268287867343,0.04918221051398385,2.4134342093305876,1.0808724700694365,0.6532796574095872,0.023206857601801918,1.3095794082215584,1.7483201272950653,2.32648648467227,2.3751728490512503,0.20657567865017695,0.6842309378074595,3.6253696895216554,1.4749800893498997,0.5504411354960019,2.06259754117508,1.7227265205710722,0.43403496357647464,0.0033622596158828836,1.31785536903393,1.4849293687306988,0.5542273752083161,2.102061690239592,4.300943014550943,1.5413013651099379,3.0651195634159327,2.4390227285925796,0.32674936267931165,0.6998827985158963,0.5301411166439426,2.4167284458505947,0.05178165181617878,0.0017313637639112351,1.3505670343978817,0.21490977848982534,1.026532863378654,1.4022842255962966,0.868010263159243,1.8536529433135764,0.7476421880538245,1.5363257237971304,0.7607356059053424,3.1050278336332036,5.1413699690352726e-05,4.569322531492289,2.1599625889066942,1.4127436204494046,1.1232093498134554,1.1837472416975268,0.042995723638183755,0.5825427586695621,1.523648624981505,1.9298978654851648,1.4722374445649877,0.012388302578574867,2.587986027285423,1.3052104307086219,0.12737460485850863,2.491458756627952,0.7579314876675267,0.40636481261942237,0.22005492039614152,0.003975615098127805,3.661943876105621,0.11706974541210252,1.7720428381457718,0.8058779031907942,1.7095652526619038,1.3746892552339514,0.036651529381232166,0.6077464047154193,0.7830134792327474,0.7492492620704087,0.7825216075752089,1.2061287359091126,0.11480464993349962,1.1494321347792298,0.10870774842022038,1.5750093900923365
AC>TT,0.321972287098954,2.541891538588661,1.6708897401338332,2.2329156330158946,3.858832116166224,2.239592103805384,0.6274449799900311,0.9177024761766777,0.012449181536903338,3.768937690691018,2.591490720826696,1.236006991879085,0.187598703623873,0.33859348513513804,1.8237659323548672,5.079202080971073,2.3782720591892095,0.08922223732662217,1.33181434777681,0.3891701051765928,6.0855059716463185,2.710290895616533,1.7337863216460332,0.11137678155157879,3.3462506245272903,4.341546053304171,5.816781205090406,5.986307545131019,0.5406187020552092,1.7248329037013064,9.000723918506223,3.8463758493473703,1.4871569188075335,5.123510446327217,4.589697794886328,1.5789455482418306,0.022021033960489253,3.4178268930901483,3.7134673951476853,1.5491141772123733,5.236003467943347,10.631099882786373,3.8698242189502863,7.693436609190837,6.223159865765289,0.8753301813442026,1.79703920548078,1.414493126414786,6.133508904038964,0.4516429036648375,0.08375145216099728,3.5388250087765076,0.5550794808847941,2.7306385904035815,3.6861613199108674,2.176043353245396,4.610274297991355,1.8739759895179557,3.8489300153966814,2.075406924188536,7.80981776851855,0.023605031933306195,11.35031289428367,5.536404223627532,3.578744587859138,2.7083317462563334,2.950313469486032,0.1146711680503566,1.494756901910662,3.807601500138631,4.787340385327668,3.6758309318676368,0.0667341042545161,6.620030938084377,3.10539387948919,0.3703227484201085,6.2311127990848965,1.9379124383018158,0.9965952284325904,0.4326548190039179,0.06732206676675721,9.255682109685775,0.3896452912043906,4.438423674893395,2.043850389326574,4.4475284008740905,3.559324563809292,0.2551455486711376,1.4358609824945416,1.948237988694161,1.9630135460713076,1.7611883278497382,3.0194688453886123,0.30480349484575686,2.9735640393712632,0.5596681542140136,3.966860153083174
AT>CA,0.02022502101365343,0.7372292214238055,0.670755682694723,0.6371592867188863,1.0963870986151558,0.6504160301858926,0.1764564994027974,0.14276451691746003,0.003883575639952754,1.176886934846747,0.7675835512231248,0.35380679889603506,0.07729392907375641,0.042854775976235646,0.5921235634296776,1.5065021149407227,0.726794127986028,0.010327473618479568,0.41321019667937925,0.1044416891533094,2.052095633262707,0.8243396409675183,0.5961580356796259,0.2746681381459099,1.0128326825299638,1.2682924676800698,1.6963420812367658,1.723816958413667,0.4650623078538817,0.5050390474537347,2.572283503465591,1.5123643043038912,0.41264254655464827,1.5127839107200791,1.2258980670064596,0.4732135587410713,0.057707362376116116,0.94953304030725,1.0536785668891537,0.48195840082884106,1.512399244379182,4.0908811310764435,1.1116404044132246,2.4720891213800686,1.8185443628487592,0.3725552442313448,0.5255515593527981,0.6197413850786843,1.7625885413183313,0.055360896761859846,0.027920662580795168,0.9776293036290127,0.1845521163640651,0.7381473364636127,1.074575935179483,0.7619543609395665,1.3798551020335168,0.6033785022812812,1.313314721153514,1.1340852128207106,2.4132351643643877,0.0003055719887256811,3.249000793682587,1.912333307865689,1.034673305917086,1.6356178703854467,0.8606097249268955,0.4948968399115037,0.5464682381690171,1.0980839080294844,1.405403602068622,1.0951613765741817,0.1269286573901818,1.9891070102161492,2.4791404852998493,0.11784766150224361,1.8180016934695906,0.6148533955487544,0.5501954891717861,2.4521212252806364,0.07848539007355612,2.6372626995600563,0.12169190677743824,1.4540557820024413,0.6308946832750891,1.2765614620689343,1.1831595589981134,0.07495154168961334,1.1020239093909876,0.5737314371266194,0.5746636910284113,2.376552951643873,1.4326375059536356,0.08852567758687267,0.9095345530360747,0.1676260766333484,1.1663929006501832
