Sample.ID,Tool,ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10,ID11,ID13,ID14
Breast-AdenoCA::S.1,deconstruct_0.00,32.1990756328026,95.3744187260879,0,0,14.3051850496429,0,0,114.246227128071,24.8750934633952,0,0,0,0
Breast-AdenoCA::S.2,deconstruct_0.00,160.757306646724,0,0,0,8.6387156729322e-06,77.7310659719484,0,105.840140702347,91.6714780402651,0,0,0,0
Breast-AdenoCA::S.3,deconstruct_0.00,36.2578759588439,14.4070063265046,0,0,0,0,0,151.815527796365,55.5195899182867,0,0,0,0
Breast-AdenoCA::S.4,deconstruct_0.00,109.689373684325,4.9341101159873,0,0,37.6520469346175,285.112688127065,0,188.060340869959,53.5514402680459,0,0,0,0
Breast-AdenoCA::S.5,deconstruct_0.00,71.0406818842134,20.1300065266836,0,0,21.7931776182546,262.101454341334,0,0,5.93467962951394,0,0,0,0
Breast-AdenoCA::S.6,deconstruct_0.00,23.4421354177141,5.72549808050937,0,2.17149502364728,0,0,0,84.9669195583217,28.564465083914,0,1.12948683589358,0,0
Breast-AdenoCA::S.7,deconstruct_0.00,66.3930367656493,28.6708852171055,0,320.517819484458,61.1902979466452,25.3444093857475,0,273.722037054321,323.161514146073,0,0,0,0
Breast-AdenoCA::S.8,deconstruct_0.00,8.43878041329362,0,0,0,0,766.561219586706,0,0,0,0,0,0,0
Breast-AdenoCA::S.9,deconstruct_0.00,388.090439934904,0,0,0,0,169.768590119153,0,0,64.1409699459425,0,0,0,0
Breast-AdenoCA::S.10,deconstruct_0.00,120.896921437186,0,0,0,7.70936831785914e-06,0,0,105.746366615792,119.356704237654,0,0,0,0
Breast-AdenoCA::S.11,deconstruct_0.00,9.37802376944041,4.23146339079547,0,2.44779498462859,0,0,0,17.1014046042291,28.8413132509065,0,0,0,0
Breast-AdenoCA::S.12,deconstruct_0.00,64.3800570221498,49.693706206694,0,0,0,5.77362918664037,0,535.152607584516,0,0,0,0,0
Breast-AdenoCA::S.13,deconstruct_0.00,119.766860353978,0,0,0,10.7043303205906,372.48534155389,0,92.0098678975895,239.033599873952,0,0,0,0
Breast-AdenoCA::S.14,deconstruct_0.00,441.45693830093,130.688193161241,0,0,0,0,0,288.852384487621,26.0024840502085,0,0,0,0
Breast-AdenoCA::S.15,deconstruct_0.00,11.315735955528,16.1287140461378,0,0,0,0,0,187.65011380058,133.905436197754,0,0,0,0
Breast-AdenoCA::S.16,deconstruct_0.00,41.1986480030035,0,0,0,111.986532912137,337.27693341418,0,167.749116590513,73.7887690801664,0,0,0,0
Breast-AdenoCA::S.17,deconstruct_0.00,188.488333245395,19.1637360519609,0,0,0,175.305525077904,0,81.7895709520592,88.2528346726805,0,0,0,0
Breast-AdenoCA::S.18,deconstruct_0.00,0,82.8590436539079,0,198.412489519138,6.52379376033991,0,0,28.8217602602946,80.3829128063193,0,0,0,0
Breast-AdenoCA::S.19,deconstruct_0.00,24.2716737492024,147.046540954758,0,175.646254528653,0,0,0,358.165784664569,11.8697461028178,0,0,0,0
Breast-AdenoCA::S.20,deconstruct_0.00,59.0285280549668,0,0,0,35.9355922270919,0,0,126.865205917132,44.1706738008093,0,0,0,0
Breast-AdenoCA::S.21,deconstruct_0.00,43.7359035103267,31.9617030381996,0,0,0,0,0,97.3023934514737,0,0,0,0,0
