Sample,DBS2,DBS4,DBS5,DBS9
Liver-HCC::S.1,40.296850354387864,70.16054757954751,22.665070479225456,1.9095352418611677
Liver-HCC::S.2,65.6734227379259,19.569265281057874,0.3596978012319293,14.2457917543742
Liver-HCC::S.3,144.93555935500618,119.60222254049805,29.011929272661554,0.0
Liver-HCC::S.4,929.6742436806672,0.0,0.0,0.0
Liver-HCC::S.5,30.018360871189312,5.1736372586093,0.0,5.24379180093451
Liver-HCC::S.6,87.750371369097,12.242715877178245,0.0,9.831511022695807
Liver-HCC::S.7,33.190287312498874,0.0,0.3629347594978495,3.500869202904824
Liver-HCC::S.8,29.389906174410182,18.862947450031843,0.0,4.940736960079349
Liver-HCC::S.9,105.37034591948493,160.20407046667214,0.0,0.0
Liver-HCC::S.10,63.982668379155434,0.0,2.125846960019284,13.360509312500382
Liver-HCC::S.11,14.934420488149097,81.62466717378499,3.336281938326973,5.751404690398117
Liver-HCC::S.12,173.11559682319438,38.23047312256446,0.0,17.51131748314991
Liver-HCC::S.13,45.294139371955,161.32593891743966,7.7017040032555455,0.5408520879783325
Liver-HCC::S.14,572.5458060896327,0.0,0.0,0.0
Liver-HCC::S.15,91.42514653843953,0.0,0.0,0.0
Liver-HCC::S.16,65.48181679369027,63.99560726998753,2.213680694553821,3.966833188350383
Liver-HCC::S.17,53.3960016413676,76.20822420273835,0.0,4.931878317063603
Liver-HCC::S.18,48.09713301738396,43.42898511818874,0.0,0.0
Liver-HCC::S.19,69.1451608288687,172.74182056874977,7.992775089375267,0.0
Liver-HCC::S.20,148.9918835073958,72.33824035954012,7.867738672726157,0.0
Liver-HCC::S.21,225.51043129622855,0.0,63.37353194691625,0.0
Liver-HCC::S.22,51.07830349430433,46.241575340004026,319.4621977647697,19.35797648143811
Liver-HCC::S.23,421.34511154661647,50.690436757403866,0.0,0.0
Liver-HCC::S.24,90.90392813234686,0.0,0.0,0.0
Liver-HCC::S.25,51.485807483004926,0.47920274626756443,0.8621716688613718,0.0
Liver-HCC::S.26,244.14560964539163,178.61573554137402,0.0,0.0
Liver-HCC::S.27,86.49126572708526,1.4556273727266287,0.0,7.488103431759161
Liver-HCC::S.28,8.607251118109767,174.35720990146757,0.0,0.0
Liver-HCC::S.29,56.520396004503674,0.5688293469928727,1.5766999725356652,0.0
Liver-HCC::S.30,50.773674252438575,4.279374182122752,112.69234587519604,15.34968515284626
Liver-HCC::S.31,21.532879007291182,0.0,0.0,0.0
Liver-HCC::S.32,6.740656430900044,1.948687132431239,2.2186916868575284,20.133347537146648
Liver-HCC::S.33,125.41555656357012,33.48501151778125,1.3590160992345173,18.679740302608895
Liver-HCC::S.34,108.79761553276475,123.95336715276046,3.7620174224683036,0.0
Liver-HCC::S.35,85.99397050639537,207.27966787548266,276.6117218431497,0.0
Liver-HCC::S.36,2.452013754529584,53.46345091120765,1.0220367035696576,9.28819537922337
Liver-HCC::S.37,12.694546967239631,23.796225086316824,0.0,6.961939101656404
Liver-HCC::S.38,19.14991349558308,2.810981380248262,0.0,3.606867860525664
Liver-HCC::S.39,196.43978633610587,0.0,2.5481942004813023,0.0
