Mutation type,Liver-HCC::MSI-H.S.1
DEL_C_1_0,39.88386616917488
DEL_C_1_1,16.696043715055293
DEL_C_1_2,0.07767907592075231
DEL_C_1_3,50.87961531106091
DEL_C_1_4,37.07969942363453
DEL_C_1_5+,152.39846628373488
DEL_T_1_0,75.21618824047049
DEL_T_1_1,0.9644279285888322
DEL_T_1_2,62.48283994822724
DEL_T_1_3,169.38845250677028
DEL_T_1_4,371.14809231083507
DEL_T_1_5+,5001.915099932962
INS_C_1_0,8.591631535418136e-14
INS_C_1_1,1.3938852206817351
INS_C_1_2,0.16853470962960682
INS_C_1_3,18.370858574607112
INS_C_1_4,51.0781674281839
INS_C_1_5+,507.1430063850224
INS_T_1_0,50.897584934033475
INS_T_1_1,0.9754749317692131
INS_T_1_2,7.609099584009986
INS_T_1_3,85.58393768487547
INS_T_1_4,331.02524024937475
INS_T_1_5+,16585.15816596692
DEL_repeats_2_0,14.04913687447239
DEL_repeats_2_1,44.66557504902123
DEL_repeats_2_2,20.171948634318298
DEL_repeats_2_3,12.474072449885693
DEL_repeats_2_4,6.429937692466496
DEL_repeats_2_5+,9.033680949328834e-14
DEL_repeats_3_0,2.5198851267971754
DEL_repeats_3_1,123.98926359922386
DEL_repeats_3_2,28.392888392718152
DEL_repeats_3_3,9.381543958591937
DEL_repeats_3_4,8.603910685804545e-14
DEL_repeats_3_5+,8.591631535418136e-14
DEL_repeats_4_0,1.9593390632882375
DEL_repeats_4_1,29.834306395427955
DEL_repeats_4_2,3.4151513243104046
DEL_repeats_4_3,0.04515292113534419
DEL_repeats_4_4,8.591631535418136e-14
DEL_repeats_4_5+,1.8295205755096329
DEL_repeats_5+_0,0.40844649567199903
DEL_repeats_5+_1,21.836590849503462
DEL_repeats_5+_2,4.795889216386399
DEL_repeats_5+_3,1.3225458551917504
DEL_repeats_5+_4,0.5780082114917146
DEL_repeats_5+_5+,0.712812232913415
INS_repeats_2_0,9.538330614162673
INS_repeats_2_1,1.8601594816440425
INS_repeats_2_2,10.488919188006893
INS_repeats_2_3,11.911299652095408
INS_repeats_2_4,66.3083187650621
INS_repeats_2_5+,420.66166596282824
INS_repeats_3_0,0.36610025518594064
INS_repeats_3_1,12.287373358392957
INS_repeats_3_2,2.112355720364806
INS_repeats_3_3,3.1183646095452633
INS_repeats_3_4,2.524020326524364
INS_repeats_3_5+,34.667161644665924
INS_repeats_4_0,0.10672414483840878
INS_repeats_4_1,21.24721732371867
INS_repeats_4_2,1.4796971618747334
INS_repeats_4_3,3.7536323191227576
INS_repeats_4_4,7.474848078845801
INS_repeats_4_5+,32.08634627396298
INS_repeats_5+_0,0.0036110491401795054
INS_repeats_5+_1,27.69413279403038
INS_repeats_5+_2,4.774618947347924
INS_repeats_5+_3,5.010054239199768
INS_repeats_5+_4,4.883501213267719
INS_repeats_5+_5+,2.938360003512665
DEL_MH_2_1,23.435313904528634
DEL_MH_3_1,1.5917941758865612
DEL_MH_3_2,45.62092473243204
DEL_MH_4_1,2.502725501559543
DEL_MH_4_2,6.1574161202558
DEL_MH_4_3,7.301403820776323
DEL_MH_5+_1,3.8529510786268175
DEL_MH_5+_2,0.727498626015112
DEL_MH_5+_3,0.36054460467823785
DEL_MH_5+_4,3.5728741089423504
DEL_MH_5+_5+,26.901712640406963
