Sample,SBS1,SBS4,SBS5,SBS9,SBS12,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS22a,SBS24,SBS29,SBS30,SBS31,SBS35,SBS40
Liver-HCC::S.1,0.0,2955.9346529611403,4323.294482291675,0.0,0.0,523.1445563504701,0.0,0.0,0.0,0.0,0.0,0.0,1569.3119355740475,361.4276862747932,0.0,0.0,0.0
Liver-HCC::S.2,0.0,5347.200692296113,5139.962931254531,0.0,0.0,359.1376519141503,0.0,0.0,0.0,0.0,0.0,531.9749742387078,0.0,0.0,0.0,0.0,4925.156783351452
Liver-HCC::S.3,180.35121671599765,0.0,11115.072692325684,0.0,2172.0918841729003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0999664685961,0.0,0.0,1908.736259070797
Liver-HCC::S.4,87.7459078587901,0.0,6411.462631195012,0.0,0.0,303.2706989697745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.13553176369686,0.0,0.0,0.0
Liver-HCC::S.5,222.91395833425588,2806.853570396054,1257.3738421636176,0.0,275.6525357971839,2634.5557632371288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0382902987618,0.0,0.0,0.0
Liver-HCC::S.6,546.9528305457015,0.0,6481.884997246767,0.0,972.2807815625451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7565.039419161956
Liver-HCC::S.7,136.9985308818292,0.0,0.0,0.0,3916.394029303418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.6517250409787,0.0,0.0,1472.2347546056208
Liver-HCC::S.8,224.13211622719413,0.0,5820.325693712063,0.0,0.0,328.01835184762416,93.06919707113364,72.2715810397089,154.7219289083095,0.0,0.0,0.0,0.0,236.89497352773793,0.0,0.0,0.0
Liver-HCC::S.9,157.18095766652561,0.0,7408.678478282323,0.0,2190.676860461868,550.7839763311916,0.0,0.0,0.0,0.0,0.0,0.0,523.8493090904597,0.0,0.0,0.0,0.0
Liver-HCC::S.10,0.0,0.0,10044.116297326578,0.0,683.3204889805784,340.60457095524805,0.0,0.0,0.0,0.0,0.0,0.0,631.152120325477,0.0,0.0,0.0,0.0
Liver-HCC::S.11,0.0,2729.928345120175,5851.170693377639,0.0,913.7941862393823,1732.6927980661733,113.47756850353004,0.0,0.0,0.0,0.0,0.0,0.0,449.66138667342767,0.0,0.0,2294.1699939002256
Liver-HCC::S.12,166.1871489891145,1912.2542111391706,2114.734824771064,0.0,1143.8425574321388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0099862904047,0.0
Liver-HCC::S.13,522.7525939582401,0.0,15830.065359695129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2496.704690646078,1187.381569992623,0.0,0.0,0.0
Liver-HCC::S.14,0.0,0.0,5613.34232210818,0.0,2906.3447507917763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.320821355171,0.0,0.0,0.0,3156.291800450255
Liver-HCC::S.15,150.82380229853496,342.14893446822873,864.3419289595506,0.0,167.10155890857553,0.0,0.0,0.0,316.13996132769466,0.0,0.0,506.17448287663257,649.3543499831923,0.0,182.3016602178111,0.0,1952.3759597985875
Liver-HCC::S.16,178.20506045325692,0.0,8367.48010580308,0.0,2063.516445198353,0.0,0.0,0.0,0.0,322.0022134402665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liver-HCC::S.17,0.0,0.0,4619.391257433536,0.0,5403.584546570419,0.0,0.0,0.0,0.0,0.0,0.0,491.0955332440193,0.0,605.9171488638277,0.0,0.0,0.0
Liver-HCC::S.18,318.10575252524853,0.0,0.0,0.0,2376.941092322849,0.0,0.0,0.0,306.05090085707633,122.82857149442542,0.0,410.0789406413819,0.0,253.83696853823506,0.0,0.0,1060.3761850552996
Liver-HCC::S.19,503.2894261266979,671.044338924098,6263.460098529723,611.2040565266668,2451.0908245192195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.9284825728926,361.9564206489148,0.0,0.0,0.0
Liver-HCC::S.20,0.0,0.0,4207.808190122087,0.0,2158.873333718146,1056.1150997377097,168.93604674793474,0.0,0.0,0.0,0.0,0.0,0.0,214.2361932979952,0.0,0.0,0.0
Liver-HCC::S.21,169.32981620005108,0.0,6395.314708832648,0.0,1496.4708524128343,2725.404843723,0.0,0.0,0.0,0.0,309.15314781621,0.0,0.0,1358.5767265321135,0.0,0.0,1674.1152767264778
Liver-HCC::S.22,0.0,0.0,1393.1800472095815,0.0,3496.115848286462,204.77810742099152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.12889084428616,0.0,0.0,0.0
