"Mutation type","Eso-AdenoCA::S.1","Eso-AdenoCA::S.2","Eso-AdenoCA::S.3","Eso-AdenoCA::S.4","Eso-AdenoCA::S.5","Eso-AdenoCA::S.6","Eso-AdenoCA::S.7","Eso-AdenoCA::S.8","Eso-AdenoCA::S.9","Eso-AdenoCA::S.10","Eso-AdenoCA::S.11","Eso-AdenoCA::S.12","Eso-AdenoCA::S.13","Eso-AdenoCA::S.14","Eso-AdenoCA::S.15","Eso-AdenoCA::S.16","Eso-AdenoCA::S.17","Eso-AdenoCA::S.18","Eso-AdenoCA::S.19","Eso-AdenoCA::S.20","Eso-AdenoCA::S.21","Eso-AdenoCA::S.22","Eso-AdenoCA::S.23","Eso-AdenoCA::S.24","Eso-AdenoCA::S.25","Eso-AdenoCA::S.26","Eso-AdenoCA::S.27","Eso-AdenoCA::S.28","Eso-AdenoCA::S.29","Eso-AdenoCA::S.30","Eso-AdenoCA::S.31","Eso-AdenoCA::S.32","Eso-AdenoCA::S.33","Eso-AdenoCA::S.34","Eso-AdenoCA::S.35","Eso-AdenoCA::S.36","Eso-AdenoCA::S.37","Eso-AdenoCA::S.38","Eso-AdenoCA::S.39","Eso-AdenoCA::S.40","Eso-AdenoCA::S.41","Eso-AdenoCA::S.42","Eso-AdenoCA::S.43","Eso-AdenoCA::S.44","Eso-AdenoCA::S.45","Eso-AdenoCA::S.46","Eso-AdenoCA::S.47","Eso-AdenoCA::S.48","Eso-AdenoCA::S.49","Eso-AdenoCA::S.50","Eso-AdenoCA::S.51","Eso-AdenoCA::S.52","Eso-AdenoCA::S.53","Eso-AdenoCA::S.54","Eso-AdenoCA::S.55","Eso-AdenoCA::S.56","Eso-AdenoCA::S.57","Eso-AdenoCA::S.58","Eso-AdenoCA::S.59","Eso-AdenoCA::S.60","Eso-AdenoCA::S.61","Eso-AdenoCA::S.62","Eso-AdenoCA::S.63","Eso-AdenoCA::S.64","Eso-AdenoCA::S.65","Eso-AdenoCA::S.66","Eso-AdenoCA::S.67","Eso-AdenoCA::S.68","Eso-AdenoCA::S.69","Eso-AdenoCA::S.70","Eso-AdenoCA::S.71","Eso-AdenoCA::S.72","Eso-AdenoCA::S.73","Eso-AdenoCA::S.74","Eso-AdenoCA::S.75","Eso-AdenoCA::S.76","Eso-AdenoCA::S.77","Eso-AdenoCA::S.78","Eso-AdenoCA::S.79","Eso-AdenoCA::S.80","Eso-AdenoCA::S.81","Eso-AdenoCA::S.82","Eso-AdenoCA::S.83","Eso-AdenoCA::S.84","Eso-AdenoCA::S.85","Eso-AdenoCA::S.86","Eso-AdenoCA::S.87","Eso-AdenoCA::S.88","Eso-AdenoCA::S.89","Eso-AdenoCA::S.90","Eso-AdenoCA::S.91","Eso-AdenoCA::S.92","Eso-AdenoCA::S.93","Eso-AdenoCA::S.94","Eso-AdenoCA::S.95","Eso-AdenoCA::S.96","Eso-AdenoCA::S.97","Eso-AdenoCA::S.98","Eso-AdenoCA::S.99","Eso-AdenoCA::S.100"
"DEL_C_1_0",58,19,23,143,3,28,21,5,5,97,6,24,4,70,3,26,1,3,27,6,58,6,2,5,9,7,12,5,22,2,21,48,18,14,37,18,29,63,181,4,1,6,6,16,10,32,42,4,22,1,25,29,5,35,4,0,10,35,3,57,0,8,47,9,10,24,13,6,0,166,121,0,67,43,13,9,15,1,71,66,20,1,21,10,7,8,1,9,85,8,23,6,7,2,86,128,16,2,0,17
"DEL_C_1_1",31,7,24,49,1,14,3,1,12,37,34,17,0,37,1,17,0,1,15,1,8,3,0,25,11,1,11,1,4,1,2,4,7,3,6,11,0,31,24,0,3,3,9,5,0,25,5,1,6,0,72,18,3,10,0,10,1,23,1,33,0,14,33,2,29,5,0,1,0,23,32,0,5,2,5,3,11,2,46,21,9,0,4,17,2,0,3,3,13,10,25,3,0,0,10,41,7,1,0,22
"DEL_C_1_2",44,13,18,2,0,1,7,0,8,6,45,21,0,13,0,11,0,0,14,4,0,0,0,14,5,1,1,0,17,0,0,3,5,14,0,21,1,33,11,0,0,0,6,5,0,11,1,0,6,0,53,17,0,0,0,3,0,0,0,37,0,30,4,3,13,1,0,2,0,5,0,0,1,0,0,0,5,0,3,2,2,0,0,7,0,0,2,8,11,5,18,0,0,0,12,2,0,0,0,8
"DEL_C_1_3",11,4,27,9,2,3,7,4,3,12,14,4,1,27,3,7,1,2,8,3,4,5,2,6,10,2,7,3,7,1,1,3,7,6,5,5,2,10,5,2,2,5,4,5,2,10,6,1,4,0,21,16,1,0,3,5,7,1,2,8,2,10,5,6,18,1,16,2,1,4,20,0,6,0,6,7,14,3,9,6,3,1,5,8,3,4,2,1,17,11,4,6,1,4,11,4,6,8,2,15
"DEL_C_1_4",12,13,6,6,1,6,7,3,0,6,1,9,5,5,2,5,2,2,1,0,4,3,0,0,2,5,7,11,9,3,4,3,9,5,3,4,3,4,3,0,1,1,1,6,10,2,16,0,6,4,13,3,1,9,3,3,8,2,4,2,1,2,14,11,6,2,6,4,1,1,16,1,2,0,8,6,6,8,2,11,11,0,10,3,6,1,1,1,4,6,4,3,2,9,7,10,6,4,0,3
"DEL_C_1_5+",16,33,7,0,20,6,4,23,3,9,2,22,13,29,11,1,3,6,11,5,1,21,4,3,5,21,15,29,20,12,7,5,26,15,7,17,14,10,5,9,10,17,8,20,37,5,19,20,6,14,21,9,11,22,8,3,15,10,12,10,1,5,43,10,33,2,23,14,3,20,27,9,14,6,10,21,6,14,12,25,12,2,26,69,28,11,5,3,6,23,8,14,1,17,6,24,16,28,6,7
"DEL_T_1_0",147,55,58,20,4,11,22,6,48,124,205,64,4,110,18,20,2,4,82,6,29,7,1,25,70,10,51,11,50,3,9,26,56,34,14,71,19,72,35,15,7,24,29,43,8,39,34,6,34,2,375,41,5,33,5,51,9,29,7,144,0,23,25,29,51,14,21,13,1,32,14,9,20,5,14,20,34,2,32,30,44,0,25,54,31,1,2,24,25,66,79,3,4,3,95,52,11,22,2,21
"DEL_T_1_1",141,50,5,9,0,1,22,0,60,83,143,132,0,30,0,39,0,1,49,10,8,0,0,44,53,0,30,0,14,0,3,11,74,30,1,44,1,29,44,0,0,0,26,4,0,55,6,0,76,0,97,97,8,5,0,23,0,14,0,92,0,58,13,2,62,5,0,1,0,20,19,0,2,1,0,0,24,0,8,9,13,0,7,53,0,0,2,28,71,70,65,0,1,0,40,20,1,0,0,25
"DEL_T_1_2",68,103,128,26,2,13,97,8,39,158,82,95,5,45,5,80,1,4,65,4,22,0,3,35,67,4,29,8,94,7,6,19,82,24,5,200,15,57,54,8,7,7,28,45,5,33,31,4,47,4,73,81,23,22,9,42,10,25,4,94,3,61,40,5,47,13,21,12,0,29,44,2,9,9,18,16,52,7,18,25,74,2,12,65,11,4,3,31,55,145,138,9,4,17,124,27,6,13,4,49
"DEL_T_1_3",74,101,50,64,18,29,72,19,45,60,86,114,8,64,39,55,12,4,88,11,12,13,5,117,10,11,155,26,68,9,6,24,22,38,27,31,14,113,37,17,11,16,62,36,26,44,40,6,46,14,106,48,12,30,20,44,42,25,17,70,2,52,63,16,107,8,60,41,1,95,42,7,28,22,31,15,45,22,47,38,118,7,57,96,39,26,2,26,69,60,46,19,7,29,111,41,32,54,7,51
