Sample,ID1,ID2,ID3,ID5,ID6,ID7,ID8,ID14
Stomach-AdenoCA::MSI-H.S.1,15933.987849544557,79976.39696634555,0.0,2734.2607999029083,0.0,0.0,0.0,0.0
Stomach-AdenoCA::MSI-H.S.2,22659.937121511357,99078.17634074014,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::MSI-H.S.3,5543.010351597845,25003.963431729037,0.0,3262.617753062805,0.0,2614.860642493723,0.0,0.0
Stomach-AdenoCA::MSI-H.S.4,17136.35786588968,106559.63581172988,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::MSI-H.S.5,0.0,99015.32068526927,0.0,7122.365031191214,0.0,1434.3596524593008,0.0,0.0
Stomach-AdenoCA::MSI-H.S.6,18276.55311550639,67239.94620628799,0.0,0.0,0.0,4789.798479488152,0.0,0.0
Stomach-AdenoCA::MSI-H.S.7,13221.520555217521,59795.10745908353,0.0,5312.641585626833,0.0,1005.3221546045926,0.0,0.0
Stomach-AdenoCA::MSI-H.S.8,10946.288128327154,60165.990249227936,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::MSI-H.S.9,35805.16039417126,108227.31731235015,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::MSI-H.S.10,23852.460321597253,23418.016679084834,0.0,545.4465843531876,0.0,3082.792401658056,0.0,0.0
