Mutation type,Stomach-AdenoCA::S.1,Stomach-AdenoCA::S.2,Stomach-AdenoCA::S.3,Stomach-AdenoCA::S.4,Stomach-AdenoCA::S.5,Stomach-AdenoCA::S.6,Stomach-AdenoCA::S.7,Stomach-AdenoCA::S.8,Stomach-AdenoCA::S.9,Stomach-AdenoCA::S.10,Stomach-AdenoCA::S.11,Stomach-AdenoCA::S.12,Stomach-AdenoCA::S.13,Stomach-AdenoCA::S.14,Stomach-AdenoCA::S.15,Stomach-AdenoCA::S.16,Stomach-AdenoCA::S.17,Stomach-AdenoCA::S.18,Stomach-AdenoCA::S.19,Stomach-AdenoCA::S.20,Stomach-AdenoCA::S.21,Stomach-AdenoCA::S.22,Stomach-AdenoCA::S.23,Stomach-AdenoCA::S.24,Stomach-AdenoCA::S.25,Stomach-AdenoCA::S.26,Stomach-AdenoCA::S.27,Stomach-AdenoCA::S.28,Stomach-AdenoCA::S.29,Stomach-AdenoCA::S.30,Stomach-AdenoCA::S.31,Stomach-AdenoCA::S.32,Stomach-AdenoCA::S.33,Stomach-AdenoCA::S.34,Stomach-AdenoCA::S.35,Stomach-AdenoCA::S.36,Stomach-AdenoCA::S.37,Stomach-AdenoCA::S.38,Stomach-AdenoCA::S.39,Stomach-AdenoCA::S.40,Stomach-AdenoCA::S.41,Stomach-AdenoCA::S.42,Stomach-AdenoCA::S.43,Stomach-AdenoCA::S.44,Stomach-AdenoCA::S.45,Stomach-AdenoCA::S.46,Stomach-AdenoCA::S.47,Stomach-AdenoCA::S.48,Stomach-AdenoCA::S.49,Stomach-AdenoCA::S.50,Stomach-AdenoCA::S.51,Stomach-AdenoCA::S.52,Stomach-AdenoCA::S.53,Stomach-AdenoCA::S.54,Stomach-AdenoCA::S.55,Stomach-AdenoCA::S.56,Stomach-AdenoCA::S.57,Stomach-AdenoCA::S.58,Stomach-AdenoCA::S.59,Stomach-AdenoCA::S.60,Stomach-AdenoCA::S.61,Stomach-AdenoCA::S.62,Stomach-AdenoCA::S.63,Stomach-AdenoCA::S.64,Stomach-AdenoCA::S.65,Stomach-AdenoCA::S.66,Stomach-AdenoCA::S.67,Stomach-AdenoCA::S.68,Stomach-AdenoCA::S.69,Stomach-AdenoCA::S.70,Stomach-AdenoCA::S.71,Stomach-AdenoCA::S.72,Stomach-AdenoCA::S.73,Stomach-AdenoCA::S.74,Stomach-AdenoCA::S.75,Stomach-AdenoCA::S.76,Stomach-AdenoCA::S.77,Stomach-AdenoCA::S.78,Stomach-AdenoCA::S.79,Stomach-AdenoCA::S.80,Stomach-AdenoCA::S.81,Stomach-AdenoCA::S.82,Stomach-AdenoCA::S.83,Stomach-AdenoCA::S.84,Stomach-AdenoCA::S.85,Stomach-AdenoCA::S.86,Stomach-AdenoCA::S.87,Stomach-AdenoCA::S.88,Stomach-AdenoCA::S.89,Stomach-AdenoCA::S.90
DEL_C_1_0,13.679643500288131,32.4981352241894,28.656515676611647,10.850241584796974,11.33933747137029,21.441114154173256,9.548550200893374,0.31999128137539795,10.468620723599507,23.88172246316567,1.3934504204953275,2.8420816494569263,13.247033947987582,1.1569185691625241,4.7351463197512285,7.512757181126923,10.729910773725873,14.000967085785492,9.683857739211705,6.628703567498364,1.297935020968561,7.880696113710265,15.143757424292929,15.304831421019962,16.671942949964333,0.45839619450322017,12.290330338639516,7.546577904846849,13.807580687858037,10.836686166118477,1.1587876629218734,6.682143771782711,1.1823532972586412,13.216765569887242,1.9267179021159087,6.927177773805373,1.8494130222655751,9.66420523882427,12.961896231078102,20.225416817184897,9.974330143855534,13.8994950224885,3.209443369690839,11.252485843304118,5.498038984765906,8.577732298162069,0.7141432166172564,41.666537788157065,0.6069794543127193,1.4839802249350247,12.384360761839222,21.998789431252924,22.92380386677153,2.427248261026219,42.89077136065425,2.8494505724429264,0.7850658267098758,8.65482338676786,8.347958791933491,6.021789391946378,30.603168803083392,30.61115783357878,5.717713828178136,11.826566738740793,7.198383632474346,11.201245641616445,19.579102008690725,17.077818226376067,0.49413717981188177,8.181449829914383,20.17101413919605,3.472535786212753,9.185487092508602,6.223228015483974,17.776614890262703,12.635365613351318,1.3153869072011537,5.093214451934529,3.5946090575782663,30.02043342796817,5.071906307072965,26.01818256497988,10.134923083758574,13.04778858592459,36.83752445477834,11.646774315812848,13.023113806642737,84.10951204345696,12.282861255429557,15.568396330573453
DEL_C_1_1,12.100568168714641,15.210194805255043,16.930259469794844,12.776360172904806,3.6059496475209496,17.02317473620677,9.733801903409178,0.5530912096365503,8.835874967666697,14.371751136388509,0.5114692923541129,0.26282802678796235,14.484357786115451,0.9996244287659497,5.11224659592772,9.30495903980617,13.006423030971133,10.216695872962276,3.5370025856999834,3.9214272870499736,0.2820276598050875,7.7887400849749024,8.893293833965604,9.367618543834514,17.339238841257973,0.6033256105043545,14.085198539681999,9.046853769619577,13.32105048725366,12.660532441556429,1.1014363428336018,6.3604299557816155,0.7482556100732821,12.413439411767897,0.6746727741282871,8.587580318802551,2.1054220228277005,11.258853274306851,16.977559676810166,17.566561524984234,12.698514405059754,17.2814292248541,1.0081722930699042,11.046163318836784,1.4108209214480958,5.4773740941039115,0.3341268116725108,16.548400094342416,0.514170083742019,1.4119565966088494,10.821840923867843,12.299094162443044,29.35880192968247,0.9690825936537855,24.44883441716867,0.22246204905047107,0.8699374745772145,10.119985032891197,7.750950028442309,6.604020863102328,19.685065555501506,7.976498901095904,6.199487381054724,4.256647713120369,6.21236149818895,13.775157888223253,7.215840692274243,18.561784957430955,0.12818281227041614,7.227142350049387,14.82530040297539,1.898930361884582,4.713313328063046,6.354194922916606,2.350453788778817,1.6514763458022548,1.1289008920736707,6.618785351468264,4.1025770773135815,8.731110934080492,5.812717000540153,21.997365307457436,12.881803363388894,12.15430604993763,30.586469361167218,3.987670224487373,16.06408159420537,36.57279686849127,7.567997467618786,11.560980688152439
DEL_C_1_2,9.182790433408172,11.970562687838687,13.72327916748198,11.767464762383472,3.618247702171827,13.792540611424034,8.909872836433498,0.14828119288223443,5.33416390692132,13.837268713588662,0.49662935776164435,0.0017989065924909192,14.113747072204553,0.4454191911271479,3.889051645378179,8.22830889495108,11.972578264470197,4.428110677970837,1.0856972356356815,3.2739464228528026,0.18497711382939347,6.537991625925985,1.2448777809385199,2.9541401809468324,13.78632824464636,0.23364504954000717,12.533016670145445,7.67869055372331,13.125946913062918,10.875016541103593,0.9551983121505649,6.131650235629543,0.8463684303915207,9.103274187193172,0.243641599183953,8.004062873256578,1.8777392857021162,9.642669682098159,15.49631699581497,12.954876817764399,11.230739541391108,15.740755177285926,0.26095342063441124,9.955288957587545,2.151258746406051,4.653076291165846,0.004163835713911671,15.754944068556181,0.28562553111500155,1.27219401918569,10.236184711235216,9.22547195910793,25.463549916540998,0.0014370171479950909,18.083999617191417,0.039312629984590765,0.00039055954846939367,9.312586068759781,7.935112900026605,5.345384481758307,19.147613597974,4.884100539258739,5.495187890752803,3.440794659337948,5.9138837215103575,12.428699954051519,7.648238956606544,15.82981751783284,0.000301763793157507,7.2777059266623505,6.788753419316966,1.715974579564946,2.8612180215791763,5.972507854835062,0.822454750832039,1.5480881063368592,0.9707202827891431,5.614013753647331,3.493530582639599,9.249695294595663,5.317210477515033,13.481380574509505,11.915474360022703,11.428686642965523,16.204882691908313,3.252900763362357,14.738536770006414,36.1908338893841,6.432328153543122,9.716274837459267
DEL_C_1_3,6.249186064112467,7.69757002918662,8.926036272188423,7.126299821716033,8.58297256652649,11.1739059942841,6.611740516566705,1.3137539995202425,3.714176028023887,8.556016396483596,1.8206621006618964,2.0465589188745597,13.419912129162348,2.8155027632450147,4.070967819359487,4.4425798367408,7.598468481677617,3.805368819683811,2.5700067576530845,1.8655783577489031,0.8520775422654265,5.306541149877458,2.222738666135112,4.305242496804944,7.974398766122029,1.080278705517594,7.128840498496777,6.223654847606923,12.51096818774421,8.485443331255649,0.8063469469001374,6.5853654337040615,2.0549021468356488,5.562322855616823,2.172910369367117,5.651250376554238,1.7620644598099893,6.054966289459261,10.440490891689418,9.494969890472207,7.802168169205611,9.882347019520898,1.6257897117301452,6.646758839109695,7.249863619206334,2.633718575776952,1.1660247696288661,8.451832063712564,0.7256905030897424,1.3152792660285786,6.835830730188364,6.258719985505207,13.179341783925631,3.506962198123542,11.244009731787745,2.139422687893022,2.4489876777559836,5.682274259613142,9.258972016198793,7.557465751064262,10.297022599753895,5.029875561364991,3.470579566688785,5.031020135974048,4.0219375881041906,8.060023721556602,8.311277104654014,10.016949697121186,0.5506938882712651,7.847819387424339,5.405886331902804,2.074044295938013,4.080423588242549,4.369071552712948,2.3066493212602883,4.2842088126871625,2.327545699077974,6.148388716001429,1.950711886375093,4.332082587086489,3.8211839099316496,9.985900011231967,6.975331603778669,9.186572625600494,12.996511598933012,7.027166981359869,8.92192862778642,15.380605919881157,8.451174526341799,5.721401308429474
DEL_C_1_4,3.8334718046816487,10.017388149845768,5.238470219989565,2.199175534257455,14.081891405868609,4.893138777057119,4.527913702006939,0.8795361877747809,2.1601774430586658,4.228322205577917,3.056813091214274,2.4591918013028824,16.194216695043448,2.9810830957644954,2.3826354109956247,2.0379557889992217,2.9998625345772627,1.793198960166706,2.474626443026197,1.6293788762038688,1.002032559366636,4.523379541433211,0.8339900932982574,4.144226122855509,1.8969728462563513,0.4823228632551636,1.7613575952479488,2.331618901997148,14.958717431591133,6.495465165698603,0.4129950729267994,8.961169764739466,3.8559348364087316,2.389647520533989,2.2354035061895274,3.6157958275519193,1.4172787350458367,1.7161830669213791,10.299130205573908,4.129060298742791,2.1728476811232866,3.027048584869782,2.916021203059672,4.033827819933719,15.289921976354705,1.4848986105103945,0.8686251781711152,6.639662737128922,0.5339943476856108,1.1424299470848713,5.566486316762825,4.711907532102194,8.08576268675679,2.6573234605630334,5.291073858785591,2.9365063868645285,1.2758200584269748,1.7892581099606644,13.659707731068583,8.553338184004955,5.741581236450096,7.397453283897201,2.743455448183513,6.277639302302904,2.695831244883836,2.3266622660537863,10.703026061781642,4.305242469702192,0.4892775585373286,10.646030840922261,1.7270341809184102,1.8531137834149574,4.051272243353976,3.9270755068816134,5.172231250764499,5.85320391138877,3.285047738062787,4.499295956779681,1.551699802428687,5.235745694279332,2.381471065173063,3.277716808617494,2.1458483938117303,7.913424178478914,10.427676543631858,7.5829184436757515,2.620498183598432,15.854599428419116,6.662046144628598,2.5458906700565804
DEL_C_1_5+,9.927412047465461,15.738775408929623,8.416599346594632,4.7953135928659725,40.9695235831572,11.490346747638021,11.068423265908674,3.0755536680691957,4.89047448255649,9.4755271648019,8.336613696368971,9.543354264117689,36.241092725212816,8.825182583215915,7.465624386790499,3.656049776433639,6.2703440910272406,3.376844525084226,8.458114609070224,3.4455753173553876,3.779346884520537,10.239358339358155,1.5682338278245906,10.393345730489747,2.499237538313349,2.067065943002006,2.678355560038763,6.691943517507468,35.68471447542253,14.241184642359993,1.2638605749385572,21.308633888139443,9.33362033183131,4.67944896095633,7.9528321887525335,7.702926684187445,3.501412995074043,3.110178747529157,20.65754754726865,11.252457901959648,5.312085678586975,6.290476947002985,8.293081025637836,10.97036763516631,38.83957094879747,2.080273924058555,3.508654544726875,14.875499630670918,1.92512212947372,3.1054263772854043,11.048269033913051,7.930857711969057,14.678379636151393,10.930898705169003,10.70938230959558,10.511492509890314,5.613517491085815,3.9783987744832476,32.1271844017299,21.956484375000734,12.24310289454008,16.006380201020153,6.425124547485462,21.17876378482629,5.590949544116588,5.332948453685647,29.94844290489619,8.677650223222644,1.9672660960018646,25.74171019654979,3.381323255130077,6.531420948154573,13.875380517549123,9.246023943873775,13.023414371617278,20.893352619419936,8.474779966228182,11.478330248708982,3.2933672999781605,9.123158131890719,5.418146433037931,7.45619356470541,3.6269364997739744,20.014358274803406,19.13804293792013,28.01393165448689,5.1846717892467495,21.661941144114575,23.808050275660513,3.6686631827217324
DEL_T_1_0,31.340380750614035,67.25670907493271,76.465960622913,46.77372746773603,25.62295867067429,67.49911306143032,36.48058075476529,1.3994343930883806,16.27428037988846,41.35776845440561,3.3444118007117347,4.997002927894314,52.939185306499226,3.1435145970973344,11.866447779545174,22.165535450509907,46.80875425603272,23.05324020378834,8.64706928670381,3.106975104586324,2.502261855800638,26.557575348466376,13.29962395600746,18.333735729858798,55.70131375132113,1.7387128945259116,48.708691810387144,29.229217402003204,53.0709991300666,32.71429392452734,3.7720432148531,22.046944354502752,3.440887629500012,30.376811397662223,3.698029272165446,30.801888756218588,7.612252528222642,37.77995464043805,37.09959770022909,58.40534715638452,44.70431046942328,61.7925713272862,3.9996620558452953,34.4175219842293,12.078034036924647,23.97362567856317,1.6205562603694605,48.986327454636765,0.9528577530689015,5.572666995640647,35.89927516971094,53.5042656727472,44.84269320043221,5.278943169371895,64.25655619287947,4.962558264732287,2.463227656767198,37.13235457947347,31.347300775188568,15.563478533668077,59.32538926702885,46.60041053215476,13.421987751512098,14.063013971658261,20.14941422915997,49.36135494159742,30.56006870492618,63.51892116419974,0.9808310845274695,29.959099617467572,35.21160100353041,9.953820072900474,16.253148927979836,20.72162818499115,27.474316240048967,12.183735358027176,4.414227012789356,22.54485721679928,6.043813398702105,26.753168537326424,21.08805815309394,62.13239591095191,45.86336443883715,48.38405721773197,58.503471623608846,27.269978378430693,57.728419659073204,76.30221344905537,36.567597660222056,47.05196525492043
DEL_T_1_1,24.94619650679661,33.23844265527046,51.887455804589365,46.93982630885311,12.648843988436303,53.157362568330605,34.8523175704303,0.5047955293135111,10.85692768823543,37.474257800282714,1.5085513061726776,3.354757335110393e-15,52.573332018214785,1.124701081425264,8.482762660275409,21.051558093684623,47.416723663947366,16.70923241142647,1.277839451993474,0.4237420636317988,0.5328439924531458,25.14209926613832,3.889596332761654,8.460283569224071,54.41308346817897,0.9001171696755106,49.385490545162035,27.561170848327688,49.8724937046734,28.89391275748444,3.3071719483612103,19.669524618272387,2.548852087655341,26.381646508859387,0.2711873667146348,31.39299331004538,7.281717776211976,37.98149210717669,35.82253027160918,51.17722853124518,44.800106296556436,62.69417433711988,0.5450093039097192,30.010214852994523,5.736335892990649,17.507340884712114,0.003384742268630849,36.486080523562805,0.023134647207930962,4.941115265622012,35.98253592201708,34.478183268918926,38.01063046430676,5.928277241070737e-15,52.62599794369351,0.03387257228688612,4.206741587614081e-15,37.14447892662755,29.093709605629265,11.327915162742523,53.98989073974345,8.160672498283676,11.074633029745389,1.983498722419109,19.965001040760445,49.5782759825764,19.96018779564332,62.54609681111167,9.22603128688361e-16,27.219769017168993,26.030119389206078,6.839879665308907,7.508484141946789,19.21163677187963,1.0228880502900168,0.254890843216954,3.2526343307117647,21.638237385560355,4.4347924729037675,13.695542303149058,20.899167343122464,52.76321496240865,47.39846648043865,44.60722567662223,43.70985326473095,12.937462752384299,58.73592457239688,53.80660092042833,25.56026235101292,37.64490999616311
DEL_T_1_2,30.931746119040557,55.6398310927001,71.5208047168495,52.12017273071582,25.1316601158445,67.54560992597125,39.94491152552061,1.2197844400116884,13.378965276891195,48.364414507273096,3.204232762091447,4.372763695365187,58.38368986736556,2.8351464390235943,11.957403037518961,23.984525391362396,52.207393497499446,17.777980075061677,5.791462132978667,3.038046259744422,2.318888138790098,28.088063546356906,3.8450356531156538,10.762056572589708,58.842964301004024,1.6500850214229419,53.84367430774068,31.94068047727176,58.03912168466632,34.17829128785681,4.091446541586592,23.58498493802438,3.5116973296682494,30.050810417067844,3.2018218860072,34.32637568173543,8.309103417087192,41.32774582370589,40.07256493420464,59.32025061203443,49.648869541114465,68.91790564343945,2.633055773977137,37.04340999372819,11.664272407528715,23.059405097389934,1.3425367942947712,55.15359114020091,0.7687246917785027,6.022025876255295,40.306282474424364,48.205812043469436,46.58894861123546,4.412112689482148,65.97134538153658,4.344891652111843,1.933462046166416,41.33940264918435,34.03389390201425,15.592412411651589,67.95581269436941,33.104594778768785,14.08710074011033,12.843556135989536,22.91599945516003,54.92867619161521,33.76488205211038,68.60728082877996,0.8353311423764774,32.49756315441216,28.36201661905565,10.37862197650693,14.352101965065646,22.594059587527617,17.926220790196066,11.958460833713996,4.499815868935212,24.59498219501648,5.986404599182069,28.80226548673477,23.27249291198953,58.57423251570105,51.39444170980072,52.66514484735599,45.674478260818475,26.931308769165245,64.47300836724867,86.04983277102473,38.10869922082332,46.69429195970383
DEL_T_1_3,33.44613268267178,62.57764686299068,71.0024544201247,43.967518995574075,46.63718760643295,64.56772165250045,37.08275890257714,2.301445393254385,15.024156014570147,49.677939702189725,6.550781602384485,12.44645821432109,54.24859777631185,5.922221043655034,14.996695103321189,21.513946282655905,43.414669445283984,15.803504567357185,13.672939124880553,6.651472322692074,5.430128149974543,25.5318424195124,5.100259658342451,14.993041983539166,47.372725438456044,2.5213148179691456,43.48736814470746,29.244850271459963,58.694537275760695,32.61699474631215,4.238218702246041,26.08118345677829,5.550393552591164,27.609177065785403,8.5517541618984,28.759180723934737,7.769564732640456,33.3394475311375,37.12619392502595,56.304161717862485,41.42865274709072,56.75016744243511,7.301092728788966,38.87959976907187,25.190715366117647,22.111172045647365,3.7030973707521686,67.53734501640798,2.076649023578468,6.358960451056967,35.239049793202256,49.03157702275503,48.33324518595899,12.195711103552593,67.32659496045609,12.510765319738692,5.114897012141151,35.04549035213961,36.54928920130275,20.976547964318687,69.17269313965951,53.381848918217145,15.788632680095173,31.753409598321777,20.49881122811653,45.9457361025693,50.63099465472422,57.43446643324232,2.3374687406487134,35.17808560823423,25.630478048130165,14.396488784969135,24.82881938843205,22.426396465493855,34.71048365418528,31.925902995443202,6.433189425076864,22.62422029300431,7.352364118010294,39.743988885616446,20.29078110512093,51.94197357045281,41.07968399935553,52.31636846605288,40.51921788362105,48.14296797074264,52.92905358499946,101.72665820542912,51.597995131966655,42.56866395040627
