Mutation type,Stomach-AdenoCA::S.1,Stomach-AdenoCA::S.2,Stomach-AdenoCA::S.3,Stomach-AdenoCA::S.4,Stomach-AdenoCA::S.5,Stomach-AdenoCA::S.6,Stomach-AdenoCA::S.7,Stomach-AdenoCA::S.8,Stomach-AdenoCA::S.9,Stomach-AdenoCA::S.10,Stomach-AdenoCA::S.11,Stomach-AdenoCA::S.12,Stomach-AdenoCA::S.13,Stomach-AdenoCA::S.14,Stomach-AdenoCA::S.15,Stomach-AdenoCA::S.16,Stomach-AdenoCA::S.17,Stomach-AdenoCA::S.18,Stomach-AdenoCA::S.19,Stomach-AdenoCA::S.20,Stomach-AdenoCA::S.21,Stomach-AdenoCA::S.22,Stomach-AdenoCA::S.23,Stomach-AdenoCA::S.24,Stomach-AdenoCA::S.25,Stomach-AdenoCA::S.26,Stomach-AdenoCA::S.27,Stomach-AdenoCA::S.28,Stomach-AdenoCA::S.29,Stomach-AdenoCA::S.30,Stomach-AdenoCA::S.31,Stomach-AdenoCA::S.32,Stomach-AdenoCA::S.33,Stomach-AdenoCA::S.34,Stomach-AdenoCA::S.35,Stomach-AdenoCA::S.36,Stomach-AdenoCA::S.37,Stomach-AdenoCA::S.38,Stomach-AdenoCA::S.39,Stomach-AdenoCA::S.40,Stomach-AdenoCA::S.41,Stomach-AdenoCA::S.42,Stomach-AdenoCA::S.43,Stomach-AdenoCA::S.44,Stomach-AdenoCA::S.45,Stomach-AdenoCA::S.46,Stomach-AdenoCA::S.47,Stomach-AdenoCA::S.48,Stomach-AdenoCA::S.49,Stomach-AdenoCA::S.50,Stomach-AdenoCA::S.51,Stomach-AdenoCA::S.52,Stomach-AdenoCA::S.53,Stomach-AdenoCA::S.54,Stomach-AdenoCA::S.55,Stomach-AdenoCA::S.56,Stomach-AdenoCA::S.57,Stomach-AdenoCA::S.58,Stomach-AdenoCA::S.59,Stomach-AdenoCA::S.60,Stomach-AdenoCA::S.61,Stomach-AdenoCA::S.62,Stomach-AdenoCA::S.63,Stomach-AdenoCA::S.64,Stomach-AdenoCA::S.65,Stomach-AdenoCA::S.66,Stomach-AdenoCA::S.67,Stomach-AdenoCA::S.68,Stomach-AdenoCA::S.69,Stomach-AdenoCA::S.70,Stomach-AdenoCA::S.71,Stomach-AdenoCA::S.72,Stomach-AdenoCA::S.73,Stomach-AdenoCA::S.74,Stomach-AdenoCA::S.75,Stomach-AdenoCA::S.76,Stomach-AdenoCA::S.77,Stomach-AdenoCA::S.78,Stomach-AdenoCA::S.79,Stomach-AdenoCA::S.80,Stomach-AdenoCA::S.81,Stomach-AdenoCA::S.82,Stomach-AdenoCA::S.83,Stomach-AdenoCA::S.84,Stomach-AdenoCA::S.85,Stomach-AdenoCA::S.86,Stomach-AdenoCA::S.87,Stomach-AdenoCA::S.88,Stomach-AdenoCA::S.89,Stomach-AdenoCA::S.90
DEL_C_1_0,-3.6796435002881314,0.5018647758106027,-5.656515676611647,-10.850241584796974,0.6606625286297092,-5.441114154173256,-5.548550200893374,0.680008718624602,-7.468620723599507,5.118277536834331,0.6065495795046725,0.15791835054307368,2.752966052012418,-0.1569185691625241,-2.7351463197512285,4.487242818873077,-4.729910773725873,-10.000967085785492,0.3161422607882951,10.371296432501637,-1.297935020968561,-1.8806961137102647,-14.143757424292929,7.695168578980038,-1.6719429499643326,-0.45839619450322017,3.7096696613604845,-1.546577904846849,0.19241931214196306,-1.8366861661184775,-1.1587876629218734,-0.6821437717827106,1.8176467027413588,-2.216765569887242,-0.9267179021159087,-4.927177773805373,-0.8494130222655751,0.33579476117573037,-11.961896231078102,-8.225416817184897,-1.9743301438555338,-9.8994950224885,-2.209443369690839,-3.252485843304118,2.5019610152340936,-0.5777322981620685,-0.7141432166172564,13.333462211842935,0.39302054568728073,0.5160197750649753,3.615639238160778,-1.9987894312529235,-3.9238038667715287,-1.427248261026219,-16.89077136065425,-0.8494505724429264,-0.7850658267098758,0.3451766132321392,1.6520412080665086,6.978210608053622,-4.603168803083392,3.3888421664212203,0.28228617182186433,-9.826566738740793,-2.1983836324743464,-5.201245641616445,-4.579102008690725,-3.077818226376067,-0.49413717981188177,5.818550170085617,7.82898586080395,-2.472535786212753,0.8145129074913982,0.7767719845160261,-6.776614890262703,-2.6353656133513184,1.6846130927988463,0.9067855480654714,-0.5946090575782663,7.979566572031828,-4.071906307072965,4.981817435020119,-5.134923083758574,-0.047788585924589455,14.16247554522166,-4.6467743158128485,-5.023113806642737,2.8904879565430406,-7.282861255429557,-11.568396330573453
DEL_C_1_1,5.899431831285359,-1.2101948052550426,-3.9302594697948443,-6.7763601729048055,-0.6059496475209496,-4.023174736206769,-8.733801903409178,-0.5530912096365503,2.1641250323333026,-2.371751136388509,-0.5114692923541129,-0.26282802678796235,-9.484357786115451,-0.9996244287659497,2.8877534040722797,-2.3049590398061692,-5.006423030971133,-0.21669587296227633,0.4629974143000166,-3.9214272870499736,-0.2820276598050875,-6.7887400849749024,-6.893293833965604,-2.3676185438345136,-9.339238841257973,-0.6033256105043545,-2.0851985396819988,-3.0468537696195774,-0.32105048725365926,-5.660532441556429,-0.10143634283360181,-0.3604299557816155,-0.7482556100732821,6.586560588232103,0.3253272258717129,-6.5875803188025515,-1.1054220228277005,-2.2588532743068512,0.022440323189833578,-3.566561524984234,-8.698514405059754,-3.281429224854101,-0.00817229306990419,4.9538366811632155,-0.4108209214480958,1.5226259058960885,-0.3341268116725108,-6.548400094342416,0.485829916257981,-0.4119565966088494,-8.821840923867843,-4.299094162443044,-3.358801929682471,1.0309174063462145,5.551165582831331,-0.22246204905047107,-0.8699374745772145,-3.119985032891197,4.249049971557691,-2.6040208631023276,-13.685065555501506,-2.976498901095904,-2.199487381054724,5.743352286879631,2.78763850181105,-4.775157888223253,-3.2158406922742433,-7.561784957430955,-0.12818281227041614,2.7728576499506126,-12.82530040297539,0.10106963811541791,-1.7133133280630464,0.6458050770833941,-2.350453788778817,-0.6514763458022548,-1.1289008920736707,1.3812146485317358,2.8974229226864185,-1.7311109340804922,-1.812717000540153,-9.997365307457436,-1.8818033633888938,-0.1543060499376292,-12.586469361167218,-0.9876702244873732,-6.064081594205369,14.427203131508733,0.43200253238121444,1.4390193118475612
DEL_C_1_2,-0.18279043340817225,10.029437312161313,-7.72327916748198,-9.767464762383472,1.3817522978281729,-7.792540611424034,4.0901271635665015,-0.14828119288223443,2.6658360930786804,-0.8372687135886618,-0.49662935776164435,-0.0017989065924909192,9.886252927795447,-0.4454191911271479,0.11094835462182084,-1.2283088949510805,-7.972578264470197,1.571889322029163,0.9143027643643185,-2.2739464228528026,-0.18497711382939347,-5.537991625925985,-0.24487778093851986,-2.9541401809468324,-2.7863282446463593,-0.23364504954000717,-0.5330166701454448,3.3213094462766897,-8.125946913062918,3.1249834588964074,0.04480168784943506,3.868349764370457,-0.8463684303915207,-2.103274187193172,-0.243641599183953,1.9959371267434225,-1.8777392857021162,0.357330317901841,8.50368300418503,-7.954876817764399,-2.2307395413911077,-6.740755177285926,-0.26095342063441124,0.04471104241245527,-2.151258746406051,3.3469237088341544,-0.004163835713911671,-5.754944068556181,-0.28562553111500155,0.72780598081431,-4.236184711235216,-5.22547195910793,6.536450083459002,-0.0014370171479950909,-4.083999617191417,-0.039312629984590765,-0.00039055954846939367,-6.3125860687597815,-4.935112900026605,-4.345384481758307,24.852386402026,-3.884100539258739,0.5048121092471973,1.5592053406620519,-1.9138837215103575,-6.428699954051519,-1.6482389566065443,-3.82981751783284,-0.000301763793157507,-4.2777059266623505,-5.788753419316966,0.2840254204350541,0.13878197842082374,-1.9725078548350616,1.177545249167961,-1.5480881063368592,-0.9707202827891431,-0.6140137536473311,-3.493530582639599,-3.2496952945956625,1.682789522484967,4.5186194254904954,-4.915474360022703,3.5713133570344766,3.7951173080916867,3.747099236637643,-0.738536770006414,-18.190833889384102,0.5676718464568777,-6.716274837459267
DEL_C_1_3,-5.249186064112467,-4.69757002918662,-6.926036272188423,5.873700178283967,-3.5829725665264895,1.8260940057159,-0.6117405165667051,-1.3137539995202425,-3.714176028023887,-1.5560163964835958,-1.8206621006618964,-1.0465589188745597,-4.419912129162348,-0.8155027632450147,-1.0709678193594874,-0.4425798367407996,-3.5984684816776173,-0.8053688196838111,-2.5700067576530845,0.13442164225109687,1.1479224577345735,3.693458850122542,-0.22273866613511206,-0.30524249680494364,-0.9743987661220288,-1.080278705517594,0.8711595015032234,0.7763451523930769,-10.51096818774421,-2.4854433312556488,1.1936530530998626,-5.5853654337040615,-2.0549021468356488,-3.5623228556168227,1.8270896306328832,0.3487496234457623,2.2379355401900107,-5.054966289459261,0.5595091083105821,0.5050301095277927,-2.8021681692056113,-6.882347019520898,1.3742102882698548,-6.646758839109695,-3.2498636192063337,-1.633718575776952,1.8339752303711339,7.548167936287436,-0.7256905030897424,-1.3152792660285786,-4.835830730188364,-2.2587199855052074,-8.179341783925631,2.493037801876458,4.755990268212255,-1.1394226878930218,-2.4489876777559836,-4.682274259613142,-3.2589720161987934,6.442534248935738,-5.297022599753895,-4.029875561364991,-0.4705795666887851,-0.031020135974047847,-1.0219375881041906,-1.0600237215566022,-1.311277104654014,-1.016949697121186,0.4493061117287349,2.152180612575661,-2.4058863319028037,-0.07404429593801298,-4.080423588242549,-1.3690715527129482,-1.3066493212602883,-2.2842088126871625,-2.327545699077974,-4.148388716001429,0.04928811362490704,2.6679174129135106,0.17881609006835042,0.014099988768032645,3.0246683962213314,-5.186572625600494,-10.996511598933012,8.97283301864013,-3.9219286277864196,-8.380605919881157,1.5488254736582014,-0.7214013084294741
DEL_C_1_4,-1.8334718046816487,-1.0173881498457682,-0.23847021998956475,-0.19917553425745504,-4.081891405868609,-0.8931387770571186,0.47208629799306134,-0.8795361877747809,-2.1601774430586658,2.771677794422083,-1.056813091214274,0.5408081986971176,-15.194216695043448,1.0189169042355046,-1.3826354109956247,-1.0379557889992217,-1.9998625345772627,0.206801039833294,3.525373556973803,3.3706211237961314,3.997967440633364,-2.5233795414332114,1.1660099067017426,-2.1442261228555086,0.10302715374364868,-0.4823228632551636,-0.7613575952479488,-0.33161890199714783,-7.958717431591133,-0.49546516569860266,-0.4129950729267994,-5.961169764739466,-2.8559348364087316,-2.389647520533989,-0.23540350618952743,-1.6157958275519193,1.5827212649541633,-0.7161830669213791,2.700869794426092,0.8709397012572087,-2.1728476811232866,3.972951415130218,-1.916021203059672,1.9661721800662812,-11.289921976354705,-0.4848986105103945,-0.8686251781711152,1.3603372628710781,-0.5339943476856108,-1.1424299470848713,-3.566486316762825,3.2880924678978056,-4.085762686756791,-2.6573234605630334,-3.291073858785591,-2.9365063868645285,-1.2758200584269748,0.21074189003933563,-8.659707731068583,-3.5533381840049554,0.258418763549904,-2.3974532838972014,-0.743455448183513,-6.277639302302904,-0.695831244883836,-1.3266622660537863,-9.703026061781642,2.6947575302978084,-0.4892775585373286,-4.646030840922261,-0.7270341809184102,-0.8531137834149574,7.948727756646024,-1.9270755068816134,-0.17223125076449897,4.14679608861123,-3.285047738062787,-2.4992959567796813,-0.551699802428687,-4.235745694279332,-1.3814710651730628,-1.2777168086174941,-2.1458483938117303,-0.9134241784789143,-7.427676543631858,-3.5829184436757515,-1.620498183598432,-5.854599428419116,0.3379538553714019,2.4541093299434196
DEL_C_1_5+,-4.927412047465461,-3.738775408929623,0.5834006534053682,-2.7953135928659725,-6.969523583157198,-4.490346747638021,-5.068423265908674,0.9244463319308043,-2.89047448255649,4.5244728351981,-6.336613696368971,-2.5433542641176885,-24.241092725212816,-2.8251825832159145,-2.4656243867904992,-2.656049776433639,3.7296559089727594,-2.376844525084226,-6.458114609070224,-0.4455753173553876,-1.7793468845205371,-4.239358339358155,-0.5682338278245906,4.606654269510253,-1.499237538313349,-1.0670659430020062,0.3216444399612368,0.3080564824925318,-8.684714475422531,-9.241184642359993,0.7361394250614428,-2.3086338881394433,-4.333620331831311,-2.6794489609563303,2.0471678112474665,-0.7029266841874451,-2.501412995074043,0.8898212524708429,-14.65754754726865,-5.252457901959648,-1.3120856785869748,4.709523052997015,3.706918974362164,-0.9703676351663102,-4.839570948797473,0.919726075941445,0.4913454552731249,-4.875499630670918,0.07487787052628003,-3.1054263772854043,-3.0482690339130514,-1.9308577119690566,-4.6783796361513925,1.0691012948309968,-7.709382309595579,5.488507490109686,-1.6135174910858154,1.0216012255167524,-3.127184401729899,4.043515624999266,-8.24310289454008,-4.0063802010201535,-1.4251245474854617,3.821236215173709,-5.590949544116588,-1.3329484536856473,-16.94844290489619,-3.677650223222644,-1.9672660960018646,-7.741710196549789,-1.3813232551300771,-3.5314209481545733,2.1246194824508766,-1.2460239438737748,-1.023414371617278,-5.893352619419936,-5.474779966228182,-5.478330248708982,-0.29336729997816047,-2.123158131890719,-5.418146433037931,0.5438064352945897,0.37306350022602563,4.985641725196594,-13.13804293792013,-19.01393165448689,2.8153282107532505,-11.661941144114575,-10.808050275660513,1.3313368172782676
DEL_T_1_0,-10.340380750614035,-18.256709074932715,-8.465960622913002,-4.77372746773603,-5.62295867067429,-22.49911306143032,-16.480580754765292,-0.3994343930883806,7.725719620111541,8.642231545594392,-1.3444118007117347,-4.997002927894314,-26.939185306499226,-1.1435145970973344,8.133552220454826,19.834464549490093,-11.80875425603272,-15.053240203788341,1.3529307132961907,-3.106975104586324,4.497738144199362,-9.557575348466376,3.7003760439925397,9.666264270141202,-4.7013137513211305,-0.7387128945259116,-18.708691810387144,-4.229217402003204,-21.070999130066603,18.28570607547266,2.2279567851469,7.953055645497248,-1.4408876295000121,-6.376811397662223,-0.6980292721654462,-15.801888756218588,0.3877474717773577,-12.77995464043805,-20.09959770022909,6.594652843615478,2.2956895305767233,-23.792571327286197,0.00033794415470467243,8.582478015770697,0.921965963075353,5.02637432143683,-1.6205562603694605,-9.986327454636765,0.047142246931098475,-4.572666995640647,-23.89927516971094,4.495734327252798,-10.842693200432208,-3.278943169371895,-28.256556192879472,-0.9625582647322872,-2.463227656767198,32.86764542052653,5.652699224811432,5.436521466331923,-5.3253892670288465,17.39958946784524,2.5780122484879016,5.936986028341739,-5.149414229159969,-1.361354941597419,-1.5600687049261808,52.48107883580026,0.019168915472530523,-12.959099617467572,10.788398996469589,4.0461799270995265,5.7468510720201635,-9.72162818499115,-5.474316240048967,-4.183735358027176,-2.4142270127893557,-3.5448572167992793,4.956186601297895,3.246831462673576,2.9119418469060605,25.867604089048093,-19.863364438837152,-15.384057217731971,27.496528376391154,12.730021621569307,1.2715803409267963,2.6977865509446275,-18.567597660222056,26.948034745079568
DEL_T_1_1,-4.9461965067966105,-3.238442655270461,-39.887455804589365,3.0601736911468933,-1.6488439884363029,2.842637431669395,-12.852317570430301,-0.5047955293135111,-2.85692768823543,3.5257421997172855,-1.5085513061726776,-3.354757335110393e-15,-43.573332018214785,-1.124701081425264,2.5172373397245913,3.9484419063153773,-26.416723663947366,-10.70923241142647,-1.277839451993474,-0.4237420636317988,-0.5328439924531458,-0.14209926613832025,-1.8895963327616538,0.539716430775929,3.586916531821032,-0.9001171696755106,-20.385490545162035,1.4388291516723122,10.127506295326597,13.10608724251556,-2.3071719483612103,3.330475381727613,-2.548852087655341,21.618353491140613,-0.2711873667146348,22.60700668995462,2.718282223788024,-0.9814921071766918,-5.822530271609182,-7.177228531245177,5.199893703443564,3.3058256628801175,-0.5450093039097192,9.989785147005477,-5.736335892990649,11.492659115287886,-0.003384742268630849,2.513919476437195,-0.023134647207930962,3.0588847343779877,8.017464077982922,15.521816731081074,28.989369535693243,-5.928277241070737e-15,8.374002056306487,-0.03387257228688612,-4.206741587614081e-15,-22.14447892662755,-8.093709605629265,-1.3279151627425225,3.0101092602565487,-6.160672498283676,0.9253669702546112,7.0165012775808915,-5.965001040760445,3.4217240174235997,-12.960187795643321,-17.546096811111667,-9.22603128688361e-16,-15.219769017168993,-3.030119389206078,-0.8398796653089073,2.4915158580532113,-2.211636771879629,-1.0228880502900168,-0.254890843216954,-3.2526343307117647,-8.638237385560355,1.5652075270962325,15.304457696850942,4.100832656877536,-9.763214962408647,20.60153351956135,-1.6072256766222281,-18.709853264730953,25.0625372476157,-4.735924572396883,-34.80660092042833,4.43973764898708,24.355090003836892
DEL_T_1_2,1.0682538809594426,-9.6398310927001,32.4791952831505,11.879827269284178,-0.13166011584450033,7.454390074028751,26.05508847447939,0.7802155599883116,-7.378965276891195,-1.3644145072730964,0.795767237908553,-1.3727636953651867,23.61631013263444,0.1648535609764057,0.0425969624810385,-16.984525391362396,19.792606502500554,11.222019924938323,-2.7914621329786673,0.961953740255578,-0.3188881387900979,-23.088063546356906,-1.8450356531156538,2.2379434274102916,-15.842964301004024,1.3499149785770581,31.156325692259323,-2.9406804772717585,-13.03912168466632,-18.17829128785681,1.908553458413408,-4.58498493802438,-2.5116973296682494,-16.050810417067844,1.7981781139928001,-0.32637568173542775,-1.3091034170871918,3.6722541762941106,22.927435065795358,10.679749387965572,14.351130458885535,17.082094356560546,-0.6330557739771372,10.95659000627181,-0.6642724075287152,-6.059405097389934,0.6574632057052288,-9.15359114020091,1.2312753082214973,-3.022025876255295,21.693717525575636,-34.205812043469436,-39.58894861123546,1.5878873105178517,4.02865461846342,2.6551083478881568,-1.933462046166416,-3.3394026491843505,0.966106097985751,-1.5924124116515888,-12.955812694369413,2.895405221231215,-4.08710074011033,0.1564438640104644,-5.91599945516003,20.07132380838479,-18.76488205211038,-19.607280828779963,-0.8353311423764774,20.502436845587837,-5.362016619055652,-6.378621976506929,0.6478980349343537,-11.594059587527617,-2.9262207901960657,8.041539166286004,1.5001841310647883,5.405017804983519,-2.9864045991820687,-13.802265486734768,-2.2724929119895307,2.4257674842989516,-5.3944417098007165,2.3348551526440104,-22.674478260818475,-1.9313087691652449,30.526991632751333,-3.0498327710247253,8.891300779176682,-36.69429195970383
DEL_T_1_3,14.55386731732822,40.42235313700932,50.99754557987529,7.032481004425925,-1.6371876064329527,19.432278347499548,1.9172410974228598,0.6985546067456152,-0.024156014570147377,-4.677939702189725,-3.550781602384485,-4.4464582143210905,30.751402223688153,-0.9222210436550338,-7.996695103321189,-7.513946282655905,42.585330554716016,9.196495432642815,-8.672939124880553,1.348527677307926,-1.4301281499745429,36.4681575804876,-5.100259658342451,-9.993041983539166,40.627274561543956,1.4786851820308544,14.51263185529254,0.7551497285400366,28.305462724239305,-9.616994746312152,-0.2382187022460407,-14.081183456778291,3.4496064474088364,9.390822934214597,0.44824583810160057,-3.759180723934737,-0.7695647326404558,17.660552468862498,-16.12619392502595,-4.304161717862485,-15.428652747090723,19.249832557564893,-2.3010927287889658,-16.879599769071874,-1.1907153661176473,-7.111172045647365,0.2969026292478314,4.462654983592017,-1.0766490235784678,3.6410395489430334,-10.239049793202256,29.96842297724497,22.666754814041013,-1.1957111035525934,20.67340503954391,-9.510765319738692,-2.1148970121411512,8.954509647860391,-5.549289201302749,-4.976547964318687,23.827306860340485,1.6181510817828553,-6.788632680095173,-10.753409598321777,12.50118877188347,-21.9457361025693,34.36900534527578,-4.434466433242321,-2.3374687406487134,2.821914391765773,-5.630478048130165,12.603511215030865,-4.8288193884320485,18.573603534506145,-17.710483654185282,0.07409700455679769,1.566810574923136,10.37577970699569,-4.352364118010294,-13.743988885616446,-10.290781105120931,-24.94197357045281,18.92031600064447,20.68363153394712,-6.519217883621053,-7.142967970742639,-24.92905358499946,35.27334179457088,14.402004868033345,1.4313360495937317
