"tool_name","cancer_type","cpu_seconds"
"deconstruct","Total all cancer types",57.5639999999992
"fitms_0.001","Total all cancer types",16.586
"fitms_0.005","Total all cancer types",16.601
"fitms_0.010","Total all cancer types",20.1459999999999
"fitms_0.030","Total all cancer types",35.8850000000003
"fitms_0.050","Total all cancer types",35.9779999999999
"fitms_0.060","Total all cancer types",39.0979999999998
"fitms_0.100","Total all cancer types",47.5279999999999
"fitms_0.200","Total all cancer types",47.196
"mp","Total all cancer types",15.0810000000004
"msa_default","Total all cancer types",631440
"musical","Total all cancer types",717.933
"mutsig","Total all cancer types",7.65199999999976
"pasa","Total all cancer types",43382.43
"sigest","Total all cancer types",0.388999999999973
"sigfit","Total all cancer types",4876.335
"sigpro","Total all cancer types",418.984999999998
"sigspack","Total all cancer types",0.120000000000005
"yapsa","Total all cancer types",0.229999999999109
