Sample.ID,Tool,MD,SMD,sens,prec,F1,Combined,spec,scaled_L2,KL,sum_sens_spec,cancer.type
Breast-AdenoCA::S.1,deconstruct,1794.35046482502,0.281953247144095,0.6,1,0.75,2.31804675285591,1,0.84762888992711,0.757937660508921,1.6,Breast-AdenoCA
Breast-AdenoCA::S.2,deconstruct,1965.97084910663,0.212422566083915,0.4,1,0.571428571428571,2.18757743391609,1,0.894571626389338,0.381976128770383,1.4,Breast-AdenoCA
Breast-AdenoCA::S.3,deconstruct,903.587958213509,0.431925410235903,1,0.8,0.888888888888889,2.3680745897641,0.888888888888889,0.727690216305463,0.491427745781965,1.88888888888889,Breast-AdenoCA
Breast-AdenoCA::S.4,deconstruct,721.466286623385,0.0874186703772428,0.75,1,0.857142857142857,2.66258132962276,1,0.939777093141486,0.31020761107706,1.75,Breast-AdenoCA
Breast-AdenoCA::S.5,deconstruct,2478.76307504046,0.579963283818545,0.8,0.8,0.8,2.02003671618145,0.875,0.647775140156532,0.63902910728643,1.675,Breast-AdenoCA
Breast-AdenoCA::S.6,deconstruct,12308.3400351758,0.8600614936186,0.5,0.75,0.6,1.3899385063814,0.857142857142857,0.478541335774678,2.02713612899285,1.35714285714286,Breast-AdenoCA
Breast-AdenoCA::S.7,deconstruct,348.188957156014,0.105415972496523,0.5,1,0.666666666666667,2.39458402750348,1,0.933407960199644,0.438492311187594,1.5,Breast-AdenoCA
Breast-AdenoCA::S.8,deconstruct,514.348874691278,0.12505443099715,1,1,1,2.87494556900285,1,0.920339321296343,0.018230008572464,2,Breast-AdenoCA
Breast-AdenoCA::S.9,deconstruct,2518.45574237859,0.21370010542033,0.5,1,0.666666666666667,2.28629989457967,1,0.868789190294702,0.108455570459815,1.5,Breast-AdenoCA
Breast-AdenoCA::S.10,deconstruct,1668.71207104727,0.276276832954847,0.666666666666667,1,0.8,2.39038983371182,1,0.869124344888553,0.513992965758374,1.66666666666667,Breast-AdenoCA
Breast-AdenoCA::S.11,deconstruct,260.243228880974,0.0898009761494044,0.75,1,0.857142857142857,2.6601990238506,1,0.935818003268608,0.130403109516753,1.75,Breast-AdenoCA
Breast-AdenoCA::S.12,deconstruct,504.068539267686,0.151919390978808,1,1,1,2.84808060902119,1,0.901956734373958,0.0378976451293093,2,Breast-AdenoCA
Breast-AdenoCA::S.13,deconstruct,2383.09400908016,0.335316449849466,0.6,0.75,0.666666666666667,2.01468355015053,0.875,0.802077365637874,1.16215670724576,1.475,Breast-AdenoCA
Breast-AdenoCA::S.14,deconstruct,686.91244205171,0.113802591459859,0.5,1,0.666666666666667,2.38619740854014,1,0.928170397529176,0.510004246891717,1.5,Breast-AdenoCA
Breast-AdenoCA::S.15,deconstruct,1605.22232880698,0.163032940159149,0.75,1,0.857142857142857,2.58696705984085,1,0.895760558957199,0.0478549013934982,1.75,Breast-AdenoCA
Breast-AdenoCA::S.16,deconstruct,22.351770767398,0.0185954831675524,1,1,1,2.98140451683245,1,0.986731642430153,0.000534301987211545,2,Breast-AdenoCA
Breast-AdenoCA::S.17,deconstruct,390.134468207108,0.133242646245597,0.75,1,0.857142857142857,2.6167573537544,1,0.923488676248677,0.296576286550704,1.75,Breast-AdenoCA
Breast-AdenoCA::S.18,deconstruct,522.334497783221,0.131404905102697,0.6,1,0.75,2.4685950948973,1,0.921424126568064,0.250280960114794,1.6,Breast-AdenoCA
Breast-AdenoCA::S.19,deconstruct,1158.79624384072,0.307128609552272,0.5,0.666666666666667,0.571428571428571,1.8595380571144,0.888888888888889,0.788189048593388,0.253316860465906,1.38888888888889,Breast-AdenoCA
Breast-AdenoCA::S.20,deconstruct,754.81814860574,0.199213024176759,0.4,1,0.571428571428571,2.20078697582324,1,0.883912617191139,0.533950239578627,1.4,Breast-AdenoCA
Breast-AdenoCA::S.21,deconstruct,412.531573449008,0.0718320692058172,0.75,1,0.857142857142857,2.67816793079418,1,0.94865319991606,0.275366291585902,1.75,Breast-AdenoCA
Breast-AdenoCA::S.22,deconstruct,519.416937972921,0.179666875812148,0.5,1,0.666666666666667,2.32033312418785,1,0.896645630578984,0.307280990845512,1.5,Breast-AdenoCA
Breast-AdenoCA::S.23,deconstruct,2668.87182027088,0.254955275150065,0.666666666666667,1,0.8,2.4117113915166,1,0.860596304689063,0.23708853641354,1.66666666666667,Breast-AdenoCA
Breast-AdenoCA::S.24,deconstruct,583.189088058241,0.101459479481253,0.8,1,0.888888888888889,2.69854052051875,1,0.937444216267375,0.0157935649853768,1.8,Breast-AdenoCA
Breast-AdenoCA::S.25,deconstruct,136.183852011061,0.0321415747016901,1,1,1,2.96785842529831,1,0.978266787637194,0.00130110342246566,2,Breast-AdenoCA
Breast-AdenoCA::S.26,deconstruct,791.41048847987,0.138795245261289,0.75,1,0.857142857142857,2.61120475473871,1,0.906309181823805,0.275196591736718,1.75,Breast-AdenoCA
Breast-AdenoCA::S.27,deconstruct,3317.48883196729,0.501889384563886,0.666666666666667,0.8,0.727272727272727,1.96477728210278,0.857142857142857,0.711200261053249,1.61888558975561,1.52380952380952,Breast-AdenoCA
Breast-AdenoCA::S.28,deconstruct,1954.60838741399,0.210830372927838,0.8,0.8,0.8,2.38916962707216,0.875,0.895709505306898,0.405949032005384,1.675,Breast-AdenoCA
Breast-AdenoCA::S.29,deconstruct,698.248696615427,0.102217639674341,0.8,1,0.888888888888889,2.69778236032566,1,0.947431863628584,0.196243615351488,1.8,Breast-AdenoCA
Breast-AdenoCA::S.30,deconstruct,2659.84160729031,0.260360376594588,0.6,0.75,0.666666666666667,2.08963962340541,0.875,0.872775388109374,0.42446141420826,1.475,Breast-AdenoCA
Breast-AdenoCA::S.31,deconstruct,1169.37667995694,0.308298623769297,1,0.8,0.888888888888889,2.4917013762307,0.888888888888889,0.807353357842877,0.30198448055081,1.88888888888889,Breast-AdenoCA
Breast-AdenoCA::S.32,deconstruct,81.0627490749591,0.0260903601786157,0.75,1,0.857142857142857,2.72390963982138,1,0.986260040680891,0.0232553808412128,1.75,Breast-AdenoCA
Breast-AdenoCA::S.33,deconstruct,178.83543381859,0.062529871964542,0.75,1,0.857142857142857,2.68747012803546,1,0.957921521453,0.00636238883468441,1.75,Breast-AdenoCA
Breast-AdenoCA::S.34,deconstruct,405.240389802005,0.10650207353535,0.5,1,0.666666666666667,2.39349792646465,1,0.919029931822184,0.0507178862195434,1.5,Breast-AdenoCA
Breast-AdenoCA::S.35,deconstruct,339.044841454628,0.177789638937928,0.6,1,0.75,2.42221036106207,1,0.911639341414374,0.437041490569106,1.6,Breast-AdenoCA
Breast-AdenoCA::S.36,deconstruct,3767.71588021101,0.423910427566495,0.6,0.75,0.666666666666667,1.9260895724335,0.875,0.768438755917561,0.642340804748845,1.475,Breast-AdenoCA
Breast-AdenoCA::S.37,deconstruct,2847.18355775789,0.280787333112218,0.666666666666667,0.8,0.727272727272727,2.18587933355445,0.857142857142857,0.857550426595459,0.483954820946184,1.52380952380952,Breast-AdenoCA
Breast-AdenoCA::S.38,deconstruct,91.6336643945619,0.0488712876770997,1,1,1,2.9511287123229,1,0.973282166499222,0.00288857079623318,2,Breast-AdenoCA
Breast-AdenoCA::S.39,deconstruct,1340.29679046194,0.0778925315547126,0.571428571428571,1,0.727272727272727,2.49353603987386,1,0.965785861285294,0.133597412690696,1.57142857142857,Breast-AdenoCA
Breast-AdenoCA::S.40,deconstruct,332.898095321366,0.131945340991425,1,1,1,2.86805465900857,1,0.895353720603722,0.0141905398040244,2,Breast-AdenoCA
Breast-AdenoCA::S.41,deconstruct,4730.02834166568,0.319899116844697,0.4,0.666666666666667,0.5,1.74676754982197,0.875,0.839787822886773,0.520359229634995,1.275,Breast-AdenoCA
Breast-AdenoCA::S.42,deconstruct,328.837971460235,0.0617420149193081,0.75,1,0.857142857142857,2.68825798508069,1,0.964652046060131,0.133129170433988,1.75,Breast-AdenoCA
Breast-AdenoCA::S.43,deconstruct,506.168407926631,0.107216354146713,0.6,1,0.75,2.49278364585329,1,0.942866660613139,0.314505678151356,1.6,Breast-AdenoCA
Breast-AdenoCA::S.44,deconstruct,2598.99120121918,0.258272006481087,0.4,1,0.571428571428571,2.14172799351891,1,0.881301174000302,0.718445932999112,1.4,Breast-AdenoCA
Breast-AdenoCA::S.45,deconstruct,228.06751466696,0.149161226073878,0.666666666666667,1,0.8,2.51750544059279,1,0.883894910594768,0.0398503055372062,1.66666666666667,Breast-AdenoCA
Breast-AdenoCA::S.46,deconstruct,936.082083424512,0.0844991951096328,0.8,1,0.888888888888889,2.71550080489037,1,0.954993478824436,0.164506403821383,1.8,Breast-AdenoCA
Breast-AdenoCA::S.47,deconstruct,2434.27856977838,0.319752866120896,0.333333333333333,1,0.5,2.01358046721244,1,0.84103534158418,0.969446217568943,1.33333333333333,Breast-AdenoCA
Breast-AdenoCA::S.48,deconstruct,6071.96637657183,0.691961980236106,0.5,0.6,0.545454545454545,1.40803801976389,0.714285714285714,0.706296191265706,1.25793330225782,1.21428571428571,Breast-AdenoCA
Breast-AdenoCA::S.49,deconstruct,2523.8330588071,0.171701004068787,0.6,1,0.75,2.42829899593121,1,0.895704154904976,0.569286825794755,1.6,Breast-AdenoCA
Breast-AdenoCA::S.50,deconstruct,2569.90316224142,0.195207228426997,0.666666666666667,1,0.8,2.47145943823967,1,0.88926048449986,0.245831800629145,1.66666666666667,Breast-AdenoCA
Breast-AdenoCA::S.51,deconstruct,1251.02056674515,0.234098159944826,0.6,0.75,0.666666666666667,2.11590184005517,0.875,0.884056058043474,0.470080021234548,1.475,Breast-AdenoCA
Breast-AdenoCA::S.52,deconstruct,4246.7942274992,0.313069976225522,0.5,0.75,0.6,1.93693002377448,0.857142857142857,0.831334790195955,0.555431358392851,1.35714285714286,Breast-AdenoCA
Breast-AdenoCA::S.53,deconstruct,151.452140708647,0.0682524293414362,0.666666666666667,1,0.8,2.59841423732523,1,0.950580743111789,0.063006447216694,1.66666666666667,Breast-AdenoCA
Breast-AdenoCA::S.54,deconstruct,1175.77701754915,0.0778969800946833,0.75,1,0.857142857142857,2.67210301990532,1,0.958087512914355,0.100686997219599,1.75,Breast-AdenoCA
Breast-AdenoCA::S.55,deconstruct,4459.5310432483,0.418381747185318,0.5,0.75,0.6,1.83161825281468,0.857142857142857,0.812251380386331,1.0401107404732,1.35714285714286,Breast-AdenoCA
Breast-AdenoCA::S.56,deconstruct,101.046366502571,0.0594390391191594,1,1,1,2.94056096088084,1,0.967992864293988,0.0073438551976484,2,Breast-AdenoCA
Breast-AdenoCA::S.57,deconstruct,1482.57945259224,0.360637181365175,0.8,0.8,0.8,2.23936281863482,0.875,0.794209613587462,0.620492381276914,1.675,Breast-AdenoCA
Breast-AdenoCA::S.58,deconstruct,1228.41725941829,0.0776545457625823,0.6,1,0.75,2.52234545423742,1,0.954783027879811,0.20595419526164,1.6,Breast-AdenoCA
Breast-AdenoCA::S.59,deconstruct,516.605290259918,0.0937918101415974,1,1,1,2.9062081898584,1,0.941773633361792,0.00982441626032813,2,Breast-AdenoCA
Breast-AdenoCA::S.60,deconstruct,4211.48085546971,0.252471725644129,0.5,1,0.666666666666667,2.24752827435587,1,0.838420881246008,0.852944903446711,1.5,Breast-AdenoCA
Breast-AdenoCA::S.61,deconstruct,2853.01877194394,0.264756753149958,0.571428571428571,1,0.727272727272727,2.30667181827861,1,0.884980683515528,0.74577159466818,1.57142857142857,Breast-AdenoCA
Breast-AdenoCA::S.62,deconstruct,144.046174977539,0.109624181870273,1,1,1,2.89037581812973,1,0.915707112867995,0.00456688022422868,2,Breast-AdenoCA
Breast-AdenoCA::S.63,deconstruct,3691.23463723137,0.343051546211094,0.5,0.666666666666667,0.571428571428571,1.82361512045557,0.888888888888889,0.825120722995694,0.67787771323217,1.38888888888889,Breast-AdenoCA
Breast-AdenoCA::S.64,deconstruct,510.61652902776,0.0650384064485747,0.75,1,0.857142857142857,2.68496159355143,1,0.961349270431965,0.153104610569574,1.75,Breast-AdenoCA
Breast-AdenoCA::S.65,deconstruct,1998.76068146796,0.320109013688013,0.5,0.666666666666667,0.571428571428571,1.84655765297865,0.888888888888889,0.834048818557868,0.822293253974752,1.38888888888889,Breast-AdenoCA
Breast-AdenoCA::S.66,deconstruct,796.527716986827,0.156243177125702,1,1,1,2.8437568228743,1,0.881873664119478,0.0439725261154777,2,Breast-AdenoCA
Breast-AdenoCA::S.67,deconstruct,1046.96195798909,0.0862904440772345,0.666666666666667,1,0.8,2.58037622258943,1,0.95242568124359,0.213523318315853,1.66666666666667,Breast-AdenoCA
Breast-AdenoCA::S.68,deconstruct,304.328961047618,0.0579674211519273,0.8,1,0.888888888888889,2.74203257884807,1,0.962189450142687,0.0462081273898062,1.8,Breast-AdenoCA
Breast-AdenoCA::S.69,deconstruct,1232.18330539662,0.155323749577287,0.5,1,0.666666666666667,2.34467625042271,1,0.914518006876648,0.398698488521341,1.5,Breast-AdenoCA
Breast-AdenoCA::S.70,deconstruct,611.204160336693,0.174530028651254,0.6,1,0.75,2.42546997134875,1,0.879718477703747,0.14683165818065,1.6,Breast-AdenoCA
Breast-AdenoCA::S.71,deconstruct,1559.36434419646,0.232463378681643,0.833333333333333,0.833333333333333,0.833333333333333,2.43420328798502,0.857142857142857,0.880548102346113,0.592947236805887,1.69047619047619,Breast-AdenoCA
Breast-AdenoCA::S.72,deconstruct,302.816481192136,0.105695106873346,0.75,1,0.857142857142857,2.64430489312665,1,0.937466080093913,0.254580010436857,1.75,Breast-AdenoCA
Breast-AdenoCA::S.73,deconstruct,15.015295070469,0.013903050991175,0.75,1,0.857142857142857,2.73609694900883,1,0.990260556708922,0.0195799108990884,1.75,Breast-AdenoCA
Breast-AdenoCA::S.74,deconstruct,4974.53771519685,0.330292657539131,0.4,0.666666666666667,0.5,1.73637400912754,0.875,0.817656713628682,0.710098262719214,1.275,Breast-AdenoCA
Breast-AdenoCA::S.75,deconstruct,434.715596611054,0.097842808150136,0.5,1,0.666666666666667,2.40215719184986,1,0.933599576605892,0.469155551419696,1.5,Breast-AdenoCA
Breast-AdenoCA::S.76,deconstruct,5752.78746428133,0.41333434863352,0.6,0.75,0.666666666666667,1.93666565136648,0.875,0.759414482825604,0.55913899894535,1.475,Breast-AdenoCA
Breast-AdenoCA::S.77,deconstruct,1523.94621775895,0.286402220965787,0.333333333333333,0.666666666666667,0.444444444444444,1.71359777903421,0.857142857142857,0.879226571476832,0.696043568124082,1.19047619047619,Breast-AdenoCA
Breast-AdenoCA::S.78,deconstruct,3241.23725987375,0.444309425616689,0.6,0.75,0.666666666666667,1.90569057438331,0.875,0.758903177653267,0.945745770678864,1.475,Breast-AdenoCA
Breast-AdenoCA::S.79,deconstruct,2139.30980135843,0.259247431090455,0.6,0.75,0.666666666666667,2.09075256890954,0.875,0.863231683615078,0.554866813351699,1.475,Breast-AdenoCA
Breast-AdenoCA::S.80,deconstruct,1542.80567490614,0.190305374973004,0.5,0.666666666666667,0.571428571428571,1.97636129169366,0.888888888888889,0.885866696095676,0.23173477509118,1.38888888888889,Breast-AdenoCA
Breast-AdenoCA::S.81,deconstruct,680.743963012746,0.110045904140437,0.6,1,0.75,2.48995409585956,1,0.937741806605677,0.296102649168533,1.6,Breast-AdenoCA
Breast-AdenoCA::S.82,deconstruct,983.237226889299,0.09993263816336,0.5,1,0.666666666666667,2.40006736183664,1,0.949191622442627,0.23060600591104,1.5,Breast-AdenoCA
Breast-AdenoCA::S.83,deconstruct,829.83569323486,0.0756597094488385,0.8,1,0.888888888888889,2.72434029055116,1,0.960332372208842,0.0902047401561745,1.8,Breast-AdenoCA
Breast-AdenoCA::S.84,deconstruct,119.092564842101,0.0404663828889232,0.75,1,0.857142857142857,2.70953361711108,1,0.974256233194654,-0.000386171191734848,1.75,Breast-AdenoCA
Breast-AdenoCA::S.85,deconstruct,714.071739814494,0.101057421428601,0.8,1,0.888888888888889,2.6989425785714,1,0.944048450252817,0.0349490844555865,1.8,Breast-AdenoCA
