Sample.ID,Tool,MD,SMD,sens,prec,F1,Combined,spec,scaled_L2,KL,sum_sens_spec,cancer.type
Breast-AdenoCA::S.1,deconstruct,49.5464767579611,0.176321981345057,1,1,1,2.82367801865494,1,0.900460210641841,0.0666386774153371,2,Breast-AdenoCA
Breast-AdenoCA::S.2,deconstruct,37.3429647192457,0.0856490016496461,1,1,1,2.91435099835035,1,0.948887225511715,0.0122349775168239,2,Breast-AdenoCA
Breast-AdenoCA::S.3,deconstruct,28.0380619192344,0.108674658601684,0.75,1,0.857142857142857,2.64132534139832,1,0.936182715659666,0.309612417833087,1.75,Breast-AdenoCA
Breast-AdenoCA::S.4,deconstruct,51.9649044192551,0.0765315234451475,1,1,1,2.92346847655485,1,0.957216657100074,0.00778196188424307,2,Breast-AdenoCA
Breast-AdenoCA::S.5,deconstruct,84.0607724571206,0.220631948706353,0.5,1,0.666666666666667,2.27936805129365,1,0.871596423801169,0.870097349629898,1.5,Breast-AdenoCA
Breast-AdenoCA::S.6,deconstruct,16.0892492245216,0.110200337154258,1,1,1,2.88979966284574,1,0.911534739921614,0.0373266939860855,2,Breast-AdenoCA
Breast-AdenoCA::S.7,deconstruct,156.649666658141,0.14253836820577,0.8,1,0.888888888888889,2.65746163179423,1,0.926640423903343,0.235049549140347,1.8,Breast-AdenoCA
Breast-AdenoCA::S.8,deconstruct,53.561219586706,0.0691112510796206,0.333333333333333,1,0.5,2.26422208225371,1,0.959155458211075,0.159749417800562,1.33333333333333,Breast-AdenoCA
Breast-AdenoCA::S.9,deconstruct,61.7180601081145,0.0992251770226921,0.75,1,0.857142857142857,2.65077482297731,1,0.942318821786257,0.0361156258541582,1.75,Breast-AdenoCA
Breast-AdenoCA::S.10,deconstruct,20.507259059048,0.0592695348527399,1,1,1,2.94073046514726,1,0.962578085504425,0.00449442241765253,2,Breast-AdenoCA
Breast-AdenoCA::S.11,deconstruct,8.13042148644152,0.131135830426476,1,1,1,2.86886416957352,1,0.920574366091665,0.0198461310596806,2,Breast-AdenoCA
Breast-AdenoCA::S.12,deconstruct,171.46625676906,0.261780544685588,0.6,1,0.75,2.33821945531441,1,0.840981048051452,0.700500358444043,1.6,Breast-AdenoCA
Breast-AdenoCA::S.13,deconstruct,49.7422131762745,0.0596429414583627,0.8,1,0.888888888888889,2.74035705854164,1,0.965917574879666,0.00403163962586406,1.8,Breast-AdenoCA
Breast-AdenoCA::S.14,deconstruct,88.29274697455,0.0995408646838219,0.75,1,0.857142857142857,2.65045913531618,1,0.940259365960618,0.0440076082266571,1.75,Breast-AdenoCA
Breast-AdenoCA::S.15,deconstruct,49.255322397174,0.141132728931731,0.5,1,0.666666666666667,2.35886727106827,1,0.918062059529323,0.551352151960552,1.5,Breast-AdenoCA
Breast-AdenoCA::S.16,deconstruct,358.669947008304,0.489986266404786,0.6,0.75,0.666666666666667,1.86001373359521,0.666666666666667,0.76849611846536,0.654039690627685,1.26666666666667,Breast-AdenoCA
Breast-AdenoCA::S.17,deconstruct,92.6460718881123,0.167533583884471,0.8,1,0.888888888888889,2.63246641611553,1,0.922847347104827,0.206805565134794,1.8,Breast-AdenoCA
Breast-AdenoCA::S.18,deconstruct,26.6512272013838,0.0671315546634352,0.8,1,0.888888888888889,2.73286844533656,1,0.96354720648403,0.0852821573067471,1.8,Breast-AdenoCA
Breast-AdenoCA::S.19,deconstruct,206.566071090674,0.288097728159936,0.6,1,0.75,2.31190227184006,1,0.842865543128031,0.407572977008863,1.6,Breast-AdenoCA
Breast-AdenoCA::S.20,deconstruct,79.9282405641174,0.3004821073839,1,0.75,0.857142857142857,2.4495178926161,0.8,0.814441567470518,0.322816505536322,1.8,Breast-AdenoCA
Breast-AdenoCA::S.21,deconstruct,6.0765939236008,0.0351248203676347,1,1,1,2.96487517963237,1,0.978417669484804,0.00220854153639362,2,Breast-AdenoCA
Breast-AdenoCA::S.22,deconstruct,57.4090072978818,0.181674073727474,1,1,1,2.81832592627253,1,0.898239643243111,0.0575109028836168,2,Breast-AdenoCA
Breast-AdenoCA::S.23,deconstruct,137.922953834202,0.153931868118529,0.4,1,0.571428571428571,2.24606813188147,1,0.929351300337951,0.476757310236961,1.4,Breast-AdenoCA
Breast-AdenoCA::S.24,deconstruct,71.950077209752,0.138099956256722,0.75,1,0.857142857142857,2.61190004374328,1,0.912344939577348,0.0807288341475451,1.75,Breast-AdenoCA
Breast-AdenoCA::S.25,deconstruct,275.876100413429,0.211723791568249,0.8,1,0.888888888888889,2.58827620843175,1,0.885958034693247,0.246558423422891,1.8,Breast-AdenoCA
Breast-AdenoCA::S.26,deconstruct,13.1499480522642,0.0623220286837165,0.8,1,0.888888888888889,2.73767797131628,1,0.963222711314374,0.164813596992793,1.8,Breast-AdenoCA
Breast-AdenoCA::S.27,deconstruct,52.2313726620317,0.150090151327677,0.75,1,0.857142857142857,2.59990984867232,1,0.908585047775172,0.259350931090394,1.75,Breast-AdenoCA
Breast-AdenoCA::S.28,deconstruct,54.142558759657,0.141364383184483,0.666666666666667,1,0.8,2.52530228348218,1,0.895852257028322,0.556273149759596,1.66666666666667,Breast-AdenoCA
Breast-AdenoCA::S.29,deconstruct,91.594374162242,0.309440453250818,1,0.666666666666667,0.8,2.35722621341585,0.5,0.849526469902016,0.32634946452794,1.5,Breast-AdenoCA
Breast-AdenoCA::S.30,deconstruct,124.51926497277,0.246085503898754,0.8,1,0.888888888888889,2.55391449610125,1,0.86607709078071,0.259632502930628,1.8,Breast-AdenoCA
Breast-AdenoCA::S.31,deconstruct,244.617578278098,0.937232100682368,0.5,0.666666666666667,0.571428571428571,1.2294345659843,0.75,0.444964178444957,1.16337292578162,1.25,Breast-AdenoCA
Breast-AdenoCA::S.32,deconstruct,250.468254278177,0.182291305879314,0.5,1,0.666666666666667,2.31770869412069,1,0.9020678879693,0.509208826732214,1.5,Breast-AdenoCA
Breast-AdenoCA::S.33,deconstruct,12.0918352447524,0.143950419580386,1,1,1,2.85604958041961,1,0.912991463547819,0.0234317713493702,2,Breast-AdenoCA
Breast-AdenoCA::S.34,deconstruct,109.703150000834,0.440574899601743,1,0.8,0.888888888888889,2.35942510039826,0.75,0.760522779694001,0.407328660596299,1.75,Breast-AdenoCA
Breast-AdenoCA::S.35,deconstruct,169.317420942296,0.248630574070919,0.6,1,0.75,2.35136942592908,1,0.868679724210306,0.386280145623853,1.6,Breast-AdenoCA
Breast-AdenoCA::S.36,deconstruct,343.164301799367,0.759213057078246,1,0.8,0.888888888888889,2.04078694292175,0.75,0.513433136725976,0.91005246750068,1.75,Breast-AdenoCA
