Mutation type,Skin-Melanoma::S.1,Skin-Melanoma::S.2,Skin-Melanoma::S.3,Skin-Melanoma::S.4,Skin-Melanoma::S.5,Skin-Melanoma::S.6,Skin-Melanoma::S.7,Skin-Melanoma::S.8,Skin-Melanoma::S.9,Skin-Melanoma::S.10,Skin-Melanoma::S.11,Skin-Melanoma::S.12,Skin-Melanoma::S.13,Skin-Melanoma::S.14,Skin-Melanoma::S.15,Skin-Melanoma::S.16,Skin-Melanoma::S.17,Skin-Melanoma::S.18,Skin-Melanoma::S.19,Skin-Melanoma::S.20,Skin-Melanoma::S.21,Skin-Melanoma::S.22,Skin-Melanoma::S.23,Skin-Melanoma::S.24,Skin-Melanoma::S.25,Skin-Melanoma::S.26,Skin-Melanoma::S.27,Skin-Melanoma::S.28,Skin-Melanoma::S.29,Skin-Melanoma::S.30,Skin-Melanoma::S.31,Skin-Melanoma::S.32,Skin-Melanoma::S.33,Skin-Melanoma::S.34,Skin-Melanoma::S.35,Skin-Melanoma::S.36,Skin-Melanoma::S.37,Skin-Melanoma::S.38,Skin-Melanoma::S.39,Skin-Melanoma::S.40,Skin-Melanoma::S.41,Skin-Melanoma::S.42,Skin-Melanoma::S.43,Skin-Melanoma::S.44,Skin-Melanoma::S.45,Skin-Melanoma::S.46,Skin-Melanoma::S.47,Skin-Melanoma::S.48,Skin-Melanoma::S.49,Skin-Melanoma::S.50,Skin-Melanoma::S.51,Skin-Melanoma::S.52,Skin-Melanoma::S.53,Skin-Melanoma::S.54,Skin-Melanoma::S.55,Skin-Melanoma::S.56,Skin-Melanoma::S.57,Skin-Melanoma::S.58,Skin-Melanoma::S.59,Skin-Melanoma::S.60,Skin-Melanoma::S.61,Skin-Melanoma::S.62,Skin-Melanoma::S.63,Skin-Melanoma::S.64,Skin-Melanoma::S.65,Skin-Melanoma::S.66,Skin-Melanoma::S.67,Skin-Melanoma::S.68,Skin-Melanoma::S.69,Skin-Melanoma::S.70,Skin-Melanoma::S.71,Skin-Melanoma::S.72,Skin-Melanoma::S.73,Skin-Melanoma::S.74,Skin-Melanoma::S.75,Skin-Melanoma::S.76,Skin-Melanoma::S.77,Skin-Melanoma::S.78,Skin-Melanoma::S.79,Skin-Melanoma::S.80,Skin-Melanoma::S.81,Skin-Melanoma::S.82,Skin-Melanoma::S.83,Skin-Melanoma::S.84,Skin-Melanoma::S.85,Skin-Melanoma::S.86,Skin-Melanoma::S.87,Skin-Melanoma::S.88,Skin-Melanoma::S.89,Skin-Melanoma::S.90,Skin-Melanoma::S.91,Skin-Melanoma::S.92,Skin-Melanoma::S.93,Skin-Melanoma::S.94,Skin-Melanoma::S.95,Skin-Melanoma::S.96,Skin-Melanoma::S.97,Skin-Melanoma::S.98
AC>CA,-0.026299434541800018,-0.05051831423320731,-0.1063737475010596,-0.05033743156482647,0.2738610047276133,-0.02363383079145504,-0.04247249822568311,-0.0494414937106045,-0.00906643768042778,-0.11701244831253681,-0.005642927072225381,-0.04744587621218996,0.8530276269651182,-0.0786777785810366,-0.10538246543490887,-0.17599584561762713,-0.10415209783092719,-0.2774318172981986,-0.010774783199733785,-0.2406552817246519,-0.010929314533464157,-0.10254528276459232,-0.10659821817901798,0.8355531337887505,-0.02077127732829563,-0.09368954732875008,-0.07446073927166788,0.9406728856076894,-0.08826220515044364,-0.11408632418526683,-0.055058658066109135,-0.04315365874767338,-0.02623466173554936,-0.11428333100828726,-0.48155679176630084,-0.024861725796640966,-0.006032340704118132,-0.04383669206810723,-0.2734077823940285,-0.05660086127911024,-0.19347164857649696,-0.5149466932928246,-0.312545998866834,-0.2033025372634763,-0.07160212401786847,1.8250279836211156,-0.47087243651960015,-0.2773436764162552,-0.16230200355083663,-0.13134240644413672,-0.05039962767232243,-0.05877169727528694,-0.045435524505674826,-0.02747537050579509,-0.2781177171557991,2.7735718798353024,-0.19897911567171286,-0.022566206647484464,-0.09188876671030087,-0.5477936726692167,-0.04814675017882191,-0.14434835243433253,-0.05516284206693131,1.8792808357919637,-0.05517598379002152,-0.11276289847938054,-0.020207856209676696,-0.025208632435743086,-0.31291368388195845,0.5686328465451208,0.8631527031721576,-0.0030736896873754652,-0.036126792284690706,-0.013079721612296154,-0.055991576013764914,-0.015661708175408587,-0.16715875008857914,-0.022625897037161075,-0.05271325912365869,-0.11152228244497751,-0.028987856653411574,-0.29047419141572306,-0.8853840052412921,-1.22372705298999,-0.08041671095741752,-0.8293073763704578,-0.07195114312133169,-0.24031892314141243,-0.037232564665408356,-0.07308084634534201,-0.04697039271396927,-0.05766693550869963,-0.027117294395458062,-0.056512672351876875,-0.15893167051976126,-0.06359586189883157,-0.09683933999102357,-0.32098848940365043
AC>CG,-0.006921819907368759,-0.0171461744771708,-0.02585707160954067,-0.026738595438861514,-0.12254857512682749,-0.01255398657735236,-0.018409761781636582,-0.026262684787926708,-0.0026947533600719643,-0.050571784859583066,-0.0005579288400249412,-0.004656441335484126,-0.07806983195414231,-0.01059092628277599,-0.02153982247152987,-0.08591151483701578,-0.01257444492128721,-0.14345654234245175,-0.003018336948119154,-0.1278329866706399,-0.005805511140512141,-0.05447073370191618,-0.05113936496315107,-0.05282405734399782,-0.011033435039577547,0.9824889981027909,-0.03329520701826873,-0.014477227718884234,-0.0396854015357532,-0.03781429651236207,-0.016572566733472658,-0.021775649523074543,-0.002205509824379108,-0.039284638713623705,-0.10870433647524115,-0.013206228592179492,-0.0009374707653499803,-0.023285486329940232,-0.14523069326362867,-0.008038955281420922,-0.06615885377588944,-0.2735330523728482,-0.09591232525906684,-0.06963666477015956,-0.03803412623886772,-0.07371513185264147,-0.250121374730733,-0.14732138948469073,-0.03641809778285106,-0.06976739497233814,-0.0267716332102477,-0.03121876877399544,-0.006159311251055432,-0.0031589065001198444,1.8522674500419902,-0.10172906015838017,-0.10569514393829403,-0.0119868783801527,-0.024004095717128207,-0.2909809448383764,-0.01846974486548216,-0.05002126928270623,-0.029301791359496683,-0.019842173039672548,-0.029308772073572766,-0.010111097999384472,-0.003141569378365863,-0.013390500931662308,-0.16621571940611055,-0.22913667708669613,-0.0726915218562381,-0.0016327043812215732,-0.014718990162658539,-0.002958619818468617,-0.029194439149037084,-0.005830508592454417,0.9112074245002317,-0.012018585146500034,1.9758274779831058,-0.05923920033294573,-0.005433120077947224,-0.15429614996730545,-0.47030458226096755,-0.6500280522924687,-0.04271632131339679,-0.4405173991183111,-0.016097228127500238,0.9752353318527298,-0.012456653444041515,-0.018353113889992518,-0.02206595350454049,-0.007408361890738348,-0.010737104875185746,-0.03001880382473939,-0.08442245677508436,-0.02465773433376641,-0.05143981037752554,-0.17050495211783426
AC>CT,-0.9941483998081954,0.3933378812380064,59.36632032770202,-4.345021758814905,58.964061485815286,-2.0400228188197156,2.085360372023175,-4.267686278038,2.6014226660700963,20.996806947467228,-0.0454431762483446,0.624183478088071,-11.686347692547859,3.8573456562999895,-1.8618603961023248,4.179796982015855,83.74908579413257,-19.239179409117252,5.559663211297148,-18.772860333978546,-0.9433955603332032,27.148505773438806,-1.2084881055293497,-2.9438800113847563,-1.7929331939313136,1.7523705494365642,4.705518948612397,6.963249410216579,13.684554591815548,19.277566677695326,0.5418877233960973,1.4827186914279147,0.8590382342394765,10.013320829255346,4.0621285354434225,-1.1460121462291224,-0.11031982020193087,-2.783891528615208,-20.599987655339163,43.10196822434115,-2.0721766548352836,-35.44912101058689,-7.286192256426709,32.39501103885906,34.81945448618413,-10.622293163926955,-38.644723393743256,23.060274208738264,29.005078872703667,21.662798316995293,-4.350390396665159,2.9269500742258474,0.3323144653285114,18.698655081110232,19.993460631823908,45.8128180967547,-0.17546088997242038,-1.9478677367747728,-3.4408477681812504,102.71559646376483,-0.8696279962669622,-5.63437030815724,-4.76154109591811,23.596486913957733,-4.7626754619554745,41.27982666657458,-0.3697648716220002,-0.17595640139507918,-0.010054403492397057,-36.23471002658734,1.187627698361558,-0.26531446194850006,-2.308957284577583,6.593169460251582,-2.73394640658095,-0.9013241328084856,0.5712064812879554,0.0469799136937854,17.142924536171456,-8.626370054103479,4.301831839056441,-13.073124369686607,-59.424494617405614,-6.629558497523945,-4.941402213426832,-61.58407735672405,17.79427096425051,3.882958472254015,0.1114961436441182,32.39699670554958,3.467744025294248,8.226625620456499,-1.6768014031200442,0.12194437847995143,-9.71864922595092,12.162237471207707,-4.358969186347725,-3.7070547191474823
AC>GA,-0.07712161814364246,-0.14272437460661375,-0.3149459974901189,-0.12862884927023685,-1.225845397157006,-0.060392283913757776,-0.11437258572746377,-0.1263394306085437,-0.02615266418988419,-0.315305843721474,-0.017852357878335463,-0.15015182736060576,-0.37556320674896543,-0.2449537382167716,-0.31774706797099544,3.5396126221745,-0.32629916432211176,0.2855652467976292,-0.03133965135233132,-0.614954140422944,-0.027928027077454176,-0.2620372416720073,-0.2801110545828217,-0.46880288561656047,-0.053077509470676895,-0.2847969172157015,-0.1990770653137749,0.8244262823076525,-0.23566848637965487,-0.3235933172833115,-0.15852737859701566,-0.11188596724214359,-0.08354430673524026,-0.3221749791469687,2.5624794014416272,-0.06352996330326602,-0.018604435308217752,-0.1120173016629318,0.3013523468002066,-0.1756291540843187,0.4540983271325749,-1.3158597595204493,1.1026876611153322,0.4265227250109751,-0.18296719819449056,-0.47416818236263825,-1.2032354011663728,-0.7087051691117172,-0.4848047050447589,-0.33562345308651204,-0.1287877809734961,-0.15018119826879045,-0.14139725540250542,-0.08630053352253815,-0.710683100176547,0.39530282070759215,-0.5084577000060136,-0.05766414978329065,-0.2697124547407944,-0.3997946967598933,-0.13302909457114429,0.5936344882670193,-0.14095937510056092,2.6292100248699994,-0.14099295656600266,2.6417947578377645,-0.06232178922539452,-0.0644164249363838,-0.7995983471427588,-1.102286287500018,-0.34969027559617755,-0.007854297591479887,-0.09860751287313771,-0.0390364318917569,-0.14384757905373996,-0.043522997546303836,0.5728538981641392,-0.057816678545643305,-0.14008661592299437,-0.28497645614702805,0.9119042191313173,0.25774200583935225,-2.2624500737546396,-3.127028887921036,-0.20549139419695225,-1.119155670000243,-0.21498874407993956,-0.7588772080311195,-0.10544313503729018,-0.21554552652470926,-0.12408336795153457,-0.18003753131049802,-0.07445411465624749,-0.14440863961138642,-0.4061231822133354,-0.1753468946147064,-0.2474566635584664,-0.8202321560211197
AC>GG,-0.013792921099200665,-0.03546560011822184,1.9491971845217224,-0.05783234089238615,-0.2210676041410311,-0.027152751271470477,-0.03912420258749658,-0.05680300384055367,-0.005473848770468291,-0.10744434576220088,-0.0007989504468460288,-0.006636886484906157,-0.16885558350687618,-0.01769132143046023,-0.04083148970225413,-0.18454994666793703,-0.020051089150852502,-0.3096252516945453,-0.006076123555450473,-0.2764872552611192,-0.012556616898607716,-0.11781359448406885,-0.10969152168779571,1.8915195487667675,-0.02386398260454086,-0.03248242607234775,-0.07096753505558218,0.9715352860015788,-0.08463146251267051,0.9220212383830488,-0.033725930248487725,-0.046906358807971726,-0.002809503146719684,-0.0813872184101602,-0.21052683836406627,-0.028563471689903405,-0.001648719963176366,-0.050363684448469274,-0.3141163858088336,-0.013705379486085445,-0.13697384685532896,-0.5916188367609716,-0.19572770730175695,-0.14420437090984004,0.9177367951424489,-0.15622285040093772,-0.5409822158001845,-0.318638308317267,0.9295555691294007,-0.15089841867123152,-0.05790379758731612,-0.0675224127649675,-0.01031712848745298,-0.004920786819002075,-0.31952759858342317,-0.21692743346962115,-0.2286057848059317,-0.025926164981315152,-0.047771458070186956,-0.6293565132678527,-0.03876014043889379,-0.10373443142597483,-0.0633762229783054,0.9644858606587905,-0.06339132141670481,-0.013546838574595349,0.9944743164167824,-0.028962030424163586,-0.35950445371548956,-0.49559485839584716,0.8427770493185152,-0.003531341673020907,-0.031088018444810392,-0.005732321791390247,-0.06305250407389416,-0.012194665922140541,-0.19204757806957484,-0.02599474287368003,-0.05164234601648365,-0.1281272098110305,-0.010085489068238702,-0.33372386981564967,-1.0172118048144423,-1.4059318858295458,-0.09239022526496059,0.047214261755469944,-0.03111846685824916,0.9636357047536405,-0.02571851082038566,0.9637255475131077,-0.04724388414161823,-0.01214141635513471,-0.022610051017005868,-0.06492703403002353,-0.18259554097944405,-0.05180662617905931,-0.11125807471805726,-0.3687815441639526
AC>GT,0.3142476638337621,-0.7982792021133451,27.49365836494939,-0.9979637310238338,-1.3674689987622877,-1.4075681920061582,1.9890766663070978,2.055395948020371,1.7250471763349653,10.478290500062634,-0.031290046455297205,-0.2587598408536582,-4.753284188797677,8.212422476273378,-1.9737038123248523,-2.535417070303911,1.1380319024054488,-14.034388365489459,1.6962496076741578,-10.33278941458674,-0.6509209460574148,4.892675312209465,-1.6635200338335894,33.51982350192583,-0.23708211049807493,-0.5499566432680336,-2.6529025915386684,0.5951413081743211,-4.357319248542342,38.05225861040851,-0.6957041139702576,-0.42681170089088116,-0.09694930202685187,7.8698989220659605,66.69711716590484,3.519301642695043,-0.07605799753279804,-1.610796952144785,-15.283441365921824,10.38096306346127,-2.9485963444440806,-21.6688573872584,17.144719326898063,-0.31617816625094886,6.735567664127,-3.0186015278973475,-23.043911712233392,-14.517852760404534,9.554941198805917,0.1775951091621737,-3.001667965997436,16.499713804127822,-0.46021082150261533,-0.20761774402948918,-9.563952571049402,35.8317135894928,2.149332346312617,1.6560166664677425,-2.3734470018256535,-13.625136239453958,-0.9797880265213421,-5.266830783985869,-2.285352364549592,3.3428061772451176,-2.286135050673274,-0.49558266768785303,0.7450721812815295,0.49864080463181826,-10.63630793341219,-12.691081976386858,-8.15026154145691,0.8169392057418257,4.406991850221096,-0.28059781340850204,0.7337018469877115,-0.6218266495025248,-7.955531192398155,-0.34753833460756467,15.338809343167567,3.3580290535788846,0.5185444694542594,-1.299871359970421,-28.731119829259413,-62.881933135821455,-2.789405723017163,-2.3913447496282743,12.478684971342132,9.54201889610158,-1.3028295227607911,-1.7954689116124685,-0.43709781096432243,12.467005497206477,-0.15685664171224856,-2.365744671258622,-0.46554818387299157,4.352275232239831,-5.767493890813406,-17.1172219041206
AC>TA,0.6661035719856554,2.1941417933879332,0.740894333082758,-1.2153907017663588,9.7101583146281,1.4293642464840182,-0.8481556719975922,11.806241600548859,-0.12828783033062421,-2.330385319155445,-0.032029617820806766,0.7321739395923231,-1.5486287251880713,1.4332943901182733,1.9267698524887158,-2.9257781339078073,9.311563975599004,-5.531445722594543,1.8554076350716926,-5.810590303210551,-0.2638868700232631,-1.4759424409960396,-2.339509511243952,10.504513093621991,-0.5015197745262217,-0.8841359018624437,-1.530525057797005,16.29536924871658,-0.8235608792457947,6.2188730505012355,6.212053376747985,-0.9929379943787129,4.867681814165729,8.155772879690817,4.6567693442106055,-0.6002831178263042,-0.048809418733055346,-1.0584311968154008,-6.601395148346357,0.5743758932177114,-1.1073080045449726,-9.433320562401436,-3.5513141391795315,6.729841262692352,-1.7288239199484277,-3.403253048625449,-0.36915339685080895,-6.6964267947582625,3.2085022696760017,3.828754773984823,-1.216892418647549,1.580965055727566,-0.3291103771368581,-0.17484970304773453,-6.715115907181857,22.325248603163942,-1.8043247244676186,-0.544858108188726,1.8410894706510734,-12.22640658356176,0.1410418242841145,14.653436703280875,-0.3318996072497684,17.97702315918455,-1.332216912435045,8.404295586184567,-0.16355537666393627,-0.6086591332573407,-5.555259973004566,-7.4153035039401,-3.3041600843742582,-0.07421383551006701,-0.6812681877684602,-0.14538837015909428,1.671483093664096,-0.27182702308988127,-4.036026159080132,-0.5462993248408775,1.8907837050783074,0.30730907577535715,1.7257978583391913,1.9865386378501784,-10.377481011860862,-27.546729649655877,-1.9416509687906451,-17.023518141740198,9.20782941270243,1.5930513280078178,5.413774704260284,4.109815817809805,-1.0108825402123176,-0.40023282248803294,-0.49807583601325595,-1.364491082942617,-2.837384398867238,0.8542516857522664,-2.338173198978292,-4.750225096264723
AC>TG,-0.04230289343618096,-0.10786947776567005,3.8436856075829513,-0.17420600058646013,0.30589484437167913,-0.08179112467059997,-0.11829693085625864,-0.1711053705879466,-0.016715890825177798,0.6751088554218885,-0.002667983781393629,-0.022193069303763406,-0.5086367839434738,-0.056633381443828165,1.8733157407905052,-0.5567237813873136,-0.06497872493169282,0.06690944472100235,-0.018592646407043653,0.16714872320673269,-0.03782378470332325,-0.3548850832093279,1.6689931969821594,-0.33047010850301256,-0.07188450101540395,1.89869906788756,-0.21444294252394852,3.912431831304757,1.7442969637024812,0.7626666733030032,-0.10294895520195088,-0.14141698691794102,-0.009719548758437805,-0.24745417959855598,-0.6499189359711286,-0.08604058022174493,-0.00520921005976696,-0.15170847154349612,-0.9461999712626994,-0.04364380306094656,-0.4165227243827037,-0.782109280610348,0.40290696404689763,-0.4384897906586441,1.752201904807465,-0.4726435235377701,-1.6295786535481365,-0.9598211739150684,3.782468778704753,0.5454548509379584,-0.17442124667276399,-0.203395008678989,-0.03300351683107994,-0.016047749856255525,-0.9624999466957829,-0.655428497090643,1.3113801228265105,-0.07809632884036108,-0.14655740316145444,-1.895784943643294,-0.11751674507741165,-0.31533042754992135,-0.1909056103724106,6.888278389933553,-0.19095109078230021,0.9538598814267853,-0.017458159854249432,-0.08724114243352649,-1.0829205961303359,-1.4928601688976417,0.526403721239829,-0.010637316423106473,-0.09412414337508178,-0.017694584684330245,-0.18998914397675976,-0.037000110392184135,-0.5784970828013154,-0.07830290322716939,0.8440297784290158,-0.38595236580541853,-0.03144760965021903,-1.0052627952411786,-3.064105611699155,-4.235031249782763,0.7216966944734228,-1.8700376003152503,-0.0961067768303655,0.8794390853570364,0.9217449253466579,0.8885394387071933,-0.1426197901212289,-0.03906095840098649,-0.06850019486244731,-0.1955770552217175,0.44997490282919106,-0.15703236412902882,-0.3351381585201232,1.88913440286905
AC>TT,0.849546955621677,-1.1147397614752848,-2.4868683801192226,6.160122002657925,256.76806563340267,-4.601539556812039,61.9902541566814,-14.36216465454767,12.535083525984568,24.547506614782826,-0.28397809170792293,59.65099465209416,-59.365551014574734,91.89984132087925,147.27570102168897,-55.37970178605643,458.2156309702904,-57.557281528455604,16.276346580457897,-116.31720252924092,-4.827501713014087,-49.67706223866591,101.28753916040381,75.8831515607593,-6.075228354121412,8.07282537755838,-27.713220029453723,-3.604152253942223,-6.02113702882874,90.62110555450373,-2.2011240279123303,-3.728332748507075,24.11354118165133,-25.009352549192542,140.52935911662138,32.743747814668296,-0.6844998813283787,-17.373688929674877,-128.78080952599103,5.4232058881161365,51.733540254581214,-264.5691624197153,-82.34197224986646,164.43993848817306,84.82180510113653,6.181518460020129,-202.06880418047086,-59.87942505092076,229.0788767577218,-58.03166540783948,-18.873040911801695,32.66297831398182,0.8515184837037326,3.123223767154584,-128.29214295027515,2.984400341930794,-92.09550433199979,13.967716777498225,3.71211058462449,388.9168546129931,19.264340094460792,135.80559003922374,-29.412782993434195,31.093794440345796,-29.419790149609053,294.48467159375355,29.70573202055103,10.558777473899564,-119.84532440386113,-203.00461904535806,37.033131470063964,2.3611111324859193,-13.268780172770692,3.481599502493922,-23.243059920755226,3.4290455611406685,61.871088986974925,-11.064110090236788,43.16911357016235,-57.463591243297856,46.67395521920054,-87.8806050808181,-456.0860390119565,-489.4902797632742,-22.878125560796057,-256.1860256301233,64.34522759534485,-7.215148719837567,-8.675391749412066,-13.106579085978314,-17.82316097825033,113.19163050318518,2.6372224334053698,6.867488585015355,-15.742238808323393,19.28131764142507,-49.63465814410713,-116.15080420918986
AT>CA,0.8878189636127316,0.7064647083967581,-0.4103649282178373,-0.48818193187616693,0.29256893254115246,-0.22920536099559202,4.672242505968267,0.5205070428871121,-0.044927601771445023,0.10001099232779653,-0.005273322246307998,-0.043636049027881624,0.5746341287160872,2.869474424330296,-0.32390810972319556,-0.5532797936601808,0.8565176525538007,-0.6112907381380155,-0.04965956597861507,-2.3339204384562997,-0.10599455945934683,2.0054964528665646,-0.9226357817850265,2.1050988874104064,-0.201443776101371,3.745253301609325,-0.5952876348740785,3.7699919432537508,-0.7100620237767783,1.3554945702572945,0.7229498400196703,-0.39526051838291104,-0.016643466990685807,-0.6741007725341394,0.3115610578364718,-0.24111371899357184,-0.012550629819705686,0.5748634692791361,1.3484396154141436,-0.10241088897429357,-1.1341674981395409,0.005949574101958177,1.3900685459133577,0.805848919865304,3.3055890588206966,2.692864373525266,-3.566609947735196,-2.689731429227973,-0.5646216222726664,-1.2737834991161299,-0.48878512149011166,-0.5699790359494427,-0.07625219143049565,-0.03464298532466664,-2.697238222718117,-0.8199737723000038,5.070262902338789,-0.2188513401224774,0.6117018390878277,7.687393355602554,0.6770968215146926,3.1404145005984145,-0.534979675578671,-0.273087077626538,1.4648928735052429,0.915665244213673,-0.04206625822195288,-0.24447808519170494,-3.034696089156914,0.8165197592506157,-1.3271709672236955,-0.0298092239298777,-0.2597284545479709,-0.045983204977013414,0.4680830912250059,-0.10143862307686413,2.378862826102771,-0.2194302288110916,0.5663779645046352,-0.08156418789692665,-0.07912674966524025,-0.8170736471302527,-2.586621539764339,-3.867936409278757,-0.779896472464263,-3.0427797869325257,-0.24934288268465238,1.7550731446870322,1.7873155375831096,-0.29386461181916507,-0.3970623182915604,1.9115126862611789,0.8113522057021747,1.4519294150180344,-0.5413494002117145,-0.43181592282478165,-0.9391662349229719,-1.113007080333079
