Sample,SBS1,SBS2,SBS3,SBS5,SBS13,SBS17a,SBS17b,SBS18,SBS28,SBS40,SBS41
Stomach-AdenoCA::S.1,847.2484313589189,1417.8144315061027,8980.544397283586,5603.145022857691,0.0,4956.593158028382,189.68183709860432,0.0,0.0,0.0,1014.0710761910995
Stomach-AdenoCA::S.2,1417.6128655378386,0.0,0.0,4711.854192332792,97.33124713354783,537.3711134896269,3316.012232577866,3220.1925389466087,0.0,0.0,228.57744429858684
Stomach-AdenoCA::S.3,475.7363802938725,618.1921053637506,732.3817064462448,0.0,0.0,54.953591876844186,0.0,3111.9769584315195,0.0,4667.831316298616,103.83740533666548
Stomach-AdenoCA::S.4,929.2767875584716,0.0,0.0,3141.4325553218696,0.0,242.19033594226318,9577.034190135204,6262.643376507269,0.0,0.0,0.0
Stomach-AdenoCA::S.5,1048.8775690973782,52.966496188517,0.0,1169.8339794525655,0.0,2601.370369686033,421.5708775065872,982.2178775052092,0.0,5210.541682967767,0.0
Stomach-AdenoCA::S.6,1144.9540148046847,0.0,1287.1541913415958,9834.353267337989,962.7137053665533,0.0,2580.482443269958,0.0,218.4067694539832,3245.917403555694,2523.49120365059
Stomach-AdenoCA::S.7,551.9481709235592,0.0,366.7842013024249,0.0,0.0,579.6322335714759,2038.8704631920095,2734.607310724122,0.0,0.0,0.0
Stomach-AdenoCA::S.8,0.0,488.41961656777727,1993.9973726704775,16496.696731953914,0.0,1998.9697253439817,84.18405473676627,743.0972753643305,0.0,0.0,0.0
Stomach-AdenoCA::S.9,1132.6408909861898,0.0,0.0,14199.090770173803,0.0,972.2350845900509,2209.768379885525,2136.612328905844,151.03644121749159,0.0,844.569598002678
Stomach-AdenoCA::S.10,684.5582839971172,0.0,0.0,1879.9155008511461,49.63038871303818,1478.0058802201054,659.9609002125799,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.11,357.85660745141644,124.20571443534187,0.0,8010.130029077334,0.0,0.0,3275.9268314216,2896.285644695655,0.0,0.0,0.0
Stomach-AdenoCA::S.12,4283.1424393606885,711.4470994694866,0.0,3574.800375117436,0.0,1328.9118662319654,123.11469258643662,2252.354031078289,0.0,0.0,401.7762861892555
Stomach-AdenoCA::S.13,684.3441573456447,547.5856908977871,0.0,15406.673979486332,0.0,0.0,1109.1049956114307,1263.7836595804774,0.0,0.0,0.0
Stomach-AdenoCA::S.14,1059.3457666632248,158.17038063369182,0.0,8069.829658766135,119.73024512145949,0.0,221.5079632070347,0.0,0.0,5654.7823463615605,0.0
Stomach-AdenoCA::S.15,1480.9690019099303,0.0,139.25455006975923,0.0,0.0,761.0924901257632,338.11311094804927,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.16,777.3742797962317,0.0,0.0,3422.523483073596,0.0,1929.9817830432637,5290.7871918542305,780.7624241969654,0.0,0.0,0.0
