# Original paramaters
"","ID1","ID2","ID5","ID14"
"prob",1,1,0.216666666666667,0.166666666666667
"size",0.582115085137618,0.305869203762701,0.799117046085463,1.22358240010674
"mu",3883.28747024099,11339.9852381382,965.826650798328,1017.08441804983
# Parameters derived from synthetic exposures
"","ID1","ID2","ID5","ID14"
"prob",1,1,0.22,0.24
"size",0.558749768059865,0.328452239261224,14.5049790803796,2.1311534120374
"mu",3934.31549638667,10174.9812063704,360.81754742876,929.705722843069
# Difference between original parameters and parameters derived from synthetic exposures
"","ID1","ID2","ID5","ID14"
"prob",0,0,-0.00333333333333333,-0.0733333333333333
"size",0.0233653170777532,-0.0225830354985225,-13.7058620342942,-0.907571011930667
"mu",-51.0280261456724,1165.0040317678,605.009103369568,87.3786952067562
