# Original paramaters
"","ID1","ID2","ID4","ID5","ID6","ID8","ID9"
"prob",0.84070796460177,0.646017699115044,0.336283185840708,0.371681415929204,0.725663716814159,0.902654867256637,0.672566371681416
"size",0.494154131899325,0.580909822499196,4.63515572865891,6.06275271517324,1.37129593150112,1.40877184703029,3.29265635927124
"mu",229.805998371243,120.176331944179,68.3730812383419,111.613510364487,306.778904247365,183.797155838865,99.5775064517968
# Parameters derived from synthetic exposures
"","ID1","ID2","ID4","ID5","ID6","ID8","ID9"
"prob",0.81,0.59,0.33,0.32,0.7,0.88,0.76
"size",0.490053248284427,0.360780222228101,3.60930848284183,12.1129653278881,1.34096044558395,1.13339933675943,3.31009138271991
"mu",238.58154640613,261.433744895703,73.1512541050138,104.083840200754,308.728410632295,164.111647771588,105.922559804886
# Difference between original parameters and parameters derived from synthetic exposures
"","ID1","ID2","ID4","ID5","ID6","ID8","ID9"
"prob",0.0307079646017698,0.0560176991150443,0.00628318584070797,0.0516814159292036,0.0256637168141594,0.0226548672566371,-0.087433628318584
"size",0.00410088361489719,0.220129600271095,1.02584724581709,-6.05021261271483,0.0303354859171683,0.275372510270856,-0.0174350234486789
"mu",-8.77554803488616,-141.257412951524,-4.77817286667189,7.52967016373269,-1.94950638492963,19.6855080672775,-6.34505335308877
