# Original paramaters
"","ID1","ID2","ID3","ID5","ID6","ID8","ID9"
"prob",0.8,0.4,0.828571428571429,0.742857142857143,0.0857142857142857,0.514285714285714,0.228571428571429
"size",2.55200518662801,1.09943835828542,0.723296314522424,1.87592848604988,0.680120773749632,3.02443575906671,1.07632243051277
"mu",115.344442278808,60.0576791325377,1104.73453524411,223.009901997222,283.006599606134,69.727911558065,191.558689657099
# Parameters derived from synthetic exposures
"","ID1","ID2","ID3","ID5","ID6","ID8","ID9"
"prob",0.79,0.46,0.84,0.75,0.12,0.47,0.22
"size",4.01277440416343,0.813288612270531,0.720077282797889,2.58928744933017,0.646880830088411,4.96239055400547,1.1248103190833
"mu",113.421702710892,57.2026523874588,1003.25091676338,244.888973399449,368.850190439896,61.7716253078146,202.205733663286
# Difference between original parameters and parameters derived from synthetic exposures
"","ID1","ID2","ID3","ID5","ID6","ID8","ID9"
"prob",0.01,-0.06,-0.0114285714285713,-0.00714285714285712,-0.0342857142857143,0.0442857142857143,0.00857142857142856
"size",-1.46076921753542,0.286149746014892,0.00321903172453575,-0.713358963280288,0.0332399436612215,-1.93795479493876,-0.0484878885705355
"mu",1.92273956791662,2.85502674507881,101.483618480736,-21.8790714022263,-85.8435908337614,7.95628625025042,-10.6470440061873
