# Original paramaters
"","ID1","ID2","ID4","ID5","ID6","ID8","ID9","ID11"
"prob",0.936842105263158,0.742105263157895,0.1,0.0631578947368421,0.426315789473684,0.921052631578947,0.847368421052632,0.00526315789473684
"size",2.01090044044542,1.3883480698128,1.11298247619066,5.01541147828742,1.13107251520863,1.36351446112865,2.27551870710992,3.54146224735277
"mu",83.5476779722127,52.5967727242232,137.593715076762,114.991610786548,310.056981800012,140.446053539479,87.9688712376286,48
# Parameters derived from synthetic exposures
"","ID1","ID2","ID4","ID5","ID6","ID8","ID9","ID11"
"prob",0.95,0.78,0.13,0.12,0.41,0.92,0.88,NA
"size",1.53258029095426,1.41698327243596,2.51765700639789,3.85139920375765,1.27651320221044,1.53690831618232,1.78216329205011,NA
"mu",87.5920912387372,57.6577721849815,267.912483530705,98.7531410450737,264.851121990427,138.229222939608,83.4682867334165,NA
# Some signatures not represented in the synthetic data:
# ID11 
# Difference between original parameters and parameters derived from synthetic exposures
"","ID1","ID2","ID4","ID5","ID6","ID8","ID9","ID11"
"prob",-0.013157894736842,-0.0378947368421053,-0.03,-0.0568421052631579,0.0163157894736842,0.00105263157894731,-0.0326315789473685,NA
"size",0.478320149491168,-0.0286352026231596,-1.40467453020723,1.16401227452977,-0.145440687001807,-0.173393855053667,0.493355415059806,NA
"mu",-4.04441326652449,-5.0609994607583,-130.318768453942,16.2384697414743,45.2058598095844,2.21683059987177,4.50058450421216,NA
