# Original paramaters
"","ID1","ID2","ID4","ID5","ID8","ID9","ID13"
"prob",0.971428571428571,0.552380952380952,0.0666666666666667,0.914285714285714,0.838095238095238,0.019047619047619,0.714285714285714
"size",1.02095803597313,0.319037537497878,0.377391034867802,2.18592543654847,1.47739020731457,2.18313167804424,1.50807503402344
"mu",152.682461600475,348.86681990831,818.169830722363,275.708073653168,173.576282671427,120.988287967874,312.224422755413
# Parameters derived from synthetic exposures
"","ID1","ID2","ID4","ID5","ID8","ID9","ID13"
"prob",0.98,0.56,0.09,0.91,0.84,0.03,0.78
"size",0.691849130886326,0.418287940286338,0.575751208176412,2.30532876170792,1.39389851521809,26.3525429592757,1.62732882688376
"mu",193.956917386338,195.644633065298,777.140503690205,290.245150885525,168.279045854599,96.3297094644241,340.870454952847
# Difference between original parameters and parameters derived from synthetic exposures
"","ID1","ID2","ID4","ID5","ID8","ID9","ID13"
"prob",-0.00857142857142856,-0.00761904761904764,-0.0233333333333333,0.00428571428571423,-0.00190476190476185,-0.0109523809523809,-0.0657142857142857
"size",0.329108905086805,-0.0992504027884605,-0.19836017330861,-0.119403325159456,0.083491692096477,-24.1694112812315,-0.119253792860322
"mu",-41.2744557858633,153.222186843012,41.0293270321581,-14.537077232357,5.29723681682876,24.6585785034494,-28.6460321974346
