Mutation type,ColoRect-AdenoCA::MSI-H.S.1,ColoRect-AdenoCA::MSI-H.S.2,ColoRect-AdenoCA::MSI-H.S.3,ColoRect-AdenoCA::MSI-H.S.4,ColoRect-AdenoCA::MSI-H.S.5,ColoRect-AdenoCA::MSI-H.S.6,ColoRect-AdenoCA::MSI-H.S.7,ColoRect-AdenoCA::MSI-H.S.8,ColoRect-AdenoCA::MSI-H.S.9,ColoRect-AdenoCA::MSI-H.S.10,ColoRect-AdenoCA::MSI-H.S.11,ColoRect-AdenoCA::MSI-H.S.12,ColoRect-AdenoCA::MSI-H.S.13,ColoRect-AdenoCA::MSI-H.S.14,ColoRect-AdenoCA::MSI-H.S.15,ColoRect-AdenoCA::MSI-H.S.16,ColoRect-AdenoCA::MSI-H.S.17,ColoRect-AdenoCA::MSI-H.S.18,ColoRect-AdenoCA::MSI-H.S.19,ColoRect-AdenoCA::MSI-H.S.20,ColoRect-AdenoCA::MSI-H.S.21,ColoRect-AdenoCA::MSI-H.S.22,ColoRect-AdenoCA::MSI-H.S.23,ColoRect-AdenoCA::MSI-H.S.24,ColoRect-AdenoCA::MSI-H.S.25,ColoRect-AdenoCA::MSI-H.S.26,ColoRect-AdenoCA::MSI-H.S.27,ColoRect-AdenoCA::MSI-H.S.28,ColoRect-AdenoCA::MSI-H.S.29,ColoRect-AdenoCA::MSI-H.S.30,ColoRect-AdenoCA::MSI-H.S.31,ColoRect-AdenoCA::MSI-H.S.32,ColoRect-AdenoCA::MSI-H.S.33,ColoRect-AdenoCA::MSI-H.S.34,ColoRect-AdenoCA::MSI-H.S.35
AC>CA,47.03279575199075,27.88273162829183,1.497448064622699,5.983350989823244,1.8626026679339138,2.539312492478316,2.851032136821504,30.514992547411115,2.5607790128638412,2.8841967551385617,2.6039849427609743,104.48184126541133,6.592284271091406,1.7222608638792143,1.2158215529830478,2.591062710090607,1.4246389553583878,11.98413242541471,3.802953145300709,17.08555745421917,3.1579248970382716,3.9771774480742152,3.704407024474481,6.357991642350094,5.36431900426748,3.345467304864806,27.265592256482996,1.5464392088097467,6.957442450507799,2.900479234730297,4.205439798317385,21.06678140115639,3.4554686476673466,3.3797639190996778,5.414269906429908
AC>CG,0.37253878927874273,0.5460653969375103,0.10548084412478997,0.29432539404665015,0.09717643020227554,0.07734636030929432,0.16426566059187878,0.20092113447267257,0.10058823757989198,0.09061587276905449,0.1574304676227351,0.5126014979575745,0.5249874659458164,0.0956432360130473,0.07771271322769623,0.10255759442586919,0.04056898373481233,0.33521932608005894,0.4650596863389389,0.421615846832677,0.3493169660215663,0.389945877937935,0.09477542506562647,0.8001665152717542,0.3045725534368536,0.16298984913191847,0.3713718760221702,0.07549861164489503,0.8831615469686662,0.27993776728134767,0.524420718112665,0.5904519993298267,0.27322564243926006,0.32456490995582565,0.5786901166653531
AC>CT,68.19154897378898,37.242079080779696,1.4678988933325616,6.50638165803322,2.0840163032259764,3.3236649421628917,3.1042586470690554,44.06633352127891,2.657988036671009,3.7271713219019524,2.5217084831935894,154.37586719391496,5.316126962754235,1.9393918336186824,1.1648461368182461,3.076454136955246,1.5598162460480494,15.668966879330393,1.2414760543447312,22.358600246190978,1.720768556358735,3.1345704666817262,4.864551124883237,2.463890879496762,5.253738857281314,3.7148573622917045,38.15973363655387,1.2976801634290813,2.83566143874607,2.354473278681187,1.301270070199422,26.471369195292784,2.243091476605061,2.517363795894317,3.158286161358904
AC>GA,2.9488186080978034,1.7797483705994535,1.595934835671626,1.9583756852338652,1.478282466575903,0.9773739592848067,1.8730685392419009,1.6880320904765826,1.8882531400774287,1.245741249133868,1.0287369498700345,1.0746040166646904,1.7050911864470086,1.0391817321183046,1.303703930102557,1.294221686826292,0.8529558857077604,2.9428135089322978,1.0861245998950628,3.1454822505203444,1.5293193426017617,2.89069545846462,1.2001145810669207,2.077717033613025,1.6779287860167216,0.8460994092132186,2.2278696040009462,1.5472140776277132,2.0307603034320136,2.0255955117244135,1.3849393525113451,2.037087491551849,1.2034090030789097,2.193694131534316,2.0363201544122855
AC>GG,0.7611561795284977,0.4214487642485555,0.3597990589075063,0.40548554857787544,0.33464667646979523,0.20361709466882214,0.45965016944646897,0.3669432508195311,0.329056232118359,0.3040472083022009,0.23399989315602576,0.5364847424643712,0.38530988787858983,0.26412464589614615,0.2703383242295825,0.2745427958488736,0.14655004205746003,0.7276529562301159,0.21277798038712747,0.7746879691199879,0.36217500375556816,0.7090500554271366,0.25821031679851575,0.4844572528835718,0.3539707908376399,0.2148483702468579,0.5656617438862618,0.27316931956759943,0.520238617161438,0.52580082487318,0.24147890925131196,0.4212927561720661,0.19540844154511666,0.5119176352561744,0.5073370654512603
AC>GT,1.7342067560894059,0.6452353069977429,0.8499121100371041,2.8708674459284147,0.9359582951259375,0.3588219011135315,1.1754522772241611,1.3424667063094866,4.334271497779338,1.083450237190003,0.7246225291817654,0.3186558771150261,2.114219142164722,0.670705683658949,0.8236009024032724,2.284795652154143,1.3297304185090697,1.4987582716643852,1.049432988832029,2.1332380068071455,1.129338155487134,1.787906522227524,1.2597266955288497,1.3018195810169404,0.9060184406625844,0.53616011188258,1.1551511982366542,1.45566445435839,1.6437305502887494,1.4223041771280032,0.8554813486014892,1.5098789042808765,0.7345303678929657,1.9462708214972673,1.2374001687915324
AC>TA,6.149102457668319,2.966222528336832,2.1919047292907874,2.0638012208689767,2.0196523773479984,1.5990753647816653,2.6265745028326988,3.1461965918274695,1.3769582989177667,1.777976241082348,1.2180518146590615,6.833475930425832,1.4894193957082955,1.4995897004150154,1.6823621734554977,1.361548307019598,0.8934296990318796,4.545238120628439,0.6792652662841545,4.686544985431662,1.6548363895584712,3.9406058454481103,1.5979084238146841,1.7674020346044588,1.9486738117530369,1.1903468271673248,4.011839453397435,1.5634637084792522,1.696456588368217,2.768205372487298,0.8738622781747236,2.6476051171931783,0.8415958300662765,2.6873404790496216,2.193717312628603
AC>TG,1.9444552705529534,0.7903492356809747,0.8776051542236245,0.7256930693510846,0.7991011619123302,0.5144174036435931,1.0798577775906153,0.8900866661023703,0.5499779682596532,0.7167841202609252,0.4646550852281547,1.6063178006498637,0.49289449365683574,0.6197976795791867,0.6382653757948501,0.557114056368834,0.281155200558183,1.7252634315131874,0.07408945996519146,1.721249654590225,0.6211608276356262,1.5627767252944944,0.5999920148920322,0.5330556250634925,0.6751495348554943,0.43237510455420436,1.3246072228567203,0.5872620778155137,0.5491114956016946,1.1555623798846641,0.11749420847359884,0.6289455561322165,0.23991278184257056,1.0378243008855264,0.8102422766518719
AC>TT,3.748904181795703,1.2687594223724616,2.2121824819452276,1.7716775318866815,1.996482593977811,1.4703882124546024,2.7072167016653657,1.4170205679153696,1.4343475330158153,1.828079539170392,1.1143912988642117,1.030921887061557,1.1119575063558569,1.5589157755327805,1.6204058174923681,1.39297579083366,1.0410139912992142,4.07755680371804,0.5401624245148119,4.090010405119363,1.5327566266164137,3.89157728821508,1.492871435977589,1.208341384325165,1.6625314666919746,1.1289484376525907,2.5829375721298304,1.4952195407847146,1.2335374216561108,2.8647277491175096,0.2825488009533223,1.1174776882663862,0.5330442590706184,2.6124033867747984,1.9404733394101763
AT>CA,1.5506536259022816,1.0879823715902133,0.8225292286852164,1.2312445632777695,0.8432606383330458,0.3633634698791333,1.1225161852136203,1.0814347638631547,1.376358772540677,0.7591749298221249,0.7406493126959643,0.2712513223192017,1.3233303803660141,0.6370178974317472,0.7303094004821716,0.7725260317757205,0.6425092086292917,1.5771664259810407,1.2101630435983042,2.0712340409953476,1.1702033317590617,1.6353429360581033,0.5615875878403109,1.8383993598231636,1.0877098188755365,0.5954376229074266,1.2522739837450778,1.0151362525613958,1.8705695405519882,1.2306741640005943,1.2602177860098345,1.4635378884080377,0.924159398263072,1.3716044608252798,1.6600388865750415
