Mutation type,ColoRect-AdenoCA::MSI-H.S.1,ColoRect-AdenoCA::MSI-H.S.2,ColoRect-AdenoCA::MSI-H.S.3,ColoRect-AdenoCA::MSI-H.S.4,ColoRect-AdenoCA::MSI-H.S.5,ColoRect-AdenoCA::MSI-H.S.6,ColoRect-AdenoCA::MSI-H.S.7,ColoRect-AdenoCA::MSI-H.S.8,ColoRect-AdenoCA::MSI-H.S.9,ColoRect-AdenoCA::MSI-H.S.10,ColoRect-AdenoCA::MSI-H.S.11,ColoRect-AdenoCA::MSI-H.S.12,ColoRect-AdenoCA::MSI-H.S.13,ColoRect-AdenoCA::MSI-H.S.14,ColoRect-AdenoCA::MSI-H.S.15,ColoRect-AdenoCA::MSI-H.S.16,ColoRect-AdenoCA::MSI-H.S.17,ColoRect-AdenoCA::MSI-H.S.18,ColoRect-AdenoCA::MSI-H.S.19,ColoRect-AdenoCA::MSI-H.S.20,ColoRect-AdenoCA::MSI-H.S.21,ColoRect-AdenoCA::MSI-H.S.22,ColoRect-AdenoCA::MSI-H.S.23,ColoRect-AdenoCA::MSI-H.S.24,ColoRect-AdenoCA::MSI-H.S.25,ColoRect-AdenoCA::MSI-H.S.26,ColoRect-AdenoCA::MSI-H.S.27,ColoRect-AdenoCA::MSI-H.S.28,ColoRect-AdenoCA::MSI-H.S.29,ColoRect-AdenoCA::MSI-H.S.30,ColoRect-AdenoCA::MSI-H.S.31,ColoRect-AdenoCA::MSI-H.S.32,ColoRect-AdenoCA::MSI-H.S.33,ColoRect-AdenoCA::MSI-H.S.34,ColoRect-AdenoCA::MSI-H.S.35
AC>CA,-4.032795751990747,33.11726837170817,-1.497448064622699,1.0166490101767556,1.1373973320660862,1.4606875075216839,2.148967863178496,-14.514992547411115,0.43922098713615876,-0.8841967551385617,-0.6039849427609743,-38.48184126541133,-0.5922842710914056,0.2777391361207857,0.7841784470169522,1.4089372899093928,-1.4246389553583878,19.01586757458529,-3.802953145300709,6.91444254578083,-2.1579248970382716,-1.9771774480742152,5.295592975525519,1.6420083576499058,3.6356809957325202,1.654532695135194,52.734407743517004,-1.5464392088097467,-4.957442450507799,-0.9004792347302968,-4.205439798317385,7.9332185988436095,2.5445313523326534,0.6202360809003222,-3.414269906429908
AC>CG,-0.37253878927874273,0.45393460306248967,-0.10548084412478997,1.7056746059533499,-0.09717643020227554,-0.07734636030929432,-0.16426566059187878,-0.20092113447267257,-0.10058823757989198,-0.09061587276905449,0.8425695323772648,-0.5126014979575745,-0.5249874659458164,-0.0956432360130473,-0.07771271322769623,-0.10255759442586919,0.9594310162651877,-0.33521932608005894,1.534940313661061,-0.421615846832677,0.6506830339784337,-0.389945877937935,-0.09477542506562647,-0.8001665152717542,-0.3045725534368536,-0.16298984913191847,-0.3713718760221702,-0.07549861164489503,-0.8831615469686662,2.7200622327186523,1.475579281887335,1.4095480006701733,-0.27322564243926006,0.6754350900441743,-0.5786901166653531
AC>CT,1.8084510262110172,-23.242079080779696,-1.4678988933325616,-0.5063816580332201,-1.0840163032259764,-0.32366494216289166,-3.1042586470690554,8.933666478721094,-0.6579880366710089,0.27282867809804756,-0.5217084831935894,31.624132806085044,0.6838730372457649,0.06060816638131761,-0.16484613681824611,-1.0764541369552458,0.44018375395195064,-13.668966879330393,-1.2414760543447312,-6.358600246190978,-0.7207685563587349,-3.1345704666817262,-3.8645511248832367,-0.4638908794967622,-4.253738857281314,-0.7148573622917045,-36.15973363655387,-1.2976801634290813,-1.8356614387460701,-2.354473278681187,-0.301270070199422,-5.471369195292784,-2.243091476605061,-2.517363795894317,1.841713838641096
AC>GA,-2.9488186080978034,-1.7797483705994535,0.4040651643283739,0.04162431476613482,-0.4782824665759029,2.0226260407151933,0.12693146075809913,-1.6880320904765826,3.1117468599225715,-1.245741249133868,-1.0287369498700345,-1.0746040166646904,1.2949088135529914,-1.0391817321183046,-1.303703930102557,1.705778313173708,1.1470441142922396,0.05718649106770224,-1.0861245998950628,-3.1454822505203444,-1.5293193426017617,1.10930454153538,4.799885418933079,-0.07771703361302507,0.3220712139832784,-0.8460994092132186,-0.22786960400094625,-1.5472140776277132,-1.0307603034320136,-1.0255955117244135,-0.38493935251134515,0.9629125084481509,-0.20340900307890974,-2.193694131534316,-0.03632015441228553
AC>GG,0.23884382047150232,-0.4214487642485555,-0.3597990589075063,-0.40548554857787544,-0.33464667646979523,-0.20361709466882214,-0.45965016944646897,0.6330567491804688,-0.329056232118359,-0.3040472083022009,0.7660001068439742,1.463515257535629,-0.38530988787858983,-0.26412464589614615,0.7296616757704175,-0.2745427958488736,-0.14655004205746003,0.27234704376988406,-0.21277798038712747,-0.7746879691199879,1.6378249962444318,-0.7090500554271366,-0.25821031679851575,1.5155427471164282,1.64602920916236,0.7851516297531421,-0.5656617438862618,-0.27316931956759943,0.47976138283856196,-0.52580082487318,-0.24147890925131196,0.5787072438279339,-0.19540844154511666,1.4880823647438257,0.49266293454873966
AC>GT,-0.7342067560894059,0.3547646930022571,-0.8499121100371041,-1.8708674459284147,0.06404170487406247,-0.3588219011135315,-1.1754522772241611,1.6575332936905134,-2.334271497779338,0.916549762809997,0.2753774708182346,-0.3186558771150261,0.8857808578352779,0.329294316341051,2.1763990975967276,6.715204347845857,-1.3297304185090697,-1.4987582716643852,-0.04943298883202907,-2.1332380068071455,-0.129338155487134,0.2120934777724759,-1.2597266955288497,4.69818041898306,-0.9060184406625844,-0.53616011188258,-0.15515119823665424,-1.45566445435839,-1.6437305502887494,0.5776958228719968,1.1445186513985108,1.4901210957191235,0.26546963210703434,8.053729178502733,-1.2374001687915324
AC>TA,-6.149102457668319,-0.9662225283368322,-1.1919047292907874,-0.06380122086897666,-2.0196523773479984,-1.5990753647816653,-2.6265745028326988,0.8538034081725305,-0.37695829891776667,0.22202375891765191,1.7819481853409385,1.1665240695741677,-1.4894193957082955,-0.4995897004150154,0.31763782654450234,-0.36154830701959795,1.1065703009681203,5.454761879371561,-0.6792652662841545,-3.686544985431662,2.3451636104415288,0.05939415455188968,0.4020915761853159,-1.7674020346044588,7.051326188246963,-1.1903468271673248,9.988160546602565,-1.5634637084792522,1.303543411631783,-2.768205372487298,0.12613772182527638,-1.6476051171931783,5.158404169933723,-0.6873404790496216,-1.193717312628603
AC>TG,-0.9444552705529534,0.2096507643190253,0.1223948457763755,-0.7256930693510846,-0.7991011619123302,-0.5144174036435931,-1.0798577775906153,-0.8900866661023703,-0.5499779682596532,0.2832158797390748,0.5353449147718453,0.39368219935013626,0.5071055063431642,2.380202320420813,-0.6382653757948501,0.44288594363116596,0.718844799441817,-0.7252634315131874,-0.07408945996519146,0.27875034540977506,-0.6211608276356262,0.4372232747055056,-0.5999920148920322,-0.5330556250634925,1.3248504651445057,2.5676248954457956,-1.3246072228567203,-0.5872620778155137,0.4508885043983054,1.8444376201153359,0.8825057915264012,0.3710544438677835,-0.23991278184257056,-0.03782430088552635,2.1897577233481282
AC>TT,-1.748904181795703,-1.2687594223724616,-2.2121824819452276,-0.7716775318866815,-0.996482593977811,2.529611787545398,0.29278329833463435,-0.41702056791536957,-1.4343475330158153,0.1719204608296081,-0.11439129886421173,-1.030921887061557,-1.1119575063558569,-0.5589157755327805,0.3795941825076319,-1.39297579083366,-0.041013991299214236,-4.07755680371804,0.4598375754851881,-3.0900104051193633,-1.5327566266164137,-0.8915772882150801,-1.492871435977589,1.791658615674835,2.3374685333080256,-0.12894843765259068,3.4170624278701696,7.504780459215286,-0.2335374216561108,-1.8647277491175096,0.7174511990466776,-1.1174776882663862,5.466955740929381,-1.6124033867747984,-1.9404733394101763
AT>CA,-0.5506536259022816,-1.0879823715902133,-0.8225292286852164,-1.2312445632777695,-0.8432606383330458,-0.3633634698791333,-1.1225161852136203,-0.08143476386315474,-1.376358772540677,0.24082507017787513,-0.7406493126959643,-0.2712513223192017,3.676669619633986,-0.6370178974317472,-0.7303094004821716,-0.7725260317757205,1.3574907913707084,-1.5771664259810407,0.7898369564016958,0.9287659590046524,1.8297966682409383,-0.6353429360581033,-0.5615875878403109,3.1616006401768364,2.9122901811244635,1.4045623770925735,-1.2522739837450778,-1.0151362525613958,-0.8705695405519882,4.769325835999406,0.7397822139901655,-0.46353788840803767,-0.924159398263072,0.6283955391747202,0.3399611134249585
AT>CC,0.1673148531853743,-0.492282903006727,1.6796945000041612,0.4577181114817709,-0.44062242360903525,-0.05871552125189401,-0.523737753248284,-0.9330970600638444,-0.9068214835530627,0.6234505912713675,2.534823444391828,-0.1052938927031944,0.4184424661677214,-0.2969938960195413,0.5804804747796051,-0.28876648358802703,-0.5246473345108993,0.4282456563372039,-0.9469382807208612,-1.1817227114210151,5.350464870482808,0.46219487973975104,-0.11084814495456023,-1.0424104697955268,0.4229761344155929,-0.30898601652649793,-0.5776077934342844,-0.7615150389478986,-0.9077004528115575,-0.4198022446472222,-0.936019231566791,0.037413996665592864,-0.650792375497804,-0.5905794960131814,-0.913316938480572
AT>CG,-0.1202630188301761,-0.17944685649778652,-0.37386616652479526,2.4698794195748706,-0.5813497504876219,-0.0041379573156517906,-0.6229600138210869,-1.4183668554661035,0.5943147545511245,0.4988169420865125,-0.5347796836620454,-0.1286480775892204,-0.23963263035592317,-0.3500987330110191,-0.5720809681833565,-0.3739686186361697,-0.814528799305372,-0.5122988165947315,0.12957932965813257,0.5979296075824667,0.4441482129708674,-0.3303785266686463,1.9124301566583937,-0.5412601386595183,-0.5192469103091588,0.718599294857191,-0.5712655467098114,-0.13582533143895725,-0.21672211785189496,0.7075185433920159,-0.7609613683634792,-0.834189881729318,-0.669650845142317,0.48362770752911444,-0.6508225575609031
AT>GA,-0.7106685292182765,-0.10578998705019549,0.6140724476820536,0.224874562270168,-0.3753650448712608,-0.24846613227569264,-0.5438752358788048,0.589617498522326,0.5837875749913013,-0.31430455372017563,0.5434807861068713,-0.20765864866737282,-0.23823015931090108,-0.31100119535805043,-0.3265690630703066,0.6939184209213154,-0.2153756177454329,-0.9199698570095876,-1.1769058440513145,-0.1540039964038924,-0.919349100457345,2.9039918372167977,-0.2663736377596638,2.054891707236423,-0.8110672168423384,-0.4269827754367414,0.21183663982853063,-0.3756273376620983,-2.0739134163452553,-0.7757148082286885,-1.3295922835053178,-1.3690508639436365,1.2724518146399895,1.092226226637435,-1.4608103489491586
AT>GC,-0.5729227105562891,0.3338808431206862,-0.22381193735700022,-0.772126608684971,-0.2892161227081095,-0.0636918812983944,-0.38109990636048646,-0.5826880444738889,-0.9540348055659345,0.718027504822208,0.6204400724961041,-0.1460449529252972,-0.9576353341880149,0.7821735167396957,-0.269788482062775,-0.4298593165382876,1.614201109867356,-0.5018522095039442,-0.9801795265447506,1.0794245896884087,0.32171643406608197,0.38176918401536597,1.7935677911890002,-1.3258307584308973,-0.5596521982065057,1.7058257678429718,-0.5214281794529284,-0.5020986787487144,-0.39021631988551,-0.47238597630137996,-1.0087088444797603,1.941238427073027,-0.6057612397035717,2.3297549774449475,-0.0046490640951450946
AT>TA,1.8282301541908463,-0.6802934681219028,-0.649072939306363,3.226142554923908,0.45611407501125656,0.6012826007275824,0.10763590611280416,0.2948550095102134,-0.9893468430417703,-0.48234373631240224,1.1162739176811323,-0.3391036167340626,-0.014855121469494748,-0.49061914672273993,-0.48467709756971294,0.2598717999106934,1.600867260095566,-0.6414114595149494,-2.6992718975566006,-1.0768062191992578,5.04796556080096,-0.0942195840710558,1.3837670004228713,-2.419260657849277,0.1923402527144178,0.1519513278478739,-0.6032258653871585,-0.6795116286146204,-2.8348006058025996,8.504979499552235,-1.0123282501789244,0.0024200040350943475,-1.8169635888315205,-1.8180718366556055,1.8468125098624912
CC>AA,-2.009189992172331,0.09444434224126752,-0.42435835454924886,-0.6557211301633346,-0.4463153721212694,0.7457306028121877,-4.1426076687362965,-0.298318044936849,-1.2082082517353814,0.03205199165272532,0.0012570597982815013,-11.426660737404404,-1.0820472552535105,0.16946123636962085,-0.3609324306722252,-1.118507311969733,-1.1667480559671901,0.6935180546837287,1.8206074136428185,-1.9738201386855536,-0.1989288490069523,-0.3643754615664162,-0.4629768076971299,0.11255147894937445,-1.6097465255435033,0.5214030708548378,-0.4170427971716002,-0.21826720009478429,0.12016982823956113,-0.16622922555847808,-0.9903566886211781,-0.1990628776065062,-0.08773441419551409,0.012527921008111953,-0.3645974728245136
CC>AG,12.713748865166323,-0.6542458649611014,0.5929005538356851,-1.3955554747945067,-1.0418903710980105,-0.24173563761738848,3.8334330285039444,-0.9559313128260163,0.14979585233203907,-3.3808191181912153,-1.051855056398128,-6.032322527437566,5.949964953687596,-0.9948639922117715,-2.089810794577079,-0.9421759635213438,-8.021580319367972,-2.9369710930072763,-10.200188850381519,15.055273903803723,0.9663726799411818,-2.7181632190790843,2.4009642345283138,0.32385519083508063,8.02045324041013,-1.023825109976375,7.970383607693039,-0.8967695372938309,-1.2803446317033589,1.8065021727055162,3.1931750721980037,2.9841076532133224,0.00877610824926267,0.8496767754645278,-0.3309222040422326
CC>AT,7.231708441562082,0.7022377214797526,2.21173095844491,-0.1162191503214518,0.7842808733524005,-5.161652136597565,26.437800011274078,3.0202423333623054,-1.3227759894275422,2.647545891956076,0.8765823104574915,-9.324658500101952,-0.6666386017931838,-0.3353896548327504,-0.028204973205833372,-0.6601791371105874,14.259075752780317,-2.2416004718770823,-4.84513577760565,4.291389851324514,0.6360105582187807,-2.0858360672642924,1.1160927822818794,-1.0558027658080869,6.202401129430477,-3.3558453463189926,-2.3642796608719703,1.9915783329889423,-0.7470892378484462,-0.2628761506424504,5.367570676055268,0.10918767863903334,1.1539762087288281,-0.4672096113777644,3.1377336104196627
CC>GA,-2.696366951668551,-1.362964264139064,0.8643541133691706,-1.391698142293059,-4.558648963359779e-05,-1.4664420648421999,0.877686520783227,1.9797988569642975,-0.7851122132196532,-0.03414962158776702,-0.4441596051842621,-0.6145609290610499,0.35866301647017407,-0.6497822190773849,-1.0827117406751425,-0.603952992323614,0.6246562621020337,-1.9957395425097015,-0.8014314831643352,-0.5441522472312128,-0.7675404875250282,1.141186435770636,0.8997459193785722,-0.8928717998558071,-1.4088552736858493,-1.071056647310298,-1.1826760886199965,-0.9722502228041685,0.45465934793809115,-0.900808843285049,-1.378678650315099,-1.0986794516479996,-0.5075269760424402,-1.4935017965642614,1.1996538057396091
CC>GG,-0.56794330282558,-0.4670539194104858,0.6193011383939793,1.4708094366063251,-0.3810550203419306,0.36105788050208076,0.7596639325819797,-0.27848987398325836,-0.10945272877261764,-0.1358459296232633,0.8426425455872772,-0.08920087751821419,-0.2806076398310374,-0.1194794546801331,-0.44145158038125665,-0.10572172503951671,0.8957879616847595,0.3059730206570568,-0.22333597719768433,-0.4217623717768311,-0.24976128173647716,-0.7500687412392375,0.7208937708795096,1.4194095260638466,0.6380824170355792,1.875609604601998,-0.3709002642295607,-0.29464493443402784,0.6512254932715911,-0.2464782096204423,-0.7351042866052362,1.9689528219399033,-0.16160152100814754,-0.5489905441498888,-0.29523880766387894
