Sample,DBS2,DBS4,DBS5,DBS9
Liver-HCC::S.1,40.29685034318254,70.16054711780912,22.66507095899139,1.9095388036963197
Liver-HCC::S.2,65.67342273150376,19.56926514433416,0.3596979731855867,14.245793797477972
Liver-HCC::S.3,144.93555945598143,119.60222274737218,29.01193005182857,0.0
Liver-HCC::S.4,929.6742439437198,0.0,0.0,0.0
Liver-HCC::S.5,30.01836086293134,5.173637295101451,0.0,5.243792726111953
Liver-HCC::S.6,87.750371399498,12.242715930689876,0.0,9.831512112175004
Liver-HCC::S.7,33.190287314868804,0.0,0.3629347601172447,3.5008705287941977
Liver-HCC::S.8,29.38990618636673,18.86294746487885,0.0,4.940737805036647
Liver-HCC::S.9,105.37034608082134,160.20407048429257,0.0,0.0
Liver-HCC::S.10,63.98266839211729,0.0,2.1258470463022556,13.36050998430782
Liver-HCC::S.11,14.934420537930162,81.62466688178267,3.336282360089783,5.751408225711304
Liver-HCC::S.12,173.1155968459752,38.23047337475994,0.0,17.51132050617656
Liver-HCC::S.13,45.29413941473888,161.32593863376806,7.701704795687243,0.5408580215921287
Liver-HCC::S.14,572.5458062904746,0.0,0.0,0.0
Liver-HCC::S.15,91.42514657132668,0.0,0.0,0.0
Liver-HCC::S.16,65.48181681891273,63.99560719474102,2.2136811494968036,3.966835892516108
Liver-HCC::S.17,53.39600166851749,76.20822417800686,0.0,4.931881378354645
Liver-HCC::S.18,48.09713306580247,43.42898505632441,0.0,0.0
Liver-HCC::S.19,69.145161000321,172.74181999306492,7.992776208321519,0.0
Liver-HCC::S.20,148.99188361384907,72.3382405794569,7.8677391230692395,0.0
Liver-HCC::S.21,225.51043136837237,0.0,63.37353207839822,0.0
Liver-HCC::S.22,51.07830337587009,46.24157565405619,319.46219807491246,19.357978079728753
Liver-HCC::S.23,421.34511175371955,50.690436937807114,0.0,0.0
Liver-HCC::S.24,90.9039281632953,0.0,0.0,0.0
Liver-HCC::S.25,51.48580750687036,0.4792023130094696,0.862171745973929,0.0
Liver-HCC::S.26,244.1456097909361,178.61573565311048,0.0,0.0
Liver-HCC::S.27,86.49126572268494,1.455627307228843,0.0,7.488104413374912
Liver-HCC::S.28,8.607251247650433,174.3572098607953,0.0,0.0
Liver-HCC::S.29,56.52039601996639,0.5688293860503344,1.5767000094046801,0.0
Liver-HCC::S.30,50.7736741383559,4.2793739899347365,112.69234585018584,15.349685305085805
Liver-HCC::S.31,21.532879013860548,0.0,0.0,0.0
Liver-HCC::S.32,6.740656417380916,1.9486869500282598,2.2186917258741405,20.13334911983918
Liver-HCC::S.33,125.41555659865732,33.48501146664056,1.3590163645499402,18.679743028109012
Liver-HCC::S.34,108.79761565141317,123.95336705978879,3.762018142367594,0.0
Liver-HCC::S.35,85.99397061494386,207.27966724483082,276.6117228903592,0.0
Liver-HCC::S.36,2.4520137494718908,53.463450868655414,1.0220369618033582,9.28819723224406
Liver-HCC::S.37,12.694546971864826,23.796225029851044,0.0,6.961940033020293
Liver-HCC::S.38,19.14991349623444,2.8109811293901292,0.0,3.606868258913588
Liver-HCC::S.39,196.43978638152055,0.0,2.5481944142160295,0.0
Liver-HCC::S.40,199.04162682113719,73.28051409043837,0.0,10.300947563409176
Liver-HCC::S.41,18.459835078764833,9.50897750711451,0.0,0.0
Liver-HCC::S.42,38.73664503949699,0.0,0.3564272388802185,6.180158746709262
Liver-HCC::S.43,13.952323795382815,96.69917200843494,3.5055104578541147,0.0
Liver-HCC::S.44,194.17867797403704,0.0,0.0,0.0
Liver-HCC::S.45,163.7168479017383,26.47745499743874,0.0,0.0
Liver-HCC::S.46,321.9744762417572,72.73177380385665,0.0,0.0
Liver-HCC::S.47,40.94036207798637,157.0555665209411,6.293280089460324,0.0
Liver-HCC::S.48,261.3331217814638,196.92591407107366,2.444492172313101,0.0
Liver-HCC::S.49,38.292234266359316,23.43109356594653,0.0,11.750448228451056
Liver-HCC::S.50,40.68287227476636,60.17990108496494,37.301012861991836,5.8537147861502685
Liver-HCC::S.51,26.704739937907213,178.1580101434897,0.0,0.0
Liver-HCC::S.52,21.97330901485315,7.126520833843027,2.3703220312460633,5.905604128647298
Liver-HCC::S.53,25.859281090130583,0.0,2.833319121833552,8.415379166206334
Liver-HCC::S.54,5.707207957267285,18.65443849574369,0.7940113653511585,9.500985218102992
Liver-HCC::S.55,143.23242462221202,3.068305468514778,6.012464698128023,26.15819109125231
Liver-HCC::S.56,20.880692457410237,52.68795877468845,2.7156074950973257,7.851704534278839
Liver-HCC::S.57,164.68785273718444,32.656814721939945,0.0,0.0
Liver-HCC::S.58,108.81011042387705,17.651208895563798,0.0,0.8032311588475525
Liver-HCC::S.59,18.458620955490517,24.40708121713683,1.2950014237969785,0.4752347028503748
