Sample Names	MutationType	DBS2	DBS4	DBS5	DBS9
Liver-HCC::S.1	AC>CA	0.04322912912422731	0.8176752898173998	0.13909558105837289	0.0
Liver-HCC::S.1	AC>CG	0.08424421654262754	0.22518275336630833	0.6905730300910642	0.0
Liver-HCC::S.1	AC>CT	0.09984847674563588	1.126091776215656e-14	0.9001515232543529	0.0
Liver-HCC::S.1	AC>GA	0.029370811518588814	0.9317428628300759	0.03888632565133525	0.0
Liver-HCC::S.1	AC>GG	0.186250790933115	0.5348754978226077	0.27887371124427734	0.0
Liver-HCC::S.1	AC>GT	0.37722708190139775	2.577175345330833e-05	0.622747146345149	0.0
Liver-HCC::S.1	AC>TA	0.3301837272121899	0.48414262922896706	0.18567364355884305	0.0
Liver-HCC::S.1	AC>TG	0.008748037687743024	0.12477301395430646	0.8664789483579506	0.0
Liver-HCC::S.1	AC>TT	0.3948217189506382	0.03719794464315865	0.5679803364062032	0.0
Liver-HCC::S.1	AT>CA	0.022715248671065932	0.9407811438998107	0.03650360742912323	0.0
Liver-HCC::S.1	AT>CC	3.4804381846588515e-13	9.980872891657577e-13	0.9999999999986537	0.0
Liver-HCC::S.1	AT>CG	0.15893534914005306	0.6159538820689546	0.22511076879099237	0.0
Liver-HCC::S.1	AT>GA	0.12483109084292365	0.4113697688770212	0.4637991402800551	0.0
Liver-HCC::S.1	AT>GC	0.16287703016238622	0.8371229698374495	1.6444315545240915e-13	0.0
Liver-HCC::S.1	AT>TA	0.0529815856797928	0.8954329823681878	0.051585431952019374	0.0
Liver-HCC::S.1	CC>AA	1.0	1.6513539822538682e-17	8.156077595278252e-18	0.0
Liver-HCC::S.1	CC>AG	0.7598659431984588	0.09711262266057193	0.14302143414096932	0.0
Liver-HCC::S.1	CC>AT	0.780069772595194	0.2092707911246131	0.010659436280192747	0.0
Liver-HCC::S.1	CC>GA	0.7435713261982518	0.25483159374430214	0.001597080057445951	0.0
Liver-HCC::S.1	CC>GG	0.7740279580078147	0.21446080626658345	0.011511235725601948	0.0
Liver-HCC::S.1	CC>GT	0.8797086595506199	0.10913739778384351	0.011153942665536437	0.0
Liver-HCC::S.1	CC>TA	0.9409191421488499	0.01708268259819208	0.04199817525295796	0.0
Liver-HCC::S.1	CC>TG	0.08017576322134864	0.004795720351582814	0.9150285164270686	0.0
Liver-HCC::S.1	CC>TT	0.18924796248321768	0.5427074863377646	0.2680445511790178	0.0
Liver-HCC::S.1	CG>AT	0.44786070503107056	0.19298280451671387	0.3591564904522155	0.0
Liver-HCC::S.1	CG>GC	0.8512132991843686	0.020093844307013185	0.12869285650861817	0.0
Liver-HCC::S.1	CG>GT	0.2599552014838669	2.4281038554164774e-15	0.7400447985161307	0.0
Liver-HCC::S.1	CG>TA	0.18924796248321768	0.5427074863377646	0.2680445511790178	0.0
Liver-HCC::S.1	CG>TC	0.9922654279046695	5.517827967582057e-15	0.007734572095324953	0.0
Liver-HCC::S.1	CG>TT	0.7487977317307849	0.08307540488492442	0.16812686338429067	0.0
Liver-HCC::S.1	CT>AA	0.012101436467538758	4.5072400913010704e-17	0.9878985635324612	0.0
Liver-HCC::S.1	CT>AC	3.547344516352871e-17	1.0172740569477157e-16	0.9999999999999999	0.0
Liver-HCC::S.1	CT>AG	0.03618631627155459	0.038237434952780404	0.9255762487756649	0.0
Liver-HCC::S.1	CT>GA	0.0017703752725474696	0.11250434088864414	0.8857252838388083	0.0
Liver-HCC::S.1	CT>GC	0.044896471919889	0.04131678212054428	0.9137867459595668	0.0
Liver-HCC::S.1	CT>GG	0.045057155132995595	0.7940824978071171	0.16086034705988733	0.0
Liver-HCC::S.1	CT>TA	0.6428059733801973	2.273746263242596e-15	0.3571940266198003	0.0
Liver-HCC::S.1	CT>TC	0.22364426583963323	6.964616351559758e-14	0.7763557341602971	0.0
Liver-HCC::S.1	CT>TG	0.41752097356769324	0.05631766032499099	0.5261613661073158	0.0
Liver-HCC::S.1	GC>AA	0.008981280179293135	0.990886492594826	0.00013222722588079457	0.0
Liver-HCC::S.1	GC>AG	0.01538131221341228	0.9138264058097041	0.07079228197688367	0.0
Liver-HCC::S.1	GC>AT	0.054072148194843274	0.8958351312347521	0.05009272057040466	0.0
Liver-HCC::S.1	GC>CA	0.04422289995931214	0.8483283264796946	0.10744877356099312	0.0
Liver-HCC::S.1	GC>CG	0.2673309536727079	0.006710413194987012	0.7259586331323051	0.0
Liver-HCC::S.1	GC>TA	0.023661415125104068	0.9723251968947405	0.004013387980155333	0.0
Liver-HCC::S.1	TA>AT	0.04932982791334172	0.9318070790961759	0.01886309299048235	0.0
Liver-HCC::S.1	TA>CG	0.0274637948352808	0.9660871176275058	0.006449087537213259	0.0
Liver-HCC::S.1	TA>CT	0.017014336721536412	0.9054185350496294	0.0775671282288343	0.0
Liver-HCC::S.1	TA>GC	0.3550947675360441	0.5180625303742102	0.12684270208974568	0.0
Liver-HCC::S.1	TA>GG	0.016472160170358463	0.792125409716278	0.19140243011336353	0.0
Liver-HCC::S.1	TA>GT	0.0805128596870617	0.8529675173428755	0.066519622970063	0.0
Liver-HCC::S.1	TC>AA	0.0021584446927224083	0.9640234912921951	0.033818064015082555	0.0
Liver-HCC::S.1	TC>AG	0.016986379895019357	0.27138677149322454	0.711626848611756	0.0
Liver-HCC::S.1	TC>AT	2.818663799245165e-16	0.9715622423829156	0.028437757617084038	0.0
Liver-HCC::S.1	TC>CA	0.0046697788901016975	0.9898241390929031	0.005506082016995088	0.0
Liver-HCC::S.1	TC>CG	0.005657942127178927	0.9943420578728124	8.672359880026825e-15	0.0
Liver-HCC::S.1	TC>CT	0.8471162293493338	0.003576096600494501	0.14930767405017162	0.0
Liver-HCC::S.1	TC>GA	0.014026040256178405	0.9857547006132142	0.0002192591306072826	0.0
Liver-HCC::S.1	TC>GG	0.2090584954283899	0.37631941257457546	0.4146220919970346	0.0
Liver-HCC::S.1	TC>GT	0.7978587222156681	1.1133092827494006e-13	0.20214127778422047	0.0
Liver-HCC::S.1	TG>AA	0.11332446495864748	0.49915114613710343	0.3875243889042492	0.0
Liver-HCC::S.1	TG>AC	0.17704280478486725	0.16226037383755618	0.6606968213775766	0.0
Liver-HCC::S.1	TG>AT	0.27218018860704274	7.585390835908279e-16	0.7278198113929564	0.0
Liver-HCC::S.1	TG>CA	0.0806495772926896	0.769436448503127	0.14991397420418354	0.0
Liver-HCC::S.1	TG>CC	0.10817827287650625	0.3735105283730074	0.5183111987504864	0.0
Liver-HCC::S.1	TG>CT	0.9043588286469707	0.0413072456579303	0.05433392569509909	0.0
Liver-HCC::S.1	TG>GA	0.08790589215430337	0.8021320312647406	0.10996207658095611	0.0
Liver-HCC::S.1	TG>GC	0.1852510594127097	0.702916222493224	0.11183271809406632	0.0
Liver-HCC::S.1	TG>GT	0.12084546038139586	0.0010416781758385695	0.8781128614427656	0.0
Liver-HCC::S.1	TT>AA	0.6064078314296001	0.004325544296997991	0.389266624273402	0.0
Liver-HCC::S.1	TT>AC	0.38792711435976623	0.0012675225863531382	0.6108053630538807	0.0
Liver-HCC::S.1	TT>AG	0.29979219434924964	1.6670921527300098e-14	0.7002078056507337	0.0
Liver-HCC::S.1	TT>CA	0.18924796248321768	0.5427074863377646	0.2680445511790178	0.0
Liver-HCC::S.1	TT>CC	0.00680743746808995	2.731731758028266e-14	0.9931925625318828	0.0
Liver-HCC::S.1	TT>CG	0.9999999999987966	8.148300438586687e-13	3.8856907894690083e-13	0.0
Liver-HCC::S.1	TT>GA	0.740125543215701	1.8477386125861706e-13	0.2598744567841142	0.0
Liver-HCC::S.1	TT>GC	0.046138866002530095	3.5827528524691927e-13	0.9538611339971116	0.0
Liver-HCC::S.1	TT>GG	0.18924796248321768	0.5427074863377646	0.2680445511790178	0.0
Liver-HCC::S.2	AC>CA	1.0	0.0	0.0	0.0
Liver-HCC::S.2	AC>CG	1.0	0.0	0.0	0.0
Liver-HCC::S.2	AC>CT	1.0	0.0	0.0	0.0
