Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Eso-AdenoCA::S.1	3996	0.995	637.559	15.955%	124.82	10.175%	0.03959	0.994
Eso-AdenoCA::S.2	2271	0.994	574.978	25.318%	135.733	12.409%	0.08925	0.994
Eso-AdenoCA::S.3	2307	0.997	366.917	15.905%	91.435	8.013%	0.06	0.997
Eso-AdenoCA::S.4	588	0.989	123.746	21.045%	35.186	15.501%	0.06932	0.988
Eso-AdenoCA::S.5	596	0.998	120.664	20.246%	40.498	12.416%	0.09191	0.998
Eso-AdenoCA::S.6	896	0.992	398.445	44.469%	152.401	30.125%	2.23109	0.993
Eso-AdenoCA::S.7	1793	0.992	446.741	24.916%	110.215	14.501%	0.22254	0.992
Eso-AdenoCA::S.8	1229	0.999	119.272	9.705%	32.618	4.451%	0.0359	0.999
Eso-AdenoCA::S.9	1644	0.999	216.976	13.198%	40.415	3.701%	0.04447	0.999
Eso-AdenoCA::S.10	1620	0.984	500.586	30.9%	118.166	19.009%	0.12296	0.983
Eso-AdenoCA::S.11	1451	0.95	528.161	36.4%	125.493	31.403%	0.12777	0.94
Eso-AdenoCA::S.12	2524	0.995	447.244	17.72%	114.066	10.559%	0.05249	0.994
Eso-AdenoCA::S.13	1086	0.998	149.412	13.758%	47.834	6.658%	0.0582	0.998
Eso-AdenoCA::S.14	1417	0.983	452.203	31.913%	103.239	22.816%	0.22928	0.982
Eso-AdenoCA::S.15	712	0.985	305.153	42.859%	107.766	34.309%	0.17348	0.986
Eso-AdenoCA::S.16	1597	0.998	257.969	16.153%	54.545	6.443%	0.05509	0.998
Eso-AdenoCA::S.17	1042	0.999	192.673	18.491%	73.435	10.005%	0.0603	0.999
Eso-AdenoCA::S.18	1492	0.999	196.51	13.171%	54.978	5.818%	0.09392	0.999
Eso-AdenoCA::S.19	3286	0.992	1669.496	50.806%	596.601	32.946%	2.83485	0.993
Eso-AdenoCA::S.20	1013	0.996	423.911	41.847%	193.011	26.706%	2.24261	0.997
Eso-AdenoCA::S.21	740	0.997	153.67	20.766%	39.97	9.595%	0.11428	0.997
Eso-AdenoCA::S.22	1193	0.997	255.835	21.445%	88.55	12.969%	0.08655	0.998
Eso-AdenoCA::S.23	792	1.0	74.654	9.426%	19.082	3.874%	0.03531	1.0
Eso-AdenoCA::S.24	794	0.948	252.158	31.758%	81.974	31.923%	0.13301	0.941
Eso-AdenoCA::S.25	1099	0.99	267.698	24.358%	61.439	14.086%	0.09449	0.989
Eso-AdenoCA::S.26	782	0.991	203.536	26.028%	50.963	14.754%	0.11472	0.991
Eso-AdenoCA::S.27	3667	0.998	719.911	19.632%	196.877	9.449%	0.56582	0.998
Eso-AdenoCA::S.28	1545	0.996	342.189	22.148%	128.192	14.99%	0.07495	0.996
Eso-AdenoCA::S.29	2270	0.993	970.423	42.75%	388.808	30.786%	0.99702	0.994
Eso-AdenoCA::S.30	707	0.997	189.693	26.831%	71.112	13.692%	0.29715	0.997
Eso-AdenoCA::S.31	450	0.995	132.383	29.418%	44.831	16.982%	0.43288	0.995
Eso-AdenoCA::S.32	703	0.992	222.016	31.581%	60.958	22.108%	0.17237	0.992
Eso-AdenoCA::S.33	1397	0.995	281.606	20.158%	62.68	10.38%	0.07659	0.994
Eso-AdenoCA::S.34	1975	0.998	529.187	26.794%	150.176	12.6%	1.03608	0.998
Eso-AdenoCA::S.35	943	0.997	216.562	22.965%	70.396	13.494%	0.17657	0.997
Eso-AdenoCA::S.36	2492	0.988	653.363	26.218%	161.496	15.521%	0.10937	0.987
Eso-AdenoCA::S.37	1650	0.999	169.561	10.276%	36.248	4.275%	0.04648	0.999
Eso-AdenoCA::S.38	1646	0.991	415.929	25.269%	97.722	13.75%	0.10044	0.991
Eso-AdenoCA::S.39	868	0.969	393.392	45.322%	90.995	31.727%	0.73418	0.967
Eso-AdenoCA::S.40	1512	0.999	224.197	14.828%	71.561	6.55%	1.33707	0.998
Eso-AdenoCA::S.41	1186	0.999	180.784	15.243%	52.698	6.647%	0.06792	0.999
Eso-AdenoCA::S.42	1018	0.994	423.661	41.617%	159.659	32.4%	0.29755	0.995
Eso-AdenoCA::S.43	877	0.988	269.421	30.721%	57.47	18.876%	0.22073	0.987
Eso-AdenoCA::S.44	2731	0.999	240.9	8.821%	46.563	3.529%	0.10332	0.999
Eso-AdenoCA::S.45	1728	0.999	160.088	9.264%	45.455	4.259%	0.03645	0.999
Eso-AdenoCA::S.46	1196	0.997	191.994	16.053%	40.177	7.107%	0.07096	0.997
Eso-AdenoCA::S.47	3697	1.0	353.908	9.573%	92.008	3.337%	0.02904	1.0
Eso-AdenoCA::S.48	1469	1.0	142.619	9.709%	39.336	4.284%	0.03001	1.0
Eso-AdenoCA::S.49	1625	0.994	382.212	23.521%	83.767	12.607%	0.06979	0.994
Eso-AdenoCA::S.50	1191	1.0	142.279	11.946%	51.343	6.194%	0.04241	1.0
Eso-AdenoCA::S.51	3372	0.933	1724.668	51.147%	384.205	41.809%	0.36653	0.923
Eso-AdenoCA::S.52	1649	0.996	310.048	18.802%	62.25	9.798%	0.05051	0.996
Eso-AdenoCA::S.53	1237	0.999	159.682	12.909%	40.725	4.941%	0.43735	0.999
Eso-AdenoCA::S.54	2689	0.999	371.572	13.818%	108.231	6.067%	0.047	0.999
Eso-AdenoCA::S.55	1269	1.0	86.807	6.841%	20.012	2.471%	0.03471	1.0
Eso-AdenoCA::S.56	1900	0.998	567.729	29.88%	181.395	14.948%	1.06916	0.998
Eso-AdenoCA::S.57	1611	0.998	298.394	18.522%	105.85	11.945%	0.05548	0.998
Eso-AdenoCA::S.58	1615	0.982	609.169	37.719%	173.112	27.442%	0.18467	0.981
Eso-AdenoCA::S.59	942	0.999	151.526	16.086%	51.155	9.68%	0.04456	0.999
Eso-AdenoCA::S.60	2036	0.989	589.846	28.971%	120.173	17.27%	0.09129	0.988
Eso-AdenoCA::S.61	671	0.998	105.405	15.709%	45.033	7.838%	1.93352	0.998
Eso-AdenoCA::S.62	1481	0.991	509.953	34.433%	128.587	18.322%	0.19184	0.991
Eso-AdenoCA::S.63	2758	0.999	550.051	19.944%	199.963	12.168%	0.43018	0.999
Eso-AdenoCA::S.64	2247	0.995	742.512	33.045%	250.951	22.008%	0.56414	0.995
Eso-AdenoCA::S.65	3010	0.999	324.057	10.766%	64.882	4.2%	0.0285	0.999
Eso-AdenoCA::S.66	1051	0.998	218.863	20.824%	58.792	10.029%	0.08851	0.998
Eso-AdenoCA::S.67	4437	0.999	766.327	17.271%	290.025	7.495%	0.59577	0.999
Eso-AdenoCA::S.68	1547	0.998	217.717	14.073%	46.414	6.496%	0.04541	0.998
Eso-AdenoCA::S.69	180	0.998	29.365	16.314%	7.056	5.799%	0.14484	0.998
Eso-AdenoCA::S.70	1771	0.996	468.554	26.457%	128.633	14.971%	0.87922	0.996
Eso-AdenoCA::S.71	1619	0.994	458.872	28.343%	126.175	17.475%	0.1504	0.994
Eso-AdenoCA::S.72	702	0.999	81.263	11.576%	26.497	5.864%	0.64093	0.999
Eso-AdenoCA::S.73	1891	0.995	628.119	33.216%	288.382	19.95%	2.58022	0.995
Eso-AdenoCA::S.74	573	0.997	100.441	17.529%	23.038	7.779%	0.09414	0.997
Eso-AdenoCA::S.75	2314	0.999	268.68	11.611%	62.887	4.996%	0.03792	0.999
Eso-AdenoCA::S.76	1427	0.997	368.789	25.844%	108.703	16.73%	0.10565	0.997
Eso-AdenoCA::S.77	2102	0.998	604.381	28.753%	199.948	15.536%	0.8906	0.998
Eso-AdenoCA::S.78	1758	1.0	190.459	10.834%	52.306	4.993%	0.03291	1.0
Eso-AdenoCA::S.79	1575	0.991	487.687	30.964%	108.885	19.157%	0.19226	0.991
Eso-AdenoCA::S.80	4296	0.999	418.502	9.742%	91.968	3.453%	0.05605	0.999
Eso-AdenoCA::S.81	1808	0.991	728.007	40.266%	267.445	27.023%	0.37016	0.992
Eso-AdenoCA::S.82	328	0.999	59.773	18.223%	21.737	9.538%	0.0921	0.999
Eso-AdenoCA::S.83	2341	0.999	332.288	14.194%	85.435	7.459%	0.06876	0.999
Eso-AdenoCA::S.84	4283	0.999	714.957	16.693%	179.032	7.156%	0.60563	0.999
Eso-AdenoCA::S.85	1746	0.999	329.308	18.861%	116.93	12.25%	0.27109	0.999
Eso-AdenoCA::S.86	753	0.999	102.24	13.578%	26.411	5.754%	0.06769	0.999
Eso-AdenoCA::S.87	1355	0.999	307.49	22.693%	83.902	8.382%	0.20101	0.999
Eso-AdenoCA::S.88	886	0.993	201.551	22.748%	47.051	12.164%	0.09048	0.993
Eso-AdenoCA::S.89	959	0.937	334.833	34.915%	75.314	36.356%	0.14207	0.916
Eso-AdenoCA::S.90	2186	0.997	416.833	19.068%	103.57	9.102%	0.058	0.996
Eso-AdenoCA::S.91	3538	0.999	644.93	18.229%	165.865	7.397%	0.08712	0.999
Eso-AdenoCA::S.92	1628	0.999	219.968	13.512%	66.561	6.601%	0.07215	1.0
Eso-AdenoCA::S.93	611	0.986	139.57	22.843%	39.855	16.678%	0.11265	0.985
