Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Kidney-RCC::S.1	5363	0.977	1081.725	20.17%	142.072	21.334%	0.03194	0.927
Kidney-RCC::S.2	4669	0.972	959.803	20.557%	141.635	23.376%	0.03764	0.926
Kidney-RCC::S.3	3418	0.966	804.883	23.548%	115.387	25.776%	0.04909	0.912
Kidney-RCC::S.4	5769	0.967	1310.104	22.709%	189.404	25.487%	0.04805	0.909
Kidney-RCC::S.5	9858	0.975	2191.25	22.228%	332.604	22.178%	0.03697	0.955
Kidney-RCC::S.6	1825	0.962	461.703	25.299%	70.057	27.443%	0.05356	0.916
Kidney-RCC::S.7	3142	0.958	865.862	27.558%	126.073	31.418%	0.06174	0.909
Kidney-RCC::S.8	5646	0.966	1295.932	22.953%	180.2	26.037%	0.04065	0.883
Kidney-RCC::S.9	4158	0.968	850.952	20.465%	133.026	25.154%	0.03438	0.908
Kidney-RCC::S.10	2727	0.942	862.016	31.61%	128.037	33.895%	0.07769	0.871
Kidney-RCC::S.11	5178	0.97	1060.55	20.482%	168.312	24.588%	0.03902	0.928
Kidney-RCC::S.12	3720	0.967	871.304	23.422%	120.422	25.665%	0.04873	0.905
Kidney-RCC::S.13	3392	0.958	853.18	25.153%	132.441	28.791%	0.05139	0.9
Kidney-RCC::S.14	2202	0.965	546.308	24.81%	74.982	26.305%	0.05146	0.905
Kidney-RCC::S.15	10769	0.959	2427.615	22.543%	478.574	29.032%	0.04476	0.927
Kidney-RCC::S.16	2847	0.958	775.887	27.253%	109.035	28.686%	0.05322	0.896
Kidney-RCC::S.17	2509	0.948	760.093	30.295%	135.133	31.977%	0.08185	0.917
Kidney-RCC::S.18	1250	0.963	318.613	25.489%	44.239	26.836%	0.05862	0.906
Kidney-RCC::S.19	2831	0.962	703.267	24.842%	102.272	27.299%	0.05263	0.905
Kidney-RCC::S.20	3213	0.978	629.578	19.595%	87.03	20.864%	0.03409	0.941
Kidney-RCC::S.21	5088	0.96	1192.118	23.43%	186.612	27.948%	0.03887	0.896
Kidney-RCC::S.22	10251	0.96	2906.639	28.355%	441.797	28.137%	0.05892	0.927
Kidney-RCC::S.23	3065	0.945	955.677	31.18%	170.505	33.488%	0.08074	0.914
Kidney-RCC::S.24	1955	0.948	562.915	28.794%	78.911	32.104%	0.0692	0.84
Kidney-RCC::S.25	23415	0.959	6190.317	26.437%	1718.207	28.454%	0.05471	0.952
Kidney-RCC::S.26	2156	0.941	586.596	27.208%	100.81	33.973%	0.0584	0.863
Kidney-RCC::S.27	2242	0.958	569.236	25.39%	84.088	28.939%	0.05584	0.886
Kidney-RCC::S.28	5508	0.972	1140.403	20.704%	164.323	23.393%	0.03451	0.921
Kidney-RCC::S.29	2838	0.966	701.32	24.712%	93.613	25.717%	0.04921	0.906
Kidney-RCC::S.30	5645	0.94	1707.773	30.253%	267.056	35.256%	0.06433	0.866
Kidney-RCC::S.31	3328	0.959	731.852	21.991%	116.31	28.24%	0.04435	0.869
Kidney-RCC::S.32	9801	0.946	3008.321	30.694%	626.959	32.854%	0.07502	0.926
Kidney-RCC::S.33	5083	0.966	1151.747	22.659%	172.676	26.446%	0.04133	0.911
Kidney-RCC::S.34	1535	0.967	406.383	26.474%	59.36	25.606%	0.05684	0.939
Kidney-RCC::S.35	6285	0.961	1501.943	23.897%	220.271	27.661%	0.0495	0.889
Kidney-RCC::S.36	901	0.948	288.722	32.045%	42.971	32.375%	0.08916	0.901
Kidney-RCC::S.37	1409	0.899	532.175	37.77%	96.414	43.764%	0.11298	0.816
Kidney-RCC::S.38	2638	0.959	744.957	28.239%	103.392	29.302%	0.06853	0.91
Kidney-RCC::S.39	1831	0.966	445.885	24.352%	66.353	25.998%	0.05665	0.924
Kidney-RCC::S.40	1213	0.939	384.114	31.666%	57.258	34.405%	0.08621	0.859
Kidney-RCC::S.41	3849	0.973	778.594	20.228%	115.061	23.231%	0.03563	0.928
Kidney-RCC::S.42	5198	0.973	1107.663	21.309%	156.054	23.514%	0.04545	0.928
Kidney-RCC::S.43	5648	0.968	1171.794	20.747%	170.901	25.133%	0.03372	0.881
Kidney-RCC::S.44	3162	0.963	771.19	24.389%	123.22	27.512%	0.05345	0.924
Kidney-RCC::S.45	4051	0.931	1380.473	34.077%	208.431	37.707%	0.09644	0.849
Kidney-RCC::S.46	3441	0.968	869.586	25.271%	119.184	25.234%	0.05188	0.927
Kidney-RCC::S.47	4717	0.948	1272.612	26.979%	188.621	31.964%	0.06362	0.843
Kidney-RCC::S.48	5431	0.982	951.906	17.527%	158.029	18.99%	0.02633	0.967
Kidney-RCC::S.49	3345	0.949	952.414	28.473%	136.819	31.601%	0.06647	0.863
Kidney-RCC::S.50	4551	0.973	911.655	20.032%	131.002	23.066%	0.03141	0.916
Kidney-RCC::S.51	2704	0.969	686.149	25.375%	107.684	24.61%	0.06028	0.948
Kidney-RCC::S.52	3934	0.964	861.113	21.889%	146.161	26.735%	0.04143	0.923
