Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ColoRect-AdenoCA::MSI-H.S.1	39926	0.999	7450.617	18.661%	2777.82	11.449%	0.0444	0.999
ColoRect-AdenoCA::MSI-H.S.2	31298	1.0	3254.583	10.399%	1126.127	5.674%	0.01925	1.0
ColoRect-AdenoCA::MSI-H.S.3	68216	0.999	5767.328	8.455%	2277.474	5.643%	0.01731	0.999
ColoRect-AdenoCA::MSI-H.S.4	65371	0.997	15022.693	22.981%	7667.061	16.376%	0.09706	0.997
ColoRect-AdenoCA::MSI-H.S.5	91229	1.0	5397.36	5.916%	1731.41	2.553%	0.01547	1.0
ColoRect-AdenoCA::MSI-H.S.6	120484	0.999	17408.69	14.449%	7100.612	6.834%	0.05403	0.999
ColoRect-AdenoCA::MSI-H.S.7	29945	0.999	2069.509	6.911%	749.36	3.64%	0.0233	0.999
ColoRect-AdenoCA::MSI-H.S.8	37427	0.982	13592.614	36.318%	6072.938	30.608%	0.12769	0.982
ColoRect-AdenoCA::MSI-H.S.9	95008	1.0	7320.857	7.706%	2246.855	3.742%	0.01268	1.0
ColoRect-AdenoCA::MSI-H.S.10	79308	0.999	8473.258	10.684%	3511.331	5.385%	0.09472	0.999
ColoRect-AdenoCA::MSI-H.S.11	244286	0.999	36598.242	14.982%	15953.798	8.666%	0.03023	1.0
ColoRect-AdenoCA::MSI-H.S.12	51574	0.999	9611.451	18.636%	3734.881	12.279%	0.04754	0.999
ColoRect-AdenoCA::MSI-H.S.13	86467	1.0	6125.92	7.085%	1796.763	3.231%	0.01875	1.0
ColoRect-AdenoCA::MSI-H.S.14	47365	0.998	10449.554	22.062%	4603.696	15.832%	0.05589	0.999
ColoRect-AdenoCA::MSI-H.S.15	143834	1.0	9022.594	6.273%	2744.74	3.073%	0.00987	1.0
