Sample,DBS2,DBS4,DBS5,DBS6,DBS11
Lung-AdenoCA::S.1,77.88781377055633,0.0,0.0,5.010276417140551,0.0
Lung-AdenoCA::S.2,193.6642563877517,0.0,0.0,9.456361196281998,0.0
Lung-AdenoCA::S.3,1564.319668895271,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.4,479.09496559447257,37.826969405810935,0.0,181.22246007560042,60.313747811105344
Lung-AdenoCA::S.5,497.8681385812768,0.0,31.595934089868706,53.488021565230305,58.642050387010414
Lung-AdenoCA::S.6,40.500416984590025,18.70096351944371,0.0,0.0,11.654797854060167
Lung-AdenoCA::S.7,0.0,0.0,0.0,1922.8844497163495,0.0
Lung-AdenoCA::S.8,1282.5767750384084,0.0,0.0,197.53484795980964,0.0
Lung-AdenoCA::S.9,123.47228245234612,0.0,4.1940883818908326,9.131839517522643,0.0
Lung-AdenoCA::S.10,6466.757857269673,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.11,1844.0293262274452,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.12,347.75558278321114,23.388436186791065,0.0,37.81816655108797,0.0
Lung-AdenoCA::S.13,942.0363470269051,0.0,0.0,49.832691464151324,0.0
Lung-AdenoCA::S.14,2363.2367144507593,0.0,0.0,353.31145027199517,0.0
Lung-AdenoCA::S.15,2748.862262597859,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.16,574.0954317291936,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.17,494.293668793281,0.0,1073.4811979441945,0.0,0.0
Lung-AdenoCA::S.18,55.35294362189208,0.0,11.629423900396947,16.48295316252515,20.410611586126855
Lung-AdenoCA::S.19,771.7874089979737,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.20,49.64198371504993,3.822800225547111,0.0,0.0,7.788029376775719
Lung-AdenoCA::S.21,132.4415325761309,0.0,15.311004490465765,0.0,0.0
Lung-AdenoCA::S.22,757.2169786065411,0.0,0.0,0.0,39.80115738717379
Lung-AdenoCA::S.23,615.0394490917615,51.901726018209864,0.0,117.71649792586166,0.0
Lung-AdenoCA::S.24,200.94425991194097,0.0,0.0,24.769593917834648,0.0
Lung-AdenoCA::S.25,435.90595312452007,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.26,929.5931009879638,0.0,0.0,180.6448493936249,0.0
Lung-AdenoCA::S.27,2595.2400300734976,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.28,955.0978249721468,0.0,0.0,578.0643687043063,0.0
Lung-AdenoCA::S.29,419.3993988942529,0.0,0.0,1460.3361602827788,0.0
Lung-AdenoCA::S.30,71.13208013902711,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.31,286.12972772900685,0.0,0.0,319.14779164831634,0.0
Lung-AdenoCA::S.32,901.0588428311252,0.0,0.0,0.0,37.62883495922622
Lung-AdenoCA::S.33,105.21470393633899,0.0,0.0,15.991971685010663,23.305480518489336
Lung-AdenoCA::S.34,23.780381083961935,0.0,0.0,21.18614796291619,0.0
Lung-AdenoCA::S.35,4666.473023042136,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.36,1659.5766461339288,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.37,326.08898201577654,0.0,0.0,98.47512878907935,113.99906919398715
Lung-AdenoCA::S.38,47.88762983144413,17.165587773618277,0.0,2.4214590667204132,0.0
Lung-AdenoCA::S.39,51.55718103882185,0.0,17.406775026607296,36.15773958986837,19.768952641202812
Lung-AdenoCA::S.40,155.11340295911882,0.0,0.0,0.0,24.29421921386377
Lung-AdenoCA::S.41,28.84642215846025,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.42,93.04882528731088,0.0,0.0,0.0,0.0
