Sample,DBS1,DBS6
Skin-Melanoma::S.1,231.36618722720075,5.561819434385015
Skin-Melanoma::S.2,607.0314173406472,7.645427497682983
Skin-Melanoma::S.3,845.4433773555247,24.184488098293016
Skin-Melanoma::S.4,1012.5681647646209,0.0
Skin-Melanoma::S.5,3492.372461958528,207.67121847946694
Skin-Melanoma::S.6,475.4089337755226,0.0
Skin-Melanoma::S.7,679.0534796353376,0.0
Skin-Melanoma::S.8,994.545827850589,0.0
Skin-Melanoma::S.9,92.79121450393913,1.6739050400415025
Skin-Melanoma::S.10,1864.5780393995456,0.0
Skin-Melanoma::S.11,10.482430061177668,1.9250823110668849
Skin-Melanoma::S.12,86.67364202994099,16.213473949332403
Skin-Melanoma::S.13,2956.4390038879737,0.0
Skin-Melanoma::S.14,264.907898899808,24.62197622217218
Skin-Melanoma::S.15,665.4105105023046,27.175811426781713
Skin-Melanoma::S.16,3220.3507304775776,0.0
Skin-Melanoma::S.17,289.62709290236705,33.734842925455254
Skin-Melanoma::S.18,5415.514526318943,0.0
Skin-Melanoma::S.19,102.4971042837059,2.134647823660577
Skin-Melanoma::S.20,4840.927901572828,0.0
Skin-Melanoma::S.21,219.84983371978154,0.0
Skin-Melanoma::S.22,2062.7609622907617,0.0
Skin-Melanoma::S.23,1912.6803093408628,0.0
Skin-Melanoma::S.24,1849.7254102942522,27.24684129050578
Skin-Melanoma::S.25,417.8269234296493,0.0
Skin-Melanoma::S.26,522.3658617632567,25.45370188464093
Skin-Melanoma::S.27,1233.5642554917576,0.0
Skin-Melanoma::S.28,473.8942909188586,13.44394604331062
Skin-Melanoma::S.29,1471.4506713312435,0.0
Skin-Melanoma::S.30,1332.5897873157012,0.0
Skin-Melanoma::S.31,572.2814257133739,10.001252115678712
Skin-Melanoma::S.32,819.6217984228444,0.0
Skin-Melanoma::S.33,32.33204822492128,9.256411825074476
Skin-Melanoma::S.34,1394.1959919542398,16.903969457582285
Skin-Melanoma::S.35,3474.642935267226,116.07405340210944
Skin-Melanoma::S.36,500.1087913902402,0.0
Skin-Melanoma::S.37,25.60897069958642,1.7888084891031448
Skin-Melanoma::S.38,881.8018213653731,0.0
Skin-Melanoma::S.39,5499.764446498041,0.0
Skin-Melanoma::S.40,208.30584438302958,17.381770902447485
Skin-Melanoma::S.41,2345.6138185637997,28.89044580510502
Skin-Melanoma::S.42,10358.46708838288,0.0
Skin-Melanoma::S.43,3326.1734412778746,55.32393440031929
Skin-Melanoma::S.44,2469.703925990399,30.266852738286243
Skin-Melanoma::S.45,1440.3204345232516,0.0
Skin-Melanoma::S.46,2707.621876031926,15.17308950735688
Skin-Melanoma::S.47,9471.886507919755,0.0
Skin-Melanoma::S.48,5578.937357560627,0.0
Skin-Melanoma::S.49,1161.823171884657,39.29407739225883
Skin-Melanoma::S.50,2642.0326844752226,0.0
Skin-Melanoma::S.51,1013.8192774402794,0.0
Skin-Melanoma::S.52,1182.228568203544,0.0
Skin-Melanoma::S.53,154.80457063850105,14.18484513322678
Skin-Melanoma::S.54,69.72089074312417,9.024134140114569
Skin-Melanoma::S.55,5594.507659474926,0.0
Skin-Melanoma::S.56,3771.485960701377,0.0
Skin-Melanoma::S.57,4002.586379818927,0.0
Skin-Melanoma::S.58,453.9330224084617,0.0
Skin-Melanoma::S.59,800.7635023314348,19.575019786368582
Skin-Melanoma::S.60,11019.204130046786,0.0
Skin-Melanoma::S.61,668.4379488927646,0.0
Skin-Melanoma::S.62,1777.9445291449535,21.033868532290363
Skin-Melanoma::S.63,1109.6342427035584,0.0
Skin-Melanoma::S.64,558.1622234262061,34.94417445299579
Skin-Melanoma::S.65,1109.8985965128697,0.0
Skin-Melanoma::S.66,165.6320543603463,39.28814170073971
Skin-Melanoma::S.67,85.83519657652631,5.991482688268697
Skin-Melanoma::S.68,507.08703020489355,0.0
Skin-Melanoma::S.69,6294.449771571786,0.0
Skin-Melanoma::S.70,8677.213622736386,0.0
Skin-Melanoma::S.71,2752.7669149273906,0.0
Skin-Melanoma::S.72,61.82914441901608,0.0
Skin-Melanoma::S.73,537.8910210030756,0.0
Skin-Melanoma::S.74,94.63208961608719,3.1479379768817477
Skin-Melanoma::S.75,1103.1801985552922,0.0
Skin-Melanoma::S.76,209.9355991003342,1.963963067980488
Skin-Melanoma::S.77,3362.500301282768,0.0
Skin-Melanoma::S.78,455.13373103715014,0.0
Skin-Melanoma::S.79,898.6934322457943,0.0
Skin-Melanoma::S.80,2243.338790911402,0.0
Skin-Melanoma::S.81,162.26189966813118,7.863496770754466
Skin-Melanoma::S.82,5843.065682384855,0.0
Skin-Melanoma::S.83,17810.039754394646,0.0
Skin-Melanoma::S.84,24616.016703814817,0.0
Skin-Melanoma::S.85,1617.631231836654,0.0
Skin-Melanoma::S.86,16682.02413222186,0.0
Skin-Melanoma::S.87,513.0486860223725,17.457213679025994
Skin-Melanoma::S.88,488.815387261383,81.19258634710326
Skin-Melanoma::S.89,439.77562817485017,5.777020409725814
Skin-Melanoma::S.90,605.702967087922,16.15058325717581
Skin-Melanoma::S.91,823.0374323260716,0.0
Skin-Melanoma::S.92,179.2027253349948,18.326252863508508
Skin-Melanoma::S.93,390.6015652859156,2.893917308612195
Skin-Melanoma::S.94,1136.7869029167362,0.0
Skin-Melanoma::S.95,3197.007573376394,0.0
Skin-Melanoma::S.96,893.9532126587063,7.199628026886859
Skin-Melanoma::S.97,1947.9824401611327,0.0
Skin-Melanoma::S.98,6456.879413984948,0.0
