# Original paramaters
"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",0.947368421052632,0.578947368421053,0.0789473684210526,0.552631578947368,0.921052631578947,0.0263157894736842,0.578947368421053,0.0789473684210526,0.0789473684210526,0.210526315789474,0.0263157894736842,0.315789473684211
"size",2.39557615791409,0.696561963569133,11.5044707385431,1.26005942743359,0.83896302519718,1.05496076787431,0.638467932455196,2.33645008640778,2.14819051320969,0.75661181016324,0.297845174790375,1.7104771916576
"mu",447.67216589492,3152.52569353358,7726.21691301218,34576.6597035239,8209.54913202437,393,3033.6181332935,1579.05319966299,3388.89893895135,2502.97242392696,2614,9936.85512475637
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",0.96,0.58,0.1,0.56,0.93,0.04,0.56,0.07,0.12,0.18,0.01,0.28
"size",2.39546493902,0.728401550639336,8.10501200914827,1.37854413148791,0.82863565061056,3.28911064366201,0.615097795416252,2.97116998582268,0.886234062104112,1.09114425254022,0.297845174790375,1.42237899807906
"mu",437.216298912434,3667.60491052535,8325.17476397001,34492.2742616531,8066.70980157993,313.243300681554,2830.33531482133,1620.32251715847,3801.7984261095,1639.02872701917,2776,10852.7466639423
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",-0.0126315789473684,-0.00105263157894731,-0.0210526315789474,-0.00736842105263158,-0.0089473684210527,-0.0136842105263158,0.0189473684210526,0.00894736842105262,-0.0410526315789474,0.0305263157894737,0.0163157894736842,0.0357894736842105
"size",0.000111218894089937,-0.0318395870702035,3.39945872939486,-0.118484704054326,0.0103273745866205,-2.2341498757877,0.0233701370389439,-0.634719899414898,1.26195645110557,-0.334532442376977,0,0.28809819357854
"mu",10.4558669824858,-515.079216991765,-598.957850957824,84.3854418707779,142.839330444441,79.7566993184463,203.282818472173,-41.2693174954768,-412.899487158147,863.943696907793,-162,-915.891539185895
