# Original paramaters
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS15","SBS17a","SBS17b","SBS18","SBS20","SBS21","SBS26","SBS28","SBS40","SBS41","SBS44"
"prob",1,0.450704225352113,0.112676056338028,0.971830985915493,0.338028169014085,0.0563380281690141,0.704225352112676,0.704225352112676,0.619718309859155,0.0140845070422535,0.028169014084507,0.0422535211267606,0.0140845070422535,0.408450704225352,0.140845070422535,0.0704225352112676
"size",1.03383778056254,1.54581674310794,0.729447365738833,0.639746798359377,0.83462085542773,2.0850305910773,0.689298898734533,0.616325025834575,1.49391842342956,0.776144268834231,1.7848964417303,8.06254282130359,0.297845174790375,2.24216318095942,1.57381020534317,6.17198171687436
"mu",2049.65153060983,443.621831369261,9709.03882206017,8968.46007612644,404.429824725249,26610.8246230581,1902.77655443088,3947.89568187992,2369.14691429637,53577,45989.2448367639,14647.1509912986,2680,4610.77275576615,3655.45585577681,24250.0894974001
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS15","SBS17a","SBS17b","SBS18","SBS20","SBS21","SBS26","SBS28","SBS40","SBS41","SBS44"
"prob",1,0.47,0.12,0.97,0.35,0.05,0.67,0.7,0.58,0.05,0.02,0.04,NA,0.41,0.23,0.09
"size",1.13049933706205,1.65931276564745,0.764862356593477,0.573120165449801,1.04848340611158,62.4978719655139,0.66299114905773,0.603314846660019,1.55267653429698,0.469034289549023,7.22845037577617,7.4229431401414,NA,1.52522875557691,1.28045300014928,16.2096224978709
"mu",2021.38955788258,490.863501939766,13378.2050562541,10769.1945016849,332.618624399696,20939.6762185916,2131.34129758182,4447.52223331775,2532.31435195431,24146.9423585917,30029.0575528408,17475.3910230164,NA,5230.23032984717,3660.43841897621,22114.7958491411
# Some signatures not represented in the synthetic data:
# SBS28 
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS15","SBS17a","SBS17b","SBS18","SBS20","SBS21","SBS26","SBS28","SBS40","SBS41","SBS44"
"prob",0,-0.0192957746478873,-0.00732394366197182,0.00183098591549302,-0.0119718309859155,0.00633802816901408,0.034225352112676,0.00422535211267605,0.0397183098591549,-0.0359154929577465,0.00816901408450704,0.00225352112676056,NA,-0.00154929577464785,-0.0891549295774648,-0.0195774647887324
"size",-0.0966615564995088,-0.113496022539508,-0.0354149908546442,0.0666266329095755,-0.213862550683846,-60.4128413744366,0.0263077496768029,0.0130101791745558,-0.0587581108674262,0.307109979285208,-5.44355393404587,0.639599681162188,NA,0.716934425382518,0.293357205193885,-10.0376407809966
"mu",28.2619727272486,-47.241670570505,-3669.16623419393,-1800.73442555846,71.8112003255536,5671.14840446655,-228.564743150941,-499.626551437829,-163.167437657939,29430.0576414083,15960.1872839231,-2828.24003171783,NA,-619.457574081018,-4.98256319940128,2135.29364825899
