# Original paramaters
"","SBS1","SBS2","SBS5","SBS7a","SBS7b","SBS7c","SBS7d","SBS13","SBS17a","SBS17b","SBS38","SBS40"
"prob",0.660377358490566,0.141509433962264,0.858490566037736,0.830188679245283,0.830188679245283,0.773584905660377,0.830188679245283,0.122641509433962,0.00943396226415094,0.00943396226415094,0.141509433962264,0.245283018867925
"size",1.03511550165299,0.987672393050735,1.03529072294525,0.792453107823627,0.896753661865613,0.651061835240793,1.17125267958058,2.7485598659148,0.76103025552547,0.70519995872829,1.01568732607335,2.65405283523322
"mu",392.854652005888,441.773481165246,4997.89321269182,95299.1918632366,25757.841137218,5994.67675449589,3893.77903750308,333.321999682635,922,5155,1169.06223515702,4389.34630106811
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS5","SBS7a","SBS7b","SBS7c","SBS7d","SBS13","SBS17a","SBS17b","SBS38","SBS40"
"prob",0.72,0.16,0.87,0.81,0.82,0.72,0.73,0.15,0.01,0.03,0.15,0.21
"size",0.853539765624167,0.962369283575734,1.01693374685574,0.900418412009205,0.881213839988013,0.653221542651193,1.14761894641315,1.55200719654192,0.76103025552547,2.61787928975675,1.06266190553983,3.34205968956645
"mu",388.053361845253,563.10254948862,5606.68192465839,99143.8260359975,25819.0053388181,5714.74202797973,2884.40596816923,324.150114842018,98,3434.92101172674,871.503240058852,4064.89413438647
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS5","SBS7a","SBS7b","SBS7c","SBS7d","SBS13","SBS17a","SBS17b","SBS38","SBS40"
"prob",-0.059622641509434,-0.0184905660377359,-0.0115094339622641,0.020188679245283,0.0101886792452831,0.0535849056603774,0.100188679245283,-0.0273584905660377,-0.000566037735849057,-0.0205660377358491,-0.00849056603773585,0.0352830188679245
"size",0.181575736028826,0.0253031094750011,0.0183569760895146,-0.107965304185578,0.0155398218776005,-0.00215970741040006,0.0236337331674301,1.19655266937288,0,-1.91267933102846,-0.0469745794664755,-0.688006854333227
"mu",4.80129016063478,-121.329068323374,-608.788711966563,-3844.63417276088,-61.1642016001206,279.934726516154,1009.37306933386,9.17188484061705,824,1720.07898827326,297.558995098164,324.452166681636
