# Original paramaters
"","SBS1","SBS2","SBS5","SBS13","SBS22","SBS29","SBS40","SBS41"
"prob",1,0.0416666666666667,0.9375,0.0347222222222222,0.0486111111111111,0.0208333333333333,0.979166666666667,0.125
"size",2.43732839144881,0.81356409194979,1.33457987156045,1.61669537157408,1.17704649976202,2.13714717292042,4.80242216626381,13.1655696535113
"mu",314.022650142154,198.701516907738,1084.22098200698,205.999260911363,11224.5349270571,657.255999600657,4358.01777583706,594.96939431029
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS5","SBS13","SBS22","SBS29","SBS40","SBS41"
"prob",1,0.01,0.96,0.07,0.04,0.02,0.95,0.15
"size",3.02334959526504,0.595012221565142,1.3386449853461,1.85740508000207,1.1012386342379,27.1551826666361,4.04754887330022,5.69077801308927
"mu",271.191083853385,136,1023.87559862503,256.992805530946,10403.9385602567,747.034790583089,3989.24297732204,561.050406771179
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS5","SBS13","SBS22","SBS29","SBS40","SBS41"
"prob",0,0.0316666666666667,-0.0225,-0.0352777777777778,0.00861111111111111,0.000833333333333332,0.0291666666666667,-0.025
"size",-0.586021203816233,0.218551870384647,-0.00406511378565311,-0.240709708427991,0.075807865524125,-25.0180354937157,0.754873292963595,7.47479164042202
"mu",42.8315662887683,62.7015169077378,60.3453833819497,-50.9935446195834,820.596366800326,-89.7787909824324,368.774798515013,33.918987539111
