# Original paramaters
"","SBS1","SBS2","SBS3","SBS5","SBS8","SBS13","SBS18","SBS26","SBS35","SBS39","SBS40","SBS41"
"prob",1,0.47787610619469,0.938053097345133,0.929203539823009,0.0265486725663717,0.47787610619469,0.176991150442478,0.00884955752212389,0.00884955752212389,0.00884955752212389,0.300884955752212,0.0265486725663717
"size",6.92627839000062,2.32236665276418,3.07867094127538,1.65849262640579,5.77348443724264,1.26038498411637,2.54278945194037,5.4455031808561,1.58376679079984,1.47672522529283,7.13124968660578,0.766751926040707
"mu",551.905247122294,303.962455678883,4693.12960741648,1821.64224680044,1757.65019516979,468.628295116131,758.841821038556,16961,1072,1189,4258.26718744795,3414.13670186303
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS8","SBS13","SBS18","SBS26","SBS35","SBS39","SBS40","SBS41"
"prob",1,0.47,0.91,0.92,0.04,0.42,0.16,0.01,0.02,0.02,0.33,0.04
"size",7.79871254869617,2.5232968615843,4.5947671595623,1.83556988738278,5.52158064872143,1.23777590952803,3.7404815214874,5.4455031808561,3.95204485058153,3.85373727376266,4.72256955234803,0.746349455061039
"mu",535.784838074265,276.705560782206,4747.30656598496,1707.89889371179,1634.13039781707,544.626359155171,990.69688625729,40262,475.965334431084,652.41233246162,4402.66538167731,3189.32524422663
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS8","SBS13","SBS18","SBS26","SBS35","SBS39","SBS40","SBS41"
"prob",0,0.00787610619469031,0.0280530973451327,0.00920353982300881,-0.0134513274336283,0.0578761061946903,0.0169911504424779,-0.00115044247787611,-0.0111504424778761,-0.0111504424778761,-0.0291150442477876,-0.0134513274336283
"size",-0.872434158695553,-0.200930208820125,-1.51609621828691,-0.177077260976993,0.251903788521211,0.0226090745883352,-1.19769206954703,0,-2.3682780597817,-2.37701204846983,2.40868013425775,0.0204024709796677
"mu",16.1204090480294,27.2568948966765,-54.1769585684815,113.743353088647,123.519797352716,-75.9980640390402,-231.855065218733,-23301,596.034665568916,536.58766753838,-144.398194229368,224.811457636405
