Sample Names	MutationType	ID1	ID2	ID5	ID14
ColoRect-AdenoCA::S.1	1:Del:C:0	0.0038074567597848933	0.4767407029743998	0.0	0.5194518402658154
ColoRect-AdenoCA::S.1	1:Del:C:1	0.17586472732450964	0.020851911923197373	0.0	0.8032833607522929
ColoRect-AdenoCA::S.1	1:Del:C:2	2.6393898878833356e-15	0.010291627065850836	0.0	0.9897083729341466
ColoRect-AdenoCA::S.1	1:Del:C:3	0.14615853412077867	0.7860385037425862	0.0	0.06780296213663523
ColoRect-AdenoCA::S.1	1:Del:C:4	0.034482650984767826	0.7818026355163634	0.0	0.18371471349886884
ColoRect-AdenoCA::S.1	1:Del:C:5	0.04932326459189116	0.8877007947977759	0.0	0.06297594061033303
ColoRect-AdenoCA::S.1	1:Del:T:0	0.019471368731459965	0.4870756924014474	0.0	0.4934529388670926
ColoRect-AdenoCA::S.1	1:Del:T:1	2.1386262824575653e-15	1.059136898343977e-14	0.0	0.9999999999999873
ColoRect-AdenoCA::S.1	1:Del:T:2	0.018786859278409052	0.58582503166605	0.0	0.3953881090555409
ColoRect-AdenoCA::S.1	1:Del:T:3	0.019544927399663806	0.7148837008331536	0.0	0.2655713717671827
ColoRect-AdenoCA::S.1	1:Del:T:4	0.01915209003308051	0.872705350511044	0.0	0.10814255945587556
ColoRect-AdenoCA::S.1	1:Del:T:5	9.591149860610514e-19	0.9796862616314324	0.0	0.020313738368567726
ColoRect-AdenoCA::S.1	1:Ins:C:0	4.012670374103833e-18	1.987241664879066e-17	0.0	1.0
ColoRect-AdenoCA::S.1	1:Ins:C:1	1.3712755721658236e-16	0.039031967171995495	0.0	0.9609680328280044
ColoRect-AdenoCA::S.1	1:Ins:C:2	2.536794724787538e-15	0.08333102429793021	0.0	0.9166689757020673
ColoRect-AdenoCA::S.1	1:Ins:C:3	0.15463982053958536	0.32623098670149636	0.0	0.5191291927589182
ColoRect-AdenoCA::S.1	1:Ins:C:4	0.10714559513491151	0.7251450477235143	0.0	0.16770935714157428
ColoRect-AdenoCA::S.1	1:Ins:C:5	0.3687887639203461	0.5680274222401897	0.0	0.06318381383946417
ColoRect-AdenoCA::S.1	1:Ins:T:0	0.03408658593961597	0.08229033577841753	0.0	0.8836230782819666
ColoRect-AdenoCA::S.1	1:Ins:T:1	0.00696316828745139	2.8323507730036457e-15	0.0	0.9930368317125456
ColoRect-AdenoCA::S.1	1:Ins:T:2	0.03161905644992334	0.4402202460303709	0.0	0.5281606975197057
ColoRect-AdenoCA::S.1	1:Ins:T:3	0.3904303683849897	0.4134959488946682	0.0	0.19607368272034223
ColoRect-AdenoCA::S.1	1:Ins:T:4	0.418228313019827	0.36356278395994107	0.0	0.2182089030202318
ColoRect-AdenoCA::S.1	1:Ins:T:5	0.6716558245245224	0.009800892688583362	0.0	0.31854328278689426
