Mutation type,ColoRect-AdenoCA::S.1,ColoRect-AdenoCA::S.2,ColoRect-AdenoCA::S.3,ColoRect-AdenoCA::S.4,ColoRect-AdenoCA::S.5,ColoRect-AdenoCA::S.6,ColoRect-AdenoCA::S.7,ColoRect-AdenoCA::S.8,ColoRect-AdenoCA::S.9,ColoRect-AdenoCA::S.10,ColoRect-AdenoCA::S.11,ColoRect-AdenoCA::S.12,ColoRect-AdenoCA::S.13,ColoRect-AdenoCA::S.14,ColoRect-AdenoCA::S.15,ColoRect-AdenoCA::S.16,ColoRect-AdenoCA::S.17,ColoRect-AdenoCA::S.18,ColoRect-AdenoCA::S.19,ColoRect-AdenoCA::S.20,ColoRect-AdenoCA::S.21,ColoRect-AdenoCA::S.22,ColoRect-AdenoCA::S.23,ColoRect-AdenoCA::S.24,ColoRect-AdenoCA::S.25,ColoRect-AdenoCA::S.26,ColoRect-AdenoCA::S.27,ColoRect-AdenoCA::S.28,ColoRect-AdenoCA::S.29,ColoRect-AdenoCA::S.30,ColoRect-AdenoCA::S.31,ColoRect-AdenoCA::S.32,ColoRect-AdenoCA::S.33,ColoRect-AdenoCA::S.34,ColoRect-AdenoCA::S.35,ColoRect-AdenoCA::POLE.S.1,ColoRect-AdenoCA::POLE.S.2,ColoRect-AdenoCA::POLE.S.3,ColoRect-AdenoCA::POLE.S.4,ColoRect-AdenoCA::POLE.S.5,ColoRect-AdenoCA::POLE.S.6,ColoRect-AdenoCA::POLE.S.7,ColoRect-AdenoCA::POLE.S.8,ColoRect-AdenoCA::POLE.S.9,ColoRect-AdenoCA::POLE.S.10,ColoRect-AdenoCA::POLE.S.11,ColoRect-AdenoCA::POLE.S.12,ColoRect-AdenoCA::POLE.S.13,ColoRect-AdenoCA::POLE.S.14,ColoRect-AdenoCA::POLE.S.15,ColoRect-AdenoCA::POLE.S.16,ColoRect-AdenoCA::POLE.S.17,ColoRect-AdenoCA::POLE.S.18,ColoRect-AdenoCA::POLE.S.19,ColoRect-AdenoCA::POLE.S.20,ColoRect-AdenoCA::POLE.S.21,ColoRect-AdenoCA::POLE.S.22,ColoRect-AdenoCA::POLE.S.23,ColoRect-AdenoCA::POLE.S.24,ColoRect-AdenoCA::POLE.S.25,ColoRect-AdenoCA::POLE.S.26,ColoRect-AdenoCA::POLE.S.27,ColoRect-AdenoCA::POLE.S.28,ColoRect-AdenoCA::POLE.S.29,ColoRect-AdenoCA::POLE.S.30
AC>CA,13.059062559541108,1.0278354465365722,1.5214186049555378,-1.6278652915987597,-0.8103445577286683,-5.43093119776826,0.21373973152540238,-1.3511679996381054,-2.5785740373213377,-16.758137538889688,6.168842094016586,-4.560268600497451,-1.442430226387585,-0.17154184290183572,-0.699198244508509,13.962285501394739,-1.232284371568982,-3.2646812712016127,-2.627804137080213,-1.7370473377685658,-0.5838570228131319,-2.1207462486043163,-2.3709702701074877,0.8247388137319118,-4.8840246962288125,-0.055218471964301824,-1.2827005823763535,-4.592737066810997,-11.18362165622239,1.1985897356888238,-4.844667970706523,-0.030568353614187915,-1.0197420987892132,-4.067859844526474,-9.687187776743363,-9.258140584547878,-10.103468166418395,-0.9816613773890839,-8.664226658793277,101.81807536819036,-17.181520913407937,-3.9331406387155177,-1.8118733479915354,-21.678076261074274,-12.238531388629426,-0.49874698449832877,-3.253926389736174,3.487898380038864,-5.317579120500859,-0.9514904765480807,-18.985988834474917,0.3764509885959768,-1.8729941432291426,-33.91548153270472,-15.728166463510902,-16.417125424188242,-0.4317909869844514,-5.408103719859795,5.371716826685232,-5.253432122002447,9.672438967382249,-3.5214081724914656,-0.8428867370796276,8.038158403731263,-1.3281846146573315
AC>CG,0.5414885915530177,-0.1975140846219854,-0.4173561474245177,-0.20050729142180201,-0.06716348260402584,0.22736590855596195,-0.48666830782495213,-0.36812814278021433,-0.3474192756075593,-1.8236971989473543,0.3782781964159072,-0.7551720727226365,-0.18805342116461346,-0.002317061012824645,0.6756773342768482,6.628534896862261,-0.06601214556723611,2.596868059603221,-0.3437648332681781,-0.09937510533843877,-0.0455760983402792,-0.48259232929427665,-0.31366001895761697,-0.0873238309068359,2.080812082512881,-0.0010835538065359076,3.3476096872771226,-0.7178328025462344,1.4793931501824422,0.5138743724589836,-0.6509884155714997,-0.000626506729527463,-0.10134852527450505,-0.6690627960401814,3.5530816573713877,-0.2766317375059933,-0.13831702461839313,-0.08648732122735313,-0.18250747095526684,-0.2666524153388987,-0.7681518517038048,-0.6654147985894566,-0.012520265655186972,-0.34913866868345717,-0.17749057752785846,-0.15260469001818536,-0.06300669427089767,-0.03034934565662648,0.7676107010306186,-0.3826138032763441,-0.30986959866157643,-0.2643412118651667,-1.4723742900197347,-1.9014118558173128,-1.7756161563505173,-0.37800343383670065,-0.0035540311879952427,0.5028359557759916,-0.030187559758922133,-0.04130323210560893,0.8723412235602293,-1.169421057525792,-0.1069220812199011,-0.22448569332605817,-0.052824706238802324
AC>CT,-7.860891934086789,-1.1481285242763692,-1.5409839711891173,-0.6051636004993424,-0.8312431880292085,-0.42606052121576665,-1.395962045498711,-2.2179825801229955,1.7047452572856585,-1.1445048441718928,-7.937503643176729,-1.6432794072146966,-2.531264263943758,-0.07099608868305991,-1.2548456637136618,-7.719627834799301,0.9540799939034841,2.208968690930662,-0.8417379939350118,0.32600825154405344,-0.562669630438868,0.2468494822230478,-0.7159330970143939,-0.21407683780063813,-2.1394883742982196,-0.007738597292351426,-1.2191689186316728,2.690390949826926,2.690336364255994,-0.40322906541092207,-1.4168652348414976,-0.0012048440790597592,-0.21206519752134081,-1.452070823300237,0.7085826980822856,-9.36265963269387,4.297137715580416,-1.1832260795531524,-4.240096753336224,-53.44378689145782,-10.026718047773919,-9.177374151637952,1.4506448392641538,13.324757431741187,-11.51422580143219,-8.404016611471675,2.3808703512252096,-17.147806009291433,-0.23770235143130414,-3.1018663577166494,-25.72111019165275,-1.8631693714096893,-8.310678125571368,-26.117591960758098,9.87193129512471,-8.41684464794007,0.020786059912575983,-6.1132978092204695,-2.375650323559242,-2.4731495845394527,-15.388849634327594,-24.303579527897615,3.7235297458384142,1.0183499791922674,-2.0600275030746236
AC>GA,0.07784689370857367,-0.569417157547563,0.0362886987753267,1.2388237673014664,1.0785889729364049,-1.907547272625258,-1.178523336700899,-2.051382364570537,-0.5569818643411194,-4.420179901596511,-1.957770783315964,-1.1921909375076711,0.41963778783195016,-0.1615465401509274,3.8361964077166473,0.21989340530098156,-0.27522046240281745,2.9706214892989937,-0.7150841426194777,-0.27870836536681837,0.22125798989861845,-0.9121282489561833,3.416779947658162,-0.31875592986494805,-0.8125709272918447,-0.05423150292392748,3.9953723940369037,0.14321137928931393,-2.3864738145119935,-0.027823729822475052,-1.0874232575055296,-0.030953478913996014,0.335551694968081,-1.2184652515747294,-1.3910556467462931,4.752049281948345,4.474546811233781,-0.6716791281310663,-6.323393585088391,6.02737950040288,-1.607896331195441,-5.178971155805085,-3.784374082217512,-18.923897027918777,-0.36074448069808795,4.711221565073004,2.9731412406903717,-3.1733897888672793,-6.615646911008111,18.247001489781535,55.739664450158266,-2.108144566431683,-7.890177513387528,19.142921209257416,11.379021575323623,6.7783322444837495,2.1581504738880284,174.88780900417612,0.2904187424539608,-1.1633642679640204,15.512038351909958,-2.891391421742888,-1.620424944363553,2.2635446859918122,4.443445022900857
AC>GG,-0.19628556119794002,0.8739913856460009,-0.23678015230658972,-0.12685773890408197,0.792196614460231,1.2319068449637218,-0.28334237802182094,-0.5207657070897229,-0.14293433295196953,-1.147292465031597,-0.7439421514089882,-0.30673958963989906,-0.633588349730673,-0.004838280502557109,1.7283699913715223,0.3149406481006838,-0.027096585443065868,-0.23919910645081335,-0.16407525852900168,-0.05607618849656121,0.8586145467847718,2.25878867949422,-0.13472567749177003,-0.27926578753767306,-0.40502982448612124,-0.0008246365574677133,-0.4753511179809974,-0.48650078099136146,-0.6176316931521663,-0.2514898702802666,0.7362037669844386,-8.557856627081574e-17,-0.041202799568940796,-0.2709644135812025,1.3754777183732743,0.08665436523702685,-1.0929872010798394,-0.23209283763870844,-0.7012218219262923,-2.3447189049226127,-3.3658940048300323,-1.0762836880525803,0.5826578114938219,-3.378761309839501,-2.1240345114650583,-0.933316525480865,-0.29202636291440504,-1.0116448552207513,-0.004782797999654864,-0.5263084738806286,0.38496381743775343,-0.2969180278217416,-3.0633643235071824,-5.478483016249763,6.492204527153911,-1.7771307509279923,-0.08708007714027957,7.878862310370927,-0.33984679341857577,-0.300332626182474,-1.209496859124774,0.29026547219663623,0.7686245565262915,2.418628446948841,-0.6317471142501395
AC>GT,-0.3186277148062724,0.7247537393739856,-0.5326329786230029,-0.23786155023987873,-0.35612149737090043,0.6036164491411733,-0.5707851911149279,-0.9190838357812786,-0.25490720187718585,0.9640139225251865,-1.3513580980421376,2.4545765623107747,-1.0759376234327955,-0.1712021840131323,3.4319788230558634,-1.14121601881051,-0.04691048285435729,-0.5140566204437222,-0.2933183697600119,-0.11728235848963087,-0.24516471765154552,0.6917388241631504,0.7457671974027364,-0.4721354225454576,-0.7792069493279027,-0.02340720900009827,0.17456250840732457,-0.858843068846244,0.8998610396644371,-0.455642810443237,-0.477162291268265,-0.0026775043088258536,-0.07307156565340478,-0.4828060562584988,5.886877356869252,-4.530889504220916,-12.774139945523686,-2.1816602470026427,5.984880525711413,-23.723123838633654,-7.305633450940881,0.8561431246342046,-12.301221712082913,-6.834420509740539,-29.675508493970696,-12.933742650680497,-8.418188594668306,-42.2105209234567,-8.02539211175681,-6.146795341353924,-20.522755833971175,0.3580529467183924,-16.686669049070066,-35.93679143680721,-14.660565197321578,-19.324658862678877,1.7946881114065052,20.097452328426186,-10.04951800354724,-5.568487832670809,-18.03411173503691,-22.06799446900846,4.647837627059327,1.84280914404882,-3.7487704470143726
AC>TA,-0.8868231814399934,0.4989319085663242,0.15142227962071575,1.2263449619519116,0.5943486016429773,-0.6369929781607162,0.949418730629368,-1.7752337065501318,-0.3940745284530649,-0.47249004330093625,1.8472094038278462,-0.6695099413693217,-1.837443754716416,-0.08056539230558474,0.6565319760844219,-0.8152739902076491,-0.15255959030152663,-0.9698701379582763,1.4764321065070876,-0.3200190032804462,-0.15129361368751248,-0.29344595342488544,-0.42516777087501423,1.0595401909993558,-0.2856917867936608,-0.0391055931528587,-1.0191830949581568,1.1143950886865757,0.6463501186618541,-0.8332690384386225,-0.6345379317168273,-0.022432312985749388,-0.46211959992655816,0.3558408111686844,-1.5392506993938915,-0.10809039419761213,-2.629535426181508,0.013178106666920875,-0.1348076844131083,-2.7017299788983316,-12.47339373802032,-4.359935260995531,-0.07427276236125341,-5.583442050973904,-3.5839465280648053,-0.7547022482790862,-0.4226948782480222,-0.18003849118331625,-4.800846235106339,-1.5549176081599725,-3.9708237814263834,-0.9357309123929813,-10.541497657958809,-35.30405204198429,-4.39167580332656,-7.777137570061676,-0.079521866633979,-10.882880186975678,-0.4990261080247633,-0.15485883793936317,0.26711027140471977,-19.59124921530517,-0.6704415520325722,-0.36988235903670974,-0.06606433314887994
AC>TG,-0.13581909394350222,-0.15640773149143308,0.7565149154733194,-0.16708743793369324,0.47825651592939,-1.3882507385695624,-0.31127567731782285,-1.0972258698086483,-0.06739075832063657,-0.45113339210220216,-0.5103748515084209,-0.12075402985117409,-0.5955873851996807,-0.00182225567444517,-0.4381475667249721,-0.6518376023098078,-0.019273556119912705,-0.2740021894766585,0.8740060383920628,-0.06723391031065266,-0.3611307205255687,0.37232911485074816,-0.07383173890567098,-0.7066165810027553,-0.24053091864144685,-0.0005863311159109226,0.3017530501738015,-0.6596761920148624,0.7570028952743669,0.7689014985352611,-0.1046996517060086,-0.00040701858125658934,-0.031374391676681795,-0.10867798508642573,0.665617660583069,-0.041851039869618994,-0.7850077991100302,-0.33282160497033325,-0.4083415772981506,-0.41978018533796996,-5.665562332061196,-0.8035003814632143,-0.005418374854165674,-8.33427789760508e-14,-0.007434506004162792,-0.41439308291681987,-0.020354422492661117,-0.013134236594901661,-1.5278908165444929,-0.28931509548601386,-0.4318246909736425,-0.046115044563908116,-5.512213382921628,-14.89564679163459,-0.8098378805739692,-2.0181515095271427,-0.00396988910929066,-3.153766680109557,-0.19026222737423085,-0.030841270171457533,-0.45970189268442607,-9.198630623256353,-0.04300973935436573,-0.05707487584343182,-0.0026224800373875973
AC>TT,-0.16244121267765615,-0.3681436690669976,-0.6247297936126531,-0.47486587853555373,0.6305594537446022,-3.4705164066957286,-0.7637955177061443,0.2978920399739202,-0.13222053854240975,1.4309254435601155,1.0971231166390858,-0.16379025527177765,-3.9931293807703057,-0.08098015620448185,0.7573125003064916,0.8447750405768191,-0.04565515080731253,0.2805638625214357,-0.2995050437152425,0.7279482124771799,3.9715422203327266,0.7008037924275317,-0.2885687346367679,0.18194768109176196,-0.4924984196271318,-0.05252905357291601,0.3567548366695401,0.4890908291861713,-0.3491266850122222,-0.5434521736766651,0.7726703182236914,0.9710285249540292,-0.1371979695577761,-0.16108402294252516,-0.634511120228137,-0.6078515016559659,-2.470734544651587,-0.8178893440747124,-1.2249452233349267,-0.9254319523989889,-14.173238739613078,-2.1222711668769247,-0.502225345490488,-0.013364878070033408,-0.6952357806408118,-1.3075981675588502,-0.24293205972286175,-1.2174031308588762,-3.7527432849306965,-0.7574916663992767,-1.0544133583707236,-0.3278884213144432,-13.614178552894247,-37.18236690594689,-1.7506655367260622,-4.981603316501545,-0.12394918544428785,-7.901734121800058,-0.808036726139425,-0.17698457304947654,-1.7877312808531296,-23.08127004184865,-0.07160650968927629,-0.06747823385854555,1.7872183851761692
AT>CA,0.22181912375188795,2.534892266304401,-0.9105058022328348,4.56772645785355,4.621998290219874,8.929965017568001,-1.0400407343654334,-1.2161669910272421,-0.6119398583678615,-0.01887289092237232,-2.0161696222120424,4.656033137141608,-1.1790278750316625,-0.0728399691037332,7.162044004320061,0.5066440063498616,0.8549187488269698,0.11213074322241234,0.3415091033430768,0.7923724044327245,-0.25403157010203975,-2.8335441823901837,-0.5780027457947153,1.4908386131973401,-1.682525575120489,-0.021757350928622812,-0.49609666740937275,-1.5593376030008437,-1.7031247230745734,1.04787466213382,-1.168414673785931,-0.0063336117942924585,-0.22567203908338693,-1.2215950263162467,-1.6221802772517404,2.136665565788661,12.510625225897442,-0.6549687134721625,25.447492634261533,-0.6583888714860571,50.40401617780811,4.352044824124768,-1.4969795346219814,-33.85884360282863,-27.69692002550135,-10.326015262161015,1.2551243028412458,20.94727739164468,0.6540174504158767,3.5561097237544033,142.63527989990507,0.4719417885078907,16.343764250355783,-29.193468390999975,2.883007993409752,-8.740427733930492,-0.5188387445082154,-6.9879467935892805,1.270816771867087,-0.5766781136639567,0.1802604260161722,-15.53928930958331,-0.12516792851120773,-5.944740910413736,-6.204435891692306
