Sample,DBS2,DBS3,DBS4,DBS5,DBS6,DBS7,DBS8,DBS9,DBS11
Eso-AdenoCA::S.1,39.43571674431119,2.7701039612140526,8.037808641964663,0.0,0.0,26.39757784898763,0.0,28.634833200832553,3.0396272554150214
Eso-AdenoCA::S.2,2.152248756785621,0.0,99.02788472168685,2.6577516736782423,4.891029280083285,0.0,3.8950219386624485,74.42426266722926,3.8778322300274928
Eso-AdenoCA::S.3,1.4257780486359766,0.0,46.193829915903464,0.0,8.73847969070122,1.822840018165591,0.0,15.109229779281508,0.4684257607494291
Eso-AdenoCA::S.4,23.43125473464539,0.0,5.203183630016783,0.0,22.816390547169703,0.3708761792005209,42.70700977219393,6.651607788896118,0.42044846775703754
Eso-AdenoCA::S.5,4.35998310134529,32.7986819307277,1.2240550432240183,0.0,54.84917205489092,0.0,0.0,52.38363145794381,0.7391495717306723
Eso-AdenoCA::S.6,117.22481715954851,24.33331396209995,21.790699178831254,0.0,18.97684197204398,71.45689165498794,0.0,0.0,0.0
Eso-AdenoCA::S.7,1.4299466310790696,1.7693713434136522,20.667312232265,0.0,28.556015347103465,26.996831655779843,2.733331291722403,52.13031557848856,9.088217499721505
Eso-AdenoCA::S.8,11.125776878910656,216.9151596330191,0.0,5.397812478470787,26.054481713995738,0.0,10.306788740326292,7.465119316065582,56.12911446189236
Eso-AdenoCA::S.9,13.168996536198195,36.36923973763749,2.031283282183416,3.4545423285880963,22.271419329247106,5.113550792672626,3.1710575064650084,16.36607560264545,23.803121145120596
Eso-AdenoCA::S.10,8.23165947741319,0.0,44.020374930507806,0.45928641502436074,0.0,0.0,0.0,20.952551752339573,0.0
Eso-AdenoCA::S.11,19.346132819157962,55.55259290322063,30.902979653162923,0.010563005994233104,0.0,1.1723833701469093,15.492084016778003,22.41130192970115,19.56956203316803
Eso-AdenoCA::S.12,3.387633058950018,0.0,52.809674069697145,21.57300502776808,22.00254199253547,54.12422194751159,11.956723245921673,2.3923329454184423,3.308528564023189
Eso-AdenoCA::S.13,29.72026216511891,1.2505307378399633,15.73946285081696,16.590691352273755,13.565269928059797,37.64385864051541,0.0,48.745276521533555,0.0
Eso-AdenoCA::S.14,38.441002878566,0.0,16.273963358451287,0.0,9.390790296083447,0.0,28.55885906218988,0.0,27.827189314704977
Eso-AdenoCA::S.15,1.5675375851370004,0.3338921038200001,26.9288413147371,0.0,52.45206830293562,62.55494697032362,0.0,47.86712631747374,61.479662967981234
Eso-AdenoCA::S.16,0.07059796065081553,0.0,5.605376877756431,9.923821606163484,39.10447343136314,400.82179558025234,0.0,0.0,7.196899425000484
Eso-AdenoCA::S.17,5.018071934226549,0.0,44.18571380783859,0.0,17.255446596903013,31.342046591837523,0.0,18.275055366049187,26.190585334610997
