Sample,ID1,ID2,ID3,ID5,ID6,ID7,ID8,ID14
Stomach-AdenoCA::MSI-H.S.1,15933.987843184557,79976.39697780366,0.0,2734.260750226951,0.0,0.0,0.0,0.0
Stomach-AdenoCA::MSI-H.S.2,22659.937112066764,99078.17634929963,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::MSI-H.S.3,5543.010350102646,25003.963436522445,0.0,3262.617739100843,0.0,2614.860624808586,0.0,0.0
Stomach-AdenoCA::MSI-H.S.4,17136.357857962266,106559.63582322342,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::MSI-H.S.5,0.0,99015.3207024211,0.0,7122.364963725771,0.0,1434.3595959426652,0.0,0.0
Stomach-AdenoCA::MSI-H.S.6,18276.553109665343,67239.9462144534,0.0,0.0,0.0,4789.798433561074,0.0,0.0
Stomach-AdenoCA::MSI-H.S.7,13221.52055077888,59795.10746906288,0.0,5312.641554695452,0.0,1005.322117220081,0.0,0.0
Stomach-AdenoCA::MSI-H.S.8,10946.288123664672,60165.99025529418,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::MSI-H.S.9,35805.16038095666,108227.31732397909,0.0,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::MSI-H.S.10,23852.4603148653,23418.01668273587,0.0,545.446569743454,0.0,3082.7923858172635,0.0,0.0
