Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Kidney-RCC::S.1	583	0.925	233.801	40.103%	50.177	39.714%	0.1614	0.9
Kidney-RCC::S.2	855	0.923	352.825	41.266%	78.513	38.541%	0.15615	0.901
Kidney-RCC::S.3	553	0.88	251.047	45.397%	62.088	50.548%	0.20269	0.844
Kidney-RCC::S.4	483	0.949	172.836	35.784%	30.754	31.478%	0.12418	0.927
Kidney-RCC::S.5	773	0.899	364.897	47.205%	83.874	44.538%	0.23526	0.873
Kidney-RCC::S.6	555	0.888	283.887	51.151%	56.779	47.727%	0.22486	0.849
Kidney-RCC::S.7	1181	0.902	580.723	49.172%	140.82	43.485%	0.20448	0.882
Kidney-RCC::S.8	1391	0.963	406.07	29.193%	84.416	27.199%	0.09439	0.951
Kidney-RCC::S.9	753	0.945	271.305	36.03%	54.126	35.238%	0.15178	0.927
Kidney-RCC::S.10	731	0.905	304.418	41.644%	66.371	43.566%	0.16143	0.868
Kidney-RCC::S.11	577	0.914	242.794	42.079%	54.856	40.59%	0.16322	0.888
Kidney-RCC::S.12	610	0.891	232.836	38.17%	68.251	45.737%	0.15222	0.862
Kidney-RCC::S.13	1011	0.916	389.098	38.486%	96.987	41.297%	0.12482	0.893
Kidney-RCC::S.14	649	0.961	208.534	32.132%	42.466	28.732%	0.09983	0.951
Kidney-RCC::S.15	593	0.833	329.458	55.558%	91.787	55.375%	0.3241	0.798
Kidney-RCC::S.16	1358	0.878	635.323	46.784%	153.72	51.111%	0.22416	0.841
Kidney-RCC::S.17	902	0.957	273.317	30.301%	57.733	28.895%	0.09207	0.943
Kidney-RCC::S.18	1135	0.912	479.144	42.215%	101.29	42.38%	0.18086	0.88
Kidney-RCC::S.19	1335	0.931	471.165	35.293%	112.135	36.661%	0.14193	0.909
Kidney-RCC::S.20	1104	0.932	441.236	39.967%	94.066	38.008%	0.15829	0.912
Kidney-RCC::S.21	1059	0.892	461.221	43.553%	104.484	48.438%	0.17594	0.853
Kidney-RCC::S.22	1168	0.822	687.283	58.843%	177.578	57.218%	0.28742	0.781
Kidney-RCC::S.23	1087	0.871	480.424	44.197%	125.387	49.552%	0.15999	0.832
Kidney-RCC::S.24	1014	0.947	380.045	37.48%	73.254	32.281%	0.16601	0.93
Kidney-RCC::S.25	530	0.95	177.311	33.455%	37.557	31.479%	0.11293	0.935
Kidney-RCC::S.26	1310	0.935	481.848	36.782%	102.471	36.724%	0.11938	0.913
Kidney-RCC::S.27	715	0.931	301.897	42.223%	63.174	36.421%	0.15618	0.913
Kidney-RCC::S.28	1078	0.935	402.268	37.316%	86.348	36.557%	0.15108	0.915
Kidney-RCC::S.29	588	0.93	258.972	44.043%	48.667	37.044%	0.1767	0.907
Kidney-RCC::S.30	892	0.881	414.347	46.451%	102.296	57.555%	0.20056	0.847
Kidney-RCC::S.31	696	0.945	269.815	38.767%	62.422	34.459%	0.19047	0.933
Kidney-RCC::S.32	686	0.919	342.838	49.976%	85.303	39.426%	0.29412	0.907
Kidney-RCC::S.33	974	0.944	323.956	33.26%	72.363	33.615%	0.12842	0.926
Kidney-RCC::S.34	744	0.896	324.914	43.671%	75.032	45.29%	0.187	0.861
Kidney-RCC::S.35	947	0.939	344.212	36.348%	80.615	34.346%	0.1602	0.924
Kidney-RCC::S.36	1116	0.852	623.473	55.867%	165.751	52.593%	0.23044	0.824
Kidney-RCC::S.37	1092	0.956	316.972	29.027%	66.752	29.601%	0.08756	0.938
Kidney-RCC::S.38	398	0.902	178.206	44.775%	36.05	46.188%	0.26849	0.862
Kidney-RCC::S.39	655	0.942	226.664	34.605%	47.334	33.589%	0.11299	0.921
Kidney-RCC::S.40	989	0.95	344.171	34.8%	80.666	31.841%	0.1581	0.939
Kidney-RCC::S.41	562	0.899	269.314	47.921%	54.808	44.973%	0.24349	0.864
Kidney-RCC::S.42	584	0.929	237.755	40.711%	46.777	36.902%	0.16949	0.904
Kidney-RCC::S.43	1086	0.937	438.393	40.368%	84.832	35.696%	0.17085	0.915
Kidney-RCC::S.44	1357	0.946	446.875	32.931%	106.69	32.39%	0.10269	0.932
Kidney-RCC::S.45	959	0.894	431.968	45.044%	97.746	47.876%	0.20339	0.859
Kidney-RCC::S.46	564	0.92	228.072	40.438%	52.255	39.233%	0.12737	0.896
Kidney-RCC::S.47	733	0.965	223.937	30.551%	43.492	26.142%	0.10855	0.955
Kidney-RCC::S.48	594	0.969	182.702	30.758%	37.313	25.037%	0.13093	0.961
Kidney-RCC::S.49	518	0.928	206.709	39.905%	45.452	37.168%	0.16836	0.908
Kidney-RCC::S.50	503	0.926	195.999	38.966%	40.164	38.794%	0.13504	0.898
Kidney-RCC::S.51	1255	0.916	508.418	40.511%	114.509	40.4%	0.14996	0.889
Kidney-RCC::S.52	1053	0.955	338.502	32.146%	73.22	30.369%	0.1307	0.942
Kidney-RCC::S.53	766	0.938	304.699	39.778%	63.784	34.909%	0.18571	0.921
Kidney-RCC::S.54	635	0.951	248.388	39.116%	55.625	32.567%	0.17027	0.942
Kidney-RCC::S.55	826	0.891	404.825	49.01%	89.104	47.547%	0.21979	0.859
Kidney-RCC::S.56	1473	0.936	520.889	35.362%	142.827	36.209%	0.11972	0.925
Kidney-RCC::S.57	357	0.907	173.669	48.647%	36.28	42.837%	0.31446	0.881
Kidney-RCC::S.58	983	0.94	357.412	36.359%	74.725	34.822%	0.11754	0.919
Kidney-RCC::S.59	858	0.935	371.704	43.322%	72.042	35.461%	0.15271	0.917
Kidney-RCC::S.60	699	0.962	230.883	33.03%	44.068	28.84%	0.1239	0.95
Kidney-RCC::S.61	610	0.963	232.181	38.062%	47.384	27.993%	0.14909	0.956
Kidney-RCC::S.62	878	0.952	308.605	35.149%	56.2	32.813%	0.12026	0.933
Kidney-RCC::S.63	876	0.904	395.76	45.178%	89.589	43.724%	0.16409	0.877
Kidney-RCC::S.64	664	0.937	286.956	43.216%	56.623	38.787%	0.21755	0.921
Kidney-RCC::S.65	590	0.928	234.614	39.765%	50.346	37.376%	0.18738	0.905
Kidney-RCC::S.66	607	0.978	153.134	25.228%	30.22	21.279%	0.09115	0.972
Kidney-RCC::S.67	899	0.951	306.292	34.07%	58.665	31.685%	0.13901	0.931
Kidney-RCC::S.68	803	0.939	314.497	39.165%	59.572	35.983%	0.15095	0.917
Kidney-RCC::S.69	832	0.847	435.883	52.39%	99.235	55.149%	0.2323	0.794
Kidney-RCC::S.70	626	0.972	171.597	27.412%	29.152	24.575%	0.08115	0.96
Kidney-RCC::S.71	433	0.926	182.626	42.177%	38.932	37.837%	0.20483	0.904
Kidney-RCC::S.72	486	0.945	190.162	39.128%	36.243	32.797%	0.18788	0.928
Kidney-RCC::S.73	857	0.965	252.423	29.454%	48.883	26.42%	0.08216	0.953
Kidney-RCC::S.74	722	0.891	337.853	46.794%	75.045	46.131%	0.20631	0.856
Kidney-RCC::S.75	774	0.892	385.874	49.855%	92.206	45.74%	0.23249	0.867
Kidney-RCC::S.76	693	0.954	256.509	37.014%	48.674	30.266%	0.15059	0.941
Kidney-RCC::S.77	609	0.867	319.697	52.495%	73.025	50.725%	0.24395	0.829
Kidney-RCC::S.78	686	0.919	290.326	42.322%	58.9	39.574%	0.19151	0.889
Kidney-RCC::S.79	1202	0.908	454.455	37.808%	111.63	41.847%	0.14163	0.877
Kidney-RCC::S.80	772	0.946	258.662	33.505%	55.646	32.67%	0.11479	0.928
Kidney-RCC::S.81	543	0.985	144.371	26.588%	28.129	17.321%	0.13249	0.983
Kidney-RCC::S.82	1159	0.921	415.82	35.877%	108.815	39.137%	0.14702	0.899
