Sample Names	MutationType	ID1	ID2	ID4	ID5	ID8	ID9	ID13
Skin-Melanoma::S.1	1:Del:C:0	0.0008019444532983363	0.0	0.16282415180909457	0.3912298391916291	0.0	0.0	0.44514406454597794
Skin-Melanoma::S.1	1:Del:C:1	0.005643756359727025	0.0	0.08935186527202679	0.7317636460285224	0.0	0.0	0.17324073233972379
Skin-Melanoma::S.1	1:Del:C:2	3.022427700529039e-17	0.0	0.08345577725037812	0.8532404714963161	0.0	0.0	0.06330375125330577
Skin-Melanoma::S.1	1:Del:C:3	0.02986353834640875	0.0	0.07797194335184411	0.7787523537781101	0.0	0.0	0.11341216452363707
Skin-Melanoma::S.1	1:Del:C:4	0.03283322709678059	0.0	0.22401226591254517	0.4694901576628323	0.0	0.0	0.27366434932784195
Skin-Melanoma::S.1	1:Del:C:5	0.1421220566812317	0.0	0.42416321409838004	0.38557693692427913	0.0	0.0	0.0481377922961092
Skin-Melanoma::S.1	1:Del:T:0	0.0028496993724360853	0.0	0.06455239844790994	0.774628403918926	0.0	0.0	0.15796949826072815
Skin-Melanoma::S.1	1:Del:T:1	3.138604167515713e-18	0.0	0.006889000670464947	0.35345522294021753	0.0	0.0	0.6396557763893175
Skin-Melanoma::S.1	1:Del:T:2	0.0021001985599484276	0.0	0.02644624981391951	0.8992499079318931	0.0	0.0	0.07220364369423894
Skin-Melanoma::S.1	1:Del:T:3	0.005722196374513661	0.0	0.003415589944918245	0.7789972312656749	0.0	0.0	0.21186498241489327
Skin-Melanoma::S.1	1:Del:T:4	0.01919045012624179	0.0	0.020488840790261434	0.8210347011848852	0.0	0.0	0.1392860078986115
Skin-Melanoma::S.1	1:Del:T:5	2.842022055941088e-17	0.0	0.005937955469782697	0.9233838164804133	0.0	0.0	0.07067822804980384
Skin-Melanoma::S.1	1:Ins:C:0	5.742032811354572e-16	0.0	5.1424222552017654e-15	0.3304843490577345	0.0	0.0	0.6695156509422597
Skin-Melanoma::S.1	1:Ins:C:1	4.230823550942906e-16	0.0	0.1559101887982239	0.5581416953389778	0.0	0.0	0.28594811586279767
Skin-Melanoma::S.1	1:Ins:C:2	2.6495459585390235e-16	0.0	0.024660618839455042	0.8863308102684129	0.0	0.0	0.08900857089213197
