"tool_name","cancer_type","cpu_seconds"
"deconstruct_0.00","Breast-AdenoCA",6.95200000000001
"deconstruct_0.00","ColoRect-AdenoCA",2.93899999999999
"deconstruct_0.00","Eso-AdenoCA",5.13699999999997
"deconstruct_0.00","Kidney-RCC",7.24700000000003
"deconstruct_0.00","Liver-HCC",9.83000000000004
"deconstruct_0.00","Lung-AdenoCA",4.07499999999996
"deconstruct_0.00","Ovary-AdenoCA",6.47799999999995
"deconstruct_0.00","Skin-Melanoma",7.74800000000007
"deconstruct_0.00","Stomach-AdenoCA",5.32199999999991
"deconstruct_0.03","Breast-AdenoCA",6.77199999999993
"deconstruct_0.03","ColoRect-AdenoCA",2.16299999999995
"deconstruct_0.03","Eso-AdenoCA",5.10399999999995
"deconstruct_0.03","Kidney-RCC",7.28200000000003
"deconstruct_0.03","Liver-HCC",9.86599999999992
"deconstruct_0.03","Lung-AdenoCA",4.09999999999993
"deconstruct_0.03","Ovary-AdenoCA",7.25900000000001
"deconstruct_0.03","Skin-Melanoma",7.74099999999999
"deconstruct_0.03","Stomach-AdenoCA",4.56300000000003
"deconstruct_0.06","Breast-AdenoCA",6.78400000000006
"deconstruct_0.06","ColoRect-AdenoCA",2.13900000000001
"deconstruct_0.06","Eso-AdenoCA",5.09699999999998
"deconstruct_0.06","Kidney-RCC",7.24100000000006
"deconstruct_0.06","Liver-HCC",10.671
"deconstruct_0.06","Lung-AdenoCA",4.10200000000007
"deconstruct_0.06","Ovary-AdenoCA",6.51599999999998
"deconstruct_0.06","Skin-Melanoma",7.77199999999993
"deconstruct_0.06","Stomach-AdenoCA",4.56700000000001
"deconstruct_0.10","Breast-AdenoCA",6.79499999999996
"deconstruct_0.10","ColoRect-AdenoCA",2.15700000000004
"deconstruct_0.10","Eso-AdenoCA",5.12899999999998
"deconstruct_0.10","Kidney-RCC",8.02099999999999
"deconstruct_0.10","Liver-HCC",9.87199999999995
"deconstruct_0.10","Lung-AdenoCA",4.08500000000004
"deconstruct_0.10","Ovary-AdenoCA",6.49999999999996
"deconstruct_0.10","Skin-Melanoma",7.732
"deconstruct_0.10","Stomach-AdenoCA",4.54600000000005
"fitms_0.010","Breast-AdenoCA",5.99300000000004
"fitms_0.010","ColoRect-AdenoCA",1.06799999999996
"fitms_0.010","Eso-AdenoCA",2.348
"fitms_0.010","Kidney-RCC",2.28700000000003
"fitms_0.010","Liver-HCC",1.96900000000008
"fitms_0.010","Lung-AdenoCA",1.703
"fitms_0.010","Ovary-AdenoCA",1.62299999999995
"fitms_0.010","Skin-Melanoma",1.61200000000008
"fitms_0.010","Stomach-AdenoCA",2.1110000000001
"fitms_0.030","Breast-AdenoCA",6.09799999999996
"fitms_0.030","ColoRect-AdenoCA",0.95900000000006
"fitms_0.030","Eso-AdenoCA",6.73200000000013
"fitms_0.030","Kidney-RCC",6.56099999999978
"fitms_0.030","Liver-HCC",1.985
"fitms_0.030","Lung-AdenoCA",1.70899999999983
"fitms_0.030","Ovary-AdenoCA",1.55199999999991
"fitms_0.030","Skin-Melanoma",4.23300000000005
"fitms_0.030","Stomach-AdenoCA",7.15900000000005
"fitms_0.050","Breast-AdenoCA",6.17400000000001
"fitms_0.050","ColoRect-AdenoCA",1.78499999999987
"fitms_0.050","Eso-AdenoCA",6.60700000000003
"fitms_0.050","Kidney-RCC",6.42200000000007
"fitms_0.050","Liver-HCC",1.97299999999996
"fitms_0.050","Lung-AdenoCA",1.71400000000017
"fitms_0.050","Ovary-AdenoCA",1.56499999999983
"fitms_0.050","Skin-Melanoma",4.24000000000001
"fitms_0.050","Stomach-AdenoCA",7.14799999999997
"fitms_0.060","Breast-AdenoCA",6.11200000000029
"fitms_0.060","ColoRect-AdenoCA",0.97199999999998
"fitms_0.060","Eso-AdenoCA",6.67399999999986
"fitms_0.060","Kidney-RCC",6.42100000000001
"fitms_0.060","Liver-HCC",5.16200000000013
"fitms_0.060","Lung-AdenoCA",1.6850000000002
"fitms_0.060","Ovary-AdenoCA",1.52800000000002
"fitms_0.060","Skin-Melanoma",4.34099999999999
"fitms_0.060","Stomach-AdenoCA",7.02000000000004
"fitms_0.100","Breast-AdenoCA",6.02599999999998
"fitms_0.100","ColoRect-AdenoCA",0.998999999999967
"fitms_0.100","Eso-AdenoCA",9.21000000000001
"fitms_0.100","Kidney-RCC",7.78999999999996
"fitms_0.100","Liver-HCC",5.36800000000002
"fitms_0.100","Lung-AdenoCA",4.78999999999996
"fitms_0.100","Ovary-AdenoCA",1.57299999999998
"fitms_0.100","Skin-Melanoma",4.26300000000001
"fitms_0.100","Stomach-AdenoCA",7.50899999999999
"fitms_0.200","Breast-AdenoCA",5.57399999999998
"fitms_0.200","ColoRect-AdenoCA",2.09099999999995
"fitms_0.200","Eso-AdenoCA",10.7990000000001
"fitms_0.200","Kidney-RCC",7.70999999999998
"fitms_0.200","Liver-HCC",5.262
"fitms_0.200","Lung-AdenoCA",4.76400000000004
"fitms_0.200","Ovary-AdenoCA",1.59399999999999
"fitms_0.200","Skin-Melanoma",4.53999999999996
"fitms_0.200","Stomach-AdenoCA",4.86199999999999
"mp","Breast-AdenoCA",1.746
"mp","ColoRect-AdenoCA",1.23900000000003
"mp","Eso-AdenoCA",1.87300000000005
"mp","Kidney-RCC",1.84199999999998
"mp","Liver-HCC",1.69799999999998
"mp","Lung-AdenoCA",1.57100000000003
"mp","Ovary-AdenoCA",1.53399999999995
"mp","Skin-Melanoma",1.55799999999999
"mp","Stomach-AdenoCA",1.71100000000001
"musical","Breast-AdenoCA",46.4079999999997
"musical","ColoRect-AdenoCA",92.9240000000002
"musical","Eso-AdenoCA",47.8869999999998
"musical","Kidney-RCC",94.589
"musical","Liver-HCC",94.0130000000001
"musical","Lung-AdenoCA",47.6959999999998
"musical","Ovary-AdenoCA",93.8219999999999
"musical","Skin-Melanoma",93.6200000000002
"musical","Stomach-AdenoCA",95.6579999999998
"mutsig","Breast-AdenoCA",1.901
"mutsig","ColoRect-AdenoCA",0.579000000000001
"mutsig","Eso-AdenoCA",0.811999999999994
"mutsig","Kidney-RCC",1.90899999999999
"mutsig","Liver-HCC",1.88100000000001
"mutsig","Lung-AdenoCA",1.80700000000003
"mutsig","Ovary-AdenoCA",1.83000000000001
