Mutation type,Skin-Melanoma::MSI-H.S.1
DEL_C_1_0,-0.12867653984815774
DEL_C_1_1,-10.37029756149242
DEL_C_1_2,-0.04927747819978538
DEL_C_1_3,-35.27907306494686
DEL_C_1_4,-32.99659420798129
DEL_C_1_5+,-72.30576767855035
DEL_T_1_0,-78.34608481476292
DEL_T_1_1,-1.183018721543986e-13
DEL_T_1_2,-80.2535793766101
DEL_T_1_3,-32.260820349093024
DEL_T_1_4,-675.8423174342894
DEL_T_1_5+,53.24603123063753
INS_C_1_0,-1.183018721543986e-13
INS_C_1_1,-2.5971925291871383
INS_C_1_2,-0.41513502534826063
INS_C_1_3,-11.053918183800768
INS_C_1_4,-46.19214722515625
INS_C_1_5+,-280.8466663234474
INS_T_1_0,-42.49264677850017
INS_T_1_1,0.3216606429407216
INS_T_1_2,-8.49849010200363
INS_T_1_3,-13.581750961768762
INS_T_1_4,5.499572922746154
INS_T_1_5+,19.41129858099339
DEL_repeats_2_0,-11.143221125519075
DEL_repeats_2_1,-61.08325498540532
DEL_repeats_2_2,-17.26364506730002
DEL_repeats_2_3,-10.8926944173285
DEL_repeats_2_4,-8.893119166393925
DEL_repeats_2_5+,-1.2971016292732638e-13
DEL_repeats_3_0,-1.3533450447549082
DEL_repeats_3_1,-54.62365995146172
DEL_repeats_3_2,-21.233416440582992
DEL_repeats_3_3,-4.628000817865935
DEL_repeats_3_4,-1.1861876912031327e-13
DEL_repeats_3_5+,-1.183018721543986e-13
DEL_repeats_4_0,-1.8698972028102259
DEL_repeats_4_1,-21.681808558451188
DEL_repeats_4_2,-3.6627474623027805
DEL_repeats_4_3,-0.11519204711003472
DEL_repeats_4_4,-1.183018721543986e-13
DEL_repeats_4_5+,1.1795861385521298
DEL_repeats_5+_0,-0.7505758810096528
DEL_repeats_5+_1,-30.387730535414995
DEL_repeats_5+_2,1.574438729347488
DEL_repeats_5+_3,-0.8240079787097665
DEL_repeats_5+_4,-0.39440692361270924
DEL_repeats_5+_5+,-0.862759961932901
INS_repeats_2_0,-10.02532773068138
INS_repeats_2_1,0.5628712199077652
INS_repeats_2_2,-14.13058737381867
INS_repeats_2_3,-8.698336106978708
INS_repeats_2_4,-7.365971944029283
INS_repeats_2_5+,-344.0456637951779
INS_repeats_3_0,0.07901710242077287
INS_repeats_3_1,-3.729509005651323
INS_repeats_3_2,-3.0709083828058006
INS_repeats_3_3,-0.8538198661827763
INS_repeats_3_4,-2.7432967259098424
INS_repeats_3_5+,-21.564352925592274
INS_repeats_4_0,-0.2661934513683703
INS_repeats_4_1,-20.60248876389425
INS_repeats_4_2,0.5358585714379431
INS_repeats_4_3,-2.7777062020705277
INS_repeats_4_4,-2.331944179627147
INS_repeats_4_5+,-28.610848425100244
INS_repeats_5+_0,-1.183018721543986e-13
INS_repeats_5+_1,0.5594733417228106
INS_repeats_5+_2,-3.377015932616695
INS_repeats_5+_3,1.4612525362190851
INS_repeats_5+_4,-4.441841504141324
INS_repeats_5+_5+,-2.8491988646750066
DEL_MH_2_1,2.0564772633703328
DEL_MH_3_1,-0.38721191603174754
DEL_MH_3_2,-32.55309920930435
DEL_MH_4_1,0.2601861874132556
DEL_MH_4_2,-8.173133049522065
DEL_MH_4_3,-9.69412004438613
DEL_MH_5+_1,-6.916179035008481
DEL_MH_5+_2,-1.865069409267764
DEL_MH_5+_3,0.10159706241281397
DEL_MH_5+_4,-1.9867522687868995
DEL_MH_5+_5+,-22.705203966273807
