Mutation type,Skin-Melanoma::MSI-H.S.1
DEL_C_1_0,79.12867653984816
DEL_C_1_1,13.37029756149242
DEL_C_1_2,0.04927747819978538
DEL_C_1_3,71.27907306494686
DEL_C_1_4,72.99659420798129
DEL_C_1_5+,288.30576767855035
DEL_T_1_0,147.34608481476292
DEL_T_1_1,1.183018721543986e-13
DEL_T_1_2,127.2535793766101
DEL_T_1_3,359.260820349093
DEL_T_1_4,818.8423174342894
DEL_T_1_5+,12908.753968769362
INS_C_1_0,1.183018721543986e-13
INS_C_1_1,3.5971925291871383
INS_C_1_2,0.41513502534826063
INS_C_1_3,21.053918183800768
INS_C_1_4,76.19214722515625
INS_C_1_5+,551.8466663234474
INS_T_1_0,59.49264677850017
INS_T_1_1,0.6783393570592784
INS_T_1_2,13.49849010200363
INS_T_1_3,88.58175096176876
INS_T_1_4,335.50042707725385
INS_T_1_5+,15045.588701419007
DEL_repeats_2_0,14.143221125519075
DEL_repeats_2_1,77.08325498540532
DEL_repeats_2_2,37.26364506730002
DEL_repeats_2_3,18.8926944173285
DEL_repeats_2_4,14.893119166393925
DEL_repeats_2_5+,1.2971016292732638e-13
DEL_repeats_3_0,2.3533450447549082
DEL_repeats_3_1,163.62365995146172
DEL_repeats_3_2,49.23341644058299
DEL_repeats_3_3,12.628000817865935
DEL_repeats_3_4,1.1861876912031327e-13
DEL_repeats_3_5+,1.183018721543986e-13
DEL_repeats_4_0,1.8698972028102259
DEL_repeats_4_1,48.68180855845119
DEL_repeats_4_2,8.66274746230278
DEL_repeats_4_3,0.11519204711003472
DEL_repeats_4_4,1.183018721543986e-13
DEL_repeats_4_5+,3.82041386144787
DEL_repeats_5+_0,0.7505758810096528
DEL_repeats_5+_1,50.387730535414995
DEL_repeats_5+_2,8.425561270652512
DEL_repeats_5+_3,2.8240079787097665
DEL_repeats_5+_4,1.3944069236127092
DEL_repeats_5+_5+,0.862759961932901
INS_repeats_2_0,12.02532773068138
INS_repeats_2_1,4.437128780092235
INS_repeats_2_2,20.13058737381867
INS_repeats_2_3,14.698336106978708
INS_repeats_2_4,80.36597194402928
INS_repeats_2_5+,521.0456637951779
INS_repeats_3_0,0.9209828975792271
INS_repeats_3_1,23.729509005651323
INS_repeats_3_2,4.070908382805801
INS_repeats_3_3,2.8538198661827763
INS_repeats_3_4,3.7432967259098424
INS_repeats_3_5+,50.564352925592274
INS_repeats_4_0,0.2661934513683703
INS_repeats_4_1,31.60248876389425
INS_repeats_4_2,1.4641414285620569
INS_repeats_4_3,4.777706202070528
INS_repeats_4_4,9.331944179627147
INS_repeats_4_5+,51.610848425100244
INS_repeats_5+_0,1.183018721543986e-13
INS_repeats_5+_1,26.44052665827719
INS_repeats_5+_2,4.377015932616695
INS_repeats_5+_3,5.538747463780915
INS_repeats_5+_4,4.441841504141324
INS_repeats_5+_5+,3.8491988646750066
DEL_MH_2_1,22.943522736629667
DEL_MH_3_1,1.3872119160317475
DEL_MH_3_2,71.55309920930435
DEL_MH_4_1,3.7398138125867444
DEL_MH_4_2,11.173133049522065
DEL_MH_4_3,13.69412004438613
DEL_MH_5+_1,9.916179035008481
DEL_MH_5+_2,1.865069409267764
DEL_MH_5+_3,0.898402937587186
DEL_MH_5+_4,7.9867522687868995
DEL_MH_5+_5+,48.70520396627381
