Sample,SBS1,SBS2,SBS3,SBS5,SBS13,SBS17a,SBS17b,SBS18,SBS28,SBS40,SBS41
Stomach-AdenoCA::S.1,247.90322546646226,273.7012833283147,0.0,2021.1413088485115,244.80088913106852,41.32285909364738,1222.6151056083004,1139.1323154206123,0.0,5929.390527201018,0.0
Stomach-AdenoCA::S.2,517.1699920309602,0.0,0.0,11649.317503320226,0.0,2451.5482553215656,15266.761283363661,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.3,1354.4095342931655,252.4274103929274,695.8637205769008,0.0,0.0,499.22170492176303,9982.595943731047,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.4,1670.3913175039613,0.0,21455.383203360594,0.0,0.0,798.2875650577502,5825.59632484271,537.2347773899716,0.0,0.0,0.0
Stomach-AdenoCA::S.5,2302.0545032638843,174.9953010112376,0.0,3098.9656003654763,1188.450586418583,166.1173587547379,65.76283017271702,97.03585530981844,125.88121775090242,0.0,1458.1387067520361
Stomach-AdenoCA::S.6,570.8674168103323,0.0,0.0,4870.148243718056,465.95798056179314,1537.715276204339,491.73391460591773,1390.0079349942116,0.0,0.0,2218.542830040375
Stomach-AdenoCA::S.7,874.6437543279726,0.0,0.0,2686.9513186436375,116.65787020791407,98.22083805003186,2102.504233497258,6424.251575572484,508.78288149711506,1189.0339073132102,0.0
Stomach-AdenoCA::S.8,938.6892384622874,658.8517948001961,0.0,5165.5578543527945,0.0,962.3903789228109,1549.5415967439799,901.0317754990912,249.8504877192798,0.0,229.41137494376943
Stomach-AdenoCA::S.9,352.08566704109955,175.04998372412908,2160.375546782348,7190.723554891704,0.0,0.0,76.12640532920962,1376.3808633864166,82.20276949344414,6783.882703605586,271.2806057080375
Stomach-AdenoCA::S.10,701.2800793905902,0.0,2792.339458649199,2639.784885031658,75.39834667132239,0.0,0.0,308.9714019805176,136.45939139579855,4651.291086425007,0.0
Stomach-AdenoCA::S.11,1838.3922140921677,508.0226364654559,0.0,3419.459115182462,727.8531245798042,0.0,0.0,0.0,0.0,927.1454644538255,0.0
Stomach-AdenoCA::S.12,779.3094455690415,275.12379931522827,0.0,2113.1411190594745,495.68964547298594,151.27342773686254,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.13,2480.8899484225117,0.0,0.0,530.7333102814265,0.0,76.7541617510291,0.0,4262.501252397445,0.0,0.0,0.0
Stomach-AdenoCA::S.14,1213.4207580081895,847.8098494906119,0.0,6576.278259587651,894.5521058320217,1654.8944277902099,0.0,2977.26359085431,0.0,14307.919923399028,440.87508754356367
Stomach-AdenoCA::S.15,855.8384641679384,1123.2528363941092,0.0,0.0,107.0027170430126,4244.77782270938,0.0,0.0,0.0,0.0,2268.5157199450127
Stomach-AdenoCA::S.16,498.658296312283,0.0,0.0,6210.047520451926,0.0,13356.573117613887,224.63339301577105,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.17,382.7307322687189,22.2735592042249,369.0892660578815,208.16205055802442,144.6880560065833,204.33331220587084,256.99692373391906,1436.3300085337655,46.5469048172827,3224.798756904637,387.2918259911688
Stomach-AdenoCA::S.18,392.0879216298845,214.08947581470318,0.0,2479.03358726325,0.0,1407.173843168418,2342.043780103608,8371.304010278203,0.0,0.0,0.0
Stomach-AdenoCA::S.19,935.2110405884946,77.29129121778972,0.0,5836.701053694918,52.861557098592556,0.0,94.93225092232865,359.7408200928235,0.0,0.0,813.687684462761
Stomach-AdenoCA::S.20,1209.1150239494377,243.2782574606923,0.0,14939.124257054082,0.0,0.0,7788.248231602424,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.21,1632.1759496564025,116.68886735947542,1681.5988349216802,4471.869055953982,0.0,0.0,8953.001708757389,2067.540274691453,0.0,0.0,0.0
Stomach-AdenoCA::S.22,653.7435078635551,1147.6654464351273,66758.49690348413,5234.197214797834,314.48072703758885,944.3781290753955,1924.29501018037,2020.9624201184206,308.77715220454655,0.0,0.0
Stomach-AdenoCA::S.23,1253.1276461434838,69.6652753691849,870.6655264959647,3266.392801340017,0.0,1250.3645756019794,1904.490968020942,1711.8168236018219,0.0,4972.909862564207,5483.693124691813
Stomach-AdenoCA::S.24,707.949364563789,91.82329266548389,0.0,3708.720229540589,1287.4816135482906,3503.8861347198163,509.6459034331133,2056.577827700181,0.0,0.0,1153.6987774576824
Stomach-AdenoCA::S.25,660.7198763647191,0.0,716.4109577446883,0.0,0.0,5115.077068853751,4052.6450087263015,0.0,0.0,2367.3808635815917,0.0
Stomach-AdenoCA::S.26,744.2077056800241,276.060130626349,0.0,7991.019464225979,0.0,0.0,0.0,3934.2289317643117,0.0,0.0,0.0
Stomach-AdenoCA::S.27,1658.9414810042476,927.5209683936159,708.8929963243971,1565.0231281425306,0.0,500.7482115000688,0.0,1653.2820433598479,0.0,692.6069350470037,0.0
Stomach-AdenoCA::S.28,272.92006635482176,0.0,1737.0063086887276,6096.3822153199535,0.0,5769.12686592023,0.0,2492.3316623796045,0.0,0.0,0.0
Stomach-AdenoCA::S.29,1425.1460824782584,0.0,0.0,1745.3832684306728,0.0,1198.2541986317503,0.0,7214.914269166649,699.3189140658429,0.0,5176.828983652395
Stomach-AdenoCA::S.30,2377.877794094221,0.0,762.1026423636584,0.0,0.0,7414.4229427469745,1144.3837491298232,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.31,893.9936989310457,2476.753634196624,0.0,12270.725905601234,0.0,121.408363059218,0.0,958.5192767792494,0.0,0.0,481.7942624462081
Stomach-AdenoCA::S.32,1751.9658371757594,85.72761688678712,0.0,5421.578164469456,0.0,0.0,2861.812836027244,4218.093827844281,0.0,0.0,0.0
Stomach-AdenoCA::S.33,698.0936413591902,409.49825347552274,1480.98822584136,2411.8950764730585,482.71747545575295,0.0,7563.62994663989,3099.2326805544935,0.0,0.0,0.0
Stomach-AdenoCA::S.34,1160.8910241053127,160.19025997720928,0.0,4103.907882232414,182.4118775939634,2404.402761248251,9068.368796878494,1417.483050194356,0.0,2698.530308558545,0.0
Stomach-AdenoCA::S.35,868.5761843432388,141.061040619144,0.0,1444.342203413221,0.0,522.8904072041828,0.0,2605.325259166811,0.0,3815.4143080483386,0.0
Stomach-AdenoCA::S.36,3209.735640597808,0.0,0.0,0.0,116.18372891843644,0.0,0.0,3662.661072901967,0.0,1362.5468275864223,0.0
Stomach-AdenoCA::S.37,1414.5751847099828,70.9949681262334,5880.125152607374,710.7930159051083,0.0,383.05293285359693,3695.113698864277,195.90924636525278,0.0,0.0,0.0
Stomach-AdenoCA::S.38,1315.705631259431,371.2033036656448,1332.4679197647301,737.3522945627885,288.4707469681359,592.6052832359472,558.5534657372677,4895.718889058321,0.0,9001.815999048713,1418.045285089909
Stomach-AdenoCA::S.39,1186.76337268451,0.0,0.0,19814.307441250567,212.18600197375312,3632.217989446267,0.0,3923.555463437546,0.0,7813.774864779265,0.0
Stomach-AdenoCA::S.40,2513.6703153015496,0.0,0.0,10786.902843743323,0.0,5629.654293002959,17960.523071324766,1594.509684290708,0.0,0.0,0.0
Stomach-AdenoCA::S.41,601.201184563466,152.30714158613503,24951.425132576933,3509.2649467837673,551.0362217155636,10035.977612176128,14284.878304486912,0.0,0.0,0.0,798.3984858917134
Stomach-AdenoCA::S.42,2513.1285885773436,279.0520174708235,20603.365510426313,7836.2862595854185,0.0,8361.858329403462,2910.40674828429,2404.092152655356,0.0,0.0,0.0
Stomach-AdenoCA::S.43,914.1685144080539,0.0,0.0,0.0,0.0,1965.2234033604839,3497.3552795626256,1464.6134683693067,0.0,0.0,0.0
Stomach-AdenoCA::S.44,1513.677413791907,1181.7126407805567,0.0,2552.7354097635625,0.0,433.6051082777363,0.0,2193.307796520897,0.0,0.0,4347.228596300632
Stomach-AdenoCA::S.45,563.342394521551,1191.4439482699736,0.0,566.4822641587201,0.0,0.0,2227.6145245939356,5657.62530344008,380.9138508639437,2647.218279512159,0.0
Stomach-AdenoCA::S.46,581.5147786627155,0.0,0.0,1759.397350068219,533.7366834493097,0.0,0.0,1000.7601556661058,900.0259551431081,0.0,10043.556432198504
Stomach-AdenoCA::S.47,406.29067962101124,0.0,0.0,2778.8490617066486,0.0,2481.2990630619656,373.0859887534138,0.0,0.0,3965.275349631276,0.0
Stomach-AdenoCA::S.48,747.9709950505119,37.49516014798524,405.5646548949341,2771.196169037897,341.41119337758005,0.0,39.44537734382647,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.49,1793.4674421968634,361.75819396954756,1934.4297343495032,10814.097145057513,769.5177309591703,1108.2527163351458,13982.876139179205,1984.8805119643125,0.0,0.0,0.0
Stomach-AdenoCA::S.50,733.8366456829414,440.2521404704634,0.0,1577.3518049230722,0.0,1025.1536103912513,16108.93292588177,917.2089946013467,5809.413949776671,4822.0845910031285,0.0
Stomach-AdenoCA::S.51,1034.2454045687925,0.0,412.2209738736065,3371.8899853591925,0.0,159.52899638169797,3144.0353588153525,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.52,740.9032004168547,0.0,0.0,3866.7218729544093,245.65779652240266,149.40431334992817,2380.7760190823406,0.0,220.8098422917971,0.0,0.0
Stomach-AdenoCA::S.53,1435.6975980916848,151.50354449604816,0.0,6633.152570109477,262.03536443510836,6969.436331965119,268.24137319523,0.0,0.0,6422.638597209633,0.0
Stomach-AdenoCA::S.54,1315.1903029644725,0.0,1532.044413045221,1554.0194611000618,0.0,0.0,7508.19807417125,8541.228171417999,1707.574509618581,0.0,0.0
Stomach-AdenoCA::S.55,2033.12214265561,296.47807036609674,3079.6392451125525,781.0444738274828,108.3578446331866,0.0,5170.280914587943,2761.11925952945,568.9653924823265,5802.647654810025,0.0
Stomach-AdenoCA::S.56,1831.7125262147265,0.0,0.0,0.0,0.0,767.0449507049286,0.0,5169.087571297504,39.994391781762396,0.0,0.0
Stomach-AdenoCA::S.57,367.4371730006836,893.1464717485665,0.0,3305.8923134624038,0.0,1334.3592495731891,0.0,1587.1980356732554,0.0,5534.96249750647,2445.8351586687995
Stomach-AdenoCA::S.58,148.22115757800574,41.95223377821417,0.0,0.0,0.0,0.0,397.8843548127191,0.0,252.65494251285563,5726.808953697157,0.0
Stomach-AdenoCA::S.59,777.5526973736971,104.664195077673,0.0,7238.5413317866,199.37745252765407,6044.977590303915,133.30879027745553,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.60,1086.8170889500097,190.17302630840072,5046.111621333538,4199.278165216812,109.57526086703885,3572.51332359675,0.0,3611.5019630402,817.3104317249998,0.0,6934.788720948623
Stomach-AdenoCA::S.61,1439.3483743613124,0.0,0.0,6608.0035693417585,227.7026707698434,0.0,8884.243109066954,0.0,954.18612409883,1443.3730903751043,0.0
Stomach-AdenoCA::S.62,638.1569227876821,0.0,0.0,21936.280975268128,0.0,2040.7927241059617,164.99652949550412,555.4637188103025,0.0,1889.7115313077134,0.0
Stomach-AdenoCA::S.63,468.0704757373288,0.0,1313.8160366312432,0.0,1150.3541947719955,82.56369078351827,0.0,0.0,0.0,0.0,8298.828173038868
Stomach-AdenoCA::S.64,2222.6724712765485,566.3768170471283,1259.6910084224382,14411.288062200358,0.0,702.1008685120623,1644.002081807132,5334.8707791094685,0.0,6286.802312044084,654.6666925134139
Stomach-AdenoCA::S.65,697.0601048830359,0.0,0.0,2013.4909657456567,193.18530737184255,6246.733594110491,3207.9429876662743,365.36409192301096,246.63552956998493,0.0,0.0
Stomach-AdenoCA::S.66,882.4174365847941,0.0,0.0,9973.885802300994,0.0,59.93066246541648,0.0,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.67,1260.1543094334513,0.0,0.0,6987.1142250871835,0.0,0.0,14081.458134241682,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.68,643.679300595744,1223.0161970154315,0.0,2220.468858114561,213.63974165631035,0.0,0.0,2029.029547186279,0.0,0.0,0.0
Stomach-AdenoCA::S.69,2623.792130152897,288.02687756143547,0.0,3353.8831161527787,0.0,4664.568490086752,2114.184385925742,0.0,0.0,1138.1393273255985,0.0
Stomach-AdenoCA::S.70,492.0809182999919,0.0,0.0,350.74035327165785,173.9194129333563,0.0,4314.7453114072,0.0,110.29234486378314,0.0,0.0
Stomach-AdenoCA::S.71,1242.8176826293072,0.0,0.0,4522.753047645791,0.0,159.54962378288786,2671.297745456212,175.9068789118266,307.26237425230386,3123.035000937276,3410.8526148556416
Stomach-AdenoCA::S.72,1108.9430214390475,415.5368116258805,0.0,6668.433556308491,221.07144002424914,3789.1743129002575,4289.757786274578,3218.730462763336,279.7352176517597,5306.189466859896,507.1448074663115
Stomach-AdenoCA::S.73,368.4049344096906,546.9664930467022,0.0,4197.173312475645,80.25535160577196,1001.2344960572246,503.3170476106956,249.9500876041814,76.881951157581,2324.280746756507,125.90018401713452
Stomach-AdenoCA::S.74,1633.6421038293408,0.0,0.0,3175.147094591286,0.0,0.0,22949.705641531895,0.0,0.0,0.0,2391.994109902614
Stomach-AdenoCA::S.75,926.0895755921778,175.32111294339663,0.0,6649.064670207409,421.4812418822019,0.0,181.1079219090442,0.0,665.1279179916379,0.0,6170.925329303871
Stomach-AdenoCA::S.76,371.30521236084905,0.0,470.6074861397712,1797.0320178617376,0.0,0.0,0.0,1350.061896237507,54.23483580820641,6275.375224651232,0.0
Stomach-AdenoCA::S.77,2042.2559277172354,406.075066984514,0.0,4537.120276154563,0.0,205.2980683544789,8376.16014504931,4463.959799891301,906.0320947328539,0.0,377.72967960618905
Stomach-AdenoCA::S.78,1731.3486505938324,1085.6926026002168,0.0,9509.154248606887,0.0,4634.106437279994,4797.390142678856,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.79,545.8260456414148,114.4643358247347,0.0,436.7618946333858,126.95645294641034,0.0,757.8617161995276,0.0,0.0,0.0,6396.150110081613
Stomach-AdenoCA::S.80,953.3998263586311,716.2902879541916,0.0,11234.942967000261,0.0,2623.828361024512,0.0,0.0,0.0,0.0,283.34473310214935
Stomach-AdenoCA::S.81,939.4925300768472,837.3150166079998,0.0,4141.135932671794,0.0,269.3446364732518,0.0,2008.8265580431892,0.0,13785.163776294845,0.0
Stomach-AdenoCA::S.82,507.49036732685215,598.1191907629428,0.0,10367.009867938232,0.0,5172.812245134749,7664.429416300689,1254.90278408398,0.0,6259.353359850418,0.0
Stomach-AdenoCA::S.83,1888.522369460471,802.0753711715581,0.0,2814.1238309985433,279.7887907896912,5808.3701356184065,21565.589681309335,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.84,2306.426659573601,685.1757247568293,12151.958471224214,7670.511177707405,384.28438866211474,221.6330785006517,230.37458858731253,3273.061871301672,0.0,4695.440657565866,0.0
Stomach-AdenoCA::S.85,917.8703566740944,0.0,2034.7752209237333,3730.476571317819,789.3787553915738,429.9832974179639,1924.009263757025,906.314624156592,700.9560649014206,12502.357294306863,0.0
Stomach-AdenoCA::S.86,327.66950657217234,0.0,1193.05654025058,14442.958432327952,256.7994656371826,2895.4861187788065,0.0,476.02633618569865,0.0,4240.770448731572,0.0
Stomach-AdenoCA::S.87,837.4278763693995,278.1442529359615,1072.978037354702,1896.7329632493102,0.0,3640.023981363664,0.0,1615.5472693356685,0.0,0.0,0.0
Stomach-AdenoCA::S.88,763.9456390425786,200.08615762475648,0.0,0.0,845.6339075235769,0.0,6460.396612077246,2661.7161158530757,0.0,1966.7700230362047,0.0
Stomach-AdenoCA::S.89,1625.1616510280721,107.80555246922204,0.0,10485.13995923537,0.0,0.0,6358.420505816337,4890.943956139426,328.74372816181,0.0,0.0
Stomach-AdenoCA::S.90,1473.194008392305,185.09490193896895,0.0,0.0,280.74948331283116,0.0,4367.096211589887,0.0,0.0,0.0,0.0
Stomach-AdenoCA::S.91,2274.232459534433,0.0,0.0,8353.642148236644,0.0,0.0,3131.3293972449537,2844.0389466693628,305.22503383129634,0.0,0.0
