Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Eso-AdenoCA::S.1	19367	0.969	4428.9	22.868%	681.445	24.792%	0.04653	0.934
Eso-AdenoCA::S.2	52463	0.988	9870.109	18.813%	2011.88	15.303%	0.03749	0.986
Eso-AdenoCA::S.3	18923	0.955	4424.005	23.379%	1163.584	29.931%	0.0538	0.94
Eso-AdenoCA::S.4	12079	0.936	4021.008	33.289%	807.121	35.628%	0.1075	0.909
Eso-AdenoCA::S.5	23163	0.979	4176.252	18.03%	603.31	20.399%	0.02832	0.941
Eso-AdenoCA::S.6	88218	0.997	18850.384	21.368%	4898.034	10.356%	0.1527	0.997
Eso-AdenoCA::S.7	27953	0.997	3604.385	12.894%	765.198	8.384%	0.01891	0.996
Eso-AdenoCA::S.8	26265	0.973	5851.766	22.28%	1150.236	23.584%	0.04485	0.963
Eso-AdenoCA::S.9	34122	0.995	5552.137	16.271%	831.329	11.154%	0.02751	0.994
Eso-AdenoCA::S.10	37512	0.986	6901.348	18.398%	988.533	16.857%	0.02737	0.975
Eso-AdenoCA::S.11	19703	0.979	5097.708	25.873%	1018.167	20.582%	0.0699	0.976
Eso-AdenoCA::S.12	45245	0.981	8785.725	19.418%	1279.026	19.487%	0.03372	0.963
Eso-AdenoCA::S.13	25758	0.992	5125.991	19.901%	1358.286	12.994%	0.06828	0.991
Eso-AdenoCA::S.14	87466	0.996	13836.697	15.82%	2606.932	8.725%	0.02839	0.996
Eso-AdenoCA::S.15	13817	0.99	3062.127	22.162%	456.785	15.13%	0.04897	0.988
Eso-AdenoCA::S.16	44191	0.988	10248.932	23.192%	1873.031	15.504%	0.06395	0.986
Eso-AdenoCA::S.17	15466	0.968	3434.732	22.208%	566.454	25.476%	0.04524	0.935
Eso-AdenoCA::S.18	24589	0.987	3585.991	14.584%	542.038	16.041%	0.01885	0.971
Eso-AdenoCA::S.19	10456	0.99	1809.764	17.308%	325.676	14.078%	0.02632	0.987
Eso-AdenoCA::S.20	78283	0.992	15406.73	19.681%	4460.253	12.705%	0.04131	0.992
Eso-AdenoCA::S.21	57463	0.99	13044.081	22.7%	4249.064	14.916%	0.04956	0.99
Eso-AdenoCA::S.22	23884	0.984	3915.477	16.394%	678.273	17.883%	0.02218	0.972
Eso-AdenoCA::S.23	19805	0.994	3210.378	16.21%	645.656	11.324%	0.02465	0.993
Eso-AdenoCA::S.24	41306	0.987	7758.468	18.783%	1608.532	15.881%	0.03478	0.985
Eso-AdenoCA::S.25	30881	0.988	5880.189	19.041%	1042.24	15.24%	0.03916	0.985
Eso-AdenoCA::S.26	39181	0.989	6613.815	16.88%	961.946	14.689%	0.02325	0.983
Eso-AdenoCA::S.27	20612	0.967	6468.844	31.384%	1373.084	27.055%	0.10682	0.961
Eso-AdenoCA::S.28	36095	0.996	5963.264	16.521%	1010.725	9.065%	0.02884	0.995
Eso-AdenoCA::S.29	9028	0.959	2194.878	24.312%	606.847	28.224%	0.0497	0.95
Eso-AdenoCA::S.30	20151	0.982	4078.913	20.242%	620.258	19.017%	0.03322	0.97
Eso-AdenoCA::S.31	39523	0.985	9094.038	23.009%	1615.267	18.464%	0.0527	0.981
Eso-AdenoCA::S.32	46029	0.98	12916.118	28.061%	2616.308	20.104%	0.09177	0.977
Eso-AdenoCA::S.33	11374	0.947	2954.225	25.973%	547.8	32.422%	0.05245	0.898
Eso-AdenoCA::S.34	9194	0.996	1328.94	14.454%	383.34	9.369%	0.02757	0.995
Eso-AdenoCA::S.35	24289	0.981	4411.507	18.163%	750.897	19.256%	0.03405	0.969
Eso-AdenoCA::S.36	58664	0.982	12180.519	20.763%	1796.898	19.965%	0.03967	0.969
Eso-AdenoCA::S.37	39065	0.981	7331.504	18.767%	1056.72	19.669%	0.03068	0.961
Eso-AdenoCA::S.38	28594	0.992	5653.517	19.772%	782.709	13.646%	0.0314	0.99
Eso-AdenoCA::S.39	23398	0.982	4002.378	17.106%	581.922	18.818%	0.02248	0.955
Eso-AdenoCA::S.40	16418	0.987	3500.174	21.319%	1129.364	15.973%	0.05928	0.986
Eso-AdenoCA::S.41	30394	0.989	4712.969	15.506%	646.985	15.083%	0.02261	0.976
Eso-AdenoCA::S.42	21982	0.981	4254.537	19.355%	625.266	19.572%	0.03279	0.962
Eso-AdenoCA::S.43	24660	0.973	4697.478	19.049%	757.13	23.19%	0.03061	0.932
Eso-AdenoCA::S.44	16572	0.984	4589.324	27.693%	1246.851	18.881%	0.07201	0.983
Eso-AdenoCA::S.45	47893	0.996	7678.145	16.032%	1205.512	9.621%	0.03248	0.995
Eso-AdenoCA::S.46	21722	0.993	3584.452	16.501%	595.726	12.836%	0.02836	0.991
Eso-AdenoCA::S.47	18142	0.985	3925.337	21.637%	1062.241	17.034%	0.04684	0.984
Eso-AdenoCA::S.48	12430	0.981	2967.01	23.87%	497.311	21.029%	0.05244	0.975
Eso-AdenoCA::S.49	47728	0.972	9919.792	20.784%	1671.279	23.326%	0.03808	0.948
Eso-AdenoCA::S.50	47526	0.994	9250.526	19.464%	1906.7	11.71%	0.05204	0.993
Eso-AdenoCA::S.51	36743	0.978	7438.872	20.246%	1194.963	21.046%	0.03912	0.96
Eso-AdenoCA::S.52	50041	0.99	10614.781	21.212%	1656.2	14.461%	0.05548	0.988
Eso-AdenoCA::S.53	35735	0.985	6585.297	18.428%	1212.88	17.307%	0.02881	0.98
Eso-AdenoCA::S.54	17163	0.998	2140.289	12.47%	472.092	6.273%	0.01936	0.998
Eso-AdenoCA::S.55	30282	0.983	6758.873	22.32%	1384.325	19.202%	0.04134	0.979
Eso-AdenoCA::S.56	11976	0.977	2539.046	21.201%	368.503	21.428%	0.03766	0.955
Eso-AdenoCA::S.57	9398	0.983	2046.943	21.781%	509.804	18.452%	0.04154	0.981
Eso-AdenoCA::S.58	35717	0.972	7569.017	21.192%	1827.164	23.778%	0.04678	0.963
Eso-AdenoCA::S.59	38938	0.993	8342.746	21.426%	1405.313	12.722%	0.04964	0.992
Eso-AdenoCA::S.60	27180	0.996	3423.977	12.597%	647.084	9.344%	0.01544	0.995
Eso-AdenoCA::S.61	26946	0.992	5418.771	20.11%	988.581	13.746%	0.06253	0.991
Eso-AdenoCA::S.62	15817	0.992	2502.381	15.821%	598.082	12.613%	0.02288	0.991
Eso-AdenoCA::S.63	16699	0.992	3922.55	23.49%	765.32	16.196%	0.09248	0.991
Eso-AdenoCA::S.64	20705	0.994	4503.982	21.753%	1001.655	11.368%	0.07702	0.993
Eso-AdenoCA::S.65	16753	0.969	3901.446	23.288%	603.822	25.319%	0.04533	0.938
Eso-AdenoCA::S.66	34271	0.984	7704.642	22.482%	1450.262	18.57%	0.04532	0.98
